index,x,y,free
548,0.44999971985816956,-2.25,0
549,0.74999988079071045,-2.25,0
550,1.0500000715255737,-2.25,0
551,-7.3500003814697266,-1.9499999284744263,1
552,-7.0500001907348633,-1.9499999284744263,1
553,-6.7500004768371582,-1.9499999284744263,1
554,-6.4500002861022949,-1.9499999284744263,1
555,-6.1500000953674316,-1.9499999284744263,1
556,-5.8500003814697266,-1.9499999284744263,1
557,-5.5500001907348633,-1.9499999284744263,1
558,-5.2500004768371582,-1.9499999284744263,1
559,-4.9500002861022949,-1.9499999284744263,1
560,-4.6500000953674316,-1.9499999284744263,1
561,-4.3500003814697266,-1.9499999284744263,1
562,-4.0500001907348633,-1.9499999284744263,1
563,-3.7500002384185791,-1.9499999284744263,1
564,-3.4500002861022949,-1.9499999284744263,1
565,-3.1500000953674316,-1.9499999284744263,1
566,-2.8500003814697266,-1.9499999284744263,1
567,-2.5500001907348633,-1.9499999284744263,1
568,-2.25,-1.9499999284744263,1
569,-1.9500004053115845,-1.9499999284744263,0
570,-1.6500002145767212,-1.9499999284744263,1
571,-1.3500005006790161,-1.9499999284744263,1
572,-1.0500003099441528,-1.9499999284744263,1
573,-0.75000011920928955,-1.9499999284744263,0
574,-0.45000037550926208,-1.9499999284744263,0
575,-0.1500001847743988,-1.9499999284744263,0
576,0.15000000596046448,-1.9499999284744263,0
577,0.44999971985816956,-1.9499999284744263,0
578,0.74999988079071045,-1.9499999284744263,0
579,1.0500000715255737,-1.9499999284744263,0
580,-7.3500003814697266,-1.6500002145767212,1
581,-7.0500001907348633,-1.6500002145767212,1
582,-6.7500004768371582,-1.6500002145767212,1
583,-6.4500002861022949,-1.6500002145767212,1
584,-6.1500000953674316,-1.6500002145767212,1
585,-5.8500003814697266,-1.6500002145767212,1
586,-5.5500001907348633,-1.6500002145767212,1
587,-5.2500004768371582,-1.6500002145767212,1
588,-4.9500002861022949,-1.6500002145767212,1
589,-4.6500000953674316,-1.6500002145767212,1
590,-4.3500003814697266,-1.6500002145767212,1
591,-4.0500001907348633,-1.6500002145767212,1
592,-3.7500002384185791,-1.6500002145767212,1
593,-3.4500002861022949,-1.6500002145767212,1
594,-3.1500000953674316,-1.6500002145767212,1
595,-2.8500003814697266,-1.6500002145767212,1
596,-2.5500001907348633,-1.6500002145767212,1
597,-2.25,-1.6500002145767212,1
598,-1.9500004053115845,-1.6500002145767212,0
599,-1.6500002145767212,-1.6500002145767212,1
600,-1.3500005006790161,-1.6500002145767212,1
601,-1.0500003099441528,-1.6500002145767212,1
602,-0.75000011920928955,-1.6500002145767212,0
603,-0.45000037550926208,-1.6500002145767212,0
604,-0.1500001847743988,-1.6500002145767212,0
605,0.15000000596046448,-1.6500002145767212,0
606,0.44999971985816956,-1.6500002145767212,0
607,0.74999988079071045,-1.6500002145767212,0
608,1.0500000715255737,-1.6500002145767212,0
609,-7.3500003814697266,-1.3500000238418579,1
610,-7.0500001907348633,-1.3500000238418579,1
611,-6.7500004768371582,-1.3500000238418579,1
612,-6.4500002861022949,-1.3500000238418579,1
