run_uuid,source_update_id,candidate_id,candidate_x,candidate_y,member_index,event_index,block_id,sim_time_s,cell_index,observed_hit,concentration,threshold,legacy_hit_probability,aggregate_raw_exposure,iterations_to_record,delta_time_s,context_value,context_centered_log_odds,observation_operator
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_24_30_3_5,2.25726986,2.29911995,0,16,17,35.9980647,441,1,0.714109421,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_24_30_3_5,2.25726986,2.29911995,0,17,18,37.9981971,441,1,0.623813033,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_24_30_3_5,2.25726986,2.29911995,0,18,19,39.998293,441,1,0.583607316,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_24_30_3_5,2.25726986,2.29911995,0,19,20,41.9985047,441,1,0.564046025,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_24_30_3_5,2.25726986,2.29911995,0,20,21,43.9983161,441,1,0.589129806,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_24_30_3_5,2.25726986,2.29911995,0,21,22,45.9986923,441,1,0.612334669,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_24_30_3_5,2.25726986,2.29911995,0,22,23,47.9980355,441,1,0.615605712,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_24_30_3_5,2.25726986,2.29911995,0,23,24,49.9984614,441,1,0.61126101,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_24_30_3_5,2.25726986,2.29911995,0,24,25,52.8990284,438,1,0.612374067,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_24_30_3_5,2.25726986,2.29911995,0,25,26,54.8985275,438,1,0.626820326,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_24_30_3_5,2.25726986,2.29911995,0,26,27,56.8991138,438,1,0.626634002,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_24_30_3_5,2.25726986,2.29911995,0,27,28,58.8991501,438,1,0.636354387,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_24_30_3_5,2.25726986,2.29911995,0,28,29,60.8990925,438,1,0.639809072,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_24_30_3_5,2.25726986,2.29911995,0,29,30,62.7982672,438,1,0.631819606,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_24_30_3_5,2.25726986,2.29911995,0,30,31,64.7980789,438,1,0.630461812,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_24_30_3_5,2.25726986,2.29911995,0,31,32,66.8988691,438,1,0.661473215,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,0,1,2.09786978,448,1,0.366038412,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,1,2,3.99799383,448,1,0.43335858,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,2,3,6.09811818,448,1,0.441260159,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,3,4,7.99797572,448,1,0.427009255,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,4,5,9.99825531,448,1,0.418370336,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,5,6,12.0989264,448,1,0.440038443,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,6,7,14.0994748,448,1,0.484953552,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,7,8,16.098845,448,1,0.467057317,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,8,9,19.1980427,444,1,0.686616421,0.1,0,0,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,9,10,21.1979215,444,1,0.726703823,0.1,0,0,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,10,11,23.2986871,444,1,0.740957558,0.1,0,0,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,11,12,25.1982027,444,1,0.757176042,0.1,0,0,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,12,13,27.1981042,444,1,0.804707527,0.1,0,0,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,13,14,29.1978825,444,1,0.88930881,0.1,0,0,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,14,15,31.1978433,444,1,0.875720382,0.1,0,0,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,15,16,33.197926,444,1,0.858520508,0.1,0,0,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,16,17,35.9980647,441,1,0.714109421,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,17,18,37.9981971,441,1,0.623813033,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,18,19,39.998293,441,1,0.583607316,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,19,20,41.9985047,441,1,0.564046025,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,20,21,43.9983161,441,1,0.589129806,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,21,22,45.9986923,441,1,0.612334669,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,22,23,47.9980355,441,1,0.615605712,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,23,24,49.9984614,441,1,0.61126101,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,24,25,52.8990284,438,1,0.612374067,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,25,26,54.8985275,438,1,0.626820326,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,26,27,56.8991138,438,1,0.626634002,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,27,28,58.8991501,438,1,0.636354387,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,28,29,60.8990925,438,1,0.639809072,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,29,30,62.7982672,438,1,0.631819606,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,30,31,64.7980789,438,1,0.630461812,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_19_29_1_1,0.457270145,1.39912033,0,31,32,66.8988691,438,1,0.661473215,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,0,1,2.09786978,448,1,0.366038412,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,1,2,3.99799383,448,1,0.43335858,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,2,3,6.09811818,448,1,0.441260159,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,3,4,7.99797572,448,1,0.427009255,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,4,5,9.99825531,448,1,0.418370336,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,5,6,12.0989264,448,1,0.440038443,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,6,7,14.0994748,448,1,0.484953552,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,7,8,16.098845,448,1,0.467057317,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,8,9,19.1980427,444,1,0.686616421,0.1,0.0299999993,6,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,9,10,21.1979215,444,1,0.726703823,0.1,0.0299999993,6,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,10,11,23.2986871,444,1,0.740957558,0.1,0.0299999993,6,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,11,12,25.1982027,444,1,0.757176042,0.1,0.0299999993,6,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,12,13,27.1981042,444,1,0.804707527,0.1,0.0299999993,6,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,13,14,29.1978825,444,1,0.88930881,0.1,0.0299999993,6,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,14,15,31.1978433,444,1,0.875720382,0.1,0.0299999993,6,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,15,16,33.197926,444,1,0.858520508,0.1,0.0299999993,6,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,16,17,35.9980647,441,1,0.714109421,0.1,0.245000005,49,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,17,18,37.9981971,441,1,0.623813033,0.1,0.245000005,49,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,18,19,39.998293,441,1,0.583607316,0.1,0.245000005,49,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,19,20,41.9985047,441,1,0.564046025,0.1,0.245000005,49,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,20,21,43.9983161,441,1,0.589129806,0.1,0.245000005,49,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,21,22,45.9986923,441,1,0.612334669,0.1,0.245000005,49,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,22,23,47.9980355,441,1,0.615605712,0.1,0.245000005,49,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,23,24,49.9984614,441,1,0.61126101,0.1,0.245000005,49,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,24,25,52.8990284,438,1,0.612374067,0.1,0.74000001,148,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,25,26,54.8985275,438,1,0.626820326,0.1,0.74000001,148,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,26,27,56.8991138,438,1,0.626634002,0.1,0.74000001,148,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,27,28,58.8991501,438,1,0.636354387,0.1,0.74000001,148,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,28,29,60.8990925,438,1,0.639809072,0.1,0.74000001,148,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,29,30,62.7982672,438,1,0.631819606,0.1,0.74000001,148,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,30,31,64.7980789,438,1,0.630461812,0.1,0.74000001,148,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_1_15_3_4,-4.64273024,-2.20088005,0,31,32,66.8988691,438,1,0.661473215,0.1,0.74000001,148,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,0,1,2.09786978,448,1,0.366038412,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,1,2,3.99799383,448,1,0.43335858,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,2,3,6.09811818,448,1,0.441260159,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,3,4,7.99797572,448,1,0.427009255,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,4,5,9.99825531,448,1,0.418370336,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,5,6,12.0989264,448,1,0.440038443,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,6,7,14.0994748,448,1,0.484953552,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,7,8,16.098845,448,1,0.467057317,0.1,0,0,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,8,9,19.1980427,444,1,0.686616421,0.1,0,0,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,9,10,21.1979215,444,1,0.726703823,0.1,0,0,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,10,11,23.2986871,444,1,0.740957558,0.1,0,0,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,11,12,25.1982027,444,1,0.757176042,0.1,0,0,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,12,13,27.1981042,444,1,0.804707527,0.1,0,0,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,13,14,29.1978825,444,1,0.88930881,0.1,0,0,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,14,15,31.1978433,444,1,0.875720382,0.1,0,0,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,15,16,33.197926,444,1,0.858520508,0.1,0,0,200,0.2,0.166370967,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,16,17,35.9980647,441,1,0.714109421,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,17,18,37.9981971,441,1,0.623813033,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,18,19,39.998293,441,1,0.583607316,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,19,20,41.9985047,441,1,0.564046025,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,20,21,43.9983161,441,1,0.589129806,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,21,22,45.9986923,441,1,0.612334669,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,22,23,47.9980355,441,1,0.615605712,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,23,24,49.9984614,441,1,0.61126101,0.1,0,0,200,0.2,0.153548386,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,24,25,52.8990284,438,1,0.612374067,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,25,26,54.8985275,438,1,0.626820326,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,26,27,56.8991138,438,1,0.626634002,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,27,28,58.8991501,438,1,0.636354387,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,28,29,60.8990925,438,1,0.639809072,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,29,30,62.7982672,438,1,0.631819606,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,30,31,64.7980789,438,1,0.630461812,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_14_30_4_5,-0.44272995,2.29911995,0,31,32,66.8988691,438,1,0.661473215,0.1,0,0,200,0.2,0.122903227,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_24_11_1_1,1.95727015,-4.00088024,0,0,1,2.09786978,448,1,0.366038412,0.1,0.150000006,30,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_24_11_1_1,1.95727015,-4.00088024,0,1,2,3.99799383,448,1,0.43335858,0.1,0.150000006,30,200,0.2,0.149112904,0,hit_map_probability
CTPI_H02_S12_M1R_20260912T135130Z,1,quadtree_24_11_1_1,1.95727015,-4.00088024,0,2,3,6.09811818,448,1,0.441260159,0.1,0.150000006,30,200,0.2,0.149112904,0,hit_map_probability
