run_uuid,source_update_id,sim_time,time_since_previous_update,wall_start_epoch,wall_end_epoch,native_candidate_count,native_forward_simulation_count,native_update_wall_s,robot_x,robot_y,robot_z,robot_yaw,grid_width,grid_height,cell_size,origin_x,origin_y
CTPI_H02_S12_M1R_20260912T135130Z,1,66.898871417999999,-1,1789221176.1899767,1789221176.5831194,158,158,0.3931427001953125,-3.442730188369751,-2.5008797645568848,0.29999999999999999,2.2455767879398612,27,39,0.30000001192092896,-5.3927302360534668,-7.4508800506591797
CTPI_H02_S12_M1R_20260912T135130Z,2,117.89956136399999,51.000689945999994,1789221227.1905968,1789221227.6390579,162,162,0.44846105575561523,-3.1427302360534668,-1.6008796691894531,0.29999999999999999,2.1905656956460708,27,39,0.30000001192092896,-5.3927302360534668,-7.4508800506591797
CTPI_H02_S12_M1R_20260912T135130Z,3,169.79782131900001,51.898259955000015,1789221279.0887671,1789221279.5534251,164,164,0.46465802192687988,-1.942730188369751,-3.1008796691894531,0.29999999999999999,2.0884260873454288,27,39,0.30000001192092896,-5.3927302360534668,-7.4508800506591797
CTPI_H02_S12_M1R_20260912T135130Z,4,222.63094229000001,52.833120971,1789221331.9219,1789221332.399931,150,150,0.47803092002868652,-3.1427302360534668,-3.1008796691894531,0.29999999999999999,2.1905656956460708,27,39,0.30000001192092896,-5.3927302360534668,-7.4508800506591797
