status,method_id,search_time_s,navigation_time_s,iterations,variance,final_error_m,error_expected_m,final_x,final_y,map_x,map_y,expected_x,expected_y,selected_estimator,pwc_enabled,psde_online_enabled,psde_final_enabled,sdr_enabled,bwe_enabled,pgpt_enabled,hce_enabled,hce_hit_count,hce_x,hce_y,peak_gas,peak_x,peak_y,psde_valid,psde_distance_m,psde_spread_m,psde_sigma_z,psde_x,psde_y,sdr_x,sdr_y,sdr_peak_ratio,gt_x,gt_y
FAILED,psde_both,300.031,-1,27,0.608907,5.06375,3.49378,-1.02214,-7.92538,-1.425,-6.005,-1.3205,-6.27034,psde_final,0,1,1,0,0,0,0,125,-0.715171,-6.19847,3.5792,-0.425,-6.005,1,1.75399,0.348752,0.348752,-1.02214,-7.92538,nan,nan,0,-0.4,-2.9
