status,method_id,search_time_s,navigation_time_s,iterations,variance,final_error_m,error_expected_m,final_x,final_y,map_x,map_y,expected_x,expected_y,selected_estimator,pwc_enabled,psde_online_enabled,psde_final_enabled,sdr_enabled,bwe_enabled,pgpt_enabled,hce_enabled,hce_hit_count,hce_x,hce_y,peak_gas,peak_x,peak_y,psde_valid,psde_distance_m,psde_spread_m,psde_sigma_z,psde_x,psde_y,sdr_x,sdr_y,sdr_peak_ratio,gt_x,gt_y
FAILED,psde_online,300.046,-1,26,0.58538,3.5891,3.66691,-1.675,-6.255,-1.675,-6.255,-1.38053,-6.43338,pmfs_wrsd,0,1,0,0,0,0,0,124,-1.01033,-6.41063,3.50155,-0.425,-6.005,1,3.84798,0.712148,0.712148,-0.313052,-10.1949,nan,nan,0,-0.4,-2.9
