status,method_id,search_time_s,navigation_time_s,iterations,variance,final_error_m,error_expected_m,final_x,final_y,map_x,map_y,expected_x,expected_y,selected_estimator,pwc_enabled,psde_online_enabled,psde_final_enabled,sdr_enabled,bwe_enabled,pgpt_enabled,hce_enabled,hce_hit_count,hce_x,hce_y,peak_gas,peak_x,peak_y,psde_valid,psde_distance_m,psde_spread_m,psde_sigma_z,psde_x,psde_y,sdr_x,sdr_y,sdr_peak_ratio,gt_x,gt_y
FAILED,full,300.018,-1,26,0.563863,3.1051,3.41248,-0.425,-6.005,-1.425,-6.005,-1.13908,-6.23148,sdr,1,1,1,1,0,0,0,119,-0.857732,-6.19658,3.49998,-0.425,-6.005,1,2.45423,0.473244,0.473244,-0.695887,-8.64547,-0.425,-6.005,0.251841,-0.4,-2.9
