t_sim_s,x,y,z
40.0,3.313000000000033,4.8870000000000005,0.3
40.2,3.213000000000033,4.8870000000000005,0.3
40.4,3.113000000000033,4.8870000000000005,0.3
40.6,3.0130000000000328,4.8870000000000005,0.3
40.8,2.9130000000000327,4.8870000000000005,0.3
41.0,2.8130000000000326,4.8870000000000005,0.3
41.2,2.7130000000000325,4.8870000000000005,0.3
41.4,2.7,4.973999999999968,0.3
41.6,2.7,5.073999999999968,0.3
41.8,2.7,5.1739999999999675,0.3
42.0,2.7,5.273999999999967,0.3
42.2,2.7,5.373999999999967,0.3
42.4,2.7,5.4739999999999664,0.3
42.6,2.7,5.573999999999966,0.3
42.8,2.7,5.673999999999966,0.3
43.0,2.7,5.773999999999965,0.3
43.2,2.7,5.873999999999965,0.3
43.4,2.7,5.973999999999965,0.3
43.6,2.7,6.073999999999964,0.3
43.8,2.7,6.173999999999964,0.3
44.0,2.7,6.187000000000001,0.3
