t_sim_s,x,y,z
40.0,3.313000000000033,4.8870000000000005,0.3
40.2,3.213000000000033,4.8870000000000005,0.3
40.4,3.113000000000033,4.8870000000000005,0.3
40.6,3.0130000000000328,4.8870000000000005,0.3
40.8,2.9130000000000327,4.8870000000000005,0.3
41.0,2.8130000000000326,4.8870000000000005,0.3
41.2,2.7130000000000325,4.8870000000000005,0.3
41.4,2.6130000000000324,4.8870000000000005,0.3
41.6,2.5130000000000323,4.8870000000000005,0.3
41.8,2.4130000000000322,4.8870000000000005,0.3
42.0,2.4,4.800000000000033,0.3
42.2,2.4,4.700000000000033,0.3
42.4,2.4,4.600000000000033,0.3
42.6,2.4,4.500000000000034,0.3
42.8,2.4,4.400000000000034,0.3
43.0,2.4,4.3870000000000005,0.3
43.2,2.4,4.3870000000000005,0.3
43.4,2.4,4.3870000000000005,0.3
43.6,2.4,4.3870000000000005,0.3
43.8,2.4,4.3870000000000005,0.3
44.0,2.4,4.3870000000000005,0.3
