t_sim_s,x,y,z
0.0,2.0,0.0,0.3
0.2,2.0,-0.1,0.3
0.4,2.0,-0.2,0.3
0.6,2.0,-0.30000000000000004,0.3
0.8,2.0,-0.4,0.3
1.0,2.0,-0.5,0.3
1.2,2.0,-0.6,0.3
1.4,2.087,-0.613,0.3
1.6,2.1870000000000003,-0.613,0.3
1.8,2.2870000000000004,-0.613,0.3
2.0,2.3870000000000005,-0.613,0.3
2.2,2.4870000000000005,-0.613,0.3
2.4,2.5870000000000006,-0.613,0.3
2.6,2.6870000000000007,-0.613,0.3
2.8,2.7,-0.7000000000000005,0.3
3.0,2.7,-0.8000000000000005,0.3
3.2,2.7,-0.9000000000000005,0.3
3.4,2.7,-1.0000000000000004,0.3
3.6,2.7,-1.1000000000000005,0.3
3.8,2.7,-1.2000000000000006,0.3
4.0,2.7,-1.3000000000000007,0.3
4.2,2.787000000000001,-1.313,0.3
4.4,2.887000000000001,-1.313,0.3
4.6,2.987000000000001,-1.313,0.3
4.8,3.087000000000001,-1.313,0.3
5.0,3.187000000000001,-1.313,0.3
5.2,3.2870000000000013,-1.313,0.3
5.4,3.3870000000000013,-1.313,0.3
5.6,3.4870000000000014,-1.313,0.3
5.8,3.5870000000000015,-1.313,0.3
6.0,3.6870000000000016,-1.313,0.3
6.2,3.7870000000000017,-1.313,0.3
6.4,3.887000000000002,-1.313,0.3
6.6,3.987000000000002,-1.313,0.3
6.8,4.0870000000000015,-1.313,0.3
7.0,4.187000000000001,-1.313,0.3
7.2,4.287000000000001,-1.313,0.3
7.4,4.3870000000000005,-1.313,0.3
7.6,4.4,-1.2259999999999998,0.3
7.8,4.4,-1.1259999999999997,0.3
8.0,4.4,-1.0259999999999996,0.3
8.2,4.4,-0.9259999999999996,0.3
8.4,4.4,-0.8259999999999996,0.3
8.6,4.4,-0.7259999999999996,0.3
8.8,4.4,-0.6259999999999997,0.3
9.0,4.4,-0.5259999999999997,0.3
9.2,4.4,-0.4259999999999997,0.3
9.4,4.4,-0.32599999999999973,0.3
9.6,4.4,-0.22599999999999973,0.3
9.8,4.4,-0.12599999999999972,0.3
10.0,4.4,-0.02599999999999973,0.3
10.2,4.4,0.07400000000000027,0.3
10.4,4.4,0.17400000000000027,0.3
10.6,4.4,0.27400000000000024,0.3
10.8,4.4,0.3740000000000002,0.3
11.0,4.4,0.4740000000000002,0.3
11.2,4.4,0.5740000000000002,0.3
11.4,4.4,0.6740000000000002,0.3
11.6,4.487,0.6870000000000003,0.3
11.8,4.587,0.6870000000000003,0.3
12.0,4.686999999999999,0.6870000000000003,0.3
12.2,4.786999999999999,0.6870000000000003,0.3
12.4,4.886999999999999,0.6870000000000003,0.3
12.6,4.986999999999998,0.6870000000000003,0.3
12.8,5.086999999999998,0.6870000000000003,0.3
13.0,5.186999999999998,0.6870000000000003,0.3
13.2,5.286999999999997,0.6870000000000003,0.3
13.4,5.386999999999997,0.6870000000000003,0.3
13.6,5.4,0.7739999999999968,0.3
13.8,5.4,0.8739999999999968,0.3
14.0,5.4,0.9739999999999968,0.3
14.2,5.4,1.0739999999999967,0.3
14.4,5.4,1.1739999999999968,0.3
