run_uuid,source_update_id,event_count,candidate_count,transport_members,model_error_members,valid,inject,information_gain_kl,simulation_wall_s,parameter_sha256
MEACI_INV_H01_S0_FAST3_V10,2,56,210,0,54,1,1,0.41700654427991951,0.022680705999999998,inverse_transport_sequential_replication_v3
