site,step,t_sim_s,iteration,matched_file_id,vector_abs_error_from_six_decimal_trace,exact_u,exact_v
A,81,16.2,8,10,1.8090042454721175e-09,0.0468220002949237,0.0412589982151985
A,82,16.4,9,2,1.4434726760042188e-09,-0.0249910000711679,-0.0335679985582828
A,83,16.6,10,2,1.4434726760042188e-09,-0.0249910000711679,-0.0335679985582828
A,84,16.8,11,3,5.588729326980305e-10,-0.0062400000169873,-0.0487830005586147
A,85,17.0,12,3,5.588729326980305e-10,-0.0062400000169873,-0.0487830005586147
A,86,17.2,13,4,3.004201533543008e-07,0.0087976995855569,-0.0450390018522739
A,87,17.4,14,4,3.004201533543008e-07,0.0087976995855569,-0.0450390018522739
A,88,17.6,15,5,3.054142939945954e-10,0.0255110003054142,-0.0306689999997615
A,89,17.8,16,5,3.054142939945954e-10,0.0255110003054142,-0.0306689999997615
A,90,18.0,17,6,1.6376375605832025e-09,0.0388659983873367,-0.0088299997150897
A,91,18.2,18,6,1.6376375605832025e-09,0.0388659983873367,-0.0088299997150897
A,92,18.4,19,6,1.6376375605832025e-09,0.0388659983873367,-0.0088299997150897
A,93,18.6,20,7,1.6027273882183627e-10,0.0471230000257492,0.0129439998418092
A,94,18.8,21,7,1.6027273882183627e-10,0.0471230000257492,0.0129439998418092
A,95,19.0,22,8,7.216378270597821e-10,0.0499939993023872,0.0265779998153448
A,96,19.2,23,8,7.216378270597821e-10,0.0499939993023872,0.0265779998153448
A,97,19.4,24,9,1.2908446915156212e-09,0.0513989999890327,0.0361590012907981
A,98,19.6,25,9,1.2908446915156212e-09,0.0513989999890327,0.0361590012907981
A,99,19.8,26,1,3.3533547081466107e-09,-0.1068700030446052,-0.0499950014054775
A,100,20.0,27,1,3.3533547081466107e-09,-0.1068700030446052,-0.0499950014054775
A,101,20.2,28,10,1.8090042454721175e-09,0.0468220002949237,0.0412589982151985
A,102,20.4,29,10,1.8090042454721175e-09,0.0468220002949237,0.0412589982151985
A,103,20.6,30,10,1.8090042454721175e-09,0.0468220002949237,0.0412589982151985
A,104,20.8,31,2,1.4434726760042188e-09,-0.0249910000711679,-0.0335679985582828
A,105,21.0,32,2,1.4434726760042188e-09,-0.0249910000711679,-0.0335679985582828
A,106,21.2,33,3,5.588729326980305e-10,-0.0062400000169873,-0.0487830005586147
A,107,21.4,34,3,5.588729326980305e-10,-0.0062400000169873,-0.0487830005586147
A,108,21.6,35,4,3.004201533543008e-07,0.0087976995855569,-0.0450390018522739
A,109,21.8,36,4,3.004201533543008e-07,0.0087976995855569,-0.0450390018522739
A,110,22.0,37,5,3.054142939945954e-10,0.0255110003054142,-0.0306689999997615
A,111,22.2,38,5,3.054142939945954e-10,0.0255110003054142,-0.0306689999997615
A,112,22.4,39,6,1.6376375605832025e-09,0.0388659983873367,-0.0088299997150897
A,113,22.6,40,6,1.6376375605832025e-09,0.0388659983873367,-0.0088299997150897
A,114,22.8,41,7,1.6027273882183627e-10,0.0471230000257492,0.0129439998418092
A,115,23.0,42,7,1.6027273882183627e-10,0.0471230000257492,0.0129439998418092
A,116,23.2,43,8,7.216378270597821e-10,0.0499939993023872,0.0265779998153448
A,117,23.4,44,8,7.216378270597821e-10,0.0499939993023872,0.0265779998153448
A,118,23.6,45,9,1.2908446915156212e-09,0.0513989999890327,0.0361590012907981
A,119,23.8,46,9,1.2908446915156212e-09,0.0513989999890327,0.0361590012907981
A,120,24.0,47,1,3.3533547081466107e-09,-0.1068700030446052,-0.0499950014054775
A,121,24.2,48,1,3.3533547081466107e-09,-0.1068700030446052,-0.0499950014054775
A,122,24.4,49,10,1.8090042454721175e-09,0.0468220002949237,0.0412589982151985
A,123,24.6,50,10,1.8090042454721175e-09,0.0468220002949237,0.0412589982151985
A,124,24.8,51,2,1.4434726760042188e-09,-0.0249910000711679,-0.0335679985582828
A,125,25.0,52,2,1.4434726760042188e-09,-0.0249910000711679,-0.0335679985582828
A,126,25.2,53,3,5.588729326980305e-10,-0.0062400000169873,-0.0487830005586147
A,127,25.4,54,3,5.588729326980305e-10,-0.0062400000169873,-0.0487830005586147
A,128,25.6,55,4,3.004201533543008e-07,0.0087976995855569,-0.0450390018522739
A,129,25.8,56,4,3.004201533543008e-07,0.0087976995855569,-0.0450390018522739
A,130,26.0,57,5,3.054142939945954e-10,0.0255110003054142,-0.0306689999997615
A,131,26.2,58,5,3.054142939945954e-10,0.0255110003054142,-0.0306689999997615
A,132,26.4,59,6,1.6376375605832025e-09,0.0388659983873367,-0.0088299997150897
A,133,26.6,60,6,1.6376375605832025e-09,0.0388659983873367,-0.0088299997150897
A,134,26.8,61,7,1.6027273882183627e-10,0.0471230000257492,0.0129439998418092
A,135,27.0,62,7,1.6027273882183627e-10,0.0471230000257492,0.0129439998418092
A,136,27.2,63,8,7.216378270597821e-10,0.0499939993023872,0.0265779998153448
A,137,27.4,64,8,7.216378270597821e-10,0.0499939993023872,0.0265779998153448
A,138,27.6,65,9,1.2908446915156212e-09,0.0513989999890327,0.0361590012907981
A,139,27.8,66,9,1.2908446915156212e-09,0.0513989999890327,0.0361590012907981
A,140,28.0,67,1,3.3533547081466107e-09,-0.1068700030446052,-0.0499950014054775
A,141,28.2,68,1,3.3533547081466107e-09,-0.1068700030446052,-0.0499950014054775
A,142,28.4,69,10,1.8090042454721175e-09,0.0468220002949237,0.0412589982151985
A,143,28.6,70,10,1.8090042454721175e-09,0.0468220002949237,0.0412589982151985
A,144,28.8,71,2,1.4434726760042188e-09,-0.0249910000711679,-0.0335679985582828
A,145,29.0,72,2,1.4434726760042188e-09,-0.0249910000711679,-0.0335679985582828
A,146,29.2,73,3,5.588729326980305e-10,-0.0062400000169873,-0.0487830005586147
A,147,29.4,74,3,5.588729326980305e-10,-0.0062400000169873,-0.0487830005586147
A,148,29.6,75,4,3.004201533543008e-07,0.0087976995855569,-0.0450390018522739
A,149,29.8,76,4,3.004201533543008e-07,0.0087976995855569,-0.0450390018522739
A,150,30.0,77,5,3.054142939945954e-10,0.0255110003054142,-0.0306689999997615
A,151,30.2,78,5,3.054142939945954e-10,0.0255110003054142,-0.0306689999997615
A,152,30.4,79,6,1.6376375605832025e-09,0.0388659983873367,-0.0088299997150897
A,153,30.6,80,6,1.6376375605832025e-09,0.0388659983873367,-0.0088299997150897
A,154,30.8,81,7,1.6027273882183627e-10,0.0471230000257492,0.0129439998418092
A,155,31.0,82,7,1.6027273882183627e-10,0.0471230000257492,0.0129439998418092
A,156,31.2,83,8,7.216378270597821e-10,0.0499939993023872,0.0265779998153448
A,157,31.4,84,8,7.216378270597821e-10,0.0499939993023872,0.0265779998153448
A,158,31.6,85,9,1.2908446915156212e-09,0.0513989999890327,0.0361590012907981
A,159,31.8,86,9,1.2908446915156212e-09,0.0513989999890327,0.0361590012907981
A,160,32.0,87,1,3.3533547081466107e-09,-0.1068700030446052,-0.0499950014054775
A,161,32.2,88,1,3.3533547081466107e-09,-0.1068700030446052,-0.0499950014054775
A,162,32.4,89,10,1.8090042454721175e-09,0.0468220002949237,0.0412589982151985
A,163,32.6,90,10,1.8090042454721175e-09,0.0468220002949237,0.0412589982151985
A,164,32.8,91,2,1.4434726760042188e-09,-0.0249910000711679,-0.0335679985582828
A,165,33.0,92,2,1.4434726760042188e-09,-0.0249910000711679,-0.0335679985582828
A,166,33.2,93,3,5.588729326980305e-10,-0.0062400000169873,-0.0487830005586147
A,167,33.4,94,3,5.588729326980305e-10,-0.0062400000169873,-0.0487830005586147
A,168,33.6,95,4,3.004201533543008e-07,0.0087976995855569,-0.0450390018522739
A,169,33.8,96,4,3.004201533543008e-07,0.0087976995855569,-0.0450390018522739
A,170,34.0,97,5,3.054142939945954e-10,0.0255110003054142,-0.0306689999997615
A,171,34.2,98,5,3.054142939945954e-10,0.0255110003054142,-0.0306689999997615
A,172,34.4,99,6,1.6376375605832025e-09,0.0388659983873367,-0.0088299997150897
A,173,34.6,100,6,1.6376375605832025e-09,0.0388659983873367,-0.0088299997150897
A,174,34.8,101,7,1.6027273882183627e-10,0.0471230000257492,0.0129439998418092
A,175,35.0,102,7,1.6027273882183627e-10,0.0471230000257492,0.0129439998418092
A,176,35.2,103,8,7.216378270597821e-10,0.0499939993023872,0.0265779998153448
A,177,35.4,104,8,7.216378270597821e-10,0.0499939993023872,0.0265779998153448
A,178,35.6,105,9,1.2908446915156212e-09,0.0513989999890327,0.0361590012907981
A,179,35.8,106,9,1.2908446915156212e-09,0.0513989999890327,0.0361590012907981
A,180,36.0,107,1,3.3533547081466107e-09,-0.1068700030446052,-0.0499950014054775
A,181,36.2,108,1,3.3533547081466107e-09,-0.1068700030446052,-0.0499950014054775
A,182,36.4,109,10,1.8090042454721175e-09,0.0468220002949237,0.0412589982151985
A,183,36.6,110,10,1.8090042454721175e-09,0.0468220002949237,0.0412589982151985
A,184,36.8,111,2,1.4434726760042188e-09,-0.0249910000711679,-0.0335679985582828
A,185,37.0,112,2,1.4434726760042188e-09,-0.0249910000711679,-0.0335679985582828
A,186,37.2,113,3,5.588729326980305e-10,-0.0062400000169873,-0.0487830005586147
A,187,37.4,114,3,5.588729326980305e-10,-0.0062400000169873,-0.0487830005586147
A,188,37.6,115,4,3.004201533543008e-07,0.0087976995855569,-0.0450390018522739
A,189,37.8,116,4,3.004201533543008e-07,0.0087976995855569,-0.0450390018522739
A,190,38.0,117,5,3.054142939945954e-10,0.0255110003054142,-0.0306689999997615
A,191,38.2,118,5,3.054142939945954e-10,0.0255110003054142,-0.0306689999997615
A,192,38.4,119,6,1.6376375605832025e-09,0.0388659983873367,-0.0088299997150897
A,193,38.6,120,6,1.6376375605832025e-09,0.0388659983873367,-0.0088299997150897
A,194,38.8,121,7,1.6027273882183627e-10,0.0471230000257492,0.0129439998418092
A,195,39.0,122,7,1.6027273882183627e-10,0.0471230000257492,0.0129439998418092
A,196,39.2,123,8,7.216378270597821e-10,0.0499939993023872,0.0265779998153448
A,197,39.4,124,8,7.216378270597821e-10,0.0499939993023872,0.0265779998153448
A,198,39.6,125,9,1.2908446915156212e-09,0.0513989999890327,0.0361590012907981
A,199,39.8,126,9,1.2908446915156212e-09,0.0513989999890327,0.0361590012907981
A,200,40.0,127,1,3.3533547081466107e-09,-0.1068700030446052,-0.0499950014054775
A,201,40.2,128,1,3.3533547081466107e-09,-0.1068700030446052,-0.0499950014054775
A,202,40.4,129,10,1.8090042454721175e-09,0.0468220002949237,0.0412589982151985
A,203,40.6,130,10,1.8090042454721175e-09,0.0468220002949237,0.0412589982151985
A,204,40.8,131,2,1.4434726760042188e-09,-0.0249910000711679,-0.0335679985582828
A,205,41.0,132,2,1.4434726760042188e-09,-0.0249910000711679,-0.0335679985582828
A,206,41.2,133,3,5.588729326980305e-10,-0.0062400000169873,-0.0487830005586147
A,207,41.4,134,3,5.588729326980305e-10,-0.0062400000169873,-0.0487830005586147
A,208,41.6,135,4,3.004201533543008e-07,0.0087976995855569,-0.0450390018522739
A,209,41.8,136,4,3.004201533543008e-07,0.0087976995855569,-0.0450390018522739
A,210,42.0,137,4,3.004201533543008e-07,0.0087976995855569,-0.0450390018522739
A,211,42.2,138,5,3.054142939945954e-10,0.0255110003054142,-0.0306689999997615
A,212,42.4,139,5,3.054142939945954e-10,0.0255110003054142,-0.0306689999997615
A,213,42.6,140,6,1.6376375605832025e-09,0.0388659983873367,-0.0088299997150897
A,214,42.8,141,6,1.6376375605832025e-09,0.0388659983873367,-0.0088299997150897
A,215,43.0,142,7,1.6027273882183627e-10,0.0471230000257492,0.0129439998418092
A,216,43.2,143,7,1.6027273882183627e-10,0.0471230000257492,0.0129439998418092
A,217,43.4,144,8,7.216378270597821e-10,0.0499939993023872,0.0265779998153448
A,218,43.6,145,8,7.216378270597821e-10,0.0499939993023872,0.0265779998153448
A,219,43.8,146,9,1.2908446915156212e-09,0.0513989999890327,0.0361590012907981
A,220,44.0,147,9,1.2908446915156212e-09,0.0513989999890327,0.0361590012907981
A,221,44.2,148,9,1.2908446915156212e-09,0.0513989999890327,0.0361590012907981
A,222,44.4,149,1,3.3533547081466107e-09,-0.1068700030446052,-0.0499950014054775
A,223,44.6,150,1,3.3533547081466107e-09,-0.1068700030446052,-0.0499950014054775
A,224,44.8,151,10,1.8090042454721175e-09,0.0468220002949237,0.0412589982151985
A,225,45.0,152,10,1.8090042454721175e-09,0.0468220002949237,0.0412589982151985
A,226,45.2,153,2,1.4434726760042188e-09,-0.0249910000711679,-0.0335679985582828
A,227,45.4,154,2,1.4434726760042188e-09,-0.0249910000711679,-0.0335679985582828
A,228,45.6,155,3,5.588729326980305e-10,-0.0062400000169873,-0.0487830005586147
A,229,45.8,156,3,5.588729326980305e-10,-0.0062400000169873,-0.0487830005586147
A,230,46.0,157,4,3.004201533543008e-07,0.0087976995855569,-0.0450390018522739
A,231,46.2,158,4,3.004201533543008e-07,0.0087976995855569,-0.0450390018522739
A,232,46.4,159,4,3.004201533543008e-07,0.0087976995855569,-0.0450390018522739
A,233,46.6,160,5,3.054142939945954e-10,0.0255110003054142,-0.0306689999997615
A,234,46.8,161,5,3.054142939945954e-10,0.0255110003054142,-0.0306689999997615
B,244,48.8,171,1,1.999095967152839e-07,0.1326600015163421,0.0046298000961542
B,245,49.0,172,1,1.999095967152839e-07,0.1326600015163421,0.0046298000961542
B,246,49.2,173,10,1.2177839013957137e-09,-0.0513730011880397,0.0356179997324943
B,247,49.4,174,10,1.2177839013957137e-09,-0.0513730011880397,0.0356179997324943
B,248,49.6,175,2,2.1870620882952665e-09,0.1969600021839141,-0.026647999882698
B,249,49.8,176,2,2.1870620882952665e-09,0.1969600021839141,-0.026647999882698
B,250,50.0,177,3,1.0435679850036565e-09,0.1643799990415573,-0.0138140004128217
B,251,50.2,178,3,1.0435679850036565e-09,0.1643799990415573,-0.0138140004128217
B,252,50.4,179,4,1.6962417136945502e-09,0.1185799986124038,0.0444229990243911
B,253,50.6,180,4,1.6962417136945502e-09,0.1185799986124038,0.0444229990243911
B,254,50.8,181,4,1.6962417136945502e-09,0.1185799986124038,0.0444229990243911
B,255,51.0,182,5,3.4070639993091276e-09,0.226510003209114,0.0549499988555908
B,256,51.2,183,5,3.4070639993091276e-09,0.226510003209114,0.0549499988555908
B,257,51.4,184,6,5.611061986995629e-09,0.290120005607605,0.0580310001969337
B,258,51.6,185,6,5.611061986995629e-09,0.290120005607605,0.0580310001969337
B,259,51.8,186,7,3.181326688784943e-10,0.0147329997271299,0.0233089998364448
B,260,52.0,187,7,3.181326688784943e-10,0.0147329997271299,0.0233089998364448
B,261,52.2,188,8,1.350883689631046e-09,-0.0349970012903213,0.0136900003999471
B,262,52.4,189,8,1.350883689631046e-09,-0.0349970012903213,0.0136900003999471
B,263,52.6,190,9,1.6539489363084936e-09,-0.045729998499155,0.0251349993050098
B,264,52.8,191,9,1.6539489363084936e-09,-0.045729998499155,0.0251349993050098
B,265,53.0,192,9,1.6539489363084936e-09,-0.045729998499155,0.0251349993050098
B,266,53.2,193,1,1.999095967152839e-07,0.1326600015163421,0.0046298000961542
B,267,53.4,194,1,1.999095967152839e-07,0.1326600015163421,0.0046298000961542
B,268,53.6,195,10,1.2177839013957137e-09,-0.0513730011880397,0.0356179997324943
B,269,53.8,196,10,1.2177839013957137e-09,-0.0513730011880397,0.0356179997324943
B,270,54.0,197,2,2.1870620882952665e-09,0.1969600021839141,-0.026647999882698
B,271,54.2,198,2,2.1870620882952665e-09,0.1969600021839141,-0.026647999882698
B,272,54.4,199,3,1.0435679850036565e-09,0.1643799990415573,-0.0138140004128217
B,273,54.6,200,3,1.0435679850036565e-09,0.1643799990415573,-0.0138140004128217
B,274,54.8,201,4,1.6962417136945502e-09,0.1185799986124038,0.0444229990243911
B,275,55.0,202,4,1.6962417136945502e-09,0.1185799986124038,0.0444229990243911
B,276,55.2,203,4,1.6962417136945502e-09,0.1185799986124038,0.0444229990243911
B,277,55.4,204,5,3.4070639993091276e-09,0.226510003209114,0.0549499988555908
B,278,55.6,205,5,3.4070639993091276e-09,0.226510003209114,0.0549499988555908
B,279,55.8,206,6,5.611061986995629e-09,0.290120005607605,0.0580310001969337
B,280,56.0,207,6,5.611061986995629e-09,0.290120005607605,0.0580310001969337
B,281,56.2,208,7,3.181326688784943e-10,0.0147329997271299,0.0233089998364448
B,282,56.4,209,7,3.181326688784943e-10,0.0147329997271299,0.0233089998364448
B,283,56.6,210,8,1.350883689631046e-09,-0.0349970012903213,0.0136900003999471
B,284,56.8,211,8,1.350883689631046e-09,-0.0349970012903213,0.0136900003999471
B,285,57.0,212,9,1.6539489363084936e-09,-0.045729998499155,0.0251349993050098
B,286,57.2,213,9,1.6539489363084936e-09,-0.045729998499155,0.0251349993050098
B,287,57.4,214,9,1.6539489363084936e-09,-0.045729998499155,0.0251349993050098
B,288,57.6,215,1,1.999095967152839e-07,0.1326600015163421,0.0046298000961542
B,289,57.8,216,1,1.999095967152839e-07,0.1326600015163421,0.0046298000961542
B,290,58.0,217,10,1.2177839013957137e-09,-0.0513730011880397,0.0356179997324943
B,291,58.2,218,10,1.2177839013957137e-09,-0.0513730011880397,0.0356179997324943
B,292,58.4,219,2,2.1870620882952665e-09,0.1969600021839141,-0.026647999882698
B,293,58.6,220,2,2.1870620882952665e-09,0.1969600021839141,-0.026647999882698
B,294,58.8,221,3,1.0435679850036565e-09,0.1643799990415573,-0.0138140004128217
B,295,59.0,222,3,1.0435679850036565e-09,0.1643799990415573,-0.0138140004128217
B,296,59.2,223,4,1.6962417136945502e-09,0.1185799986124038,0.0444229990243911
B,297,59.4,224,4,1.6962417136945502e-09,0.1185799986124038,0.0444229990243911
B,298,59.6,225,4,1.6962417136945502e-09,0.1185799986124038,0.0444229990243911
B,299,59.8,226,5,3.4070639993091276e-09,0.226510003209114,0.0549499988555908
B,300,60.0,227,5,3.4070639993091276e-09,0.226510003209114,0.0549499988555908
B,301,60.2,228,6,5.611061986995629e-09,0.290120005607605,0.0580310001969337
B,302,60.4,229,6,5.611061986995629e-09,0.290120005607605,0.0580310001969337
B,303,60.6,230,7,3.181326688784943e-10,0.0147329997271299,0.0233089998364448
B,304,60.8,231,7,3.181326688784943e-10,0.0147329997271299,0.0233089998364448
B,305,61.0,232,8,1.350883689631046e-09,-0.0349970012903213,0.0136900003999471
B,306,61.2,233,8,1.350883689631046e-09,-0.0349970012903213,0.0136900003999471
B,307,61.4,234,9,1.6539489363084936e-09,-0.045729998499155,0.0251349993050098
B,308,61.6,235,9,1.6539489363084936e-09,-0.045729998499155,0.0251349993050098
B,309,61.8,236,9,1.6539489363084936e-09,-0.045729998499155,0.0251349993050098
B,310,62.0,237,1,1.999095967152839e-07,0.1326600015163421,0.0046298000961542
B,311,62.2,238,1,1.999095967152839e-07,0.1326600015163421,0.0046298000961542
B,312,62.4,239,10,1.2177839013957137e-09,-0.0513730011880397,0.0356179997324943
B,313,62.6,240,10,1.2177839013957137e-09,-0.0513730011880397,0.0356179997324943
B,314,62.8,241,2,2.1870620882952665e-09,0.1969600021839141,-0.026647999882698
B,315,63.0,242,2,2.1870620882952665e-09,0.1969600021839141,-0.026647999882698
B,316,63.2,243,3,1.0435679850036565e-09,0.1643799990415573,-0.0138140004128217
B,317,63.4,244,3,1.0435679850036565e-09,0.1643799990415573,-0.0138140004128217
B,318,63.6,245,4,1.6962417136945502e-09,0.1185799986124038,0.0444229990243911
B,319,63.8,246,4,1.6962417136945502e-09,0.1185799986124038,0.0444229990243911
B,320,64.0,247,4,1.6962417136945502e-09,0.1185799986124038,0.0444229990243911
B,321,64.2,248,5,3.4070639993091276e-09,0.226510003209114,0.0549499988555908
B,322,64.4,249,5,3.4070639993091276e-09,0.226510003209114,0.0549499988555908
B,323,64.6,250,6,5.611061986995629e-09,0.290120005607605,0.0580310001969337
B,324,64.8,251,6,5.611061986995629e-09,0.290120005607605,0.0580310001969337
B,325,65.0,252,7,3.181326688784943e-10,0.0147329997271299,0.0233089998364448
B,326,65.2,253,7,3.181326688784943e-10,0.0147329997271299,0.0233089998364448
B,327,65.4,254,8,1.350883689631046e-09,-0.0349970012903213,0.0136900003999471
B,328,65.6,255,8,1.350883689631046e-09,-0.0349970012903213,0.0136900003999471
B,329,65.8,256,9,1.6539489363084936e-09,-0.045729998499155,0.0251349993050098
B,330,66.0,257,9,1.6539489363084936e-09,-0.045729998499155,0.0251349993050098
B,331,66.2,258,9,1.6539489363084936e-09,-0.045729998499155,0.0251349993050098
B,332,66.4,259,1,1.999095967152839e-07,0.1326600015163421,0.0046298000961542
B,333,66.6,260,1,1.999095967152839e-07,0.1326600015163421,0.0046298000961542
B,334,66.8,261,10,1.2177839013957137e-09,-0.0513730011880397,0.0356179997324943
B,335,67.0,262,10,1.2177839013957137e-09,-0.0513730011880397,0.0356179997324943
B,336,67.2,263,2,2.1870620882952665e-09,0.1969600021839141,-0.026647999882698
