environment_index,house,wind,source_index,true_source_id,target_index,model,rank,top1,top3,reciprocal_rank,posterior_nll,true_source_log_posterior,map_source_id,map_spatial_error_m,map_tie
1,House02,"3,5-1_slow",2,pmfs_1_1,0,M1,2,0,1,0.5,1.079640500550905,-1.079640500550905,pmfs_2_1,0.2999999999999998,0
1,House02,"3,5-1_slow",2,pmfs_1_1,1,M1,2,0,1,0.5,1.646640451127336,-1.646640451127336,pmfs_2_1,0.2999999999999998,0
1,House02,"3,5-1_slow",2,pmfs_1_1,2,M1,1,1,1,1.0,0.25944416162698314,-0.25944416162698314,pmfs_1_1,0.0,0
1,House02,"3,5-1_slow",2,pmfs_1_1,3,M1,2,0,1,0.5,6.2720660335727665,-6.2720660335727665,pmfs_2_1,0.2999999999999998,0
1,House02,"3,5-1_slow",3,pmfs_2_1,0,M1,1,1,1,1.0,0.16594990002973908,-0.16594990002973908,pmfs_2_1,0.0,0
1,House02,"3,5-1_slow",3,pmfs_2_1,1,M1,1,1,1,1.0,0.1191866269196149,-0.1191866269196149,pmfs_2_1,0.0,0
1,House02,"3,5-1_slow",3,pmfs_2_1,2,M1,1,1,1,1.0,0.4260745492277005,-0.4260745492277005,pmfs_2_1,0.0,0
1,House02,"3,5-1_slow",3,pmfs_2_1,3,M1,1,1,1,1.0,0.007385506434999911,-0.007385506434999911,pmfs_2_1,0.0,0
1,House02,"3,5-1_slow",4,pmfs_2_38,0,M1,2,0,1,0.5,18.561470558412196,-18.561470558412196,pmfs_2_37,0.29999999999999893,0
1,House02,"3,5-1_slow",4,pmfs_2_38,1,M1,2,0,1,0.5,27.3914356028215,-27.3914356028215,pmfs_2_37,0.29999999999999893,0
1,House02,"3,5-1_slow",4,pmfs_2_38,2,M1,1,1,1,1.0,0.055386193228393665,-0.055386193228393665,pmfs_2_38,0.0,0
1,House02,"3,5-1_slow",4,pmfs_2_38,3,M1,1,1,1,1.0,6.409883794233906e-05,-6.409883794233906e-05,pmfs_2_38,0.0,0
1,House02,"3,5-1_slow",5,pmfs_2_37,0,M1,1,1,1,1.0,0.0001104743253179663,-0.0001104743253179663,pmfs_2_37,0.0,0
1,House02,"3,5-1_slow",5,pmfs_2_37,1,M1,2,0,1,0.5,12.50507964807035,-12.50507964807035,pmfs_2_38,0.29999999999999893,0
1,House02,"3,5-1_slow",5,pmfs_2_37,2,M1,1,1,1,1.0,4.902744876744691e-13,-4.902744876744691e-13,pmfs_2_37,0.0,0
1,House02,"3,5-1_slow",5,pmfs_2_37,3,M1,2,0,1,0.5,2.403280369799006,-2.403280369799006,pmfs_2_38,0.29999999999999893,0
1,House02,"3,5-1_slow",0,pmfs_12_20,0,M2,1,1,1,1.0,6.854961043245567e-11,-6.854961043245567e-11,pmfs_12_20,0.0,0
1,House02,"3,5-1_slow",0,pmfs_12_20,1,M2,1,1,1,1.0,1.5284787870939454e-06,-1.5284787870939454e-06,pmfs_12_20,0.0,0
1,House02,"3,5-1_slow",0,pmfs_12_20,2,M2,1,1,1,1.0,5.364597654988756e-13,-5.364597654988756e-13,pmfs_12_20,0.0,0
1,House02,"3,5-1_slow",0,pmfs_12_20,3,M2,1,1,1,1.0,4.263256414560601e-14,-4.263256414560601e-14,pmfs_12_20,0.0,0
1,House02,"3,5-1_slow",1,pmfs_11_20,0,M2,1,1,1,1.0,4.826915755984373e-09,-4.826915755984373e-09,pmfs_11_20,0.0,0
1,House02,"3,5-1_slow",1,pmfs_11_20,1,M2,1,1,1,1.0,0.05712781203160233,-0.05712781203160233,pmfs_11_20,0.0,0
1,House02,"3,5-1_slow",1,pmfs_11_20,2,M2,1,1,1,1.0,7.656172584802334e-09,-7.656172584802334e-09,pmfs_11_20,0.0,0
1,House02,"3,5-1_slow",1,pmfs_11_20,3,M2,1,1,1,1.0,0.026719071813699813,-0.026719071813699813,pmfs_11_20,0.0,0
1,House02,"3,5-1_slow",2,pmfs_1_1,0,M2,2,0,1,0.5,2.429836676031134,-2.429836676031134,pmfs_2_1,0.2999999999999998,0
1,House02,"3,5-1_slow",2,pmfs_1_1,1,M2,2,0,1,0.5,2.7462198727884743,-2.7462198727884743,pmfs_2_1,0.2999999999999998,0
1,House02,"3,5-1_slow",2,pmfs_1_1,2,M2,1,1,1,1.0,0.485640366312428,-0.485640366312428,pmfs_1_1,0.0,0
1,House02,"3,5-1_slow",2,pmfs_1_1,3,M2,2,0,1,0.5,3.9684426291069688,-3.9684426291069688,pmfs_2_1,0.2999999999999998,0
1,House02,"3,5-1_slow",3,pmfs_2_1,0,M2,1,1,1,1.0,0.022259340431379115,-0.022259340431379115,pmfs_2_1,0.0,0
1,House02,"3,5-1_slow",3,pmfs_2_1,1,M2,1,1,1,1.0,0.017842082644423662,-0.017842082644423662,pmfs_2_1,0.0,0
1,House02,"3,5-1_slow",3,pmfs_2_1,2,M2,1,1,1,1.0,0.15108370621793732,-0.15108370621793732,pmfs_2_1,0.0,0
1,House02,"3,5-1_slow",3,pmfs_2_1,3,M2,1,1,1,1.0,0.03932894287237332,-0.03932894287237332,pmfs_2_1,0.0,0
1,House02,"3,5-1_slow",4,pmfs_2_38,0,M2,2,0,1,0.5,22.610620973478426,-22.610620973478426,pmfs_2_37,0.29999999999999893,0
1,House02,"3,5-1_slow",4,pmfs_2_38,1,M2,2,0,1,0.5,28.649289533945783,-28.649289533945783,pmfs_2_37,0.29999999999999893,0
1,House02,"3,5-1_slow",4,pmfs_2_38,2,M2,2,0,1,0.5,1.1610355216499997,-1.1610355216499997,pmfs_2_37,0.29999999999999893,0
1,House02,"3,5-1_slow",4,pmfs_2_38,3,M2,1,1,1,1.0,0.0007661650460999425,-0.0007661650460999425,pmfs_2_38,0.0,0
1,House02,"3,5-1_slow",5,pmfs_2_37,0,M2,1,1,1,1.0,5.164973787685767e-05,-5.164973787685767e-05,pmfs_2_37,0.0,0
1,House02,"3,5-1_slow",5,pmfs_2_37,1,M2,1,1,1,1.0,0.5963367783683111,-0.5963367783683111,pmfs_2_37,0.0,0
