run_uuid,source_update_id,event_count,candidate_count,transport_members,model_error_members,valid,inject,information_gain_kl,simulation_wall_s,parameter_sha256
MEACI_INV_H02_S0_FAST3_V10,3,80,201,0,54,1,1,0.95381944917279304,0.16208282399999999,inverse_transport_sequential_replication_v3
