split,pair_index,band,geometry_0,geometry_1,geometry_2,geometry_3,geometry_4,geometry_5,geometry_6,geometry_7,geometry_8,geometry_9,geometry_10,geometry_11,geometry_12,geometry_13,geometry_14,geometry_15,geometry_16,geometry_17,geometry_18,geometry_19,geometry_20,ordinary_CROSSBLOCK_COV_NORM,ordinary_INTERACTION_ENERGY,ordinary_RAW_MASS_DIFFERENCE,ordinary_BASE_SNR
A,15,1,0.16808763452350425,0.3495910460321202,0.8269147648346563,0.48850860733325513,0.6155552739092421,0.4217545683743804,0.1051841487049554,0.2028147743286339,0.42828417520876644,0.839085120634267,0.45615180861891,0.621490232629232,1.2961862454923783,0.09051494529899706,0.040955067055642724,0.10987163321918751,0.027609849348806698,-0.050592092963846806,0.010956152992457684,1.1412551000744562,-0.016047838268492508,0.11456818420078174,0.8962155875233608,1.711347848449392,0.36282582085213216
B,15,1,0.22702288505588153,0.24974766078300062,0.745353863156762,0.6635612152856253,0.6582548632379349,0.2970454511356437,0.5526224430111423,0.29506519767886924,0.32462310460356486,0.7370541618630523,0.6679070055511428,0.6640317055949234,1.0062203609917082,0.54973261498655,0.08466769910059678,0.0951353116921707,-0.017266714458992142,0.00842100400863907,0.011127649081653208,0.8710283732372966,-0.005002174612460461,0.05583896959117365,0.7266015555928275,3.110621978559513,0.6409765273893294
A,16,1,0.23146323947121406,0.2526194060372658,0.8011943585224124,0.42914236292429436,0.6207773626902293,0.2950339672081168,0.5564575008473538,0.29277818145485035,0.30961789589887884,0.8091013015611905,0.45399754542994797,0.6258228186362643,0.9796616796162309,0.5881417020321107,0.07668553759752289,0.07279592892477339,0.017533478763880388,0.03792608011288696,0.00936615298968804,0.8417322465497454,0.05463728775560513,0.055274493285828785,0.8799958553430098,0.45600729855890687,0.6451249923742768
B,16,1,0.1796529615308927,0.3102608968910966,0.7924634034224778,0.5616272325987164,0.6248936704216922,0.3944009104330084,0.1964863113280522,0.24573866935097174,0.3907044170209384,0.7796748692831922,0.5806854818866167,0.6238339880532981,1.2038119623729047,0.23570101431285634,0.07859253066847363,0.10817318361417971,-0.027681171078322107,0.033182884353781875,-0.001976533706333569,1.047074072514242,0.04752950199456934,0.08876868089239875,0.9185532657082235,1.6668287385026497,0.43242531631624714
A,17,1,1.7605183150736161,0.5758591373353832,0.8113407106595119,0.4651688590635358,0.3593411194730764,0.015799911077733663,3.667842848785166,1.8725000499526456,0.607608909701182,0.8933459315418418,0.4216773567329435,0.23896148264144146,0.06809015799700094,3.7900826233967204,0.5241880922902482,0.05579229283883444,0.17594063567748064,-0.06556905304389934,-0.15053476008989394,0.05310126293807114,1.8070966210852621,0.19601123545560736,1.6248118882960465,4.197272829826999,1.9718974264290503
B,17,1,1.8674724096989286,0.7131159005970219,0.7620790238493854,0.487133542245271,0.6680839386896141,0.02156935404034489,3.353179404936632,1.9759921761521437,0.7564493557975415,0.8986823493954272,0.38194767051630474,0.5489116376245246,0.09545360875179004,3.4375211999007593,0.5549512605409531,0.0865066034889249,0.2728003689660366,-0.15058020533142916,-0.19813653026407974,0.07543592416719265,1.2573945340258874,0.2725098482214266,1.7706878910097728,4.283229097531439,1.8341394877799242
A,18,2,0.5694171031741665,0.8199081847817277,0.7793430896176238,0.2908983092997909,0.6527911063485067,0.3770267880303779,0.25545205211008065,0.621152729572964,0.8506075368476379,0.792396726737308,0.2377026392648485,0.6479301363066149,1.1671293628998651,0.2902209270700974,0.08969031260235417,0.06838485650160799,0.028241424807748803,-0.0670010192331748,-0.009271639450443115,1.0133496963748936,0.04466515850246431,0.5826209752233416,2.269040206819811,2.9924694719420217,0.472491008075876
B,18,2,0.7229665275028655,0.6322608333406622,0.8786436050517997,0.4449895188982875,0.6921324620145813,0.2275260563920062,0.8579415493295015,0.793199014109525,0.6610049800338165,0.895707540842485,0.4007651984591661,0.6838375335424798,0.7749590960524312,0.9474889104013253,0.1396920416476603,0.05342454537910637,0.04060072318459944,-0.06532617691420681,-0.016369766326005075,0.6497245105155102,0.1996076287822947,0.2887132152346907,2.254355491066499,3.0438088983522844,0.7896444217962496
A,19,2,1.1041412186767163,0.6450058576092688,0.8102385363761041,0.5508301734151229,0.6531756105698077,0.09981167748592147,1.770954924475579,1.1994589089188556,0.7305089606890594,0.9897437382497456,0.4706811706354392,0.524442386996584,0.44081897375621193,1.7111539438418284,0.26366203336595206,0.15712238887354366,0.36610082962651647,-0.12540553915188818,-0.20873384459733677,0.3708850895842533,-0.2935028408576016,0.4698439498223134,0.7593233738169893,3.9907977946890463,1.171202177839984
B,19,2,1.291146826670615,0.3374546085612387,0.8940942890693379,0.5034261735509352,0.643026220507913,0.014053192661363881,3.7858199322978097,1.385287249853369,0.41745639326260814,1.1996829238156221,0.31060460766774994,0.24898357935442444,0.08685584431366981,3.5349800537756937,0.3067627190951692,0.11039510692829886,0.6280453783760753,-0.2547430374803718,-0.48212225838698247,0.0737958790728209,-2.377457006078078,0.10104249533415367,0.7818547646972841,3.7909790576894213,2.024165034450692
