world_id,house,controlled_carrier_id,route_index,stop_id,action_id,member_hit_count,observed_event,world_audit_sha256
M2_CONFIRM_H01_04,H01,quadtree_8_34_2_2,3,13,H01_route03_stop13,8,1,67f1b6329cc76b04bdd984459d0d1603c1a100bbb1625ac3ed6e35d82849d222
M2_CONFIRM_H01_04,H01,quadtree_8_34_2_2,3,14,H01_route03_stop14,7,1,67f1b6329cc76b04bdd984459d0d1603c1a100bbb1625ac3ed6e35d82849d222
M2_CONFIRM_H01_04,H01,quadtree_8_34_2_2,3,15,H01_route03_stop15,1,1,67f1b6329cc76b04bdd984459d0d1603c1a100bbb1625ac3ed6e35d82849d222
M2_CONFIRM_H01_05,H01,quadtree_24_12_2_2,1,1,H01_route01_stop01,0,0,8dd07268302a88c83c71787d0b7efe9c24155ba8da9ec3e10667709add14ae0e
M2_CONFIRM_H01_05,H01,quadtree_24_12_2_2,1,2,H01_route01_stop02,0,0,8dd07268302a88c83c71787d0b7efe9c24155ba8da9ec3e10667709add14ae0e
M2_CONFIRM_H01_05,H01,quadtree_24_12_2_2,1,3,H01_route01_stop03,0,0,8dd07268302a88c83c71787d0b7efe9c24155ba8da9ec3e10667709add14ae0e
M2_CONFIRM_H01_05,H01,quadtree_24_12_2_2,1,4,H01_route01_stop04,0,0,8dd07268302a88c83c71787d0b7efe9c24155ba8da9ec3e10667709add14ae0e
M2_CONFIRM_H01_05,H01,quadtree_24_12_2_2,1,5,H01_route01_stop05,4,1,8dd07268302a88c83c71787d0b7efe9c24155ba8da9ec3e10667709add14ae0e
M2_CONFIRM_H01_05,H01,quadtree_24_12_2_2,1,6,H01_route01_stop06,7,1,8dd07268302a88c83c71787d0b7efe9c24155ba8da9ec3e10667709add14ae0e
M2_CONFIRM_H01_05,H01,quadtree_24_12_2_2,1,7,H01_route01_stop07,3,1,8dd07268302a88c83c71787d0b7efe9c24155ba8da9ec3e10667709add14ae0e
M2_CONFIRM_H01_05,H01,quadtree_24_12_2_2,1,8,H01_route01_stop08,6,1,8dd07268302a88c83c71787d0b7efe9c24155ba8da9ec3e10667709add14ae0e
M2_CONFIRM_H01_05,H01,quadtree_24_12_2_2,1,9,H01_route01_stop09,8,1,8dd07268302a88c83c71787d0b7efe9c24155ba8da9ec3e10667709add14ae0e
M2_CONFIRM_H01_05,H01,quadtree_24_12_2_2,1,10,H01_route01_stop10,5,1,8dd07268302a88c83c71787d0b7efe9c24155ba8da9ec3e10667709add14ae0e
M2_CONFIRM_H01_05,H01,quadtree_24_12_2_2,1,11,H01_route01_stop11,2,0,8dd07268302a88c83c71787d0b7efe9c24155ba8da9ec3e10667709add14ae0e
M2_CONFIRM_H01_05,H01,quadtree_24_12_2_2,1,12,H01_route01_stop12,3,1,8dd07268302a88c83c71787d0b7efe9c24155ba8da9ec3e10667709add14ae0e
M2_CONFIRM_H01_05,H01,quadtree_24_12_2_2,1,13,H01_route01_stop13,6,1,8dd07268302a88c83c71787d0b7efe9c24155ba8da9ec3e10667709add14ae0e
M2_CONFIRM_H01_05,H01,quadtree_24_12_2_2,1,14,H01_route01_stop14,8,1,8dd07268302a88c83c71787d0b7efe9c24155ba8da9ec3e10667709add14ae0e
M2_CONFIRM_H01_05,H01,quadtree_24_12_2_2,1,15,H01_route01_stop15,8,1,8dd07268302a88c83c71787d0b7efe9c24155ba8da9ec3e10667709add14ae0e
M2_CONFIRM_H01_06,H01,quadtree_28_26_1_2,7,1,H01_route07_stop01,0,0,de229cc67c7a9c6e34beff7253711e43e2d47c64961b9751d586bb93537adf1c
M2_CONFIRM_H01_06,H01,quadtree_28_26_1_2,7,2,H01_route07_stop02,0,0,de229cc67c7a9c6e34beff7253711e43e2d47c64961b9751d586bb93537adf1c
M2_CONFIRM_H01_06,H01,quadtree_28_26_1_2,7,3,H01_route07_stop03,2,0,de229cc67c7a9c6e34beff7253711e43e2d47c64961b9751d586bb93537adf1c
M2_CONFIRM_H01_06,H01,quadtree_28_26_1_2,7,4,H01_route07_stop04,3,0,de229cc67c7a9c6e34beff7253711e43e2d47c64961b9751d586bb93537adf1c
M2_CONFIRM_H01_06,H01,quadtree_28_26_1_2,7,5,H01_route07_stop05,5,1,de229cc67c7a9c6e34beff7253711e43e2d47c64961b9751d586bb93537adf1c
M2_CONFIRM_H01_06,H01,quadtree_28_26_1_2,7,6,H01_route07_stop06,8,0,de229cc67c7a9c6e34beff7253711e43e2d47c64961b9751d586bb93537adf1c
M2_CONFIRM_H01_06,H01,quadtree_28_26_1_2,7,7,H01_route07_stop07,5,0,de229cc67c7a9c6e34beff7253711e43e2d47c64961b9751d586bb93537adf1c
M2_CONFIRM_H01_06,H01,quadtree_28_26_1_2,7,8,H01_route07_stop08,8,1,de229cc67c7a9c6e34beff7253711e43e2d47c64961b9751d586bb93537adf1c
M2_CONFIRM_H01_06,H01,quadtree_28_26_1_2,7,9,H01_route07_stop09,8,1,de229cc67c7a9c6e34beff7253711e43e2d47c64961b9751d586bb93537adf1c
M2_CONFIRM_H01_06,H01,quadtree_28_26_1_2,7,10,H01_route07_stop10,8,1,de229cc67c7a9c6e34beff7253711e43e2d47c64961b9751d586bb93537adf1c
M2_CONFIRM_H01_06,H01,quadtree_28_26_1_2,7,11,H01_route07_stop11,8,1,de229cc67c7a9c6e34beff7253711e43e2d47c64961b9751d586bb93537adf1c
M2_CONFIRM_H01_06,H01,quadtree_28_26_1_2,7,12,H01_route07_stop12,8,1,de229cc67c7a9c6e34beff7253711e43e2d47c64961b9751d586bb93537adf1c
M2_CONFIRM_H01_06,H01,quadtree_28_26_1_2,7,13,H01_route07_stop13,6,1,de229cc67c7a9c6e34beff7253711e43e2d47c64961b9751d586bb93537adf1c
M2_CONFIRM_H01_06,H01,quadtree_28_26_1_2,7,14,H01_route07_stop14,8,1,de229cc67c7a9c6e34beff7253711e43e2d47c64961b9751d586bb93537adf1c
M2_CONFIRM_H01_06,H01,quadtree_28_26_1_2,7,15,H01_route07_stop15,8,1,de229cc67c7a9c6e34beff7253711e43e2d47c64961b9751d586bb93537adf1c
M2_CONFIRM_H01_07,H01,quadtree_6_12_2_2,6,1,H01_route06_stop01,0,0,6060215950e513c2ddab44c952144ba35695fcb4ec47c253e2edc1849181e687
M2_CONFIRM_H01_07,H01,quadtree_6_12_2_2,6,2,H01_route06_stop02,0,0,6060215950e513c2ddab44c952144ba35695fcb4ec47c253e2edc1849181e687
M2_CONFIRM_H01_07,H01,quadtree_6_12_2_2,6,3,H01_route06_stop03,5,1,6060215950e513c2ddab44c952144ba35695fcb4ec47c253e2edc1849181e687
M2_CONFIRM_H01_07,H01,quadtree_6_12_2_2,6,4,H01_route06_stop04,8,1,6060215950e513c2ddab44c952144ba35695fcb4ec47c253e2edc1849181e687
M2_CONFIRM_H01_07,H01,quadtree_6_12_2_2,6,5,H01_route06_stop05,6,1,6060215950e513c2ddab44c952144ba35695fcb4ec47c253e2edc1849181e687
M2_CONFIRM_H01_07,H01,quadtree_6_12_2_2,6,6,H01_route06_stop06,7,1,6060215950e513c2ddab44c952144ba35695fcb4ec47c253e2edc1849181e687
M2_CONFIRM_H01_07,H01,quadtree_6_12_2_2,6,7,H01_route06_stop07,8,1,6060215950e513c2ddab44c952144ba35695fcb4ec47c253e2edc1849181e687
M2_CONFIRM_H01_07,H01,quadtree_6_12_2_2,6,8,H01_route06_stop08,8,1,6060215950e513c2ddab44c952144ba35695fcb4ec47c253e2edc1849181e687
M2_CONFIRM_H01_07,H01,quadtree_6_12_2_2,6,9,H01_route06_stop09,8,1,6060215950e513c2ddab44c952144ba35695fcb4ec47c253e2edc1849181e687
M2_CONFIRM_H01_07,H01,quadtree_6_12_2_2,6,10,H01_route06_stop10,8,1,6060215950e513c2ddab44c952144ba35695fcb4ec47c253e2edc1849181e687
M2_CONFIRM_H01_07,H01,quadtree_6_12_2_2,6,11,H01_route06_stop11,8,1,6060215950e513c2ddab44c952144ba35695fcb4ec47c253e2edc1849181e687
M2_CONFIRM_H01_07,H01,quadtree_6_12_2_2,6,12,H01_route06_stop12,8,1,6060215950e513c2ddab44c952144ba35695fcb4ec47c253e2edc1849181e687
M2_CONFIRM_H01_07,H01,quadtree_6_12_2_2,6,13,H01_route06_stop13,8,1,6060215950e513c2ddab44c952144ba35695fcb4ec47c253e2edc1849181e687
M2_CONFIRM_H01_07,H01,quadtree_6_12_2_2,6,14,H01_route06_stop14,8,1,6060215950e513c2ddab44c952144ba35695fcb4ec47c253e2edc1849181e687
M2_CONFIRM_H01_07,H01,quadtree_6_12_2_2,6,15,H01_route06_stop15,8,1,6060215950e513c2ddab44c952144ba35695fcb4ec47c253e2edc1849181e687
M2_CONFIRM_H01_08,H01,quadtree_24_24_2_2,2,1,H01_route02_stop01,0,0,f2d60346196de6ebb0167714fc97c73487a7d0aa2ad41ee9cf966af846d8e4ba
M2_CONFIRM_H01_08,H01,quadtree_24_24_2_2,2,2,H01_route02_stop02,0,0,f2d60346196de6ebb0167714fc97c73487a7d0aa2ad41ee9cf966af846d8e4ba
M2_CONFIRM_H01_08,H01,quadtree_24_24_2_2,2,3,H01_route02_stop03,4,1,f2d60346196de6ebb0167714fc97c73487a7d0aa2ad41ee9cf966af846d8e4ba
M2_CONFIRM_H01_08,H01,quadtree_24_24_2_2,2,4,H01_route02_stop04,8,1,f2d60346196de6ebb0167714fc97c73487a7d0aa2ad41ee9cf966af846d8e4ba
M2_CONFIRM_H01_08,H01,quadtree_24_24_2_2,2,5,H01_route02_stop05,4,1,f2d60346196de6ebb0167714fc97c73487a7d0aa2ad41ee9cf966af846d8e4ba
M2_CONFIRM_H01_08,H01,quadtree_24_24_2_2,2,6,H01_route02_stop06,8,1,f2d60346196de6ebb0167714fc97c73487a7d0aa2ad41ee9cf966af846d8e4ba
M2_CONFIRM_H01_08,H01,quadtree_24_24_2_2,2,7,H01_route02_stop07,8,1,f2d60346196de6ebb0167714fc97c73487a7d0aa2ad41ee9cf966af846d8e4ba
M2_CONFIRM_H01_08,H01,quadtree_24_24_2_2,2,8,H01_route02_stop08,8,1,f2d60346196de6ebb0167714fc97c73487a7d0aa2ad41ee9cf966af846d8e4ba
M2_CONFIRM_H01_08,H01,quadtree_24_24_2_2,2,9,H01_route02_stop09,8,1,f2d60346196de6ebb0167714fc97c73487a7d0aa2ad41ee9cf966af846d8e4ba
M2_CONFIRM_H01_08,H01,quadtree_24_24_2_2,2,10,H01_route02_stop10,0,1,f2d60346196de6ebb0167714fc97c73487a7d0aa2ad41ee9cf966af846d8e4ba
M2_CONFIRM_H01_08,H01,quadtree_24_24_2_2,2,11,H01_route02_stop11,2,0,f2d60346196de6ebb0167714fc97c73487a7d0aa2ad41ee9cf966af846d8e4ba
M2_CONFIRM_H01_08,H01,quadtree_24_24_2_2,2,12,H01_route02_stop12,8,1,f2d60346196de6ebb0167714fc97c73487a7d0aa2ad41ee9cf966af846d8e4ba
M2_CONFIRM_H01_08,H01,quadtree_24_24_2_2,2,13,H01_route02_stop13,8,1,f2d60346196de6ebb0167714fc97c73487a7d0aa2ad41ee9cf966af846d8e4ba
M2_CONFIRM_H01_08,H01,quadtree_24_24_2_2,2,14,H01_route02_stop14,8,1,f2d60346196de6ebb0167714fc97c73487a7d0aa2ad41ee9cf966af846d8e4ba
M2_CONFIRM_H01_08,H01,quadtree_24_24_2_2,2,15,H01_route02_stop15,7,1,f2d60346196de6ebb0167714fc97c73487a7d0aa2ad41ee9cf966af846d8e4ba
