run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H01_S4_M1H_20260908T180533Z,1,SENT,PENDING,15.9462,-4.1,-1.13
CTPI_H01_S4_M1H_20260908T180533Z,1,RESULT,SUCCEEDED,16.715,-4.1,-1.13
CTPI_H01_S4_M1H_20260908T180533Z,2,SENT,PENDING,32.7388,-5,-0.83
CTPI_H01_S4_M1H_20260908T180533Z,2,RESULT,SUCCEEDED,33.4981,-5,-0.83
CTPI_H01_S4_M1H_20260908T180533Z,3,SENT,PENDING,50.4292,-5.9,-0.83
CTPI_H01_S4_M1H_20260908T180533Z,3,RESULT,SUCCEEDED,51.2949,-5.9,-0.83
CTPI_H01_S4_M1H_20260908T180533Z,4,SENT,PENDING,68.6861,-5.9,-5.03
CTPI_H01_S4_M1H_20260908T180533Z,4,RESULT,SUCCEEDED,77.6873,-5.9,-5.03
CTPI_H01_S4_M1H_20260908T180533Z,5,SENT,PENDING,95.061,-3.2,-5.93
CTPI_H01_S4_M1H_20260908T180533Z,5,RESULT,SUCCEEDED,99.8624,-3.2,-5.93
CTPI_H01_S4_M1H_20260908T180533Z,6,SENT,PENDING,117.153,-0.2,-6.53
CTPI_H01_S4_M1H_20260908T180533Z,6,RESULT,SUCCEEDED,122.105,-0.2,-6.53
CTPI_H01_S4_M1H_20260908T180533Z,7,SENT,PENDING,139.161,0.0999999,-7.13
CTPI_H01_S4_M1H_20260908T180533Z,7,RESULT,SUCCEEDED,139.722,0.0999999,-7.13
CTPI_H01_S4_M1H_20260908T180533Z,8,SENT,PENDING,156.741,0.7,-7.13
CTPI_H01_S4_M1H_20260908T180533Z,8,RESULT,SUCCEEDED,157.302,0.7,-7.13
CTPI_H01_S4_M1H_20260908T180533Z,9,SENT,PENDING,174.416,-0.8,-5.93
CTPI_H01_S4_M1H_20260908T180533Z,9,RESULT,SUCCEEDED,175.893,-0.8,-5.93
CTPI_H01_S4_M1H_20260908T180533Z,10,SENT,PENDING,192.963,-1.1,-5.33
CTPI_H01_S4_M1H_20260908T180533Z,10,RESULT,SUCCEEDED,193.471,-1.1,-5.33
CTPI_H01_S4_M1H_20260908T180533Z,11,SENT,PENDING,210.516,-3.2,2.17
CTPI_H01_S4_M1H_20260908T180533Z,11,RESULT,SUCCEEDED,216.668,-3.2,2.17
CTPI_H01_S4_M1H_20260908T180533Z,12,SENT,PENDING,233.551,-0.2,0.37
CTPI_H01_S4_M1H_20260908T180533Z,12,RESULT,SUCCEEDED,236.498,-0.2,0.37
