cell_index,x,y,source_probability
28,-4.9427304267883301,-7.000880241394043,1.1515917226414633e-23
29,-4.6427302360534668,-7.000880241394043,1.1515917226414633e-23
30,-4.3427300453186035,-7.000880241394043,1.9439735477529626e-24
31,-4.0427303314208984,-7.000880241394043,4.9377389596946021e-25
32,-3.7427301406860352,-7.000880241394043,1.6506310550172943e-25
33,-3.442730188369751,-7.000880241394043,8.3743910903505492e-27
34,-3.1427302360534668,-7.000880241394043,8.3743910903505492e-27
35,-2.8427300453186035,-7.000880241394043,8.3743910903505492e-27
36,-2.5427300930023193,-7.000880241394043,9.421640262705988e-28
37,-2.2427301406860352,-7.000880241394043,9.421640262705988e-28
38,-1.942730188369751,-7.000880241394043,2.2487482877166656e-28
39,-1.6427299976348877,-7.000880241394043,2.2487482877166656e-28
40,-1.3427300453186035,-7.000880241394043,8.0192323981486877e-30
41,-1.0427298545837402,-7.000880241394043,8.0192323981486877e-30
55,-4.9427304267883301,-6.7008800506591797,6.8764149332870896e-24
56,-4.6427302360534668,-6.7008800506591797,6.8764149332870896e-24
57,-4.3427300453186035,-6.7008800506591797,1.0894480128002552e-24
58,-4.0427303314208984,-6.7008800506591797,2.1158560242384948e-25
59,-3.7427301406860352,-6.7008800506591797,6.3721879229477933e-26
60,-3.442730188369751,-6.7008800506591797,8.3743910903505492e-27
61,-3.1427302360534668,-6.7008800506591797,8.3743910903505492e-27
62,-2.8427300453186035,-6.7008800506591797,8.3743910903505492e-27
63,-2.5427300930023193,-6.7008800506591797,9.421640262705988e-28
64,-2.2427301406860352,-6.7008800506591797,9.421640262705988e-28
65,-1.942730188369751,-6.7008800506591797,2.2487482877166656e-28
66,-1.6427299976348877,-6.7008800506591797,2.2487482877166656e-28
67,-1.3427300453186035,-6.7008800506591797,8.0192323981486877e-30
68,-1.0427298545837402,-6.7008800506591797,8.0192323981486877e-30
82,-4.9427304267883301,-6.4008798599243164,5.794548817332868e-24
83,-4.6427302360534668,-6.4008798599243164,5.794548817332868e-24
84,-4.3427300453186035,-6.4008798599243164,7.4330280431330883e-25
85,-4.0427303314208984,-6.4008798599243164,2.1554460716964268e-26
86,-3.7427301406860352,-6.4008798599243164,2.1554460716964268e-26
87,-3.442730188369751,-6.4008798599243164,3.3968547315189709e-28
88,-3.1427302360534668,-6.4008798599243164,3.3968547315189709e-28
89,-2.8427300453186035,-6.4008798599243164,3.3968547315189709e-28
90,-2.5427300930023193,-6.4008798599243164,1.192869218866989e-28
91,-2.2427301406860352,-6.4008798599243164,1.192869218866989e-28
92,-1.942730188369751,-6.4008798599243164,2.0102001222594488e-21
93,-1.6427299976348877,-6.4008798599243164,1.0735290158611381e-28
94,-1.3427300453186035,-6.4008798599243164,2.5057572920606887e-29
95,-1.0427298545837402,-6.4008798599243164,1.76929003637389e-29
109,-4.9427304267883301,-6.1008801460266113,4.5820846689966113e-24
110,-4.6427302360534668,-6.1008801460266113,4.5820846689966113e-24
111,-4.3427300453186035,-6.1008801460266113,6.1769276424483896e-25
112,-4.0427303314208984,-6.1008801460266113,2.1554460716964268e-26
113,-3.7427301406860352,-6.1008801460266113,2.1554460716964268e-26
114,-3.442730188369751,-6.1008801460266113,3.3968547315189709e-28
115,-3.1427302360534668,-6.1008801460266113,3.3968547315189709e-28
116,-2.8427300453186035,-6.1008801460266113,3.3968547315189709e-28
117,-2.5427300930023193,-6.1008801460266113,1.192869218866989e-28
118,-2.2427301406860352,-6.1008801460266113,1.192869218866989e-28
119,-1.942730188369751,-6.1008801460266113,1.0205691176621661e-20
120,-1.6427299976348877,-6.1008801460266113,5.8680442174606191e-23
121,-1.3427300453186035,-6.1008801460266113,3.9114004162402062e-22
122,-1.0427298545837402,-6.1008801460266113,9.9037138455085909e-23
136,-4.9427304267883301,-5.800879955291748,5.5144216397457965e-24
137,-4.6427302360534668,-5.800879955291748,5.5144216397457965e-24
138,-4.3427300453186035,-5.800879955291748,6.7352008704153438e-25
139,-4.0427303314208984,-5.800879955291748,2.3301160833731424e-26
140,-3.7427301406860352,-5.800879955291748,2.3301160833731424e-26
141,-3.442730188369751,-5.800879955291748,4.5622446743932905e-28
142,-3.1427302360534668,-5.800879955291748,4.5622446743932905e-28
143,-2.8427300453186035,-5.800879955291748,4.5622446743932905e-28
144,-2.5427300930023193,-5.800879955291748,2.4332498122375028e-28
145,-2.2427301406860352,-5.800879955291748,2.4332498122375028e-28
146,-1.942730188369751,-5.800879955291748,1.920453926684176e-21
147,-1.6427299976348877,-5.800879955291748,6.9016384374621755e-23
148,-1.3427300453186035,-5.800879955291748,6.5657481826881155e-22
