run_uuid,source_update_id,sim_time,time_since_previous_update,wall_start_epoch,wall_end_epoch,native_candidate_count,native_forward_simulation_count,native_update_wall_s,robot_x,robot_y,robot_z,robot_yaw,grid_width,grid_height,cell_size,origin_x,origin_y
HCMC_NATIVE_H03_R2026092221_NAV2_20260922T064454Z,1,216.29984671,-1,1790059725.0618808,1790059725.404922,193,193,0.34304118156433105,-0.40000000596046448,-0.5130000114440918,0.29999999999999999,-2.0509713589421521,46,27,0.30000001192092896,-0.85000002384185791,-1.8630000352859497
