stamp_ns,x,y,wind_u,wind_v
200000000,2.0,0.0,0.25240001073778806,-0.04194499839013661
400000000,2.0,0.0,0.25240001073778806,-0.04194499839013661
600000000,2.0,0.0,0.24755998727909226,-0.04228600074705254
800000000,2.0,0.0,0.24755998727909226,-0.04228600074705254
1000000000,2.0,0.0,0.23928000037890956,-0.03996099885941151
1200000000,2.0,0.0,0.23928000037890956,-0.03996099885941151
1400000000,2.0,0.0,0.24118000119483227,-0.03897299841965286
1600000000,2.0,0.0,0.24118000119483227,-0.03897299841965286
