cell_index,u,v
28,-0.07900500297546387,0.026500999927520752
29,-0.09900099784135818,0.007113699801266193
30,-0.10344000160694122,-0.011531000025570393
31,-0.11393000185489655,-0.026619000360369682
32,-0.1222200021147728,-0.03861600160598755
33,-0.1261499971151352,-0.05217500030994415
34,-0.12535999715328217,-0.06995599716901779
35,-0.1149199977517128,-0.09119900315999985
36,-0.09303700178861618,-0.1136699989438057
37,-0.05838799849152565,-0.1314300000667572
38,-0.012858999893069267,-0.1318099945783615
39,0.03567799925804138,-0.095660001039505
40,0.06579100340604782,-0.04138699918985367
41,0.05337199941277504,0.025682000443339348
55,-0.06242600083351135,0.048142001032829285
56,-0.060467999428510666,0.015026000328361988
57,-0.058226000517606735,-0.006799700204282999
58,-0.06637100130319595,-0.02454400062561035
59,-0.07795000076293945,-0.03686999902129173
60,-0.09137500077486038,-0.051357001066207886
61,-0.09976699948310852,-0.07224400341510773
62,-0.09909699857234955,-0.10198000073432922
63,-0.08893000334501266,-0.13765999674797058
64,-0.06562799960374832,-0.16603000462055206
65,-0.03060399927198887,-0.17102999985218048
66,0.007772599812597036,-0.1333799958229065
67,0.03726400062441826,-0.0781479999423027
68,0.03431599959731102,0.05193199962377548
82,-0.06387200206518173,0.02570500038564205
83,-0.024342000484466553,-0.003242099890485406
84,0.0006959200254641473,-0.015390000306069851
85,-0.0004684200102929026,-0.0205680001527071
86,-0.021384000778198242,-0.022200999781489372
87,-0.047756001353263855,-0.03291099891066551
88,-0.06943400204181671,-0.05290300026535988
89,-0.08199000358581543,-0.08564600348472595
90,-0.08528000116348267,-0.13213999569416046
91,-0.07362599670886993,-0.17496000230312347
92,-0.047175999730825424,-0.1914599984884262
93,-0.016894999891519547,-0.15755000710487366
94,0.0014403000241145492,-0.11423999816179276
95,0.01511599961668253,0.05617300048470497
109,-0.09318800270557404,-0.014383000321686268
110,-0.0439470000565052,-0.026900000870227814
111,-0.013563999906182289,-0.02410699985921383
112,0.00684370007365942,-0.01769700087606907
113,0.007255199830979109,0.0008016100036911666
