run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H01_S9_A0_20260908T143916Z,1,SENT,PENDING,15.9599,-4.1,-1.13
CTPI_H01_S9_A0_20260908T143916Z,1,RESULT,SUCCEEDED,16.721,-4.1,-1.13
CTPI_H01_S9_A0_20260908T143916Z,2,SENT,PENDING,32.7437,-5,-0.83
CTPI_H01_S9_A0_20260908T143916Z,2,RESULT,SUCCEEDED,33.5117,-5,-0.83
CTPI_H01_S9_A0_20260908T143916Z,3,SENT,PENDING,49.5513,-5.9,-0.83
CTPI_H01_S9_A0_20260908T143916Z,3,RESULT,SUCCEEDED,50.3118,-5.9,-0.83
CTPI_H01_S9_A0_20260908T143916Z,4,SENT,PENDING,66.585,-5.9,0.37
CTPI_H01_S9_A0_20260908T143916Z,4,RESULT,SUCCEEDED,67.5051,-5.9,0.37
CTPI_H01_S9_A0_20260908T143916Z,5,SENT,PENDING,83.5512,-5.3,0.0700002
CTPI_H01_S9_A0_20260908T143916Z,5,RESULT,SUCCEEDED,84.1094,-5.3,0.0700002
CTPI_H01_S9_A0_20260908T143916Z,6,SENT,PENDING,100.16,-5.9,1.87
CTPI_H01_S9_A0_20260908T143916Z,6,RESULT,SUCCEEDED,101.486,-5.9,1.87
CTPI_H01_S9_A0_20260908T143916Z,7,SENT,PENDING,117.867,-6.5,2.77
CTPI_H01_S9_A0_20260908T143916Z,7,RESULT,SUCCEEDED,118.73,-6.5,2.77
CTPI_H01_S9_A0_20260908T143916Z,8,SENT,PENDING,134.734,-5.9,2.77
CTPI_H01_S9_A0_20260908T143916Z,8,RESULT,SUCCEEDED,135.319,-5.9,2.77
CTPI_H01_S9_A0_20260908T143916Z,9,SENT,PENDING,151.342,-6.5,2.17
CTPI_H01_S9_A0_20260908T143916Z,9,RESULT,SUCCEEDED,151.919,-6.5,2.17
CTPI_H01_S9_A0_20260908T143916Z,10,SENT,PENDING,168.254,-6.5,1.57
CTPI_H01_S9_A0_20260908T143916Z,10,RESULT,SUCCEEDED,168.916,-6.5,1.57
CTPI_H01_S9_A0_20260908T143916Z,11,SENT,PENDING,184.948,-5.6,2.47
CTPI_H01_S9_A0_20260908T143916Z,11,RESULT,SUCCEEDED,185.905,-5.6,2.47
CTPI_H01_S9_A0_20260908T143916Z,12,SENT,PENDING,201.945,-4.7,-0.23
CTPI_H01_S9_A0_20260908T143916Z,12,RESULT,SUCCEEDED,204.305,-4.7,-0.23
CTPI_H01_S9_A0_20260908T143916Z,13,SENT,PENDING,220.677,-4.1,0.0700002
CTPI_H01_S9_A0_20260908T143916Z,13,RESULT,SUCCEEDED,221.288,-4.1,0.0700002
CTPI_H01_S9_A0_20260908T143916Z,14,SENT,PENDING,237.347,-3.8,-0.53
CTPI_H01_S9_A0_20260908T143916Z,14,RESULT,SUCCEEDED,237.929,-3.8,-0.53
