run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H02_S12_M1M2R_20260908T114944Z,1,SENT,PENDING,15.9607,-1.64273,-2.50088
CTPI_H02_S12_M1M2R_20260908T114944Z,1,RESULT,SUCCEEDED,16.8755,-1.64273,-2.50088
CTPI_H02_S12_M1M2R_20260908T114944Z,2,SENT,PENDING,32.9449,-2.54273,-2.50088
CTPI_H02_S12_M1M2R_20260908T114944Z,2,RESULT,SUCCEEDED,33.712,-2.54273,-2.50088
CTPI_H02_S12_M1M2R_20260908T114944Z,3,SENT,PENDING,49.7407,-3.44273,-2.50088
CTPI_H02_S12_M1M2R_20260908T114944Z,3,RESULT,SUCCEEDED,50.4626,-3.44273,-2.50088
CTPI_H02_S12_M1M2R_20260908T114944Z,4,SENT,PENDING,67.4048,-2.24273,-1.30088
CTPI_H02_S12_M1M2R_20260908T114944Z,4,RESULT,SUCCEEDED,68.4863,-2.24273,-1.30088
CTPI_H02_S12_M1M2R_20260908T114944Z,5,SENT,PENDING,84.5458,-1.64273,-1.60088
CTPI_H02_S12_M1M2R_20260908T114944Z,5,RESULT,SUCCEEDED,85.1064,-1.64273,-1.60088
CTPI_H02_S12_M1M2R_20260908T114944Z,6,SENT,PENDING,101.17,-3.14273,-1.60088
CTPI_H02_S12_M1M2R_20260908T114944Z,6,RESULT,SUCCEEDED,102.305,-3.14273,-1.60088
CTPI_H02_S12_M1M2R_20260908T114944Z,7,SENT,PENDING,119.187,-3.74273,-1.90088
CTPI_H02_S12_M1M2R_20260908T114944Z,7,RESULT,SUCCEEDED,119.698,-3.74273,-1.90088
CTPI_H02_S12_M1M2R_20260908T114944Z,8,SENT,PENDING,135.742,-0.44273,-3.10088
CTPI_H02_S12_M1M2R_20260908T114944Z,8,RESULT,SUCCEEDED,138.29,-0.44273,-3.10088
CTPI_H02_S12_M1M2R_20260908T114944Z,9,SENT,PENDING,154.353,-1.34273,-3.10088
CTPI_H02_S12_M1M2R_20260908T114944Z,9,RESULT,SUCCEEDED,155.064,-1.34273,-3.10088
CTPI_H02_S12_M1M2R_20260908T114944Z,10,SENT,PENDING,172.005,-3.44273,-3.40088
CTPI_H02_S12_M1M2R_20260908T114944Z,10,RESULT,SUCCEEDED,173.48,-3.44273,-3.40088
CTPI_H02_S12_M1M2R_20260908T114944Z,11,SENT,PENDING,189.546,-4.04273,-2.50088
CTPI_H02_S12_M1M2R_20260908T114944Z,11,RESULT,SUCCEEDED,190.306,-4.04273,-2.50088
CTPI_H02_S12_M1M2R_20260908T114944Z,12,SENT,PENDING,206.35,-4.04273,-3.40088
CTPI_H02_S12_M1M2R_20260908T114944Z,12,RESULT,SUCCEEDED,207.106,-4.04273,-3.40088
CTPI_H02_S12_M1M2R_20260908T114944Z,13,SENT,PENDING,223.969,-2.24273,-3.40088
CTPI_H02_S12_M1M2R_20260908T114944Z,13,RESULT,SUCCEEDED,225.294,-2.24273,-3.40088
