depth,fold,subpanel,source_index,source_id,realization_index,realization_id,full_truth_nll,shuffled_median_truth_nll,delta_nll,full_truth_rank,shuffled_median_truth_rank,full_top3,shuffled_median_top3
3,0,0,9,pmfs_11_1,8,rep_09_seed_2026093153,1.6477015307714282e-09,2.639237717261267e-09,9.915361864898387e-10,1,1.0,1,1
3,0,0,9,pmfs_11_1,12,rep_13_seed_2026093157,1.0345269974010307e-07,1.2645655768306341e-05,1.2542203068566238e-05,1,1.0,1,1
3,0,0,10,pmfs_4_4,0,rep_01_seed_2026093161,4.5790748970375716e-10,3.97094037296597e-06,3.970482465476266e-06,1,1.0,1,1
3,0,0,10,pmfs_4_4,4,rep_05_seed_2026093165,1.2229151025167084e-10,7.899381673226458e-07,7.898158758123941e-07,1,1.0,1,1
3,0,0,10,pmfs_4_4,8,rep_09_seed_2026093169,7.051923489598266e-10,5.546785253329745e-09,4.841592904369918e-09,1,1.0,1,1
3,0,0,10,pmfs_4_4,12,rep_13_seed_2026093173,1.2335679144825917e-08,5.997372864996464e-07,5.874016073548205e-07,1,1.0,1,1
3,0,0,11,pmfs_26_35,0,rep_01_seed_2026093177,0.17901907837337383,0.08817585238020964,-0.09084322599316419,1,1.0,1,1
3,0,0,11,pmfs_26_35,4,rep_05_seed_2026093181,6.085462379509005,4.225718547055752,-1.859743832453253,3,3.0,1,1
3,0,0,11,pmfs_26_35,8,rep_09_seed_2026093185,0.11966207441551191,0.05999515251466647,-0.05966692190084544,1,1.0,1,1
3,0,0,11,pmfs_26_35,12,rep_13_seed_2026093189,0.21776538707277027,0.05423924833888627,-0.163526138733884,1,1.0,1,1
3,0,0,12,pmfs_14_33,0,rep_01_seed_2026093193,47.553979236067214,45.12876820792354,-2.4252110281436714,6,6.0,0,0
3,0,0,12,pmfs_14_33,4,rep_05_seed_2026093197,55.80713155072638,62.1014621747177,6.294330623991321,6,6.0,0,0
3,0,0,12,pmfs_14_33,8,rep_09_seed_2026093201,1.3494466255536963e-07,1.1923696696669595e-08,-1.2302096585870004e-07,1,1.0,1,1
3,0,0,12,pmfs_14_33,12,rep_13_seed_2026093205,4.113429776353428e-06,1.3731985745168984e-06,-2.7402312018365294e-06,1,1.0,1,1
3,0,0,13,pmfs_23_11,0,rep_01_seed_2026093209,5.557365337871545e-05,0.29205604781643757,0.29200047416305885,1,1.0,1,1
3,0,0,13,pmfs_23_11,4,rep_05_seed_2026093213,1.2535318560935593e-08,0.0,-1.2535318560935593e-08,1,1.0,1,1
3,0,0,13,pmfs_23_11,8,rep_09_seed_2026093217,7.76069155250525e-06,0.0002325527688595841,0.00022479207730707884,1,1.0,1,1
3,0,0,13,pmfs_23_11,12,rep_13_seed_2026093221,3.099742684753437e-13,2.6645352591003757e-15,-3.0730973321624333e-13,1,1.0,1,1
3,0,0,14,pmfs_23_16,0,rep_01_seed_2026093225,1.4734788944537058e-09,2.861810299847889e-08,2.7144624104025183e-08,1,1.0,1,1
3,0,0,14,pmfs_23_16,4,rep_05_seed_2026093229,1.3080581062752117e-10,9.286156288368375e-10,7.978098182093163e-10,1,1.0,1,1
3,0,0,14,pmfs_23_16,8,rep_09_seed_2026093233,0.17302444476905343,8.368105985993168,8.195081541224114,1,2.0,1,1
3,0,0,14,pmfs_23_16,12,rep_13_seed_2026093237,1.0608467855277581e-06,7.212278769763714e-07,-3.3961890855138677e-07,1,1.0,1,1
3,0,0,15,pmfs_9_30,0,rep_01_seed_2026093241,35.63715778173845,35.36958418393829,-0.26757359780016543,2,2.0,1,1
3,0,0,15,pmfs_9_30,4,rep_05_seed_2026093245,63.208032927627244,73.73066488947426,10.522631961847011,2,2.0,1,1
3,0,0,15,pmfs_9_30,8,rep_09_seed_2026093249,6.785371908790694e-08,6.06669805058857e-06,5.9988443315006634e-06,1,1.0,1,1
3,0,0,15,pmfs_9_30,12,rep_13_seed_2026093253,1.2866330223459954e-09,2.1803144178988987e-08,2.051651115664299e-08,1,1.0,1,1
3,0,0,16,pmfs_25_15,0,rep_01_seed_2026093257,4.629718830528873e-11,1.0580603060361682e-10,5.950884229832809e-11,1,1.0,1,1
3,0,0,16,pmfs_25_15,4,rep_05_seed_2026093261,-0.0,0.0,0.0,1,1.0,1,1
3,0,0,16,pmfs_25_15,8,rep_09_seed_2026093265,-0.0,8.881784197001252e-16,8.881784197001252e-16,1,1.0,1,1
3,0,0,16,pmfs_25_15,12,rep_13_seed_2026093269,-0.0,8.881784197001252e-16,8.881784197001252e-16,1,1.0,1,1
3,0,0,17,pmfs_21_35,0,rep_01_seed_2026093273,477.3424219341188,568.9984611222983,91.65603918817948,10,9.0,0,0
3,0,0,17,pmfs_21_35,4,rep_05_seed_2026093277,222.57712546058394,273.5438828803124,50.96675741972848,7,7.0,0,0
3,0,0,17,pmfs_21_35,8,rep_09_seed_2026093281,0.0023965288843363908,0.2026041733517867,0.20020764446745032,1,1.0,1,1
3,0,0,17,pmfs_21_35,12,rep_13_seed_2026093285,258.80966064943607,371.1728413725026,112.36318072306653,7,7.0,0,0
3,0,1,0,pmfs_23_24,0,rep_01_seed_2026093001,7.985079264472006e-11,5.329070518200751e-13,-7.931788559289998e-11,1,1.0,1,1
3,0,1,0,pmfs_23_24,4,rep_05_seed_2026093005,2.957423085092614e-06,5.222371868285336e-09,-2.952200713224329e-06,1,1.0,1,1
3,0,1,0,pmfs_23_24,8,rep_09_seed_2026093009,68.10976131793795,89.95603387156933,21.84627255363138,9,9.0,0,0
3,0,1,0,pmfs_23_24,12,rep_13_seed_2026093013,134.69151287651934,169.57679784530478,34.88528496878544,12,13.0,0,0
3,0,1,1,pmfs_19_34,0,rep_01_seed_2026093017,4.452772318011067,0.019671200396287114,-4.43310111761478,2,1.0,1,1
3,0,1,1,pmfs_19_34,4,rep_05_seed_2026093021,1.1989929049605053e-08,1.791416615049002e-08,5.924237100884966e-09,1,1.0,1,1
3,0,1,1,pmfs_19_34,8,rep_09_seed_2026093025,0.043126160005849457,0.00020702581164377953,-0.04291913419420568,1,1.0,1,1
3,0,1,1,pmfs_19_34,12,rep_13_seed_2026093029,5.465108606672889,1.8025352828678942,-3.6625733238049945,2,2.0,1,1
3,0,1,2,pmfs_11_6,0,rep_01_seed_2026093033,0.0011329519986631453,8.221858777801572e-05,-0.0010507334108851296,1,1.0,1,1
3,0,1,2,pmfs_11_6,4,rep_05_seed_2026093037,0.004594901300929877,0.001782256608964472,-0.0028126446919654047,1,1.0,1,1
3,0,1,2,pmfs_11_6,8,rep_09_seed_2026093041,0.0003171256095448882,1.0648830892634464e-06,-0.0003160607264556248,1,1.0,1,1
3,0,1,2,pmfs_11_6,12,rep_13_seed_2026093045,5.834726722046267,5.250278388401976,-0.5844483336442909,2,2.0,1,1
3,0,1,3,pmfs_12_27,0,rep_01_seed_2026093049,55.509360779237724,100.75304918182579,45.24368840258806,8,9.0,0,0
3,0,1,3,pmfs_12_27,4,rep_05_seed_2026093053,24.277041007014816,36.94555754892444,12.668516541909625,6,6.0,0,0
3,0,1,3,pmfs_12_27,8,rep_09_seed_2026093057,115.24814920165426,171.3643122641958,56.116163062541546,13,13.0,0,0
3,0,1,3,pmfs_12_27,12,rep_13_seed_2026093061,6.117537990987037,2.328725242516124,-3.788812748470913,3,2.0,1,1
3,0,1,4,pmfs_14_1,0,rep_01_seed_2026093065,0.49808132188380316,0.006908086526978607,-0.49117323535682456,1,1.0,1,1
3,0,1,4,pmfs_14_1,4,rep_05_seed_2026093069,0.08019677867959807,14.129183268569165,14.048986489889566,1,2.0,1,1
3,0,1,4,pmfs_14_1,8,rep_09_seed_2026093073,22.714012867786963,39.03798418141891,16.32397131363195,4,6.0,0,0
3,0,1,4,pmfs_14_1,12,rep_13_seed_2026093077,0.092203754608436,17.25169361113018,17.15948985652174,1,3.0,1,1
3,0,1,5,pmfs_25_32,0,rep_01_seed_2026093081,0.04349870374722803,0.0022079756880183377,-0.04129072805920969,1,1.0,1,1
3,0,1,5,pmfs_25_32,4,rep_05_seed_2026093085,0.0012670410823055756,0.0009071183206823541,-0.00035992276162322145,1,1.0,1,1
3,0,1,5,pmfs_25_32,8,rep_09_seed_2026093089,0.0724263147446842,0.02461372364311387,-0.04781259110157032,1,1.0,1,1
3,0,1,5,pmfs_25_32,12,rep_13_seed_2026093093,7.951389643601203e-06,0.0010345382070049425,0.0010265868173613413,1,1.0,1,1
3,0,1,6,pmfs_20_26,0,rep_01_seed_2026093097,2.492905437634363e-08,4.9431852389147934e-08,2.4502798012804305e-08,1,1.0,1,1
3,0,1,6,pmfs_20_26,4,rep_05_seed_2026093101,1.4834685302389516e-07,2.180023628284289e-08,-1.2654661674105228e-07,1,1.0,1,1
3,0,1,6,pmfs_20_26,8,rep_09_seed_2026093105,1.5918722340302338e-08,3.106057508972526e-07,2.946870285569503e-07,1,1.0,1,1
3,0,1,6,pmfs_20_26,12,rep_13_seed_2026093109,5.2068173772568116e-08,1.4708224114201585e-05,1.4656155940429016e-05,1,1.0,1,1
3,0,1,7,pmfs_5_27,0,rep_01_seed_2026093113,2.9110104363553493,2.4444590548525067,-0.4665513815028426,3,2.0,1,1
3,0,1,7,pmfs_5_27,4,rep_05_seed_2026093117,0.004417719262274744,1.6355700793724282e-07,-0.004417555705266807,1,1.0,1,1
3,0,1,7,pmfs_5_27,8,rep_09_seed_2026093121,0.0007114605620479608,1.7156659854578038e-05,-0.0006943039021933828,1,1.0,1,1
3,0,1,7,pmfs_5_27,12,rep_13_seed_2026093125,17.586922323914827,16.099155259250637,-1.4877670646641903,5,3.0,0,1
3,0,1,8,pmfs_6_24,0,rep_01_seed_2026093129,0.0001854302868338209,5.684341886080802e-14,-0.00018543028677697748,1,1.0,1,1
3,0,1,8,pmfs_6_24,4,rep_05_seed_2026093133,0.09184558578664337,1.1169927205401109e-09,-0.09184558466965065,1,1.0,1,1
3,0,1,8,pmfs_6_24,8,rep_09_seed_2026093137,0.0003828971961041816,4.188096825785692e-06,-0.0003787090992783959,1,1.0,1,1
3,0,1,8,pmfs_6_24,12,rep_13_seed_2026093141,0.32175575461638317,0.005946066642868786,-0.3158096879735144,1,1.0,1,1
3,0,1,9,pmfs_11_1,0,rep_01_seed_2026093145,7.83649111996971,11.685602286276385,3.849111166306675,2,2.0,1,1
3,0,1,9,pmfs_11_1,4,rep_05_seed_2026093149,1.752652034614499e-08,6.150857323472536e-08,4.398205288858037e-08,1,1.0,1,1
3,0,1,9,pmfs_11_1,8,rep_09_seed_2026093153,7.387723995614422,15.641689969534244,8.253965973919822,3,3.0,1,1
3,0,1,9,pmfs_11_1,12,rep_13_seed_2026093157,11.516501923757444,15.703100427088064,4.18659850333062,2,2.0,1,1
3,0,1,10,pmfs_4_4,0,rep_01_seed_2026093161,4.0271404344593975e-07,7.809930480107141e-11,-4.026359441411387e-07,1,1.0,1,1
3,0,1,10,pmfs_4_4,4,rep_05_seed_2026093165,9.583220972331219e-08,5.257527746493906e-11,-9.577963444584725e-08,1,1.0,1,1
3,0,1,10,pmfs_4_4,8,rep_09_seed_2026093169,8.337914270128977e-08,1.5442003231669332e-10,-8.322472266897307e-08,1,1.0,1,1
3,0,1,10,pmfs_4_4,12,rep_13_seed_2026093173,2.2441754765623045e-07,1.160658849475027e-06,9.362413018187965e-07,1,1.0,1,1
3,0,1,11,pmfs_26_35,0,rep_01_seed_2026093177,7.794653811288299e-12,5.999671870426937e-10,5.921725332314054e-10,1,1.0,1,1
3,0,1,11,pmfs_26_35,4,rep_05_seed_2026093181,2.147784378673574,4.258335722983743,2.110551344310169,2,2.0,1,1
3,0,1,11,pmfs_26_35,8,rep_09_seed_2026093185,7.316813821489632e-12,6.022347065481881e-10,5.949178927266985e-10,1,1.0,1,1
3,0,1,11,pmfs_26_35,12,rep_13_seed_2026093189,2.1156409957256983e-12,8.44450731563029e-10,8.423350905673033e-10,1,1.0,1,1
3,0,1,12,pmfs_14_33,0,rep_01_seed_2026093193,0.6478554769671749,0.49292150387828926,-0.15493397308888568,1,1.0,1,1
3,0,1,12,pmfs_14_33,4,rep_05_seed_2026093197,14.380086560733357,14.839221070333288,0.45913450959993085,3,3.0,1,1
3,0,1,12,pmfs_14_33,8,rep_09_seed_2026093201,1.0135741996819547e-06,6.60623045156683e-08,-9.475118951662864e-07,1,1.0,1,1
3,0,1,12,pmfs_14_33,12,rep_13_seed_2026093205,3.3594585500118512e-06,0.030700814484644567,0.030697455026094556,1,1.0,1,1
3,0,1,13,pmfs_23_11,0,rep_01_seed_2026093209,23.96787805979974,53.13523645447452,29.167358394674782,4,5.0,0,0
3,0,1,13,pmfs_23_11,4,rep_05_seed_2026093213,3.5292877726966765e-06,5.039040786281035e-05,4.686112009011367e-05,1,1.0,1,1
3,0,1,13,pmfs_23_11,8,rep_09_seed_2026093217,6.944577416116058,34.198110793229816,27.253533377113758,2,5.0,1,0
3,0,1,13,pmfs_23_11,12,rep_13_seed_2026093221,1.3248295349654882e-08,4.0317599703243445e-08,2.7069304353588564e-08,1,1.0,1,1
3,0,1,14,pmfs_23_16,0,rep_01_seed_2026093225,3.218758592993254e-12,0.04220278964235824,0.04220278963913948,1,1.0,1,1
3,0,1,14,pmfs_23_16,4,rep_05_seed_2026093229,3.907985046680551e-14,3.3719744881727927,3.3719744881727536,1,2.0,1,1
3,0,1,14,pmfs_23_16,8,rep_09_seed_2026093233,1.961235887470991e-06,0.00010109237092192913,9.913113503445814e-05,1,1.0,1,1
3,0,1,14,pmfs_23_16,12,rep_13_seed_2026093237,2.1223911517154193e-11,9.322187740856691e-06,9.322166516945174e-06,1,1.0,1,1
3,0,1,15,pmfs_9_30,0,rep_01_seed_2026093241,0.004145908915234031,0.03005360357610698,0.02590769466087295,1,1.0,1,1
3,0,1,15,pmfs_9_30,4,rep_05_seed_2026093245,5.4472556492157764e-06,0.0005425203584312754,0.0005370731027820597,1,1.0,1,1
3,0,1,15,pmfs_9_30,8,rep_09_seed_2026093249,1.3110993890563805e-07,7.871708884721329e-07,6.560609495664949e-07,1,1.0,1,1
3,0,1,15,pmfs_9_30,12,rep_13_seed_2026093253,2.1881656664390903e-07,5.082056269145596e-07,2.893890602706506e-07,1,1.0,1,1
3,0,1,16,pmfs_25_15,0,rep_01_seed_2026093257,1.0736881961292966e-06,9.718529353719418e-06,8.644841157590122e-06,1,1.0,1,1
3,0,1,16,pmfs_25_15,4,rep_05_seed_2026093261,2.1466443200779395e-07,1.1370460129001003e-11,-2.1465306154766495e-07,1,1.0,1,1
3,0,1,16,pmfs_25_15,8,rep_09_seed_2026093265,0.00039724470175794835,0.000408110717141863,1.0866015383914629e-05,1,1.0,1,1
3,0,1,16,pmfs_25_15,12,rep_13_seed_2026093269,0.00013424730586564237,0.00033496878020855547,0.0002007214743429131,1,1.0,1,1
3,0,1,17,pmfs_21_35,0,rep_01_seed_2026093273,0.004121798550403177,0.06288117025864182,0.05875937170823864,1,1.0,1,1
3,0,1,17,pmfs_21_35,4,rep_05_seed_2026093277,0.0686067521424869,0.31614788672055827,0.24754113457807136,1,1.0,1,1
3,0,1,17,pmfs_21_35,8,rep_09_seed_2026093281,79.92862792117724,83.05670681999516,3.1280788988179182,4,5.0,0,0
3,0,1,17,pmfs_21_35,12,rep_13_seed_2026093285,0.0006724030867522046,0.0025083132176555445,0.0018359101309033399,1,1.0,1,1
3,0,2,0,pmfs_23_24,0,rep_01_seed_2026093001,2.1316282072803006e-14,3.552713678800501e-15,-1.7763568394002505e-14,1,1.0,1,1
3,0,2,0,pmfs_23_24,4,rep_05_seed_2026093005,-0.0,0.0,0.0,1,1.0,1,1
3,0,2,0,pmfs_23_24,8,rep_09_seed_2026093009,86.11561146968926,137.8479825037865,51.732371034097255,13,12.0,0,0
3,0,2,0,pmfs_23_24,12,rep_13_seed_2026093013,153.37534086093842,244.32372116162077,90.94838030068235,14,14.0,0,0
3,0,2,1,pmfs_19_34,0,rep_01_seed_2026093017,0.5437101035904703,0.9779169895807119,0.4342068859902416,1,2.0,1,1
3,0,2,1,pmfs_19_34,4,rep_05_seed_2026093021,0.25950791086389646,1.4208382237710164,1.16133031290712,1,3.0,1,1
3,0,2,1,pmfs_19_34,8,rep_09_seed_2026093025,0.42757528934434363,0.690298191474218,0.26272290212987437,1,1.0,1,1
3,0,2,1,pmfs_19_34,12,rep_13_seed_2026093029,0.02068711783515309,0.03253280441512968,0.011845686579976589,1,1.0,1,1
3,0,2,2,pmfs_11_6,0,rep_01_seed_2026093033,0.03350563860858857,5.756162530263417,5.722656891654829,1,3.0,1,1
3,0,2,2,pmfs_11_6,4,rep_05_seed_2026093037,0.00010414930583024784,6.491435788902322e-07,-0.00010350016225135761,1,1.0,1,1
3,0,2,2,pmfs_11_6,8,rep_09_seed_2026093041,3.4427037057582766e-05,4.1715995768853986e-07,-3.4009877099894226e-05,1,1.0,1,1
3,0,2,2,pmfs_11_6,12,rep_13_seed_2026093045,2.571918011953302,0.001187709025754255,-2.5707303029275477,2,1.0,1,1
3,0,2,3,pmfs_12_27,0,rep_01_seed_2026093049,209.26338064905292,227.62724961945258,18.363868970399665,13,11.0,0,0
3,0,2,3,pmfs_12_27,4,rep_05_seed_2026093053,0.00018598924275092799,6.784339593446376e-05,-0.00011814584681646423,1,1.0,1,1
3,0,2,3,pmfs_12_27,8,rep_09_seed_2026093057,312.71471038661684,300.90207197817904,-11.812638408437806,15,13.0,0,0
3,0,2,3,pmfs_12_27,12,rep_13_seed_2026093061,0.14736936332888995,9.688797609078497,9.541428245749607,1,4.0,1,0
3,0,2,4,pmfs_14_1,0,rep_01_seed_2026093065,8.720155264541063e-09,7.529660450700248e-09,-1.1904948138408145e-09,1,1.0,1,1
3,0,2,4,pmfs_14_1,4,rep_05_seed_2026093069,9.985573847245874,11.30324234511506,1.3176684978691853,2,2.0,1,1
3,0,2,4,pmfs_14_1,8,rep_09_seed_2026093073,0.00013117236246529274,2.330845089937409,2.330713917574944,1,2.0,1,1
3,0,2,4,pmfs_14_1,12,rep_13_seed_2026093077,9.452276845503881,10.433967921683838,0.9816910761799562,2,2.0,1,1
3,0,2,5,pmfs_25_32,0,rep_01_seed_2026093081,2.871767268430858e-10,4.104621087464011e-10,1.2328538190331528e-10,1,1.0,1,1
3,0,2,5,pmfs_25_32,4,rep_05_seed_2026093085,9.267031586546182e-12,1.0281442364146187e-11,1.0144107776000055e-12,1,1.0,1,1
3,0,2,5,pmfs_25_32,8,rep_09_seed_2026093089,7.010916291960712e-10,5.741118691560132e-10,-1.2697976004005795e-10,1,1.0,1,1
3,0,2,5,pmfs_25_32,12,rep_13_seed_2026093093,4.190533720027645e-08,4.6012837984221733e-10,-4.144520882043423e-08,1,1.0,1,1
3,0,2,6,pmfs_20_26,0,rep_01_seed_2026093097,46.83355886501408,33.35600608157515,-13.47755278343893,10,7.0,0,0
3,0,2,6,pmfs_20_26,4,rep_05_seed_2026093101,3.518607627484016e-11,8.526512829121202e-14,-3.510081114654895e-11,1,1.0,1,1
3,0,2,6,pmfs_20_26,8,rep_09_seed_2026093105,68.92132716442237,90.4156960225277,21.494368858105332,13,11.0,0,0
3,0,2,6,pmfs_20_26,12,rep_13_seed_2026093109,53.236042454962906,147.52002228224825,94.28397982728535,12,13.0,0,0
3,0,2,7,pmfs_5_27,0,rep_01_seed_2026093113,11.221624578750266,16.270471715168714,5.048847136418448,2,2.0,1,1
3,0,2,7,pmfs_5_27,4,rep_05_seed_2026093117,0.0008731715611425273,0.000600834848357934,-0.00027233671278459326,1,1.0,1,1
3,0,2,7,pmfs_5_27,8,rep_09_seed_2026093121,0.000958119843728511,0.0008111004088968699,-0.00014701943483164115,1,1.0,1,1
3,0,2,7,pmfs_5_27,12,rep_13_seed_2026093125,13.704387785200137,19.631693027698773,5.927305242498637,3,3.0,1,1
3,0,2,8,pmfs_6_24,0,rep_01_seed_2026093129,1.1226575225009583e-12,0.17787348217682108,0.17787348217569843,1,1.0,1,1
3,0,2,8,pmfs_6_24,4,rep_05_seed_2026093133,0.0075129899560231195,7.105427357601002e-15,-0.007512989956016014,1,1.0,1,1
3,0,2,8,pmfs_6_24,8,rep_09_seed_2026093137,0.00032430408996475535,8.447778490605629e-05,-0.00023982630505869906,1,1.0,1,1
3,0,2,8,pmfs_6_24,12,rep_13_seed_2026093141,0.11355343586816957,0.0012341900946992723,-0.1123192457734703,1,1.0,1,1
3,0,2,9,pmfs_11_1,0,rep_01_seed_2026093145,4.782520735058249e-05,1.6008387887844755e-05,-3.181681946273773e-05,1,1.0,1,1
3,0,2,9,pmfs_11_1,4,rep_05_seed_2026093149,0.5910698257809015,11.047588857839443,10.45651903205854,1,2.0,1,1
3,0,2,9,pmfs_11_1,8,rep_09_seed_2026093153,0.00038048242696930856,12.717919559741395,12.717539077314425,1,5.0,1,0
3,0,2,9,pmfs_11_1,12,rep_13_seed_2026093157,0.4682017848449105,8.53354180686112,8.065340022016208,1,2.0,1,1
3,0,2,10,pmfs_4_4,0,rep_01_seed_2026093161,3.66404343310478e-07,1.6359484789063572e-07,-2.0280949541984228e-07,1,1.0,1,1
3,0,2,10,pmfs_4_4,4,rep_05_seed_2026093165,2.0334665684629272e-07,1.2480476296872212e-07,-7.85418938775706e-08,1,1.0,1,1
3,0,2,10,pmfs_4_4,8,rep_09_seed_2026093169,2.973185537769041e-07,1.0362412554698608e-06,7.389227016929567e-07,1,1.0,1,1
3,0,2,10,pmfs_4_4,12,rep_13_seed_2026093173,7.363498184531636e-07,5.305161560720251e-05,5.231526578874934e-05,1,1.0,1,1
3,0,2,11,pmfs_26_35,0,rep_01_seed_2026093177,0.6421309769541916,0.5210487933761248,-0.12108218357806688,1,1.0,1,1
3,0,2,11,pmfs_26_35,4,rep_05_seed_2026093181,0.8507648511033168,1.8521076861577899,1.001342835054473,1,2.0,1,1
3,0,2,11,pmfs_26_35,8,rep_09_seed_2026093185,1.5428195605476667,1.4317684029485298,-0.11105115759913686,2,2.0,1,1
3,0,2,11,pmfs_26_35,12,rep_13_seed_2026093189,0.0222830271254697,0.008330786402799495,-0.013952240722670206,1,1.0,1,1
3,0,2,12,pmfs_14_33,0,rep_01_seed_2026093193,1374.6494412085378,1195.9659012315465,-178.68353997699137,13,13.0,0,0
3,0,2,12,pmfs_14_33,4,rep_05_seed_2026093197,752.1544634208582,627.7691500347732,-124.38531338608493,13,12.0,0,0
3,0,2,12,pmfs_14_33,8,rep_09_seed_2026093201,2.339401226070237e-06,7.850370531414796e-08,-2.260897520756089e-06,1,1.0,1,1
