depth,fold,subpanel,source_index,source_id,realization_index,realization_id,full_truth_nll,shuffled_median_truth_nll,delta_nll,full_truth_rank,shuffled_median_truth_rank,full_top3,shuffled_median_top3
12,0,0,12,pmfs_14_33,4,rep_05_seed_2026093197,8.718037842785506,10.43506176254853,1.7170239197630242,3,4.0,1,0
12,0,0,12,pmfs_14_33,8,rep_09_seed_2026093201,3.4241123838540943e-06,5.3684326761782586e-08,-3.3704280570923117e-06,1,1.0,1,1
12,0,0,12,pmfs_14_33,12,rep_13_seed_2026093205,1.40116605562568e-05,1.1337696240731887e-06,-1.2877890932183611e-05,1,1.0,1,1
12,0,0,13,pmfs_23_11,0,rep_01_seed_2026093209,6.379290464764154e-07,0.9241420588654865,0.92414142093644,1,2.0,1,1
12,0,0,13,pmfs_23_11,4,rep_05_seed_2026093213,6.516676087642281e-10,0.00021820691978247098,0.0002182062681148622,1,1.0,1,1
12,0,0,13,pmfs_23_11,8,rep_09_seed_2026093217,5.30834043388495e-10,0.00039940509965230575,0.00039940456881826236,1,1.0,1,1
12,0,0,13,pmfs_23_11,12,rep_13_seed_2026093221,3.0371261061645782e-12,4.1975366604773967e-07,4.197506289216335e-07,1,1.0,1,1
12,0,0,14,pmfs_23_16,0,rep_01_seed_2026093225,2.698241976517579e-07,8.039791055125534e-12,-2.698161578607028e-07,1,1.0,1,1
12,0,0,14,pmfs_23_16,4,rep_05_seed_2026093229,2.987830427514382e-09,5.062616992290714e-14,-2.987779801344459e-09,1,1.0,1,1
12,0,0,14,pmfs_23_16,8,rep_09_seed_2026093233,0.001146382762953202,0.22857807221105197,0.22743168944809877,1,1.0,1,1
12,0,0,14,pmfs_23_16,12,rep_13_seed_2026093237,1.5964407456436902e-05,5.184029983062999e-07,-1.5446004458130602e-05,1,1.0,1,1
12,0,0,15,pmfs_9_30,0,rep_01_seed_2026093241,1.3374062213244997e-07,3.9608939683688504e-06,3.8271533462364005e-06,1,1.0,1,1
12,0,0,15,pmfs_9_30,4,rep_05_seed_2026093245,4.304662155618644e-07,4.960186045899206e-06,4.529719830337342e-06,1,1.0,1,1
12,0,0,15,pmfs_9_30,8,rep_09_seed_2026093249,1.947848265260177e-05,0.009717110318213429,0.009697631835560827,1,1.0,1,1
12,0,0,15,pmfs_9_30,12,rep_13_seed_2026093253,2.259056421038963e-06,0.0006368229108311141,0.0006345638544100751,1,1.0,1,1
12,0,0,16,pmfs_25_15,0,rep_01_seed_2026093257,0.00013408765846012471,0.002136352163241373,0.002002264504781248,1,1.0,1,1
12,0,0,16,pmfs_25_15,4,rep_05_seed_2026093261,2.1022085604505136e-05,0.0006632938309989456,0.0006422717453944404,1,1.0,1,1
12,0,0,16,pmfs_25_15,8,rep_09_seed_2026093265,1.2458045197671908e-06,8.609300376605233e-06,7.363495856838043e-06,1,1.0,1,1
12,0,0,16,pmfs_25_15,12,rep_13_seed_2026093269,1.5908604211745114e-07,3.713270998373375e-05,3.6973623941616296e-05,1,1.0,1,1
12,0,0,17,pmfs_21_35,0,rep_01_seed_2026093273,0.1335892962598555,0.12458188613991483,-0.009007410119940662,1,1.0,1,1
12,0,0,17,pmfs_21_35,4,rep_05_seed_2026093277,0.021154440282069586,0.028179493130468858,0.007025052848399271,1,1.0,1,1
12,0,0,17,pmfs_21_35,8,rep_09_seed_2026093281,0.2948300208210002,0.9391013984482891,0.6442713776272889,1,2.0,1,1
12,0,0,17,pmfs_21_35,12,rep_13_seed_2026093285,0.01577556186750595,0.028054949673465807,0.012279387805959857,1,1.0,1,1
3,1,0,0,pmfs_23_24,1,rep_02_seed_2026093002,3.382183422218077e-12,0.0,-3.382183422218077e-12,1,1.0,1,1
3,1,0,0,pmfs_23_24,5,rep_06_seed_2026093006,1.7046630773620564e-10,1.4210854715202004e-14,-1.7045209688149043e-10,1,1.0,1,1
3,1,0,0,pmfs_23_24,9,rep_10_seed_2026093010,1.0443557130201953e-10,0.0,-1.0443557130201953e-10,1,1.0,1,1
3,1,0,0,pmfs_23_24,13,rep_14_seed_2026093014,3.943512183468556e-12,0.0,-3.943512183468556e-12,1,1.0,1,1
3,1,0,1,pmfs_19_34,1,rep_02_seed_2026093018,1.4470766380725308e-06,1.0716398435306473e-08,-1.4363602396372244e-06,1,1.0,1,1
3,1,0,1,pmfs_19_34,5,rep_06_seed_2026093022,245.31111611455867,222.26617232883183,-23.044943785726844,10,9.0,0,0
3,1,0,1,pmfs_19_34,9,rep_10_seed_2026093026,4.665082720123337e-07,1.222392231881031e-08,-4.542843496935234e-07,1,1.0,1,1
3,1,0,1,pmfs_19_34,13,rep_14_seed_2026093030,0.00018980351269437534,2.5376138279575855e-07,-0.00018954975131157958,1,1.0,1,1
3,1,0,2,pmfs_11_6,1,rep_02_seed_2026093034,6.466504791724503e-05,1.1131559407573377e-06,-6.35518919764877e-05,1,1.0,1,1
3,1,0,2,pmfs_11_6,5,rep_06_seed_2026093038,0.0024634030575914068,0.004366827552812591,0.0019034244952211843,1,1.0,1,1
3,1,0,2,pmfs_11_6,9,rep_10_seed_2026093042,8.917764151306073e-05,1.978385983036901e-06,-8.719925553002383e-05,1,1.0,1,1
3,1,0,2,pmfs_11_6,13,rep_14_seed_2026093046,8.348668197655229e-05,1.576725271146273e-05,-6.771942926508956e-05,1,1.0,1,1
3,1,0,3,pmfs_12_27,1,rep_02_seed_2026093050,0.8700610416973786,0.0048714423885547475,-0.8651895993088239,2,1.0,1,1
3,1,0,3,pmfs_12_27,5,rep_06_seed_2026093054,2.1842446653451604,0.0056545722070198146,-2.1785900931381406,2,1.0,1,1
3,1,0,3,pmfs_12_27,9,rep_10_seed_2026093058,2.748636283742652,0.026273076998204026,-2.722363206744448,2,1.0,1,1
3,1,0,3,pmfs_12_27,13,rep_14_seed_2026093062,1.2632092588930603,0.8888459531944175,-0.37436330569864285,2,2.0,1,1
3,1,0,4,pmfs_14_1,1,rep_02_seed_2026093066,0.4491163234911837,0.01936388925968391,-0.4297524342314998,1,1.0,1,1
3,1,0,4,pmfs_14_1,5,rep_06_seed_2026093070,0.02984146033477808,6.155938551207635e-05,-0.029779900949266004,1,1.0,1,1
3,1,0,4,pmfs_14_1,9,rep_10_seed_2026093074,0.01082530444247315,0.0003659845240622239,-0.010459319918410925,1,1.0,1,1
3,1,0,4,pmfs_14_1,13,rep_14_seed_2026093078,1.7857428950989291,4.06203266230896,2.276289767210031,2,2.0,1,1
3,1,0,5,pmfs_25_32,1,rep_02_seed_2026093082,263.39768598019083,433.01059939297477,169.61291341278394,14,14.0,0,0
3,1,0,5,pmfs_25_32,5,rep_06_seed_2026093086,3.9858207360854436e-05,0.0005962957742829955,0.0005564375669221411,1,1.0,1,1
3,1,0,5,pmfs_25_32,9,rep_10_seed_2026093090,19.938987901259807,42.35156301931886,22.412575118059053,3,3.0,1,1
3,1,0,5,pmfs_25_32,13,rep_14_seed_2026093094,53.90205221125374,99.14571401754144,45.2436618062877,4,5.0,0,0
3,1,0,6,pmfs_20_26,1,rep_02_seed_2026093098,2.24133600568166e-10,2.575717417130363e-13,-2.2387602882645297e-10,1,1.0,1,1
3,1,0,6,pmfs_20_26,5,rep_06_seed_2026093102,1.4638246170761704e-10,7.407408020299044e-13,-1.4564172090558714e-10,1,1.0,1,1
3,1,0,6,pmfs_20_26,9,rep_10_seed_2026093106,2.7618085596259334e-10,2.1671553440683056e-13,-2.759641404281865e-10,1,1.0,1,1
3,1,0,6,pmfs_20_26,13,rep_14_seed_2026093110,2.1717738718507462e-11,1.9895196601282805e-13,-2.1518786752494634e-11,1,1.0,1,1
3,1,0,7,pmfs_5_27,1,rep_02_seed_2026093114,1.7763568394002505e-15,4.973799150320701e-14,4.796163466380676e-14,1,1.0,1,1
3,1,0,7,pmfs_5_27,5,rep_06_seed_2026093118,5.975426695670194e-07,2.0142729129091208e-07,-3.961153782761073e-07,1,1.0,1,1
3,1,0,7,pmfs_5_27,9,rep_10_seed_2026093122,0.12512792075351786,0.09351611844299557,-0.0316118023105223,1,1.0,1,1
3,1,0,7,pmfs_5_27,13,rep_14_seed_2026093126,4.758007321470359e-10,3.40358852213285e-10,-1.354418799337509e-10,1,1.0,1,1
3,1,0,8,pmfs_6_24,1,rep_02_seed_2026093130,2.435825052771179e-08,3.552713678800501e-15,-2.435824697499811e-08,1,1.0,1,1
3,1,0,8,pmfs_6_24,5,rep_06_seed_2026093134,18.227050335791965,28.578313668707363,10.351263332915398,2,2.0,1,1
3,1,0,8,pmfs_6_24,9,rep_10_seed_2026093138,2.2382096176443156e-13,0.0,-2.2382096176443156e-13,1,1.0,1,1
3,1,0,8,pmfs_6_24,13,rep_14_seed_2026093142,-0.0,0.0,0.0,1,1.0,1,1
3,1,0,9,pmfs_11_1,1,rep_02_seed_2026093146,0.0048695868980621615,2.699529075076673,2.694659488178611,1,2.0,1,1
3,1,0,9,pmfs_11_1,5,rep_06_seed_2026093150,4.8927691712701105,8.538729202914222,3.645960031644112,2,2.0,1,1
3,1,0,9,pmfs_11_1,9,rep_10_seed_2026093154,3.6984600932159166,8.516600834024398,4.818140740808482,2,2.0,1,1
3,1,0,9,pmfs_11_1,13,rep_14_seed_2026093158,8.107990798666034,9.462805174277497,1.354814375611463,2,2.0,1,1
3,1,0,10,pmfs_4_4,1,rep_02_seed_2026093162,6.19381751931769e-06,15.718335673402706,15.718329479585186,1,5.0,1,0
3,1,0,10,pmfs_4_4,5,rep_06_seed_2026093166,1.0658141036401503e-13,0.0,-1.0658141036401503e-13,1,1.0,1,1
3,1,0,10,pmfs_4_4,9,rep_10_seed_2026093170,4.8137033115125405e-06,15.805387196083608,15.805382382380296,1,5.0,1,0
3,1,0,10,pmfs_4_4,13,rep_14_seed_2026093174,7.137401780710206e-12,2.4868995751603507e-14,-7.112532784958603e-12,1,1.0,1,1
3,1,0,11,pmfs_26_35,1,rep_02_seed_2026093178,0.006749177129970363,0.014745164976520453,0.00799598784655009,1,1.0,1,1
3,1,0,11,pmfs_26_35,5,rep_06_seed_2026093182,0.00017761880010702669,4.152773275158282,4.152595656358175,1,2.0,1,1
3,1,0,11,pmfs_26_35,9,rep_10_seed_2026093186,3.088814257766475,3.9335305465873294,0.8447162888208544,2,2.0,1,1
3,1,0,11,pmfs_26_35,13,rep_14_seed_2026093190,0.12750239923266182,2.37175651740142,2.244254118168758,1,2.0,1,1
3,1,0,12,pmfs_14_33,1,rep_02_seed_2026093194,0.0009189471813266792,0.05785585674159055,0.05693690956026387,1,1.0,1,1
3,1,0,12,pmfs_14_33,5,rep_06_seed_2026093198,0.02906896713437357,0.2065644463059928,0.17749547917161923,1,1.0,1,1
3,1,0,12,pmfs_14_33,9,rep_10_seed_2026093202,0.00018352238510921381,0.00018722605342735843,3.703668318144615e-06,1,1.0,1,1
3,1,0,12,pmfs_14_33,13,rep_14_seed_2026093206,0.02040147908274137,7.440693236424988,7.420291757342246,1,3.0,1,1
3,1,0,13,pmfs_23_11,1,rep_02_seed_2026093210,5.067271047209942e-10,0.013857915985365565,0.01385791547863846,1,1.0,1,1
3,1,0,13,pmfs_23_11,5,rep_06_seed_2026093214,8.881784197001252e-15,1.313539499392391e-09,1.313530617608194e-09,1,1.0,1,1
3,1,0,13,pmfs_23_11,9,rep_10_seed_2026093218,0.00024084441052973915,0.00018132643567891904,-5.951797485082011e-05,1,1.0,1,1
3,1,0,13,pmfs_23_11,13,rep_14_seed_2026093222,0.00020165234325553172,6.491806567776592e-05,-0.0001367342775777658,1,1.0,1,1
3,1,0,14,pmfs_23_16,1,rep_02_seed_2026093226,9.203134467838936e-07,2.8477487035161175e-09,-9.174656980803775e-07,1,1.0,1,1
3,1,0,14,pmfs_23_16,5,rep_06_seed_2026093230,0.00010004143629060991,2.0273238822809958e-05,-7.976819746779995e-05,1,1.0,1,1
3,1,0,14,pmfs_23_16,9,rep_10_seed_2026093234,7.800357444409656e-07,2.4012791755012586e-11,-7.800117316492106e-07,1,1.0,1,1
3,1,0,14,pmfs_23_16,13,rep_14_seed_2026093238,3.5993768587871955e-07,7.368905485805044e-11,-3.598639968238615e-07,1,1.0,1,1
3,1,0,15,pmfs_9_30,1,rep_02_seed_2026093242,-0.0,0.0,0.0,1,1.0,1,1
3,1,0,15,pmfs_9_30,5,rep_06_seed_2026093246,-0.0,0.0,0.0,1,1.0,1,1
3,1,0,15,pmfs_9_30,9,rep_10_seed_2026093250,-0.0,0.0,0.0,1,1.0,1,1
3,1,0,15,pmfs_9_30,13,rep_14_seed_2026093254,-0.0,0.0,0.0,1,1.0,1,1
3,1,0,16,pmfs_25_15,1,rep_02_seed_2026093258,-0.0,0.0,0.0,1,1.0,1,1
3,1,0,16,pmfs_25_15,5,rep_06_seed_2026093262,0.0001347243243570162,9.984777068705597e-05,-3.487655366996023e-05,1,1.0,1,1
3,1,0,16,pmfs_25_15,9,rep_10_seed_2026093266,0.0009200330122407507,0.0005065834879138809,-0.0004134495243268699,1,1.0,1,1
3,1,0,16,pmfs_25_15,13,rep_14_seed_2026093270,6.7363722218161115e-06,3.0019389640756344e-06,-3.734433257740477e-06,1,1.0,1,1
3,1,0,17,pmfs_21_35,1,rep_02_seed_2026093274,0.46734632873547133,3.727732868662494,3.2603865399270227,1,2.0,1,1
3,1,0,17,pmfs_21_35,5,rep_06_seed_2026093278,0.2213800553122267,7.733659763168216,7.512279707855989,1,2.0,1,1
3,1,0,17,pmfs_21_35,9,rep_10_seed_2026093282,0.10700343489520425,3.594498922173705,3.487495487278501,1,2.0,1,1
3,1,0,17,pmfs_21_35,13,rep_14_seed_2026093286,1.3917408901442663e-05,0.0005829123042997431,0.0005689948953983004,1,1.0,1,1
3,1,1,0,pmfs_23_24,1,rep_02_seed_2026093002,1.0548717455094447e-10,8.313350008393172e-13,-1.0465583955010516e-10,1,1.0,1,1
3,1,1,0,pmfs_23_24,5,rep_06_seed_2026093006,5.000557599995769,0.0001257971125081525,-5.000431802883261,2,1.0,1,1
3,1,1,0,pmfs_23_24,9,rep_10_seed_2026093010,6.046718681318453e-11,3.765876499528531e-13,-6.009059916323167e-11,1,1.0,1,1
3,1,1,0,pmfs_23_24,13,rep_14_seed_2026093014,10.98263438353262,1.7442980406364432,-9.238336342896176,2,2.0,1,1
3,1,1,1,pmfs_19_34,1,rep_02_seed_2026093018,1.7794323170505777e-07,1.2786636327533074e-07,-5.007686842972703e-08,1,1.0,1,1
3,1,1,1,pmfs_19_34,5,rep_06_seed_2026093022,806.4965735859637,828.1739981666449,21.67742458068119,12,11.0,0,0
3,1,1,1,pmfs_19_34,9,rep_10_seed_2026093026,7.916613489937649,0.06737000276171212,-7.8492434871759365,2,1.0,1,1
3,1,1,1,pmfs_19_34,13,rep_14_seed_2026093030,3.7616681503038762e-06,0.0006266486291754969,0.000622886961025193,1,1.0,1,1
3,1,1,2,pmfs_11_6,1,rep_02_seed_2026093034,5.442040453829122e-07,1.4478973575648979e-08,-5.297250718072632e-07,1,1.0,1,1
3,1,1,2,pmfs_11_6,5,rep_06_seed_2026093038,0.31386685208837184,0.035184317513422714,-0.2786825345749491,1,1.0,1,1
3,1,1,2,pmfs_11_6,9,rep_10_seed_2026093042,2.4088216044049204e-06,1.781110521292817e-07,-2.2307105522756387e-06,1,1.0,1,1
3,1,1,2,pmfs_11_6,13,rep_14_seed_2026093046,2.062853308615331e-05,2.0672554992273717e-06,-1.856127758692594e-05,1,1.0,1,1
3,1,1,3,pmfs_12_27,1,rep_02_seed_2026093050,8.108742859391782e-07,0.0007938127591107236,0.0007930018848247844,1,1.0,1,1
3,1,1,3,pmfs_12_27,5,rep_06_seed_2026093054,0.010032619661685782,1.0657034396554557,1.0556708199937699,1,2.0,1,1
3,1,1,3,pmfs_12_27,9,rep_10_seed_2026093058,3.5443304636233632,0.38206844403752593,-3.162262019585837,3,1.0,1,1
3,1,1,3,pmfs_12_27,13,rep_14_seed_2026093062,31.749091867352387,14.324325114452638,-17.42476675289975,7,4.0,0,0
3,1,1,4,pmfs_14_1,1,rep_02_seed_2026093066,9.223496117982677e-07,3.875300373934465e-07,-5.348195744048212e-07,1,1.0,1,1
3,1,1,4,pmfs_14_1,5,rep_06_seed_2026093070,8.642661057933765e-07,1.0744529621575793e-07,-7.568208095776185e-07,1,1.0,1,1
3,1,1,4,pmfs_14_1,9,rep_10_seed_2026093074,6.224862407044895e-05,1.45335723455986e-06,-6.0795266835889095e-05,1,1.0,1,1
3,1,1,4,pmfs_14_1,13,rep_14_seed_2026093078,31.994274274753504,26.421456697779625,-5.572817576973879,6,6.0,0,0
3,1,1,5,pmfs_25_32,1,rep_02_seed_2026093082,22.96593432431692,33.994840890323445,11.028906566006526,3,4.0,1,0
3,1,1,5,pmfs_25_32,5,rep_06_seed_2026093086,0.02632800430278831,0.0006818418617905442,-0.025646162440997766,1,1.0,1,1
3,1,1,5,pmfs_25_32,9,rep_10_seed_2026093090,0.0003294627058809674,0.019891566291940777,0.01956210358605981,1,1.0,1,1
3,1,1,5,pmfs_25_32,13,rep_14_seed_2026093094,0.03245319775388378,2.973879983722462,2.941426785968578,1,2.0,1,1
3,1,1,6,pmfs_20_26,1,rep_02_seed_2026093098,3.888799327000925e-08,1.3455554892516375e-08,-2.5432438377492872e-08,1,1.0,1,1
3,1,1,6,pmfs_20_26,5,rep_06_seed_2026093102,1.5300955169550434e-07,3.9977029686610877e-08,-1.1303252200889347e-07,1,1.0,1,1
3,1,1,6,pmfs_20_26,9,rep_10_seed_2026093106,2.474870797186668e-08,1.3894208450437873e-08,-1.0854499521428806e-08,1,1.0,1,1
3,1,1,6,pmfs_20_26,13,rep_14_seed_2026093110,1.9051903166200646e-08,3.9765734705099476e-07,3.786054438847941e-07,1,1.0,1,1
3,1,1,7,pmfs_5_27,1,rep_02_seed_2026093114,0.0002690004763703513,7.16656679955463e-05,-0.000197334808374805,1,1.0,1,1
3,1,1,7,pmfs_5_27,5,rep_06_seed_2026093118,1.9757364288608414e-05,4.040408541072793e-08,-1.9716960203197686e-05,1,1.0,1,1
3,1,1,7,pmfs_5_27,9,rep_10_seed_2026093122,0.0007913559153820415,1.0162067631824812e-07,-0.0007912542947057233,1,1.0,1,1
3,1,1,7,pmfs_5_27,13,rep_14_seed_2026093126,2.8031855469734523e-05,1.5497901806327263e-07,-2.787687645167125e-05,1,1.0,1,1
3,1,1,8,pmfs_6_24,1,rep_02_seed_2026093130,0.005461510223526034,0.0008022186873617443,-0.0046592915361642895,1,1.0,1,1
3,1,1,8,pmfs_6_24,5,rep_06_seed_2026093134,-0.0,0.0,0.0,1,1.0,1,1
3,1,1,8,pmfs_6_24,9,rep_10_seed_2026093138,0.1391382602802551,3.4660550998211193e-06,-0.1391347942251553,1,1.0,1,1
3,1,1,8,pmfs_6_24,13,rep_14_seed_2026093142,0.002913538474167865,4.155280066697742e-07,-0.002913122946161195,1,1.0,1,1
3,1,1,9,pmfs_11_1,1,rep_02_seed_2026093146,0.056127765306010324,3.2976478208335323,3.241520055527522,1,2.0,1,1
3,1,1,9,pmfs_11_1,5,rep_06_seed_2026093150,9.297841122772509,16.44449634508409,7.146655222311582,3,3.0,1,1
3,1,1,9,pmfs_11_1,9,rep_10_seed_2026093154,11.410414078851309,18.116108470681,6.70569439182969,3,3.0,1,1
3,1,1,9,pmfs_11_1,13,rep_14_seed_2026093158,3.304519562115245,8.549197778784915,5.24467821666967,2,2.0,1,1
3,1,1,10,pmfs_4_4,1,rep_02_seed_2026093162,1.8384905242641025e-07,7.491878792897921e-07,5.653388268633819e-07,1,1.0,1,1
3,1,1,10,pmfs_4_4,5,rep_06_seed_2026093166,8.120423178326064e-08,4.977307455078517e-11,-8.115445870870985e-08,1,1.0,1,1
3,1,1,10,pmfs_4_4,9,rep_10_seed_2026093170,1.3037758783696063e-07,2.7557987003490325e-07,1.4520228219794262e-07,1,1.0,1,1
3,1,1,10,pmfs_4_4,13,rep_14_seed_2026093174,1.809528678009542e-07,7.354694631089842e-11,-1.808793208546433e-07,1,1.0,1,1
3,1,1,11,pmfs_26_35,1,rep_02_seed_2026093178,8.742752299895074e-09,2.952797295563414e-08,2.0785220655739067e-08,1,1.0,1,1
3,1,1,11,pmfs_26_35,5,rep_06_seed_2026093182,0.00023358578671484054,0.007499403448738562,0.007265817662023721,1,1.0,1,1
3,1,1,11,pmfs_26_35,9,rep_10_seed_2026093186,5.024177408419206e-05,0.0015801915141073763,0.0015299497400231843,1,1.0,1,1
3,1,1,11,pmfs_26_35,13,rep_14_seed_2026093190,4.449285011531856e-07,9.894763159934428e-07,5.445478148402572e-07,1,1.0,1,1
3,1,1,12,pmfs_14_33,1,rep_02_seed_2026093194,2.023636160419784e-06,6.330025009715357e-08,-1.9603359103226303e-06,1,1.0,1,1
3,1,1,12,pmfs_14_33,5,rep_06_seed_2026093198,1.957803678731551e-06,0.11745771201216115,0.11745575420848242,1,1.0,1,1
3,1,1,12,pmfs_14_33,9,rep_10_seed_2026093202,4.517070273379886e-09,1.071365218763276e-11,-4.5063566211922534e-09,1,1.0,1,1
3,1,1,12,pmfs_14_33,13,rep_14_seed_2026093206,5.452255402715878e-07,0.00018149524441002374,0.00018095001886975215,1,1.0,1,1
3,1,1,13,pmfs_23_11,1,rep_02_seed_2026093210,1.8815292444074316e-06,0.013187737635213637,0.01318585610596923,1,1.0,1,1
3,1,1,13,pmfs_23_11,5,rep_06_seed_2026093214,5.2769921765616346e-09,1.2486039313586161e-08,7.209047137024527e-09,1,1.0,1,1
3,1,1,13,pmfs_23_11,9,rep_10_seed_2026093218,0.021522173908540054,10.595556810569397,10.574034636660857,1,2.0,1,1
3,1,1,13,pmfs_23_11,13,rep_14_seed_2026093222,9.535781722469494e-05,0.1668041015529491,0.16670874373572442,1,1.0,1,1
3,1,1,14,pmfs_23_16,1,rep_02_seed_2026093226,5.3290705182007514e-14,0.057418036695240815,0.057418036695187524,1,1.0,1,1
3,1,1,14,pmfs_23_16,5,rep_06_seed_2026093230,8.92269369501264e-09,0.0016524102118111728,0.0016524012891174777,1,1.0,1,1
3,1,1,14,pmfs_23_16,9,rep_10_seed_2026093234,1.820937001184575e-08,43.86278806881546,43.86278805060609,1,4.0,1,0
3,1,1,14,pmfs_23_16,13,rep_14_seed_2026093238,7.133849067031406e-12,15.93203057070808,15.932030570700945,1,3.0,1,1
3,1,1,15,pmfs_9_30,1,rep_02_seed_2026093242,2.745181859609147e-11,5.256239887785341e-11,2.511058028176194e-11,1,1.0,1,1
3,1,1,15,pmfs_9_30,5,rep_06_seed_2026093246,3.9348744707012884e-08,4.199200542842618e-08,2.6432607214132986e-09,1,1.0,1,1
3,1,1,15,pmfs_9_30,9,rep_10_seed_2026093250,4.5084973976372567e-08,3.4458368602940936e-07,2.994987120530368e-07,1,1.0,1,1
3,1,1,15,pmfs_9_30,13,rep_14_seed_2026093254,0.00014699429803499697,1.2573914791596366,1.2572444848616016,1,2.0,1,1
3,1,1,16,pmfs_25_15,1,rep_02_seed_2026093258,8.451532320918886e-05,15.2983508599768,15.298266344653591,1,3.0,1,1
3,1,1,16,pmfs_25_15,5,rep_06_seed_2026093262,6.217872652314327e-07,3.2964453007267025e-06,2.67465803549527e-06,1,1.0,1,1
3,1,1,16,pmfs_25_15,9,rep_10_seed_2026093266,4.4885781314008e-08,7.008973748057201e-07,6.560115934917121e-07,1,1.0,1,1
3,1,1,16,pmfs_25_15,13,rep_14_seed_2026093270,1.4205850851212176e-07,8.060574279156185e-07,6.639989194034968e-07,1,1.0,1,1
3,1,1,17,pmfs_21_35,1,rep_02_seed_2026093274,103.83806826135978,106.63525854424483,2.7971902828850546,6,6.0,0,0
3,1,1,17,pmfs_21_35,5,rep_06_seed_2026093278,197.0341466993604,219.06567127585586,22.031524576495457,7,6.0,0,0
3,1,1,17,pmfs_21_35,9,rep_10_seed_2026093282,72.831856012652,76.61755089154565,3.7856948788936506,5,5.0,0,0
3,1,1,17,pmfs_21_35,13,rep_14_seed_2026093286,0.0020423476902386994,0.37262197784516626,0.37057963015492756,1,1.0,1,1
3,1,2,0,pmfs_23_24,1,rep_02_seed_2026093002,5.684341886080802e-14,7.105427357601002e-15,-4.973799150320701e-14,1,1.0,1,1
3,1,2,0,pmfs_23_24,5,rep_06_seed_2026093006,7.105427357601002e-15,0.0,-7.105427357601002e-15,1,1.0,1,1
3,1,2,0,pmfs_23_24,9,rep_10_seed_2026093010,-0.0,0.0,0.0,1,1.0,1,1
3,1,2,0,pmfs_23_24,13,rep_14_seed_2026093014,4.178630774731573e-10,1.285956372498731e-07,1.2817777417239995e-07,1,1.0,1,1
3,1,2,1,pmfs_19_34,1,rep_02_seed_2026093018,0.19832165525072387,0.68065272451873,0.4823310692680062,1,1.0,1,1
3,1,2,1,pmfs_19_34,5,rep_06_seed_2026093022,0.4038379762546116,1.4130747500209462,1.0092367737663346,1,2.0,1,1
3,1,2,1,pmfs_19_34,9,rep_10_seed_2026093026,0.5017538650869908,0.7840530159717236,0.2822991508847328,1,2.0,1,1
3,1,2,1,pmfs_19_34,13,rep_14_seed_2026093030,0.24371255587234986,0.343548442546864,0.09983588667451415,1,1.0,1,1
3,1,2,2,pmfs_11_6,1,rep_02_seed_2026093034,1.3471543311993628e-06,1.1132916810652205e-10,-1.3470430020312563e-06,1,1.0,1,1
3,1,2,2,pmfs_11_6,5,rep_06_seed_2026093038,0.0003712262676334177,6.030688888269964e-07,-0.0003706231987445907,1,1.0,1,1
3,1,2,2,pmfs_11_6,9,rep_10_seed_2026093042,5.677237506773736e-07,2.892797112963308e-12,-5.677208578802606e-07,1,1.0,1,1
3,1,2,2,pmfs_11_6,13,rep_14_seed_2026093046,9.15041535876071e-08,2.957634137601417e-13,-9.150385782419335e-08,1,1.0,1,1
3,1,2,3,pmfs_12_27,1,rep_02_seed_2026093050,8.597031135337829e-05,1.996348900079603e-08,-8.59503478643775e-05,1,1.0,1,1
3,1,2,3,pmfs_12_27,5,rep_06_seed_2026093054,0.0006353923773581016,6.58894759864026e-08,-0.0006353264878821152,1,1.0,1,1
3,1,2,3,pmfs_12_27,9,rep_10_seed_2026093058,1.8346393420866942,0.03760614157724618,-1.797033200509448,2,1.0,1,1
3,1,2,3,pmfs_12_27,13,rep_14_seed_2026093062,85.90437851180447,69.15342742855842,-16.75095108324605,9,6.0,0,0
3,1,2,4,pmfs_14_1,1,rep_02_seed_2026093066,2.431461733227569,0.13626996761150423,-2.2951917656160647,2,1.0,1,1
3,1,2,4,pmfs_14_1,5,rep_06_seed_2026093070,3.967535633364605e-08,6.582607348093461e-09,-3.309274898555259e-08,1,1.0,1,1
3,1,2,4,pmfs_14_1,9,rep_10_seed_2026093074,2.32818262446699e-08,6.816523345776204e-09,-1.6465302898893697e-08,1,1.0,1,1
3,1,2,4,pmfs_14_1,13,rep_14_seed_2026093078,8.475511702578553,7.779363492378908,-0.6961482101996443,2,2.0,1,1
3,1,2,5,pmfs_25_32,1,rep_02_seed_2026093082,43.947685742091075,62.25168524828136,18.303999506190287,7,7.0,0,0
3,1,2,5,pmfs_25_32,5,rep_06_seed_2026093086,3.7547997866482774e-07,1.1684384781940338e-07,-2.5863613084542436e-07,1,1.0,1,1
3,1,2,5,pmfs_25_32,9,rep_10_seed_2026093090,0.008601205239328169,0.01758714043084675,0.00898593519151858,1,1.0,1,1
3,1,2,5,pmfs_25_32,13,rep_14_seed_2026093094,4.226430187327306,6.430671978977076,2.2042417916497694,3,4.0,1,0
3,1,2,6,pmfs_20_26,1,rep_02_seed_2026093098,1.1630064022938313e-08,2.0008219969724905e-08,8.378155946786592e-09,1,1.0,1,1
3,1,2,6,pmfs_20_26,5,rep_06_seed_2026093102,265.32152967146277,186.20958952717797,-79.1119401442848,16,13.0,0,0
3,1,2,6,pmfs_20_26,9,rep_10_seed_2026093106,165.93718757253487,118.25015088321959,-47.68703668931528,14,12.0,0,0
