run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H03_S12_M1M2_20260908T095439Z,1,SENT,PENDING,15.9517,1.1,0.387
CTPI_H03_S12_M1M2_20260908T095439Z,1,RESULT,SUCCEEDED,16.7186,1.1,0.387
CTPI_H03_S12_M1M2_20260908T095439Z,2,SENT,PENDING,32.7419,0.2,0.387
CTPI_H03_S12_M1M2_20260908T095439Z,2,RESULT,SUCCEEDED,33.5036,0.2,0.387
CTPI_H03_S12_M1M2_20260908T095439Z,3,SENT,PENDING,49.5547,5.9,-0.213
CTPI_H03_S12_M1M2_20260908T095439Z,3,RESULT,SUCCEEDED,54.5063,5.9,-0.213
CTPI_H03_S12_M1M2_20260908T095439Z,4,SENT,PENDING,71.5866,7.7,-0.213
CTPI_H03_S12_M1M2_20260908T095439Z,4,RESULT,SUCCEEDED,72.9098,7.7,-0.213
CTPI_H03_S12_M1M2_20260908T095439Z,5,SENT,PENDING,88.9539,7.4,-0.813
CTPI_H03_S12_M1M2_20260908T095439Z,5,RESULT,SUCCEEDED,89.5146,7.4,-0.813
CTPI_H03_S12_M1M2_20260908T095439Z,6,SENT,PENDING,105.549,8,-0.813
CTPI_H03_S12_M1M2_20260908T095439Z,6,RESULT,SUCCEEDED,106.106,8,-0.813
CTPI_H03_S12_M1M2_20260908T095439Z,7,SENT,PENDING,123.587,5.6,0.387
CTPI_H03_S12_M1M2_20260908T095439Z,7,RESULT,SUCCEEDED,125.518,5.6,0.387
CTPI_H03_S12_M1M2_20260908T095439Z,8,SENT,PENDING,141.576,6.2,0.687
CTPI_H03_S12_M1M2_20260908T095439Z,8,RESULT,SUCCEEDED,142.086,6.2,0.687
CTPI_H03_S12_M1M2_20260908T095439Z,9,SENT,PENDING,158.175,5.3,-0.213
CTPI_H03_S12_M1M2_20260908T095439Z,9,RESULT,SUCCEEDED,159.079,5.3,-0.213
CTPI_H03_S12_M1M2_20260908T095439Z,10,SENT,PENDING,176.193,8.6,-0.813
CTPI_H03_S12_M1M2_20260908T095439Z,10,RESULT,SUCCEEDED,178.478,8.6,-0.813
CTPI_H03_S12_M1M2_20260908T095439Z,11,SENT,PENDING,194.57,8.3,-0.213
CTPI_H03_S12_M1M2_20260908T095439Z,11,RESULT,SUCCEEDED,195.081,8.3,-0.213
CTPI_H03_S12_M1M2_20260908T095439Z,12,SENT,PENDING,211.165,8,-1.413
CTPI_H03_S12_M1M2_20260908T095439Z,12,RESULT,SUCCEEDED,212.074,8,-1.413
CTPI_H03_S12_M1M2_20260908T095439Z,13,SENT,PENDING,229.17,8,0.387
CTPI_H03_S12_M1M2_20260908T095439Z,13,RESULT,SUCCEEDED,230.493,8,0.387
