environment_index,house,wind,source_index,true_source_id,target_index,model,candidate_index,candidate_source_id,log_likelihood,log_posterior,posterior
0,House01,"1,3-2,4_fast",1,pmfs_13_19,0,M0,2,pmfs_27_36,-344.25557508233885,-309.4949203885478,3.873146267055088e-135
0,House01,"1,3-2,4_fast",1,pmfs_13_19,0,M0,3,pmfs_26_36,-320.92219902103443,-286.1615443272434,5.26769190018552e-125
0,House01,"1,3-2,4_fast",1,pmfs_13_19,0,M0,4,pmfs_27_1,-348.75846873624687,-313.99781404245584,4.290244385903251e-137
0,House01,"1,3-2,4_fast",1,pmfs_13_19,0,M0,5,pmfs_27_2,-345.6077279321794,-310.84707323838836,1.0019161492800735e-135
0,House01,"1,3-2,4_fast",1,pmfs_13_19,1,M0,0,pmfs_13_18,-59.579916576209385,-8.737874653295044,0.00016039441965865796
0,House01,"1,3-2,4_fast",1,pmfs_13_19,1,M0,1,pmfs_13_19,-50.84220233019856,-0.0001604072842198434,0.9998396055803407
0,House01,"1,3-2,4_fast",1,pmfs_13_19,1,M0,2,pmfs_27_36,-393.66364205234737,-342.821600129433,1.3015797599612017e-149
0,House01,"1,3-2,4_fast",1,pmfs_13_19,1,M0,3,pmfs_26_36,-369.4584270217397,-318.61638509882533,4.233134890115419e-139
0,House01,"1,3-2,4_fast",1,pmfs_13_19,1,M0,4,pmfs_27_1,-378.52744691863006,-327.6854049957157,4.875698140152102e-143
0,House01,"1,3-2,4_fast",1,pmfs_13_19,1,M0,5,pmfs_27_2,-376.64868364800253,-325.8066417250882,3.1913418789825915e-142
0,House01,"1,3-2,4_fast",1,pmfs_13_19,2,M0,0,pmfs_13_18,-43.01790843400572,-0.12062187405677349,0.886369055369788
0,House01,"1,3-2,4_fast",1,pmfs_13_19,2,M0,1,pmfs_13_19,-45.0720859698243,-2.174799409875355,0.11363094463021352
0,House01,"1,3-2,4_fast",1,pmfs_13_19,2,M0,2,pmfs_27_36,-360.039799278376,-317.14251271842704,1.8482331242537265e-138
0,House01,"1,3-2,4_fast",1,pmfs_13_19,2,M0,3,pmfs_26_36,-333.70208617389994,-290.804799613951,5.070843610134306e-127
0,House01,"1,3-2,4_fast",1,pmfs_13_19,2,M0,4,pmfs_27_1,-349.55756449481623,-306.6602779348673,6.593765137015613e-134
0,House01,"1,3-2,4_fast",1,pmfs_13_19,2,M0,5,pmfs_27_2,-347.67880122418876,-304.7815146642398,4.31588630326398e-133
0,House01,"1,3-2,4_fast",1,pmfs_13_19,3,M0,0,pmfs_13_18,-41.52703163763184,-0.00038159684656591253,0.9996184759522505
0,House01,"1,3-2,4_fast",1,pmfs_13_19,3,M0,1,pmfs_13_19,-49.397986715272424,-7.8713366744871465,0.0003815240477530131
0,House01,"1,3-2,4_fast",1,pmfs_13_19,3,M0,2,pmfs_27_36,-350.6933267320753,-309.16667669129004,5.3779693726969794e-135
0,House01,"1,3-2,4_fast",1,pmfs_13_19,3,M0,3,pmfs_26_36,-327.613041298453,-286.08639125766774,5.67883080064929e-125
0,House01,"1,3-2,4_fast",1,pmfs_13_19,3,M0,4,pmfs_27_1,-351.3413557943951,-309.8147057536098,2.8130851538330374e-135
0,House01,"1,3-2,4_fast",1,pmfs_13_19,3,M0,5,pmfs_27_2,-349.4625925237676,-307.93594248298234,1.8412781518691366e-134
0,House01,"1,3-2,4_fast",2,pmfs_27_36,0,M0,0,pmfs_13_18,-439.36177754248024,-378.56327217675596,3.9089475433339993e-165
0,House01,"1,3-2,4_fast",2,pmfs_27_36,0,M0,1,pmfs_13_19,-471.0013544994224,-410.2028491336981,7.098493030089644e-179
0,House01,"1,3-2,4_fast",2,pmfs_27_36,0,M0,2,pmfs_27_36,-60.798505365724296,0.0,1.0
0,House01,"1,3-2,4_fast",2,pmfs_27_36,0,M0,3,pmfs_26_36,-115.7383641156519,-54.93985874992761,1.3801379831071673e-24
0,House01,"1,3-2,4_fast",2,pmfs_27_36,0,M0,4,pmfs_27_1,-194.50551977025543,-133.70701440453115,8.54636530568617e-59
0,House01,"1,3-2,4_fast",2,pmfs_27_36,0,M0,5,pmfs_27_2,-204.79225540059372,-143.99375003486944,2.912788365939883e-63
0,House01,"1,3-2,4_fast",2,pmfs_27_36,1,M0,0,pmfs_13_18,-435.1443728875009,-371.3104567644044,5.519726437466596e-162
0,House01,"1,3-2,4_fast",2,pmfs_27_36,1,M0,1,pmfs_13_19,-468.78100750466535,-404.9470913815689,1.3605444974338301e-176
0,House01,"1,3-2,4_fast",2,pmfs_27_36,1,M0,2,pmfs_27_36,-63.83391612309646,0.0,1.0
0,House01,"1,3-2,4_fast",2,pmfs_27_36,1,M0,3,pmfs_26_36,-118.0854009712168,-54.25148484812034,2.7471317949465916e-24
0,House01,"1,3-2,4_fast",2,pmfs_27_36,1,M0,4,pmfs_27_1,-188.06776812051908,-124.23385199742262,1.111536201959738e-54
0,House01,"1,3-2,4_fast",2,pmfs_27_36,1,M0,5,pmfs_27_2,-198.3545037508573,-134.52058762776085,3.7883586783206983e-59
0,House01,"1,3-2,4_fast",2,pmfs_27_36,2,M0,0,pmfs_13_18,-381.9156326906525,-345.95808521895447,5.6534378161005996e-151
0,House01,"1,3-2,4_fast",2,pmfs_27_36,2,M0,1,pmfs_13_19,-417.27899430677417,-381.32144683507613,2.478562120556553e-166
0,House01,"1,3-2,4_fast",2,pmfs_27_36,2,M0,2,pmfs_27_36,-35.95754747232445,-6.264357921281771e-10,0.9999999993735642
0,House01,"1,3-2,4_fast",2,pmfs_27_36,2,M0,3,pmfs_26_36,-57.14851692560088,-21.190969453902866,6.264391620916113e-10
0,House01,"1,3-2,4_fast",2,pmfs_27_36,2,M0,4,pmfs_27_1,-284.63404286656504,-248.67649539486703,1.002698282318374e-108
0,House01,"1,3-2,4_fast",2,pmfs_27_36,2,M0,5,pmfs_27_2,-294.92077849690327,-258.96323102520523,3.417415224858119e-113
0,House01,"1,3-2,4_fast",2,pmfs_27_36,3,M0,0,pmfs_13_18,-349.7268744419705,-310.52100909579235,1.38815906880523e-135
0,House01,"1,3-2,4_fast",2,pmfs_27_36,3,M0,1,pmfs_13_19,-385.09023605809216,-345.884370711914,6.085922578734307e-151
0,House01,"1,3-2,4_fast",2,pmfs_27_36,3,M0,2,pmfs_27_36,-39.20593549640655,-7.015022842438157e-05,0.9999298522320453
0,House01,"1,3-2,4_fast",2,pmfs_27_36,3,M0,3,pmfs_26_36,-48.7707719162639,-9.564906570085768,7.01477679558126e-05
0,House01,"1,3-2,4_fast",2,pmfs_27_36,3,M0,4,pmfs_27_1,-300.09243322418604,-260.8865678780079,4.9934783113404245e-114
0,House01,"1,3-2,4_fast",2,pmfs_27_36,3,M0,5,pmfs_27_2,-308.9782756939832,-269.7724103478051,6.907657822130965e-118
0,House01,"1,3-2,4_fast",3,pmfs_26_36,0,M0,0,pmfs_13_18,-302.5422721172669,-248.02027683206316,1.932690766131289e-108
0,House01,"1,3-2,4_fast",3,pmfs_26_36,0,M0,1,pmfs_13_19,-346.3539872385154,-291.8319919533117,1.8154163891815665e-127
0,House01,"1,3-2,4_fast",3,pmfs_26_36,0,M0,2,pmfs_27_36,-99.0464776063423,-44.524482321138535,4.6053539955121464e-20
0,House01,"1,3-2,4_fast",3,pmfs_26_36,0,M0,3,pmfs_26_36,-54.52199528520376,0.0,1.0
0,House01,"1,3-2,4_fast",3,pmfs_26_36,0,M0,4,pmfs_27_1,-388.14988302848633,-333.6278877432826,1.2801160538016077e-145
0,House01,"1,3-2,4_fast",3,pmfs_26_36,0,M0,5,pmfs_27_2,-392.6690471405564,-338.14705185535263,1.3950870500166773e-147
0,House01,"1,3-2,4_fast",3,pmfs_26_36,1,M0,0,pmfs_13_18,-328.1236469378181,-292.43387745622425,9.944448412964789e-128
0,House01,"1,3-2,4_fast",3,pmfs_26_36,1,M0,1,pmfs_13_19,-365.1055581467251,-329.4157886651313,8.640536933890841e-144
0,House01,"1,3-2,4_fast",3,pmfs_26_36,1,M0,2,pmfs_27_36,-57.71261655526112,-22.022847073667286,2.7264594324061865e-10
0,House01,"1,3-2,4_fast",3,pmfs_26_36,1,M0,3,pmfs_26_36,-35.68976948186648,-2.7264235313850804e-10,0.9999999997273576
0,House01,"1,3-2,4_fast",3,pmfs_26_36,1,M0,4,pmfs_27_1,-342.57380771419264,-306.8840382325988,5.271759767830727e-134
0,House01,"1,3-2,4_fast",3,pmfs_26_36,1,M0,5,pmfs_27_2,-352.8605433445309,-317.1707738629371,1.7967311214219643e-138
0,House01,"1,3-2,4_fast",3,pmfs_26_36,2,M0,0,pmfs_13_18,-339.8171563396838,-291.85241047531423,1.778724145180884e-127
0,House01,"1,3-2,4_fast",3,pmfs_26_36,2,M0,1,pmfs_13_19,-375.7607144514409,-327.79596858707134,4.365355857099107e-143
0,House01,"1,3-2,4_fast",3,pmfs_26_36,2,M0,2,pmfs_27_36,-61.11960702279624,-13.154861158426684,1.9360491957077308e-06
0,House01,"1,3-2,4_fast",3,pmfs_26_36,2,M0,3,pmfs_26_36,-47.964747800420625,-1.9360510705723755e-06,0.9999980639508036
0,House01,"1,3-2,4_fast",3,pmfs_26_36,2,M0,4,pmfs_27_1,-349.011559363929,-301.04681349955945,1.8072993923877948e-131
0,House01,"1,3-2,4_fast",3,pmfs_26_36,2,M0,5,pmfs_27_2,-359.2982949942673,-311.33354912989773,6.159671925578578e-136
0,House01,"1,3-2,4_fast",3,pmfs_26_36,3,M0,0,pmfs_13_18,-277.15380558171245,-208.3394458324491,3.3061938384798247e-91
0,House01,"1,3-2,4_fast",3,pmfs_26_36,3,M0,1,pmfs_13_19,-318.9684630427387,-250.15410329347532,2.287985744335771e-109
0,House01,"1,3-2,4_fast",3,pmfs_26_36,3,M0,2,pmfs_27_36,-108.28038306638621,-39.46602331712285,7.246425818608057e-18
0,House01,"1,3-2,4_fast",3,pmfs_26_36,3,M0,3,pmfs_26_36,-68.81435974926336,0.0,1.0
0,House01,"1,3-2,4_fast",3,pmfs_26_36,3,M0,4,pmfs_27_1,-373.69002150097646,-304.8756617517131,3.928099088988647e-133
0,House01,"1,3-2,4_fast",3,pmfs_26_36,3,M0,5,pmfs_27_2,-375.21359912271316,-306.3992393734498,8.5605384203771e-134
0,House01,"1,3-2,4_fast",4,pmfs_27_1,0,M0,0,pmfs_13_18,-328.1898657535229,-312.3396700432676,2.25218893641415e-136
0,House01,"1,3-2,4_fast",4,pmfs_27_1,0,M0,1,pmfs_13_19,-327.24366354819426,-311.39346783793894,5.801432148639132e-136
0,House01,"1,3-2,4_fast",4,pmfs_27_1,0,M0,2,pmfs_27_36,-218.0768428982284,-202.22664718797307,1.4930798432150883e-88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,0,M0,3,pmfs_26_36,-276.76590369379903,-260.9157079835437,4.850067477685709e-114
0,House01,"1,3-2,4_fast",4,pmfs_27_1,0,M0,4,pmfs_27_1,-15.94228124138225,-0.09208553112692464,0.9120271394999672
0,House01,"1,3-2,4_fast",4,pmfs_27_1,0,M0,5,pmfs_27_2,-18.280922625734082,-2.430726915478756,0.08797286050003317
0,House01,"1,3-2,4_fast",4,pmfs_27_1,1,M0,0,pmfs_13_18,-328.1898657535229,-312.3396700432676,2.25218893641415e-136
0,House01,"1,3-2,4_fast",4,pmfs_27_1,1,M0,1,pmfs_13_19,-327.24366354819426,-311.39346783793894,5.801432148639132e-136
0,House01,"1,3-2,4_fast",4,pmfs_27_1,1,M0,2,pmfs_27_36,-218.0768428982284,-202.22664718797307,1.4930798432150883e-88
0,House01,"1,3-2,4_fast",4,pmfs_27_1,1,M0,3,pmfs_26_36,-276.76590369379903,-260.9157079835437,4.850067477685709e-114
0,House01,"1,3-2,4_fast",4,pmfs_27_1,1,M0,4,pmfs_27_1,-15.94228124138225,-0.09208553112692464,0.9120271394999672
0,House01,"1,3-2,4_fast",4,pmfs_27_1,1,M0,5,pmfs_27_2,-18.280922625734082,-2.430726915478756,0.08797286050003317
0,House01,"1,3-2,4_fast",4,pmfs_27_1,2,M0,0,pmfs_13_18,-319.71523217652543,-305.1579009318284,2.9621532001836523e-133
0,House01,"1,3-2,4_fast",4,pmfs_27_1,2,M0,1,pmfs_13_19,-317.58703607358973,-303.0297048288927,2.4881201022523808e-132
0,House01,"1,3-2,4_fast",4,pmfs_27_1,2,M0,2,pmfs_27_36,-227.73347037283298,-213.17613912813596,2.622884116913138e-93
0,House01,"1,3-2,4_fast",4,pmfs_27_1,2,M0,3,pmfs_26_36,-286.4225311684037,-271.86519992370665,8.520083511264385e-119
0,House01,"1,3-2,4_fast",4,pmfs_27_1,2,M0,4,pmfs_27_1,-16.578270008102244,-2.020938763405214,0.13253099141880328
0,House01,"1,3-2,4_fast",4,pmfs_27_1,2,M0,5,pmfs_27_2,-14.699506737474753,-0.14217549277772257,0.8674690085811968
0,House01,"1,3-2,4_fast",4,pmfs_27_1,3,M0,0,pmfs_13_18,-321.75211410378654,-304.71218515413244,4.625720830556291e-133
0,House01,"1,3-2,4_fast",4,pmfs_27_1,3,M0,1,pmfs_13_19,-320.8059118984579,-303.7659829488038,1.1915432627844238e-132
0,House01,"1,3-2,4_fast",4,pmfs_27_1,3,M0,2,pmfs_27_36,-224.5145945479648,-207.47466559831074,7.850505025216424e-91
0,House01,"1,3-2,4_fast",4,pmfs_27_1,3,M0,3,pmfs_26_36,-283.20365534353544,-266.16372639388135,2.5501301406777114e-116
0,House01,"1,3-2,4_fast",4,pmfs_27_1,3,M0,4,pmfs_27_1,-17.57679883821337,-0.5368698885592984,0.5845751770931542
0,House01,"1,3-2,4_fast",4,pmfs_27_1,3,M0,5,pmfs_27_2,-17.918382562342952,-0.8784536126888796,0.41542482290684457
0,House01,"1,3-2,4_fast",5,pmfs_27_2,0,M0,0,pmfs_13_18,-319.71523217652543,-305.1579009318284,2.9621532001836523e-133
0,House01,"1,3-2,4_fast",5,pmfs_27_2,0,M0,1,pmfs_13_19,-317.58703607358973,-303.0297048288927,2.4881201022523808e-132
0,House01,"1,3-2,4_fast",5,pmfs_27_2,0,M0,2,pmfs_27_36,-227.73347037283298,-213.17613912813596,2.622884116913138e-93
0,House01,"1,3-2,4_fast",5,pmfs_27_2,0,M0,3,pmfs_26_36,-286.4225311684037,-271.86519992370665,8.520083511264385e-119
0,House01,"1,3-2,4_fast",5,pmfs_27_2,0,M0,4,pmfs_27_1,-16.578270008102244,-2.020938763405214,0.13253099141880328
0,House01,"1,3-2,4_fast",5,pmfs_27_2,0,M0,5,pmfs_27_2,-14.699506737474753,-0.14217549277772257,0.8674690085811968
0,House01,"1,3-2,4_fast",5,pmfs_27_2,1,M0,0,pmfs_13_18,-326.1529838262619,-312.76738358168456,1.468423043583945e-136
0,House01,"1,3-2,4_fast",5,pmfs_27_2,1,M0,1,pmfs_13_19,-319.3708273731686,-305.98522712859125,1.295103014179648e-133
0,House01,"1,3-2,4_fast",5,pmfs_27_2,1,M0,2,pmfs_27_36,-227.73347037283298,-214.34787012825564,8.126486076258329e-94
0,House01,"1,3-2,4_fast",5,pmfs_27_2,1,M0,3,pmfs_26_36,-286.4225311684037,-273.03693092382633,2.6397788440739247e-119
0,House01,"1,3-2,4_fast",5,pmfs_27_2,1,M0,4,pmfs_27_1,-16.578270008102244,-3.192669763524888,0.04106209837837407
0,House01,"1,3-2,4_fast",5,pmfs_27_2,1,M0,5,pmfs_27_2,-13.427529204034759,-0.041928959457402826,0.958937901621626
0,House01,"1,3-2,4_fast",5,pmfs_27_2,2,M0,0,pmfs_13_18,-329.3718596511301,-315.21999768239635,1.2638467645370978e-137
0,House01,"1,3-2,4_fast",5,pmfs_27_2,2,M0,1,pmfs_13_19,-322.5897031980368,-308.43784122930305,1.1146731600031716e-134
0,House01,"1,3-2,4_fast",5,pmfs_27_2,2,M0,2,pmfs_27_36,-224.5145945479648,-210.36273257923108,4.3714553085580434e-92
0,House01,"1,3-2,4_fast",5,pmfs_27_2,2,M0,3,pmfs_26_36,-283.2036553435355,-269.0517933748018,1.4200080001440643e-117
0,House01,"1,3-2,4_fast",5,pmfs_27_2,2,M0,4,pmfs_27_1,-15.579741177991119,-1.427879209257398,0.23981698494758225
0,House01,"1,3-2,4_fast",5,pmfs_27_2,2,M0,5,pmfs_27_2,-14.426058034145886,-0.27419606541216446,0.7601830150524173
0,House01,"1,3-2,4_fast",5,pmfs_27_2,3,M0,0,pmfs_13_18,-322.93410800139367,-308.9125189900963,6.934219928035584e-135
0,House01,"1,3-2,4_fast",5,pmfs_27_2,3,M0,1,pmfs_13_19,-316.1519515483004,-302.13036253700307,6.115764233626022e-132
0,House01,"1,3-2,4_fast",5,pmfs_27_2,3,M0,2,pmfs_27_36,-230.9523461977012,-216.93075718640384,6.140011702061859e-95
0,House01,"1,3-2,4_fast",5,pmfs_27_2,3,M0,3,pmfs_26_36,-289.64140699327186,-275.6198179819745,1.9944995710781367e-120
0,House01,"1,3-2,4_fast",5,pmfs_27_2,3,M0,4,pmfs_27_1,-17.21425877482224,-3.192669763524888,0.04106209837837407
0,House01,"1,3-2,4_fast",5,pmfs_27_2,3,M0,5,pmfs_27_2,-14.063517970754756,-0.041928959457402826,0.958937901621626
0,House01,"1,3-2,4_fast",0,pmfs_13_18,0,M1,0,pmfs_13_18,-97.81360050281295,0.0,1.0
0,House01,"1,3-2,4_fast",0,pmfs_13_18,0,M1,1,pmfs_13_19,-141.26585377736893,-43.452253274555986,1.3456315978771288e-19
0,House01,"1,3-2,4_fast",0,pmfs_13_18,0,M1,2,pmfs_27_36,-609.5630800563163,-511.7494795535033,5.6237358450145235e-223
0,House01,"1,3-2,4_fast",0,pmfs_13_18,0,M1,3,pmfs_26_36,-620.821694927562,-523.0080944247491,7.252213828377794e-228
0,House01,"1,3-2,4_fast",0,pmfs_13_18,0,M1,4,pmfs_27_1,-290.9947052639334,-193.18110476112042,1.266228820624677e-84
0,House01,"1,3-2,4_fast",0,pmfs_13_18,0,M1,5,pmfs_27_2,-293.5509787735114,-195.73737827069846,9.825094016210314e-86
0,House01,"1,3-2,4_fast",0,pmfs_13_18,1,M1,0,pmfs_13_18,-45.189428352762164,-0.0018654496171706114,0.9981362892525405
0,House01,"1,3-2,4_fast",0,pmfs_13_18,1,M1,1,pmfs_13_19,-51.47274865630508,-6.285185753160086,0.0018637107474625222
0,House01,"1,3-2,4_fast",0,pmfs_13_18,1,M1,2,pmfs_27_36,-634.3417772094783,-589.1542143063333,1.36011533342652e-256
0,House01,"1,3-2,4_fast",0,pmfs_13_18,1,M1,3,pmfs_26_36,-635.7022025254975,-590.5146396223524,3.489398169648422e-257
0,House01,"1,3-2,4_fast",0,pmfs_13_18,1,M1,4,pmfs_27_1,-272.336466066416,-227.148903163271,2.2412215300355155e-99
0,House01,"1,3-2,4_fast",0,pmfs_13_18,1,M1,5,pmfs_27_2,-275.78363519709785,-230.59607229395286,7.135070262379438e-101
0,House01,"1,3-2,4_fast",0,pmfs_13_18,2,M1,0,pmfs_13_18,-26.979857506936444,-1.72063998604699e-08,0.9999999827936003
0,House01,"1,3-2,4_fast",0,pmfs_13_18,2,M1,1,pmfs_13_19,-44.85784187930894,-17.8779843895789,1.7206400683684113e-08
0,House01,"1,3-2,4_fast",0,pmfs_13_18,2,M1,2,pmfs_27_36,-607.9813378689571,-581.001480379227,4.723491016098063e-253
0,House01,"1,3-2,4_fast",0,pmfs_13_18,2,M1,3,pmfs_26_36,-608.6329955372249,-581.6531380474948,2.4617943139985553e-253
0,House01,"1,3-2,4_fast",0,pmfs_13_18,2,M1,4,pmfs_27_1,-244.84227579823906,-217.862418308509,2.41854356397291e-95
0,House01,"1,3-2,4_fast",0,pmfs_13_18,2,M1,5,pmfs_27_2,-247.91184021777542,-220.93198272804537,1.1232049927402355e-96
0,House01,"1,3-2,4_fast",0,pmfs_13_18,3,M1,0,pmfs_13_18,-34.639149414899975,0.0,1.0
0,House01,"1,3-2,4_fast",0,pmfs_13_18,3,M1,1,pmfs_13_19,-79.83313852066729,-45.193989105767315,2.3577617408502813e-20
0,House01,"1,3-2,4_fast",0,pmfs_13_18,3,M1,2,pmfs_27_36,-561.631132761947,-526.991983347047,1.3498627877612725e-229
0,House01,"1,3-2,4_fast",0,pmfs_13_18,3,M1,3,pmfs_26_36,-565.8877262721977,-531.2485768572977,1.9128219727751084e-231
0,House01,"1,3-2,4_fast",0,pmfs_13_18,3,M1,4,pmfs_27_1,-264.27824824434265,-229.63909882944267,1.8578324708947204e-100
0,House01,"1,3-2,4_fast",0,pmfs_13_18,3,M1,5,pmfs_27_2,-267.3171777088285,-232.67802829392855,8.896439953270176e-102
0,House01,"1,3-2,4_fast",1,pmfs_13_19,0,M1,0,pmfs_13_18,-32.77184016400098,-0.036990932508288665,0.9636848735140398
0,House01,"1,3-2,4_fast",1,pmfs_13_19,0,M1,1,pmfs_13_19,-36.050370148400376,-3.315520916907687,0.03631512648595789
0,House01,"1,3-2,4_fast",1,pmfs_13_19,0,M1,2,pmfs_27_36,-622.4348345300056,-589.6999852985128,7.880438905269188e-257
0,House01,"1,3-2,4_fast",1,pmfs_13_19,0,M1,3,pmfs_26_36,-627.2286402685379,-594.4937910370452,6.525698833625582e-259
0,House01,"1,3-2,4_fast",1,pmfs_13_19,0,M1,4,pmfs_27_1,-262.58825378661174,-229.85340455511906,1.4994595516508873e-100
0,House01,"1,3-2,4_fast",1,pmfs_13_19,0,M1,5,pmfs_27_2,-262.8342545099108,-230.09940527841812,1.1724599007731674e-100
0,House01,"1,3-2,4_fast",1,pmfs_13_19,1,M1,0,pmfs_13_18,-71.19528961596743,-8.427701575635325,0.00021872363282792525
0,House01,"1,3-2,4_fast",1,pmfs_13_19,1,M1,1,pmfs_13_19,-62.76780678788843,-0.00021874755633177756,0.9997812763671705
0,House01,"1,3-2,4_fast",1,pmfs_13_19,1,M1,2,pmfs_27_36,-682.2973221111438,-619.5297340708116,8.742892089156366e-270
0,House01,"1,3-2,4_fast",1,pmfs_13_19,1,M1,3,pmfs_26_36,-698.8185679098984,-636.0509798695664,5.842103321466592e-277
0,House01,"1,3-2,4_fast",1,pmfs_13_19,1,M1,4,pmfs_27_1,-265.4672120401647,-202.69962399983262,9.304045230771653e-89
0,House01,"1,3-2,4_fast",1,pmfs_13_19,1,M1,5,pmfs_27_2,-269.4817401671383,-206.7141521268062,1.6795169841769244e-90
0,House01,"1,3-2,4_fast",1,pmfs_13_19,2,M1,0,pmfs_13_18,-49.32508192489424,-0.08250532077774864,0.9208065384368297
0,House01,"1,3-2,4_fast",1,pmfs_13_19,2,M1,1,pmfs_13_19,-51.77843814370676,-2.5358615395902646,0.07919346156317071
0,House01,"1,3-2,4_fast",1,pmfs_13_19,2,M1,2,pmfs_27_36,-646.8891200203193,-597.6465434162028,2.788714570507372e-260
0,House01,"1,3-2,4_fast",1,pmfs_13_19,2,M1,3,pmfs_26_36,-654.3580847593586,-605.1155081552421,1.5910136076207175e-263
0,House01,"1,3-2,4_fast",1,pmfs_13_19,2,M1,4,pmfs_27_1,-250.38734402405805,-201.14476741994156,4.404914121601673e-88
0,House01,"1,3-2,4_fast",1,pmfs_13_19,2,M1,5,pmfs_27_2,-253.80531663317456,-204.56274002905806,1.4438790078925569e-89
0,House01,"1,3-2,4_fast",1,pmfs_13_19,3,M1,0,pmfs_13_18,-44.06575835815266,-0.0025597703172408615,0.9974435031011356
0,House01,"1,3-2,4_fast",1,pmfs_13_19,3,M1,1,pmfs_13_19,-50.032315944319855,-5.969117356484439,0.0025564968988645615
0,House01,"1,3-2,4_fast",1,pmfs_13_19,3,M1,2,pmfs_27_36,-627.9351273625416,-583.8719287747062,2.6769680936780284e-254
0,House01,"1,3-2,4_fast",1,pmfs_13_19,3,M1,3,pmfs_26_36,-639.1642257462275,-595.1010271583921,3.555557694586435e-259
0,House01,"1,3-2,4_fast",1,pmfs_13_19,3,M1,4,pmfs_27_1,-252.70722130183324,-208.64402271399783,2.4381041472486812e-91
