cell_index,x,y,source_probability
55,2,-1.4129999876022339,4.1091966315892297e-170
56,2.3000001907348633,-1.4129999876022339,4.1091966315892297e-170
57,2.5999999046325684,-1.4129999876022339,4.1091966315892297e-170
58,2.9000000953674316,-1.4129999876022339,4.1091966315892297e-170
59,3.2000002861022949,-1.4129999876022339,4.1091966315892297e-170
60,3.5000004768371582,-1.4129999876022339,3.2776808401996815e-83
61,3.8000001907348633,-1.4129999876022339,3.2776808401996815e-83
62,4.1000003814697266,-1.4129999876022339,3.2776808401996815e-83
63,4.4000000953674316,-1.4129999876022339,3.2776808401996815e-83
64,4.7000002861022949,-1.4129999876022339,3.383349221281047e-39
65,5.0000004768371582,-1.4129999876022339,3.383349221281047e-39
66,5.3000001907348633,-1.4129999876022339,3.383349221281047e-39
67,5.6000003814697266,-1.4129999876022339,6.7479694002098157e-15
68,5.9000005722045898,-1.4129999876022339,6.7479694002098157e-15
69,6.2000002861022949,-1.4129999876022339,1.5946230019213128e-10
70,6.5000004768371582,-1.4129999876022339,1.5946230019213128e-10
71,6.8000001907348633,-1.4129999876022339,1.5946230019213128e-10
72,7.1000003814697266,-1.4129999876022339,9.5609140316418684e-07
73,7.4000000953674316,-1.4129999876022339,0.0013115125837735687
74,7.7000002861022949,-1.4129999876022339,0.061642548812485605
75,8,-1.4129999876022339,0.022435257181668045
76,8.3000001907348633,-1.4129999876022339,0.0022439857371623117
77,8.6000003814697266,-1.4129999876022339,0.00024382618381835059
78,8.8999996185302734,-1.4129999876022339,0.019528225278932689
79,9.1999998092651367,-1.4129999876022339,0.0014257466620639474
80,9.5,-1.4129999876022339,2.2113471568279243e-18
81,9.8000001907348633,-1.4129999876022339,5.168032817314187e-35
82,10.100000381469727,-1.4129999876022339,5.168032817314187e-35
83,10.399999618530273,-1.4129999876022339,3.5271125118866159e-55
84,10.699999809265137,-1.4129999876022339,9.7064929196609345e-85
85,11,-1.4129999876022339,9.7064929196609345e-85
86,11.300000190734863,-1.4129999876022339,9.7064929196609345e-85
87,11.600000381469727,-1.4129999876022339,9.7064929196609345e-85
104,2.9000000953674316,-1.1130000352859497,1.0650852364858227e-183
109,4.4000000953674316,-1.1130000352859497,3.3177874983601602e-65
110,4.7000002861022949,-1.1130000352859497,3.3177874983601602e-65
111,5.0000004768371582,-1.1130000352859497,2.1353122417593904e-41
112,5.3000001907348633,-1.1130000352859497,2.1353122417593904e-41
113,5.6000003814697266,-1.1130000352859497,7.9948835083583915e-17
114,5.9000005722045898,-1.1130000352859497,7.9948835083583915e-17
115,6.2000002861022949,-1.1130000352859497,7.9948835083583915e-17
116,6.5000004768371582,-1.1130000352859497,2.9594520463897077e-13
117,6.8000001907348633,-1.1130000352859497,2.9594520463897077e-13
118,7.1000003814697266,-1.1130000352859497,3.0241121405207262e-08
119,7.4000000953674316,-1.1130000352859497,8.3365504023697547e-05
120,7.7000002861022949,-1.1130000352859497,0.010793831246162401
121,8,-1.1130000352859497,0.029261088726686743
122,8.3000001907348633,-1.1130000352859497,0.0018471184175358072
123,8.6000003814697266,-1.1130000352859497,0.096422091176279548
124,8.8999996185302734,-1.1130000352859497,6.5447243816498497e-05
125,9.1999998092651367,-1.1130000352859497,2.3789604274115706e-11
126,9.5,-1.1130000352859497,2.2113471568279243e-18
127,9.8000001907348633,-1.1130000352859497,5.168032817314187e-35
128,10.100000381469727,-1.1130000352859497,5.168032817314187e-35
129,10.399999618530273,-1.1130000352859497,3.5271125118866159e-55
130,10.699999809265137,-1.1130000352859497,9.7064929196609345e-85
131,11,-1.1130000352859497,9.7064929196609345e-85
132,11.300000190734863,-1.1130000352859497,9.7064929196609345e-85
133,11.600000381469727,-1.1130000352859497,9.7064929196609345e-85
150,2.9000000953674316,-0.81299996376037598,1.0650852364858227e-183
155,4.4000000953674316,-0.81299996376037598,5.3293771030706898e-67
156,4.7000002861022949,-0.81299996376037598,5.3293771030706898e-67
157,5.0000004768371582,-0.81299996376037598,4.449498809236693e-30
158,5.3000001907348633,-0.81299996376037598,4.449498809236693e-30
159,5.6000003814697266,-0.81299996376037598,2.8003750373888382e-23
160,5.9000005722045898,-0.81299996376037598,2.8003750373888382e-23
