source_id,pmfs_i,pmfs_j,x_m,y_m,primary_raw_nss,secondary_log1p_nss,raw_nss_seed_2026092401,raw_nss_seed_2026092402
pmfs_8_8,8,8,-2.84273,-4.900879999999999,5.3360610024441062,2.7900610377743571,5.5009899702055014,5.182657308318209
pmfs_1_13,1,13,-4.94273,-3.4008799999999995,5.3385641569234767,2.5104017323253425,5.6832686416477918,5.0233857908854862
pmfs_12_13,12,13,-1.6427300000000002,-3.4008799999999995,5.3484928794312445,3.0038363155869963,5.5794902013127441,5.1353858006460733
pmfs_9_7,9,7,-2.54273,-5.20088,5.4287678103902648,2.89678916392455,5.6083851129210691,5.260658360908109
pmfs_2_8,2,8,-4.64273,-4.900879999999999,5.4497188277144781,2.5032915511896237,5.4572022745839481,5.4601598477453273
pmfs_10_1,10,1,-2.24273,-7.0008799999999995,5.4798582459077494,2.4237275101129749,5.538325628328681,5.4335091280547561
pmfs_2_13,2,13,-4.64273,-3.4008799999999995,5.4863536178001722,2.5607190512690057,5.8700708692452066,5.1396800553036925
pmfs_5_7,5,7,-3.74273,-5.20088,5.4961858576299649,3.0622686919448259,5.1603266629184752,5.858584190730177
pmfs_13_20,13,20,-1.34273,-1.3008799999999994,5.5173191225450955,3.5739188365266692,5.7157319953398877,5.3609141376907434
pmfs_12_8,12,8,-1.6427300000000002,-4.900879999999999,5.5444818441812371,3.6114009793305613,5.7004131166102718,5.444951998484818
pmfs_9_6,9,6,-2.54273,-5.5008799999999995,5.5496878402108241,3.1063823481480219,5.2941016665080634,5.8244808368559262
pmfs_19_21,19,21,0.4572700000000003,-1.0008799999999995,5.5707458980896982,2.6850849486316557,5.7412191984741883,5.4067821422170352
pmfs_12_9,12,9,-1.6427300000000002,-4.60088,5.578137445763022,3.5195851032994065,5.7016261225855773,5.4756574835260476
pmfs_12_10,12,10,-1.6427300000000002,-4.300879999999999,5.5909793570925501,3.3643895930584615,5.8354732741752011,5.3751497953389737
pmfs_3_13,3,13,-4.3427299999999995,-3.4008799999999995,5.6003254649427534,2.6573420791350189,5.8343165317203001,5.3932088695016196
pmfs_12_11,12,11,-1.6427300000000002,-4.0008799999999995,5.6499635982869423,3.2379148493059517,5.889991196790703,5.4345703057327421
pmfs_1_14,1,14,-4.94273,-3.100879999999999,5.6684800275004212,2.5835147664891154,5.8707875294987915,5.5010643107174984
pmfs_24_33,24,33,1.9572699999999994,2.599120000000001,5.7328957215088563,3.3739539788942619,7.4569407363814681,4.514154376883706
pmfs_12_12,12,12,-1.6427300000000002,-3.7008799999999997,5.7590616753787689,3.1394558851968686,5.8340638270496337,5.6981778351129755
pmfs_15_15,15,15,-0.7427299999999999,-2.8008799999999994,5.7737730322231462,3.6873356125854668,5.5386453073846749,6.0367179566528026
pmfs_24_31,24,31,1.9572699999999994,1.9991199999999996,5.7745683651752469,2.5330029200713224,6.4551003831866716,5.1470971690001273
pmfs_15_12,15,12,-0.7427299999999999,-3.7008799999999997,5.7883283891062201,3.2301497428294934,5.6223548276328659,5.9867087322759582
pmfs_2_15,2,15,-4.64273,-2.8008799999999994,5.7961508253053236,2.7621256734276409,5.8345354021035334,5.7710824464665356
pmfs_5_21,5,21,-3.74273,-1.0008799999999995,5.7968240359889815,2.6026382642357095,5.8435259260459453,5.7767082116351363
pmfs_1_15,1,15,-4.94273,-2.8008799999999994,5.8710969100856598,2.6437577880287004,6.1522026458493366,5.6125064742965725
pmfs_2_14,2,14,-4.64273,-3.100879999999999,5.8717942962464615,2.6779191814382086,6.078570108359016,5.6861921848507038
pmfs_8_15,8,15,-2.84273,-2.8008799999999994,5.9043795044627965,2.5823712092854714,6.8326474462130893,5.069686087327983
pmfs_13_16,13,16,-1.34273,-2.5008799999999995,5.9305285866716719,3.7332816489941556,6.2823918625942996,5.6223060858514859
pmfs_13_19,13,19,-1.34273,-1.6008799999999992,5.9332803969961638,3.6841585676769979,6.2658845629586999,5.6391326393807919
pmfs_10_2,10,2,-2.24273,-6.70088,5.9788385243502677,2.483720578477846,6.216096332842568,5.7601934479709866
pmfs_10_8,10,8,-2.24273,-4.900879999999999,6.0025494080382078,2.9046054320925334,6.1776757687128629,5.8353861489929111
pmfs_25_33,25,33,2.25727,2.599120000000001,6.0303386998692146,3.6133639643721653,7.2632875583244436,5.3825297945819823
pmfs_1_16,1,16,-4.94273,-2.5008799999999995,6.0471630790630888,2.6939801164764647,6.249045712680692,5.8677246423066514
pmfs_10_20,10,20,-2.24273,-1.3008799999999994,6.1172502999329001,3.1581320183549066,6.531131198749085,5.7330457595573874
pmfs_4_19,4,19,-4.04273,-1.6008799999999992,6.1189782522354097,2.5784304835567018,6.356307217891155,5.9040290792745882
pmfs_15_16,15,16,-0.7427299999999999,-2.5008799999999995,6.1218179362146614,4.7827915792211355,5.9932366853034509,6.3210667216534304
pmfs_13_15,13,15,-1.34273,-2.8008799999999994,6.1233899939364758,3.7520343235610887,6.3651303157303767,5.9122007728356021
