candidate_id,arm,Elog,Ebrier
quadtree_15_5_3_5,C1,-4.097315057948908,-1.0195193891746464
quadtree_15_5_3_5,P2,-4.212380115814101,-1.124019548400321
quadtree_26_14_2_3,historical,-16.259398189148904,-1.746045873248073
quadtree_26_14_2_3,P1,-15.865056947169517,-1.5642342617715455
quadtree_26_14_2_3,C1,-4.167360698292376,-1.0473128968096679
quadtree_26_14_2_3,P2,-4.370945527721072,-1.1640936288882797
quadtree_23_14_1_3,historical,-17.523523873804326,-2.369066904213966
quadtree_23_14_1_3,P1,-18.00856818997739,-2.609589445324731
quadtree_23_14_1_3,C1,-4.047263556479775,-1.0140935162910558
quadtree_23_14_1_3,P2,-4.186848322352417,-1.1241643318427117
quadtree_24_12_2_5,historical,-17.030304358776558,-2.122921361315137
quadtree_24_12_2_5,P1,-16.797875187967094,-2.0077409601336385
quadtree_24_12_2_5,C1,-3.7247912633444935,-0.956192900706399
quadtree_24_12_2_5,P2,-3.8733701851615034,-1.033996516600809
quadtree_20_5_4_3,historical,-14.03961289709689,-1.009328071132917
quadtree_20_5_4_3,P1,-14.023237781675189,-1.008023580904495
quadtree_20_5_4_3,C1,-3.4364114099563743,-0.9214872618084613
quadtree_20_5_4_3,P2,-3.35976598172479,-0.9196594077586459
quadtree_12_19_5_5,historical,-43.92409036630972,-8.115352215377829
quadtree_12_19_5_5,P1,-44.06255066663759,-7.96621156228315
quadtree_12_19_5_5,C1,-42.83312103800922,-11.240897075253281
quadtree_12_19_5_5,P2,-43.57787151582754,-11.249479258191716
quadtree_21_25_1_4,historical,-16.25072425911909,-1.737723430011087
quadtree_21_25_1_4,P1,-16.34279068345862,-1.7815108164193054
quadtree_21_25_1_4,C1,-5.109113913033898,-1.3351802485553657
quadtree_21_25_1_4,P2,-5.324394865767558,-1.5609006011475006
quadtree_20_23_1_4,historical,-18.8032321534142,-2.9866280984048768
quadtree_20_23_1_4,P1,-18.697006772727732,-2.936908266382975
quadtree_20_23_1_4,C1,-7.308632435961198,-2.250540583467186
quadtree_20_23_1_4,P2,-7.5731403520576945,-2.473600912388159
quadtree_19_25_1_2,historical,-17.680532596093045,-2.4433596740846624
quadtree_19_25_1_2,P1,-17.892999847361146,-2.548612810767189
quadtree_19_25_1_2,C1,-9.755754703036787,-3.4318598741848483
quadtree_19_25_1_2,P2,-10.04817193119544,-3.599594769513006
quadtree_17_26_2_2,historical,-6.262476523624467,-1.786324560244326
quadtree_17_26_2_2,P1,-5.55603093968101,-1.5652730673185542
quadtree_17_26_2_2,C1,-11.931299648891429,-4.504425595551762
quadtree_17_26_2_2,P2,-12.276587465228323,-4.661628798588783
quadtree_21_33_4_1,historical,-13.937725368849303,-1.0025881360257123
quadtree_21_33_4_1,P1,-13.869813190094188,-1.0004438290645699
quadtree_21_33_4_1,C1,-3.570781314388566,-0.9130304847789217
quadtree_21_33_4_1,P2,-3.622808974560049,-0.965288350053273
quadtree_26_35_2_2,historical,-16.38736916314,-1.8040187085021238
quadtree_26_35_2_2,P1,-16.69587754083767,-1.9543315451722
quadtree_26_35_2_2,C1,-3.3833853747812737,-0.8923584457437367
quadtree_26_35_2_2,P2,-3.5518614708645386,-0.9598045582662429
quadtree_21_34_5_3,historical,-14.155771046574499,-1.0207260176599018
quadtree_21_34_5_3,P1,-14.045520557504087,-1.0094421522628634
quadtree_21_34_5_3,C1,-3.7392043251028144,-0.9429274215516901
quadtree_21_34_5_3,P2,-3.853843535722389,-1.038317061062643
quadtree_20_29_1_3,historical,-15.137439085008985,-1.2656960292034556
quadtree_20_29_1_3,P1,-14.905892878262396,-1.1882686363580524
quadtree_20_29_1_3,C1,-5.589257209364694,-1.5057325949213027
quadtree_20_29_1_3,P2,-5.844112674793511,-1.772888901865678
quadtree_15_31_5_1,historical,-14.313770815240007,-1.0430484124360235
quadtree_15_31_5_1,P1,-14.487239031968372,-1.0765649754193918
quadtree_15_31_5_1,C1,-3.9697058048667158,-0.9864159610966061
quadtree_15_31_5_1,P2,-4.078927574028173,-1.1055182147553821
quadtree_17_32_4_4,historical,-13.981576919221503,-1.0047025977084145
quadtree_17_32_4_4,P1,-14.173634094113924,-1.0225264899036135
quadtree_17_32_4_4,C1,-3.67908407129035,-0.9260932045136185
quadtree_17_32_4_4,P2,-3.7621933641150545,-1.0227017312207136
quadtree_15_32_2_4,historical,-13.96025504232395,-1.0035245010012026
quadtree_15_32_2_4,P1,-13.967407790578552,-1.0039238427464277
quadtree_15_32_2_4,C1,-3.699244956071051,-0.9331090261821142
quadtree_15_32_2_4,P2,-3.8391793983226155,-1.028754199142449
quadtree_18_36_2_1,historical,-13.82918856014372,-1.0000207706401636
quadtree_18_36_2_1,P1,-13.858180437546585,-1.0002341456438764
quadtree_18_36_2_1,C1,-3.757985038541249,-0.9430180254568179
quadtree_18_36_2_1,P2,-3.943975184591746,-1.0566625242642342
quadtree_12_36_5_1,historical,-13.82419528256173,-1.0000149470823734
quadtree_12_36_5_1,P1,-13.850115664049273,-1.0001475717185149
quadtree_12_36_5_1,C1,-3.440843159205002,-0.8930959042577392
quadtree_12_36_5_1,P2,-3.5239944922233395,-0.9489240628869312
quadtree_8_24_4_4,historical,-53.74078996006994,-11.552051274429662
quadtree_8_24_4_4,P1,-55.9219414831328,-11.749601008524161
quadtree_8_24_4_4,C1,-18.90841095121153,-7.282455951912873
quadtree_8_24_4_4,P2,-19.394653880449447,-7.400733824723531
quadtree_7_20_1_2,historical,-55.55246598007135,-11.63909563314369
quadtree_7_20_1_2,P1,-54.98888637360409,-11.754632454156535
quadtree_7_20_1_2,C1,-23.948062975084543,-9.298244802196606
quadtree_7_20_1_2,P2,-25.316765115555633,-9.366284389065296
quadtree_2_19_5_3,historical,-41.751307455368284,-11.869147613749242
quadtree_2_19_5_3,P1,-42.64204086443098,-12.04281188936687
quadtree_2_19_5_3,C1,-24.55394156844637,-9.377193385834724
quadtree_2_19_5_3,P2,-25.733145718095567,-9.43773832851134
quadtree_9_32_1_3,historical,-13.820699525333497,-1.0000053505174984
quadtree_9_32_1_3,P1,-13.820701924807704,-1.0000053554776243
quadtree_9_32_1_3,C1,-3.4138273536831316,-0.9062539861141127
quadtree_9_32_1_3,P2,-3.6621733946963855,-0.9527806730172516
quadtree_10_36_2_1,historical,-13.82292067270207,-1.0000091585772728
quadtree_10_36_2_1,P1,-13.82323869736904,-1.0000118155231428
quadtree_10_36_2_1,C1,-3.316933276317303,-0.8843869123641971
quadtree_10_36_2_1,P2,-3.3633878026942647,-0.9136479142877668
quadtree_6_31_1_5,historical,-59.8481206999128,-13.409217236003554
quadtree_6_31_1_5,P1,-64.06218448078317,-13.470651737925548
quadtree_6_31_1_5,C1,-13.815529557973774,-1.0
quadtree_6_31_1_5,P2,-13.815529557973774,-1.0
quadtree_5_29_1_3,historical,-67.09923583785026,-13.619395660025319
quadtree_5_29_1_3,P1,-70.28077337790222,-13.532977923902203
quadtree_5_29_1_3,C1,-13.815904138716206,-0.999998840189321
quadtree_5_29_1_3,P2,-13.815904870161043,-0.9999998163134918
quadtree_2_31_3_1,historical,-67.52054153117209,-13.771485027121917
quadtree_2_31_3_1,P1,-56.35222464048714,-13.197561453269389
quadtree_2_31_3_1,C1,-13.815529557973774,-0.9999999999389642
quadtree_2_31_3_1,P2,-13.815529557973774,-0.9999999999196898
quadtree_2_36_5_1,historical,-76.56199342615237,-13.908274595541364
quadtree_2_36_5_1,P1,-72.74104551000846,-13.692886043813779
quadtree_2_36_5_1,C1,-13.815529557973774,-1.0
quadtree_2_36_5_1,P2,-13.815529557973774,-1.0
quadtree_9_31_5_1,historical,-13.823741161932602,-1.0000131532707295
quadtree_9_31_5_1,P1,-13.822207461362463,-1.000008645961325
quadtree_9_31_5_1,C1,-3.4781324091914634,-0.9096838213109893
quadtree_9_31_5_1,P2,-3.5717937437600864,-0.9422168346670157
quadtree_1_27_5_2,historical,-60.39156220451333,-13.521456798677844
quadtree_1_27_5_2,P1,-65.56537373331281,-13.605373109857442
quadtree_1_27_5_2,C1,-8.466838523763144,-2.837723994158118
quadtree_1_27_5_2,P2,-8.714946586820483,-2.9887793730481236
quadtree_6_27_1_2,historical,-71.34569307515878,-13.767584620850641
quadtree_6_27_1_2,P1,-80.88845721448133,-13.853854772638632
quadtree_6_27_1_2,C1,-5.212855957986987,-1.1733701222291089
quadtree_6_27_1_2,P2,-5.563756541939609,-1.2318107645201266
quadtree_6_22_2_5,historical,-79.67749491562303,-13.834773575229377
quadtree_6_22_2_5,P1,-85.3685604091756,-13.848190138913655
quadtree_6_22_2_5,C1,-21.218859402537934,-7.768008831931612
quadtree_6_22_2_5,P2,-21.944954131323833,-7.8518831076206785
quadtree_1_18_1_4,historical,-25.7385468805894,-9.644473096772959
quadtree_1_18_1_4,P1,-27.509095007547085,-10.153917932275435
quadtree_1_18_1_4,C1,-22.34434716352587,-8.805380163648723
quadtree_1_18_1_4,P2,-23.19754232143476,-8.860836413592665
quadtree_1_22_5_5,historical,-53.160607525248636,-13.228878054739475
quadtree_1_22_5_5,P1,-54.31873703606658,-13.334512371273444
quadtree_1_22_5_5,C1,-27.298501169120645,-8.66285211760783
quadtree_1_22_5_5,P2,-27.786558668106366,-8.732750416010123
quadtree_20_10_1_5,historical,-17.845848213468877,-2.528621812310191
quadtree_20_10_1_5,P1,-17.271166047557557,-2.2424160925426238
quadtree_20_10_1_5,C1,-3.4216517330289973,-0.8858654798633779
quadtree_20_10_1_5,P2,-3.4956570437531975,-0.9333484279910977
quadtree_19_19_2_4,historical,-28.873593513089954,-5.518898507276322
quadtree_19_19_2_4,P1,-27.779520746441275,-5.404917948460238
quadtree_19_19_2_4,C1,-7.187623737745691,-2.1971224911373968
quadtree_19_19_2_4,P2,-7.417962355460535,-2.3835454935575195
quadtree_22_27_4_2,historical,-14.496044512537232,-1.0786003588873894
quadtree_22_27_4_2,P1,-14.399138696295925,-1.0585391922488907
quadtree_22_27_4_2,C1,-3.8656103011274947,-0.973709185087726
quadtree_22_27_4_2,P2,-4.143538976018624,-1.091713906917679
quadtree_22_25_2_2,historical,-16.140894064930325,-1.6861464868047156
quadtree_22_25_2_2,P1,-16.39768155331713,-1.8078365189475323
quadtree_22_25_2_2,C1,-4.104670746242041,-1.023569930883299
quadtree_22_25_2_2,P2,-4.406455931151559,-1.1731474497509562
quadtree_24_26_5_1,historical,-14.322174791465054,-1.0448390533703136
quadtree_24_26_5_1,P1,-14.081743431751752,-1.0124914902614373
quadtree_24_26_5_1,C1,-3.6704264546489513,-0.9332159529296649
quadtree_24_26_5_1,P2,-4.157902663664543,-0.9901338577084612
quadtree_20_8_2_2,historical,-14.745769708528128,-1.1428567123284301
quadtree_20_8_2_2,P1,-14.468358204912382,-1.0739397650129647
quadtree_20_8_2_2,C1,-3.3259616474881213,-0.8966422292882607
quadtree_20_8_2_2,P2,-3.4158586485337676,-0.9202545039346358
quadtree_10_32_5_4,historical,-13.826501594485112,-1.0000150395085563
quadtree_10_32_5_4,P1,-14.027036381999872,-1.007924950210476
quadtree_10_32_5_4,C1,-3.542908528249331,-0.9106149764463974
quadtree_10_32_5_4,P2,-3.622021475857104,-0.9678325809474629
quadtree_2_18_3_1,historical,-37.797313087070904,-11.184842673666479
quadtree_2_18_3_1,P1,-36.86922604853557,-11.106549375703471
quadtree_2_18_3_1,C1,-21.276213915044977,-8.443829417572953
quadtree_2_18_3_1,P2,-22.261463310084945,-8.513015770223992
quadtree_20_1_5_2,historical,-13.833897096374274,-1.000054688060416
quadtree_20_1_5_2,P1,-13.883741491410598,-1.0008828161285894
quadtree_20_1_5_2,C1,-4.3947120863051286,-0.9739000075682136
quadtree_20_1_5_2,P2,-4.5426755995273504,-0.9781190559438327
quadtree_1_10_5_4,historical,-62.148938126348696,-5.999366422713782
quadtree_1_10_5_4,P1,-60.54513681068059,-5.999126830092079
quadtree_1_10_5_4,C1,-6.543900755143534,-2.00453586747649
quadtree_1_10_5_4,P2,-7.02898410386968,-2.21410514656275
quadtree_6_13_2_3,historical,-48.91150514496499,-5.991056956110397
quadtree_6_13_2_3,P1,-47.911025474949504,-5.989077045962256
quadtree_6_13_2_3,C1,-5.8043554601961365,-1.5334833762674385
quadtree_6_13_2_3,P2,-6.129268882468651,-1.7403089362862265
quadtree_9_18_5_1,historical,-41.98116604776984,-8.991398552486416
quadtree_9_18_5_1,P1,-36.709629491049775,-7.803175600054379
quadtree_9_18_5_1,C1,-26.07569826750193,-9.629961947725096
quadtree_9_18_5_1,P2,-26.99691469545859,-9.646499058158495
quadtree_14_18_3_1,historical,-32.635647396595935,-7.009683391619368
quadtree_14_18_3_1,P1,-34.81933473632031,-7.0762873913351285
quadtree_14_18_3_1,C1,-29.256036217988033,-10.031074214005217
quadtree_14_18_3_1,P2,-29.85602880144628,-10.040132631821175
quadtree_8_9_1_5,historical,-42.815823949455854,-5.969765734299095
quadtree_8_9_1_5,P1,-41.69694839372203,-5.9622007934519985
quadtree_8_9_1_5,C1,-6.698224034746228,-1.974899475614918
quadtree_8_9_1_5,P2,-7.054334692730987,-2.1641429640517234
quadtree_8_14_5_2,historical,-50.59111044693952,-5.993607012385626
quadtree_8_14_5_2,P1,-44.751678156705765,-5.979458397220913
quadtree_8_14_5_2,C1,-5.716368741880891,-1.396648612111723
quadtree_8_14_5_2,P2,-5.866434356244718,-1.5610693193730467
quadtree_1_5_3_5,historical,-50.309203635585185,-5.99323835245995
quadtree_1_5_3_5,P1,-49.85948065629279,-5.992602225690464
quadtree_1_5_3_5,C1,-14.021991308110824,-4.774181069360179
quadtree_1_5_3_5,P2,-15.16712756687366,-4.787328694677636
quadtree_21_14_2_2,historical,-22.03742334074402,-4.253540002244195
quadtree_21_14_2_2,P1,-21.827619448233932,-4.187070579518125
quadtree_21_14_2_2,C1,-4.001964561424819,-0.994884255640351
quadtree_21_14_2_2,P2,-4.214341119616126,-1.1142957070950823
quadtree_2_32_4_4,historical,-54.05680295558918,-13.147472846117155
quadtree_2_32_4_4,P1,-74.25720902252937,-13.819890004804972
quadtree_2_32_4_4,C1,-13.815529557973774,-1.0
quadtree_2_32_4_4,P2,-13.815529557973774,-1.0
quadtree_1_1_5_4,historical,-27.924422307821107,-5.422701447332331
quadtree_1_1_5_4,P1,-26.241124843901446,-5.201551892620828
quadtree_1_1_5_4,C1,-29.202373521487555,-5.861209768413791
quadtree_1_1_5_4,P2,-31.740728291381423,-5.856461011206734
quadtree_6_2_2_3,historical,-25.83827575632338,-5.137714386901379
quadtree_6_2_2_3,P1,-24.362160369661268,-4.860395773303583
quadtree_6_2_2_3,C1,-23.370978106567197,-5.731279704514408
quadtree_6_2_2_3,P2,-23.45846117291369,-5.723543297365737
quadtree_6_1_3_1,historical,-23.455018766896824,-4.6512479857140745
quadtree_6_1_3_1,P1,-23.41893817284904,-4.642252311325402
quadtree_6_1_3_1,C1,-25.80653348768317,-5.816850546933162
quadtree_6_1_3_1,P2,-26.320540546451596,-5.817789091361517
quadtree_8_4_1_5,historical,-32.60109907374303,-5.76921621259573
quadtree_8_4_1_5,P1,-31.15869256057463,-5.693258799519006
quadtree_8_4_1_5,C1,-12.200047981357015,-4.3311032310600535
quadtree_8_4_1_5,P2,-12.452901968237235,-4.341590656926046
quadtree_11_5_4_5,historical,-13.815529557973774,-1.0
quadtree_11_5_4_5,P1,-13.815529557973774,-1.0
quadtree_11_5_4_5,C1,-3.081162704468999,-0.846746296152309
quadtree_11_5_4_5,P2,-3.1088886840870424,-0.8668103254886311
quadtree_8_2_1_2,historical,-24.666069985585295,-4.923516580666209
quadtree_8_2_1_2,P1,-23.25049436446401,-4.599535298639747
quadtree_8_2_1_2,C1,-18.56934587342863,-5.450333423664592
quadtree_8_2_1_2,P2,-18.637582314175834,-5.442458747302877
quadtree_11_1_3_4,historical,-13.815529557973774,-1.0
quadtree_11_1_3_4,P1,-13.815529557973774,-1.0
quadtree_11_1_3_4,C1,-3.25686384901657,-0.8733986902574031
quadtree_11_1_3_4,P2,-3.4548893264768323,-0.931435216996203
quadtree_13_14_5_2,historical,-38.096958392841074,-5.922423439493052
quadtree_13_14_5_2,P1,-38.35275446841284,-5.926278374293935
quadtree_13_14_5_2,C1,-5.763216548221632,-1.5756623646503665
quadtree_13_14_5_2,P2,-5.9552403202683815,-1.76523977124511
quadtree_14_1_2_2,historical,-13.815529557973774,-1.0
quadtree_14_1_2_2,P1,-13.815529557973774,-1.0
quadtree_14_1_2_2,C1,-3.426392107442225,-0.8896693282327681
quadtree_14_1_2_2,P2,-3.68275635486265,-0.9789234506668992
quadtree_18_14_1_2,historical,-29.73404245735906,-5.593786357534848
quadtree_18_14_1_2,P1,-27.557113214191595,-5.3794234991351475
quadtree_18_14_1_2,C1,-5.8845155501696285,-1.6363314379813834
quadtree_18_14_1_2,P2,-6.067578090610935,-1.807990021127064
quadtree_19_15_2_4,historical,-27.41214849703976,-5.3616699632428
quadtree_19_15_2_4,P1,-26.96038962659196,-5.303563315662779
quadtree_19_15_2_4,C1,-6.29831343936148,-1.7998959475619174
quadtree_19_15_2_4,P2,-6.507211873674342,-1.9902174420576184
quadtree_16_10_1_4,historical,-14.570942381478734,-1.098208266331989
quadtree_16_10_1_4,P1,-14.527871918034375,-1.0880733887059382
quadtree_16_10_1_4,C1,-5.2680505813625835,-1.385384599425078
quadtree_16_10_1_4,P2,-5.432698247715491,-1.5478354583974194
quadtree_12_24_5_4,historical,-14.08815825894953,-5.240195498217472
quadtree_12_24_5_4,P1,-15.143624698313186,-5.648043581923622
quadtree_12_24_5_4,C1,-39.30319532297781,-11.391923591321294
quadtree_12_24_5_4,P2,-39.9912352056896,-11.39400162704359
