timestamp,x,y,z
1788868790.6567454,2.0,0.0,0.3
1788868790.8573172,2.0,0.0,0.3
1788868791.0736985,2.0,0.0,0.3
1788868791.2567763,2.0,0.0,0.3
1788868791.456008,2.0,0.0,0.3
1788868791.657379,2.0,0.0,0.3
1788868791.8558698,2.0,0.0,0.3
1788868792.0819464,2.0,0.0,0.3
1788868792.2557359,2.0,0.0,0.3
1788868792.4568944,2.0,0.0,0.3
1788868795.0514452,2.0,0.0,0.3
1788868795.0518289,2.0,0.0,0.3
1788868795.0522053,2.0,0.0,0.3
1788868795.052602,2.0,0.0,0.3
1788868795.0528648,2.0,0.0,0.3
1788868795.0530856,2.0,0.0,0.3
1788868795.053302,2.0,0.0,0.3
1788868795.053528,2.0,0.0,0.3
1788868795.0538216,2.0,0.0,0.3
1788868795.0540566,2.0,0.0,0.3
1788868795.054517,2.0,0.0,0.3
1788868795.055397,2.0,0.0,0.3
1788868795.0929236,2.0,0.0,0.3
1788868795.275756,2.0,0.0,0.3
1788868795.4723256,2.0,0.0,0.3
1788868795.6751394,2.0,0.0,0.3
1788868795.8802347,2.0,0.0,0.3
1788868796.0900338,2.0,0.0,0.3
1788868796.2702155,2.0,0.0,0.3
1788868796.4721093,2.0,0.0,0.3
1788868796.6780193,2.0,0.0,0.3
1788868796.8773832,2.0,0.0,0.3
1788868797.1098866,2.0,0.0,0.3
1788868797.27744,2.0,0.0,0.3
1788868797.4697058,2.0,0.0,0.3
1788868797.675269,2.0,0.0,0.3
1788868797.878073,2.0,0.0,0.3
1788868798.090656,2.0,0.0,0.3
1788868798.2782094,2.0,0.0,0.3
1788868798.4734335,2.0,0.0,0.3
1788868798.6761205,2.0,0.0,0.3
1788868798.8791761,2.0,0.0,0.3
1788868799.090871,2.0,0.0,0.3
1788868799.2743986,2.0,0.0,0.3
1788868799.4774683,2.0,0.0,0.3
1788868799.6718287,2.0,0.0,0.3
1788868799.8789306,2.0,0.0,0.3
1788868800.1048048,2.0,0.0,0.3
1788868800.2729604,2.0,0.0,0.3
1788868800.479139,2.0,0.0,0.3
1788868800.6759803,2.0,0.0,0.3
1788868800.8761225,2.0,0.0,0.3
1788868801.1045349,2.0,0.0,0.3
1788868801.2804275,2.0,0.0,0.3
1788868801.4800391,2.0,0.0,0.3
1788868801.677135,2.0,0.0,0.3
1788868801.8789892,2.0,0.0,0.3
1788868802.1016052,2.0,0.0,0.3
1788868802.276793,2.0,0.0,0.3
1788868802.4790442,2.0,0.0,0.3
1788868802.6744175,2.0,0.0,0.3
1788868802.8734457,2.0,0.0,0.3
1788868803.095673,2.0,0.0,0.3
1788868803.279819,2.0,0.0,0.3
1788868803.4709296,2.0,0.0,0.3
1788868803.6851263,2.0,0.0,0.3
1788868803.8746147,2.0,0.0,0.3
1788868804.0999317,2.0,0.0,0.3
1788868804.2755928,2.0,0.0,0.3
1788868804.4763412,2.0,0.0,0.3
1788868804.6771698,2.0,0.0,0.3
1788868804.8751698,2.0,0.0,0.3
1788868805.104819,2.0,0.0,0.3
1788868805.2770333,2.0,0.0,0.3
1788868805.4735947,2.0,0.0,0.3
1788868805.677369,2.0,0.0,0.3
1788868805.8819096,2.0,0.0,0.3
1788868806.1019409,2.0,0.0,0.3
1788868806.2693715,2.0,0.0,0.3
1788868806.4766324,2.0,0.0,0.3
1788868806.6767607,2.0,0.0,0.3
1788868806.8804507,2.0,0.0,0.3
1788868807.1117017,2.0,0.0,0.3
1788868807.2786536,2.0,0.0,0.3
1788868807.4765992,2.0,0.0,0.3
1788868807.6782246,2.0,0.0,0.3
1788868807.878832,2.0,0.0,0.3
1788868808.0917552,2.0,0.0,0.3
1788868808.2778778,2.0,0.0,0.3
1788868808.470153,2.0,0.0,0.3
1788868808.6773448,2.0,0.0,0.3
1788868808.8749118,2.0,0.0,0.3
1788868809.1022632,2.0,0.0,0.3
1788868809.280668,2.0,0.0,0.3
1788868809.4777384,2.0,0.0,0.3
1788868809.679113,2.0,0.0,0.3
1788868809.8787189,2.0,0.0,0.3
1788868810.0925364,2.0,0.0,0.3
1788868810.2699358,2.0,0.0,0.3
1788868810.4786901,2.0,0.0,0.3
1788868810.678398,2.0,0.0,0.3
1788868810.8778336,2.0,0.0,0.3
1788868811.080383,2.0,0.0,0.3
