carrier_index,carrier_id,x,y,free_cells
174,quadtree_22_0_2_2,-0.64999985694885254,-7.4300003051757812,2
175,quadtree_22_2_2_2,-0.59999990463256836,-7.0300000508626299,3
176,quadtree_22_4_2_2,-0.64999985694885254,-6.380000114440918,4
177,quadtree_22_6_2_2,-0.64999985694885254,-5.7800002098083496,4
178,quadtree_22_14_2_2,-0.64999985694885254,-3.3799998760223389,4
179,quadtree_22_16_2_2,-0.5,-2.929999828338623,1
180,quadtree_22_24_2_2,-0.64999985694885254,-0.23000001907348633,2
181,quadtree_22_26_2_2,-0.64999985694885254,0.22000002861022949,4
182,quadtree_22_28_2_2,-0.64999985694885254,0.67000007629394531,2
183,quadtree_22_32_2_2,-0.64999985694885254,2.1700000762939453,2
184,quadtree_22_34_2_2,-0.64999985694885254,2.6200003623962402,4
185,quadtree_22_36_2_2,-0.64999985694885254,3.0700006484985352,2
186,quadtree_24_0_2_2,-0.04999995231628418,-7.4300003051757812,2
187,quadtree_24_2_2_2,-0.04999995231628418,-6.9800000190734863,4
188,quadtree_24_4_2_2,-0.04999995231628418,-6.380000114440918,4
189,quadtree_24_6_2_2,-0.04999995231628418,-5.7800002098083496,4
190,quadtree_24_12_2_2,-0.04999995231628418,-3.9800000190734863,4
191,quadtree_24_14_2_2,-0.04999995231628418,-3.3799998760223389,4
192,quadtree_24_16_2_2,-0.04999995231628418,-2.929999828338623,2
193,quadtree_24_24_2_2,-0.19999980926513672,-0.23000001907348633,1
194,quadtree_24_26_2_2,-0.04999995231628418,0.22000002861022949,4
195,quadtree_24_28_2_2,-0.04999995231628418,0.67000007629394531,2
196,quadtree_24_32_2_2,-0.19999980926513672,2.1700000762939453,1
197,quadtree_24_34_2_2,-0.04999995231628418,2.6200003623962402,4
198,quadtree_24_36_2_2,-0.04999995231628418,3.0700006484985352,2
199,quadtree_26_0_2_2,0.54999995231628418,-7.4300003051757812,2
200,quadtree_26_2_2_2,0.54999995231628418,-6.9800000190734863,4
201,quadtree_26_4_2_2,0.54999995231628418,-6.380000114440918,4
202,quadtree_26_6_2_2,0.54999995231628418,-5.7800002098083496,4
203,quadtree_26_14_2_2,0.54999995231628418,-3.3799998760223389,4
204,quadtree_26_16_2_2,0.54999995231628418,-2.929999828338623,2
205,quadtree_26_26_2_2,0.54999995231628418,0.22000002861022949,4
206,quadtree_26_28_2_2,0.54999995231628418,0.67000007629394531,2
207,quadtree_26_34_2_2,0.54999995231628418,2.7700004577636719,2
208,quadtree_26_36_2_2,0.54999995231628418,3.0700006484985352,2
209,quadtree_28_26_1_2,1,0.22000002861022949,2
