run_uuid,source_update_id,event_count,candidate_count,transport_members,model_error_members,valid,inject,information_gain_kl,simulation_wall_s,parameter_sha256
MEACI_INV_H01_S1_FAST3_V10,3,80,210,0,54,1,1,0.52988252082233467,0.088372568999999998,inverse_transport_sequential_replication_v3
