stamp_ns,x,y,wind_u,wind_v
200000000,-3.17,-1.75,0.008797698736740684,-0.04503900218533663
400000000,-3.17,-1.75,0.008797698736740684,-0.04503900218533663
600000000,-3.17,-1.75,0.025511000819411205,-0.030668998770029186
800000000,-3.17,-1.75,0.025511000819411205,-0.030668998770029186
1000000000,-3.17,-1.75,0.038865998369811194,-0.008829999859430362
1200000000,-3.17,-1.75,0.038865998369811194,-0.008829999859430362
1400000000,-3.17,-1.75,0.04712300165020459,0.012944000635896402
1600000000,-3.17,-1.75,0.04712300165020459,0.012944000635896402
