source_index,source_id,x_m,y_m,mean_delta_bp,mean_delta_mbd,positive_bp,positive_mbd,full_mean_nll,bp_mean_nll,mbd_mean_nll,full_top1,bp_top1
101,pmfs_15_15,-0.7427299999999999,-2.80088,-0.009004528139889993,0.12507399487799076,0,1,1.3644167698445375,1.3554122417046475,1.4894907647225282,0.8125,0.9375
102,pmfs_15_16,-0.7427299999999999,-2.5008799999999995,0.9772487805989596,0.34012448404441403,1,1,1.025387023858486,2.0026358044574453,1.3655115079028999,0.75,0.75
103,pmfs_15_17,-0.7427299999999999,-2.20088,1.0944243036334382,0.858464729830027,1,1,0.7997978612619833,1.8942221648954216,1.6582625910920101,0.875,0.6875
104,pmfs_15_18,-0.7427299999999999,-1.90088,0.4430164057652624,0.19171079352115178,1,1,1.804777905502251,2.2477943112675134,1.9964886990234028,0.375,0.3125
105,pmfs_16_12,-0.44273,-3.70088,1.9538685963474798,1.3678297611813743,1,1,3.329792285668084,5.283660882015564,4.6976220468494585,0.3125,0.3125
106,pmfs_16_13,-0.44273,-3.4008799999999995,5.369764888142564,2.8184027519284456,1,1,2.3140360031267218,7.683800891269286,5.132438755055167,0.25,0.25
107,pmfs_16_14,-0.44273,-3.100879999999999,4.4599088959235,4.133749115016743,1,1,2.6861335809125317,7.146042476836033,6.819882695929275,0.5,0.125
108,pmfs_16_15,-0.44273,-2.80088,4.1177081494887044,2.5305515572647033,1,1,2.4959284187068254,6.61363656819553,5.026479975971529,0.4375,0.1875
109,pmfs_16_16,-0.44273,-2.5008799999999995,1.4515561801983115,1.3136191761994083,1,1,1.2568128437085615,2.708369023906873,2.5704320199079693,0.4375,0.5
110,pmfs_16_17,-0.44273,-2.20088,0.7870851782949715,0.6060918931615923,1,1,1.5351097122503825,2.322194890545354,2.1412016054119745,0.3125,0.5625
111,pmfs_16_18,-0.44273,-1.90088,0.4474506377312514,0.41984414574676765,1,1,2.0807063788170677,2.5281570165483194,2.5005505245638355,0.4375,0.5
112,pmfs_17_12,-0.1427300000000002,-3.70088,166.71772487451992,1.6004590376082608,1,1,1.3961110475912706,168.11383592211118,2.996570085199531,0.6875,0.3125
113,pmfs_17_13,-0.1427300000000002,-3.4008799999999995,11.7897691365626,1.2954704149550067,1,1,5.176486173594858,16.966255310157457,6.471956588549864,0.0625,0.0625
114,pmfs_17_14,-0.1427300000000002,-3.100879999999999,2.0551240205025794,2.9655027731459294,1,1,2.7473423855774026,4.802466406079982,5.712845158723331,0.0,0.0625
115,pmfs_17_15,-0.1427300000000002,-2.80088,4.455071797626897,1.8736135420820164,1,1,1.2015150350618133,5.65658683268871,3.0751285771438295,0.875,0.75
116,pmfs_17_16,-0.1427300000000002,-2.5008799999999995,1.299993268275651,0.2666894097248414,1,1,0.06308262913919804,1.363075897414849,0.32977203886403944,1.0,0.9375
117,pmfs_17_17,-0.1427300000000002,-2.20088,0.4329250641970483,0.5594391694463896,1,1,2.0020755009450895,2.4350005651421376,2.561514670391479,0.4375,0.75
118,pmfs_17_18,-0.1427300000000002,-1.90088,-0.7164119066170542,-2.114429782722523,0,0,5.115745349836988,4.399333443219934,3.0013155671144656,0.6875,0.5625
119,pmfs_18_12,0.1572699999999995,-3.70088,5.008188442892415,1.2076200392285275,1,1,3.242237984218332,8.250426427110746,4.449858023446859,0.0,0.375
120,pmfs_18_13,0.1572699999999995,-3.4008799999999995,4.220024805590331,1.6175035425500055,1,1,3.934048565486532,8.154073371076862,5.551552108036537,0.0625,0.0
121,pmfs_18_14,0.1572699999999995,-3.100879999999999,2.084884870352965,1.5549533459182294,1,1,1.1327271358196862,3.217612006172651,2.6876804817379156,0.4375,0.3125
122,pmfs_18_15,0.1572699999999995,-2.80088,3.5580182422331066,1.9396467851066475,1,1,3.0412223197504202,6.599240561983527,4.980869104857067,0.125,0.0625
123,pmfs_18_16,0.1572699999999995,-2.5008799999999995,3.368588453568675,1.6509139842097882,1,1,1.6499257311262814,5.018514184694956,3.30083971533607,0.4375,0.6875
124,pmfs_18_17,0.1572699999999995,-2.20088,0.03491513914930794,1.3617221659183372,1,1,2.292619693605535,2.3275348327548433,3.654341859523872,0.4375,0.5
125,pmfs_18_18,0.1572699999999995,-1.90088,-4.0506174700157835,-4.496886757275787,0,0,7.790728434052686,3.740110964036903,3.293841676776898,0.5,0.6875
126,pmfs_19_12,0.4572700000000003,-3.70088,77.43622202134655,1.8114221350182658,1,1,8.53546275017562,85.97168477152216,10.346884885193885,0.0,0.0
127,pmfs_19_13,0.4572700000000003,-3.4008799999999995,1.734050421249155,1.171779758455755,1,1,6.483952779979289,8.218003201228443,7.655732538435043,0.0,0.0
