null_id,aggregate_mean_truth_nll,mean_truth_rank,top3_fraction
102,7.01327256687948,10.37016369047619,0.4494047619047619
103,7.103271101771632,10.311755952380953,0.45089285714285715
104,6.845497863792387,10.270089285714286,0.4505208333333333
105,7.060099066205966,10.42485119047619,0.45014880952380953
106,6.911952705924384,10.310267857142858,0.4494047619047619
107,6.922466985801059,10.268229166666666,0.4583333333333333
108,7.118087885347835,10.358258928571429,0.44754464285714285
109,6.936976997319585,10.389136904761905,0.4490327380952381
110,6.997903877545512,10.247767857142858,0.44419642857142855
111,6.909240599804788,10.29985119047619,0.4568452380952381
112,6.977714672144616,10.27046130952381,0.4568452380952381
113,6.988331526819387,10.360119047619047,0.4505208333333333
114,7.007470897880081,10.318080357142858,0.45610119047619047
115,7.127899735778261,10.363467261904763,0.45944940476190477
116,6.829452508328578,10.172619047619047,0.45610119047619047
117,7.04370689657245,10.306175595238095,0.4583333333333333
118,7.082719755450607,10.431919642857142,0.45349702380952384
119,7.036801360508806,10.328497023809524,0.4494047619047619
120,7.034506402669949,10.425967261904763,0.4497767857142857
121,6.928055491564377,10.220610119047619,0.45535714285714285
122,6.992091844649232,10.285342261904763,0.4490327380952381
123,6.872445209891455,10.178199404761905,0.4523809523809524
124,6.977816912280177,10.319940476190476,0.453125
125,6.933099743076199,10.32328869047619,0.4486607142857143
126,7.013987571833851,10.337425595238095,0.4523809523809524
127,7.0263905709409995,10.430059523809524,0.45126488095238093
128,6.958107425486141,10.219494047619047,0.4453125
129,7.0216381556651735,10.337053571428571,0.45982142857142855
130,7.023588126507072,10.291294642857142,0.45535714285714285
131,7.041171164985144,10.338541666666666,0.4497767857142857
132,7.049949705743718,10.308407738095237,0.45796130952380953
133,7.019275660662207,10.238467261904763,0.45349702380952384
134,7.018823958009348,10.428199404761905,0.45126488095238093
135,7.018701955868987,10.329613095238095,0.45014880952380953
136,6.965017041065771,10.367559523809524,0.4523809523809524
137,6.93870549521428,10.392113095238095,0.45200892857142855
138,7.181109733213622,10.48921130952381,0.4494047619047619
139,7.161834622557073,10.392113095238095,0.45089285714285715
140,7.008196810511024,10.285342261904763,0.4486607142857143
141,6.932271789350626,10.173735119047619,0.45349702380952384
142,6.892731229358885,10.289434523809524,0.4494047619047619
143,7.014162184805064,10.37983630952381,0.4497767857142857
144,6.9257640866455334,10.21875,0.45796130952380953
145,7.047387150507089,10.376116071428571,0.4557291666666667
146,6.9412957568532105,10.315104166666666,0.4523809523809524
147,6.9922399678320275,10.378348214285714,0.45796130952380953
148,6.956774516089346,10.172247023809524,0.45461309523809523
149,7.0475266504561045,10.339657738095237,0.45089285714285715
150,7.100686972490724,10.399181547619047,0.45610119047619047
151,6.918217662889049,10.166294642857142,0.4583333333333333
152,6.847224300400434,10.255580357142858,0.4523809523809524
153,6.843515218688727,10.249627976190476,0.45349702380952384
154,6.949383438535013,10.360119047619047,0.4583333333333333
155,7.04720783795368,10.206473214285714,0.45796130952380953
156,7.130490161036597,10.364583333333334,0.44642857142857145
157,7.008215822904701,10.399553571428571,0.45275297619047616
158,6.995136692728091,10.265625,0.4505208333333333
159,6.94622598969948,10.251860119047619,0.45200892857142855
160,6.914770809062638,10.210193452380953,0.44642857142857145
161,7.0805227884063155,10.447172619047619,0.453125
162,7.016108135450655,10.336681547619047,0.45200892857142855
163,7.039853565714191,10.394717261904763,0.453125
164,7.011839705957205,10.400669642857142,0.45349702380952384
165,7.073050940418357,10.353050595238095,0.45275297619047616
166,7.026076134523245,10.3515625,0.44568452380952384
167,7.018113647053822,10.416294642857142,0.45535714285714285
168,6.815692234627268,10.158482142857142,0.4564732142857143
169,6.917806874520009,10.242559523809524,0.4557291666666667
170,6.966028556217099,10.343377976190476,0.45535714285714285
171,7.148436193857435,10.367931547619047,0.4497767857142857
172,6.951496458617838,10.285342261904763,0.4427083333333333
173,6.937940747711454,10.292410714285714,0.4538690476190476
174,6.988849110364854,10.357886904761905,0.45200892857142855
175,7.018664240169177,10.351190476190476,0.45275297619047616
176,6.903938132604418,10.21875,0.453125
177,7.062352005533088,10.4453125,0.44419642857142855
178,6.999043711616258,10.284970238095237,0.4453125
179,7.0556575660617735,10.390997023809524,0.45535714285714285
180,7.013436858765069,10.399925595238095,0.4479166666666667
181,6.912972863780423,10.328125,0.4538690476190476
182,7.027006458373245,10.269345238095237,0.45200892857142855
183,7.085798235687802,10.245535714285714,0.45535714285714285
184,6.927027661229262,10.298735119047619,0.44345238095238093
185,7.081541644264552,10.344866071428571,0.45089285714285715
186,6.939749581483974,10.414434523809524,0.4601934523809524
187,7.046188042576959,10.409970238095237,0.4523809523809524
188,7.0097737855773135,10.373883928571429,0.4505208333333333
189,7.074636777743113,10.344122023809524,0.4609375
190,6.936117272742908,10.193824404761905,0.44828869047619047
191,6.994268018599113,10.269717261904763,0.453125
192,6.998519271382248,10.259672619047619,0.4609375
193,6.934548053507929,10.294642857142858,0.45907738095238093
194,7.000780568001077,10.31547619047619,0.4564732142857143
195,7.12896666632477,10.420386904761905,0.44754464285714285
196,6.991422963370161,10.379092261904763,0.4564732142857143
197,6.991589274674347,10.269345238095237,0.4557291666666667
198,6.977803533059265,10.264880952380953,0.46242559523809523
199,7.125579802024734,10.39546130952381,0.45126488095238093
