model,source_index,source_id,realization_index,fold,truth_nll,truth_rank,top1,top3,top5,brier,posterior_mass_0p5m,posterior_mass_1p0m,posterior_expected_distance_m,map_distance_error_m,map_source_id,nearest_neighbor_confusion,truth_vs_nearest_logodds
FULL,52,pmfs_8_15,2,2,5.481897662546812,5,0,0,1,1.9162902791506309,0.9692756347831644,0.997900713661553,0.3139281522765534,0.2999999999999998,pmfs_7_15,0,6.435897564548117
FULL,52,pmfs_8_15,3,3,3.7220318054139696,4,0,0,1,1.4248425124820334,0.12121590734798829,0.3488430718252107,0.901816537652749,1.0816653826391966,pmfs_6_18,0,6.257387742791224
FULL,52,pmfs_8_15,4,0,0.14736947817763735,1,1,1,1,0.023397707870810525,0.938109908348472,0.9751948799799534,0.08421401680735899,0.0,pmfs_8_15,0,10.998566795254115
FULL,52,pmfs_8_15,5,1,2.2974182219573773,3,0,1,1,1.3866796737273677,0.1127497975766948,0.2508748701665287,0.931659001397454,1.0816653826391966,pmfs_6_18,0,3.1125044070199053
FULL,52,pmfs_8_15,6,2,3.629473753652526,6,0,0,0,1.3319503219789008,0.6110205842073873,0.7168365555499215,0.5660567863660486,0.2999999999999998,pmfs_7_15,0,6.130759382942795
FULL,52,pmfs_8_15,7,3,3.6270475093270456,4,0,0,1,1.4967483973572384,0.13336571553649512,0.8825305312310103,0.7492404623912812,0.6708203932499366,pmfs_7_17,0,6.340608134147537
FULL,52,pmfs_8_15,8,0,0.7312438704235973,1,1,1,1,0.3225908422619794,0.48771089099581005,0.7916236409570623,0.6146065299679291,0.0,pmfs_8_15,0,6.576681564278383
FULL,52,pmfs_8_15,9,1,4.977760651311023,5,0,0,1,1.7576255901368047,0.06514554337854038,0.1237456929986303,1.0235594962975312,1.0816653826391966,pmfs_6_18,0,0.8250585452188162
FULL,52,pmfs_8_15,10,2,5.0409467641618395,5,0,0,1,1.8727571555962155,0.9508903235462512,0.9954218602857817,0.32329181580112487,0.2999999999999998,pmfs_7_15,0,6.350244072833011
FULL,52,pmfs_8_15,11,3,3.42032708273055,4,0,0,1,1.4685620559217223,0.11031992528464714,0.2906683631718151,0.9243831513934675,1.0816653826391966,pmfs_6_18,0,6.151871792760815
FULL,52,pmfs_8_15,12,0,0.18668685802881058,1,1,1,1,0.0355350585562636,0.8880447750723081,0.9945225371269474,0.10855246548979686,0.0,pmfs_8_15,0,10.045238393901608
FULL,52,pmfs_8_15,13,1,1.7054943554185815,3,0,1,1,0.8044063824371225,0.2639021968992693,0.9020802517309549,0.685602927241104,0.9486832980505137,pmfs_7_18,0,3.92080111174554
FULL,52,pmfs_8_15,14,2,4.1027569617529664,2,0,1,1,1.9330780666371212,0.016659664110734756,0.017177219972768772,1.0636087071178315,1.0816653826391966,pmfs_6_18,0,4.986674438179474
FULL,52,pmfs_8_15,15,3,4.121869935927121,8,0,0,0,1.4955987852434576,0.10297272461015358,0.9171679396569095,0.7014227838044504,0.6708203932499366,pmfs_7_17,0,6.178242143255829
FULL,53,pmfs_8_16,0,0,5.2450993328613205,5,0,0,1,1.6380054680738119,0.7945080714338107,0.9880102748502945,0.3908686674470717,0.2999999999999994,pmfs_8_17,1,-5.008110145859446
FULL,53,pmfs_8_16,1,1,2.568760979714332,4,0,0,1,0.9811027011320963,0.45877293942326214,0.8272437013793861,0.6316242153470567,0.2999999999999998,pmfs_9_16,0,0.19305578130138024
FULL,53,pmfs_8_16,2,2,4.9347119584952726,5,0,0,1,1.3745264532366213,0.019551601793927998,0.0308158955257839,1.606122060327545,1.5000000000000004,pmfs_3_16,0,-0.5400833430476926
FULL,53,pmfs_8_16,3,3,1.9820207413128745,3,0,1,1,1.0851298749766876,0.6317940625196715,0.9919516666504544,0.45656465840568766,0.2999999999999994,pmfs_8_17,1,-1.2760802290245952
FULL,53,pmfs_8_16,4,0,4.67913534053959,10,0,0,0,1.4928982612228996,0.7818001877780035,0.9784057613168894,0.4013652461754695,0.2999999999999994,pmfs_8_17,1,-4.324035211752987
FULL,53,pmfs_8_16,5,1,4.365497008584177,13,0,0,0,1.1109834904859959,0.05103912424449572,0.48105298873220736,0.9647132541329682,1.2000000000000006,pmfs_8_12,0,7.390319151117489
FULL,53,pmfs_8_16,6,2,2.4150636206506975,2,0,1,1,1.551711829051901,0.9421452919342261,0.9947716113756091,0.30321652929550397,0.2999999999999994,pmfs_8_17,1,-2.251569255145748
FULL,53,pmfs_8_16,7,3,3.8435885759985107,13,0,0,0,1.0473856315944623,0.055823255175400745,0.6488735786984756,0.9002169564108897,1.2369316876852987,pmfs_9_12,0,6.782069202945194
FULL,53,pmfs_8_16,8,0,4.783869002446916,5,0,0,1,1.7002271250212346,0.850188932557309,0.9194001315285109,0.4267770855159042,0.2999999999999994,pmfs_8_17,1,-4.611585115149628
FULL,53,pmfs_8_16,9,1,5.774449252271842,4,0,0,1,1.9237186616760558,0.9689986460160493,0.9996676132228051,0.3152972670089378,0.2999999999999994,pmfs_8_17,1,-5.737805895238155
FULL,53,pmfs_8_16,10,2,3.95419220634807,10,0,0,0,1.1039473694110435,0.0407029271634334,0.7793567109010218,0.9054884789304692,0.9486832980505137,pmfs_7_13,0,14.352109280840585
FULL,53,pmfs_8_16,11,3,4.49804428623631,4,0,0,1,1.638236819611374,0.08571088098344817,0.0909716462155443,1.6505108256991627,1.824828759089466,pmfs_2_17,0,-1.9021547995016608
FULL,53,pmfs_8_16,12,0,4.011001012659885,5,0,0,1,1.5904629964484194,0.8479093249412583,0.9537012061053901,0.3789313262558033,0.2999999999999994,pmfs_8_17,1,-3.7712525177759186
FULL,53,pmfs_8_16,13,1,5.26652716403618,6,0,0,0,1.383937750457995,0.3012581090509039,0.3118847285852318,1.1491695883378146,1.5297058540778357,pmfs_3_17,0,-4.049427826097679
FULL,53,pmfs_8_16,14,2,2.2506315852918126,2,0,1,1,1.2955122928404361,0.8488839203373946,0.9488844118618693,0.35526655834419624,0.2999999999999994,pmfs_8_17,1,-1.8940421949846336
FULL,53,pmfs_8_16,15,3,4.253142753688746,7,0,0,0,1.1647128080967157,0.01574263524452781,0.3018341001983442,1.0436605913889565,1.2369316876852987,pmfs_9_12,0,20.266761762137126
FULL,54,pmfs_8_17,0,0,0.3231152345251944,1,1,1,1,0.11096385167229028,0.8963322183312481,0.9228259852875271,0.20628493412883847,0.0,pmfs_8_17,0,5.440159126547838
FULL,54,pmfs_8_17,1,1,2.3846848875537057,3,0,1,1,1.1691972853912986,0.47590646652497653,0.4759253006227525,0.946514049668867,1.5000000000000004,pmfs_3_17,0,1.0099760011909513
FULL,54,pmfs_8_17,2,2,0.3604946110775802,1,1,1,1,0.1059110408876911,0.863715056342059,0.9976173293479328,0.1604181715175691,0.0,pmfs_8_17,0,2.066292166911216
FULL,54,pmfs_8_17,3,3,1.2931172285479224,2,0,1,1,0.755361981654284,0.40452569250787573,0.859989365260722,0.5653148118608712,0.6708203932499371,pmfs_10_18,0,1.8109749529206116
FULL,54,pmfs_8_17,4,0,0.1576377780696534,1,1,1,1,0.03591058783704837,0.97876666672647,0.9913307371614415,0.07371731565576581,0.0,pmfs_8_17,0,5.47527226515256
FULL,54,pmfs_8_17,5,1,3.8212211995066596,3,0,1,1,1.7234052379321139,0.9651860004365648,0.9656584021029495,0.4478431240493488,0.42426406871192857,pmfs_9_18,0,-1.0094858530130377
FULL,54,pmfs_8_17,6,2,0.12516357863261618,1,1,1,1,0.021143665272155165,0.9716355417675464,0.999725796530816,0.047060734895953416,0.0,pmfs_8_17,0,2.3692997267253606
FULL,54,pmfs_8_17,7,3,0.4600183556361328,1,1,1,1,0.18549490650606748,0.8182978915243695,0.9978913162062579,0.18630220488488297,0.0,pmfs_8_17,0,1.6540183670216297
FULL,54,pmfs_8_17,8,0,5.567898298624462,21,0,0,0,1.2778511831870893,0.6069031134745176,0.892394952297496,0.646030108841968,0.42426406871192796,pmfs_9_16,0,-1.8729115311726066
FULL,54,pmfs_8_17,9,1,0.14650469151540957,1,1,1,1,0.03093816248880421,0.882690318155975,0.8838255932470231,0.18268980642927846,0.0,pmfs_8_17,0,5.257483792839226
FULL,54,pmfs_8_17,10,2,0.13182061900790254,1,1,1,1,0.02058363853466494,0.9615869524599425,0.9997064753831187,0.05398472794871933,0.0,pmfs_8_17,0,2.5870358423855198
FULL,54,pmfs_8_17,11,3,0.5175604384709951,1,1,1,1,0.2264879560582156,0.7819398144040375,0.9993235464425436,0.20975247319399745,0.0,pmfs_8_17,0,1.6548638305354064
FULL,54,pmfs_8_17,12,0,1.0385811981037731,2,0,1,1,0.7414254407168764,0.3866766078690553,0.3975727714466541,0.9267432420034224,1.5000000000000004,pmfs_3_17,0,4.929644657772494
FULL,54,pmfs_8_17,13,1,0.051681807686894565,1,1,1,1,0.0034176073610059365,0.9611599834275281,0.9853105716304752,0.04287995133286331,0.0,pmfs_8_17,0,6.098021249545733
FULL,54,pmfs_8_17,14,2,0.1405110416013402,1,1,1,1,0.022330880959229416,0.9181785092548037,0.9196568350554827,0.14344855524465994,0.0,pmfs_8_17,0,4.58768133106196
FULL,54,pmfs_8_17,15,3,0.684670067542521,1,1,1,1,0.34674125875074835,0.7095614095993515,0.9990471626392914,0.26730814238949757,0.0,pmfs_8_17,0,1.5653005436123255
FULL,55,pmfs_8_18,0,0,19.564579503284435,56,0,0,0,1.7909681247512834,0.0007372274990617552,0.0009080164008691138,1.480858610979859,1.4999999999999993,pmfs_5_14,0,-9.496763571042601
FULL,55,pmfs_8_18,1,1,5.384648748126971,4,0,0,1,1.7266800579125092,0.9825398060164949,0.9993551426903732,0.30450965702648836,0.2999999999999998,pmfs_9_18,0,10.386621895773501
FULL,55,pmfs_8_18,2,2,6.52278343653793,4,0,0,1,1.5267239885809305,0.9921405754880422,0.9989287251692299,0.30264625878547824,0.2999999999999998,pmfs_9_18,0,7.60156327666626
FULL,55,pmfs_8_18,3,3,167.60165530805426,84,0,0,0,1.9825348935407958,5.4392772420993104e-39,0.9912188533451524,0.7022500282433348,0.6708203932499371,pmfs_6_17,0,272.7302054867571
FULL,55,pmfs_8_18,4,0,15.074173020118433,52,0,0,0,1.424573963552788,0.05332070342954939,0.05849411409863392,1.2011748104705817,1.0816653826391966,pmfs_5_16,0,-11.364070941314017
FULL,55,pmfs_8_18,5,1,12.189309255368869,16,0,0,0,1.7191528026908802,0.11737182255027002,0.9991611001811767,0.5731779819401803,0.6000000000000001,pmfs_6_18,0,-9.688852328825933
FULL,55,pmfs_8_18,6,2,13.665526971850369,20,0,0,0,1.314075160877762,0.08863751294473399,0.9967130911150162,0.7185389024023328,0.6000000000000001,pmfs_6_18,0,-10.010506743832599
FULL,55,pmfs_8_18,7,3,3.458775048714844,5,0,0,1,1.4939872938544272,0.9294686959743877,0.9994407107898646,0.40338813441351534,0.42426406871192857,pmfs_7_17,0,-0.20365433149764023
FULL,55,pmfs_8_18,8,0,3.7373747139415627,2,0,1,1,1.837738243782559,0.9733270577427139,0.9803558799347247,0.3190487827818985,0.30000000000000027,pmfs_8_17,0,19.343242228804552
FULL,55,pmfs_8_18,9,1,6.186433692433366,7,0,0,0,1.5421832746537492,0.9790133315186298,0.9995123112269602,0.308032292180221,0.2999999999999998,pmfs_9_18,0,-0.8212129647198365
FULL,55,pmfs_8_18,10,2,13.805434675875233,21,0,0,0,1.3858878854660561,0.08924614272736957,0.9960020875381065,0.7950774518838171,0.9486832980505137,pmfs_7_15,0,-10.271909668540854
FULL,55,pmfs_8_18,11,3,3.342195615493581,4,0,0,1,1.557705554507376,0.988852649680833,0.9995241647180095,0.3905339960564548,0.42426406871192857,pmfs_7_17,0,-0.6805871585266434
FULL,55,pmfs_8_18,12,0,3.7310882933230953,2,0,1,1,1.8758917373565198,0.9856134057472276,0.9934808739628396,0.3017451986255325,0.30000000000000027,pmfs_8_17,0,14.265689092753325
FULL,55,pmfs_8_18,13,1,8.047263307877278,12,0,0,0,1.3448742826260214,0.9608105919651821,0.997395713017813,0.36191087090623497,0.2999999999999998,pmfs_7_18,1,-7.216585636511719
FULL,55,pmfs_8_18,14,2,5.718558356939841,4,0,0,1,1.4910365797932206,0.9927590582502742,0.9973385814863597,0.30284332477562664,0.2999999999999998,pmfs_9_18,0,9.674519253399879
FULL,55,pmfs_8_18,15,3,10.408273668963735,8,0,0,0,1.7479370621868457,0.12389500633023064,0.9999801786294699,0.5793354079624033,0.6000000000000001,pmfs_6_18,0,-4.835744122193676
FULL,56,pmfs_9_12,0,0,8.061609449053195,13,0,0,0,1.5270246078196439,0.28581320738156873,0.9796254293632961,0.5831832515526038,0.6708203932499379,pmfs_10_14,0,-2.3945423351911597
FULL,56,pmfs_9_12,1,1,6.458647918408092,19,0,0,0,1.220028431071749,0.3477297480121787,0.7556246105079971,0.8505311151012427,0.9486832980505139,pmfs_6_13,0,-2.8495255100599497
FULL,56,pmfs_9_12,2,2,7.019242896896156,10,0,0,0,1.2253439202947396,0.5511362665554679,0.9595399010842232,0.5421313463305132,0.42426406871192923,pmfs_10_13,0,-0.21539191636780153
FULL,56,pmfs_9_12,3,3,6.894715265599954,8,0,0,0,1.59623978930149,0.16030250772407373,0.9816792291525844,0.6394889648282334,0.6708203932499379,pmfs_10_14,0,1.3019785181377266
FULL,56,pmfs_9_12,4,0,6.289485909295012,11,0,0,0,1.2742388770237822,0.368966289981335,0.8497729464792771,0.63663848015488,0.6708203932499379,pmfs_10_14,0,-2.1557768498430985
FULL,56,pmfs_9_12,5,1,7.009941724226907,11,0,0,0,1.4785764183274723,0.3112317504459562,0.9876814911972802,0.5736104190468528,0.6708203932499379,pmfs_10_14,0,-2.2855339400311596
FULL,56,pmfs_9_12,6,2,8.323501836808871,13,0,0,0,1.5217387841851853,0.7926263488405261,0.9879649052031458,0.39477789500443256,0.30000000000000027,pmfs_10_12,0,-0.8402235313106292
FULL,56,pmfs_9_12,7,3,5.867164639401814,9,0,0,0,1.4788845753589561,0.8099441418206158,0.9341544050250356,0.4115228232787962,0.30000000000000027,pmfs_10_12,0,1.0902799697313519
FULL,56,pmfs_9_12,8,0,7.185568264379464,21,0,0,0,1.1860793171247963,0.2556708805320612,0.3674704279290893,0.9863628033956212,1.0816653826391973,pmfs_6_14,0,-2.1181619140179304
FULL,56,pmfs_9_12,9,1,1.500796963655188,2,0,1,1,0.7217618147929427,0.22295488319451412,0.2512889543109972,1.2445968996531516,1.0816653826391969,pmfs_7_15,0,49.622312946842015
FULL,56,pmfs_9_12,10,2,7.189227315295566,16,0,0,0,1.1713429737975642,0.25261115145129,0.697252217877217,0.7640643594673194,0.6708203932499369,pmfs_7_13,0,-2.4534451151246177
FULL,56,pmfs_9_12,11,3,6.363787317594285,8,0,0,0,1.3807374078713046,0.3199356681226807,0.9789949391711608,0.5983976219023298,0.6708203932499379,pmfs_10_14,0,1.1645657563080896
FULL,56,pmfs_9_12,12,0,6.709347955152532,13,0,0,0,1.4939254530482606,0.07952436867450109,0.2987791984028537,0.9409143470567555,1.0816653826391973,pmfs_6_14,0,2.577695000348486
FULL,56,pmfs_9_12,13,1,6.895018278094787,9,0,0,0,1.5934838365667234,0.9043371150813827,0.9715182261007889,0.35724465150055773,0.3000000000000007,pmfs_9_13,0,-2.8689169937904015
FULL,56,pmfs_9_12,14,2,7.141007392768536,17,0,0,0,1.2166284454847995,0.5862670404671877,0.804739392535295,0.7119995762714184,0.42426406871192923,pmfs_10_13,0,0.0023648284321406976
FULL,56,pmfs_9_12,15,3,3.507170350163074,7,0,0,0,1.137857836803997,0.032856054359262934,0.07286707506091719,1.7889255327303295,1.9209372712298547,pmfs_4_16,0,2.3451537620210807
FULL,57,pmfs_9_13,0,0,2.5731516506904892,3,0,1,1,1.128535726018584,0.4937800927070516,0.5457226171835942,0.854149770933162,0.2999999999999998,pmfs_8_13,1,-1.6710739294818033
FULL,57,pmfs_9_13,1,1,0.8411244608079045,2,0,1,1,0.5756023667530723,0.9826278372396029,0.9874374167327863,0.24757926885909975,0.4242640687119289,pmfs_10_14,0,2.9804683037365542
FULL,57,pmfs_9_13,2,2,4.4738783559499,4,0,0,1,1.6798976195602067,0.9680351299328195,0.9975722072481668,0.4137816323745019,0.4242640687119289,pmfs_10_14,0,-2.41415398346194
FULL,57,pmfs_9_13,3,3,10.696170492781558,35,0,0,0,1.182945652851899,0.16147861727028223,0.9062349580171598,0.7706299464323372,0.9486832980505138,pmfs_6_14,0,-6.062021256808659
FULL,57,pmfs_9_13,4,0,6.28935316736103,4,0,0,1,1.942292461864862,0.9970549089707702,0.999439339457987,0.42318243628892915,0.4242640687119289,pmfs_10_14,0,-1.9287620042081635
FULL,57,pmfs_9_13,5,1,0.8642656852785411,1,1,1,1,0.5014198915885464,0.8295107288959782,0.8638852892993932,0.3757974694072266,0.0,pmfs_9_13,0,0.04462931570614259
FULL,57,pmfs_9_13,6,2,3.1108204997004982,7,0,0,0,1.1847853908409098,0.6917063961044849,0.9662017214434131,0.4766111782795688,0.2999999999999998,pmfs_8_13,1,-2.3631186144878136
FULL,57,pmfs_9_13,7,3,4.002844130625462,3,0,1,1,1.8418614507075537,0.9880872752144103,0.9996562689825201,0.4159652869154597,0.4242640687119289,pmfs_10_14,0,-0.5163021048261918
FULL,57,pmfs_9_13,8,0,2.3346372230833037,3,0,1,1,1.2261447016973308,0.7389355033331783,0.7847258090840052,0.5586947606268865,0.2999999999999998,pmfs_8_13,1,-1.8485684576723393
FULL,57,pmfs_9_13,9,1,9.401048249659953,35,0,0,0,1.2984900893281344,0.5979345152149953,0.7373877988282113,0.7453844869030442,0.2999999999999998,pmfs_8_13,1,-8.75813394604032
FULL,57,pmfs_9_13,10,2,5.621029617413583,4,0,0,1,1.8774349705013398,0.9879904294124269,0.999373701014789,0.42049232993736774,0.4242640687119289,pmfs_10_14,0,-2.4932712413094684
FULL,57,pmfs_9_13,11,3,3.0124963264312576,5,0,0,1,1.1545131857023816,0.8574209261872572,0.9963883247892711,0.40093722789970554,0.2999999999999998,pmfs_8_13,1,-2.086222182131589
FULL,57,pmfs_9_13,12,0,3.7397528458394262,4,0,0,1,1.285010291634889,0.7684818504140637,0.9980174550250154,0.49817153570156075,0.4242640687119289,pmfs_10_14,0,-2.3126075666798123
FULL,57,pmfs_9_13,13,1,59.35585273552632,86,0,0,0,1.3366645853245187,0.48039613852659463,0.5728907133497105,0.9984707558025728,0.4242640687119289,pmfs_10_14,0,-37.675445254702225
FULL,57,pmfs_9_13,14,2,3.2693604757813706,3,0,1,1,1.2734153429897717,0.36185403356296286,0.90949827717084,0.6966113851811506,0.8485281374238566,pmfs_7_15,0,-2.0933849285626955
FULL,57,pmfs_9_13,15,3,4.19534542371334,3,0,1,1,1.8734174746089378,0.989818792854255,0.997196736874432,0.4200792722601959,0.4242640687119289,pmfs_10_14,0,-0.04980976748634802
FULL,58,pmfs_9_14,0,0,10.583193383804828,30,0,0,0,1.3821636287828172,0.33519327982350494,0.9970482802413674,0.6894009166111008,0.8999999999999999,pmfs_6_14,0,0.8177874357899224
FULL,58,pmfs_9_14,1,1,3.4937694649863804,5,0,0,1,1.322772986918948,0.9059837058598396,0.9542289397672483,0.3735682910610105,0.30000000000000027,pmfs_10_14,0,6.743651753582666
FULL,58,pmfs_9_14,2,2,1.541943324588157,2,0,1,1,0.7515609001199096,0.48090677608694854,0.5127844286853567,0.7363536701927131,1.0816653826391958,pmfs_7_17,0,4.017279137530638
FULL,58,pmfs_9_14,3,3,6.004897849626188,15,0,0,0,1.26266239746196,0.264071561315196,0.2744780429165784,1.4048046880977973,2.1633307652783933,pmfs_3_18,0,4.556959936801377
FULL,58,pmfs_9_14,4,0,0.1509097375028814,1,1,1,1,0.021963121906514504,0.9215616413503355,0.9476602384731325,0.11397621932225413,0.0,pmfs_9_14,0,6.01556591498248
FULL,58,pmfs_9_14,5,1,5.152250610703669,3,0,1,1,1.9502644001018776,0.9947275945819128,0.9970563091632954,0.3029343350454272,0.30000000000000027,pmfs_10_14,0,6.106599464698844
FULL,58,pmfs_9_14,6,2,0.1576511946477237,1,1,1,1,0.03574955439700378,0.8801414876086927,0.9994737357553283,0.08936652214507847,0.0,pmfs_9_14,0,4.104450755582926
FULL,58,pmfs_9_14,7,3,6.681184509476244,8,0,0,0,1.8322348213808861,0.9775667272162089,0.9925363034935026,0.3123716437595973,0.30000000000000027,pmfs_10_14,0,5.5876586815876905
FULL,58,pmfs_9_14,8,0,10.230847212284736,31,0,0,0,1.5414792905151347,0.1226832072962584,0.9910014069062065,0.8139061808751297,0.8999999999999999,pmfs_6_14,0,0.8962634916639249
FULL,58,pmfs_9_14,9,1,4.46806000745231,10,0,0,0,1.21965067399593,0.13320497527635702,0.18540949634940626,1.1631790588576942,1.2369316876852978,pmfs_5_15,0,5.521871226476241
FULL,58,pmfs_9_14,10,2,5.705829425921802,11,0,0,0,1.3200987363359147,0.413537727227324,0.9146442388157418,0.6140975680212232,0.6708203932499364,pmfs_7_15,0,3.8441713283125285
FULL,58,pmfs_9_14,11,3,6.095814707704335,17,0,0,0,1.261551244695999,0.642319122057044,0.9601966569664739,0.493878251395329,0.30000000000000027,pmfs_9_13,0,3.471939836276853
FULL,58,pmfs_9_14,12,0,5.352377074360724,10,0,0,0,1.3474339680359952,0.022769605508407065,0.029940884385703956,1.2866412295003045,1.3416407864998734,pmfs_5_16,0,5.582807737596843
FULL,58,pmfs_9_14,13,1,0.24859485362600697,1,1,1,1,0.09454324795373936,0.9992278994310115,0.99926525684301,0.06731443068932151,0.0,pmfs_9_14,0,1.2901478488014089
FULL,58,pmfs_9_14,14,2,0.19612679800618604,1,1,1,1,0.037283289814912024,0.8846640218319367,0.9386803811435903,0.15208328971131402,0.0,pmfs_9_14,0,3.858894050446759
FULL,58,pmfs_9_14,15,3,6.358940504181691,17,0,0,0,1.3543051257478682,0.7858976758487275,0.8528877236009363,0.5526503553696288,0.30000000000000027,pmfs_9_13,0,4.889548485999104
FULL,59,pmfs_9_15,0,0,3.0639563521270485,3,0,1,1,1.6697029680224538,0.9992152918131302,0.9999147651698987,0.39465645268231003,0.4242640687119289,pmfs_10_16,0,1.402175333190046
FULL,59,pmfs_9_15,1,1,9.322457039251251,31,0,0,0,1.2878019343485256,0.015231284208224376,0.09614598895148328,1.1991089045111352,1.1999999999999997,pmfs_5_15,0,-5.08551868121811
FULL,59,pmfs_9_15,2,2,8.231537702911101,25,0,0,0,1.2336070591926707,0.37119327038285704,0.9908645913152896,0.6146252351056327,0.42426406871192823,pmfs_10_14,0,-2.1967646491912394
FULL,59,pmfs_9_15,3,3,7.0438385354351,21,0,0,0,1.2669969791355933,0.5607316720765996,0.9960688070781816,0.5367611364526872,0.42426406871192823,pmfs_10_14,0,-3.6209578342336535
FULL,59,pmfs_9_15,4,0,4.878066839015535,11,0,0,0,1.271747698721848,0.7839706143561,0.9862863693287403,0.44163522706698316,0.2999999999999994,pmfs_9_14,1,-3.9468385409798667
FULL,59,pmfs_9_15,5,1,10.680680146364034,24,0,0,0,1.4341179410528053,0.0016689871597158471,0.2619480809442921,1.1429524781381695,1.1999999999999997,pmfs_5_15,0,-3.6073320181241026
FULL,59,pmfs_9_15,6,2,11.087123899697188,22,0,0,0,1.4614542973916187,0.00038786071077918623,0.014701689999052912,1.1617693367600954,1.1999999999999997,pmfs_5_15,0,-2.10693506927519
FULL,59,pmfs_9_15,7,3,5.10544872592379,4,0,0,1,1.590695211758313,0.9972799977028002,0.9980034922596804,0.39324962979319245,0.4242640687119289,pmfs_10_16,0,-3.6315376395219516
FULL,59,pmfs_9_15,8,0,13.421221614049095,31,0,0,0,1.4112092414224877,5.085484686146799e-05,0.006695025906826316,1.1355642716350283,1.0816653826391966,pmfs_6_13,0,-2.8161923659798465
FULL,59,pmfs_9_15,9,1,1.3818166249848076,3,0,1,1,0.8378580429104154,0.9946335611226005,0.999999830665959,0.22665435725850913,0.30000000000000027,pmfs_10_15,0,59.938563175398556
FULL,59,pmfs_9_15,10,2,9.138377033812974,16,0,0,0,1.657120433369705,0.8031423874270469,0.9997805917259469,0.47236930339801864,0.42426406871192823,pmfs_10_14,0,-2.102282352747819
FULL,59,pmfs_9_15,11,3,12.816665467956609,28,0,0,0,1.5566365463751328,0.00016210297348082575,0.01170014201457535,1.1137213646596575,1.0816653826391966,pmfs_6_13,0,-2.6674343522284296
FULL,59,pmfs_9_15,12,0,8.685494765251859,27,0,0,0,1.1896974762505854,0.07833597109860226,0.8847184539498822,0.7352296740334157,0.6708203932499366,pmfs_8_13,0,-4.331299698110305
FULL,59,pmfs_9_15,13,1,4.635517207664383,8,0,0,0,1.4342942044697296,0.9425588275350705,0.9847725883736704,0.3673773171904743,0.2999999999999994,pmfs_9_14,1,-4.1646452907632945
FULL,59,pmfs_9_15,14,2,0.3595418630325229,1,1,1,1,0.1437655268954261,0.9999352271517231,0.999999999949291,0.09062521567982755,0.0,pmfs_9_15,0,40.03240528136706
FULL,59,pmfs_9_15,15,3,10.003087440224308,28,0,0,0,1.440230998140021,0.6342726500832666,0.9958774676097509,0.5099183990519351,0.42426406871192823,pmfs_10_14,0,-3.758444789282109
FULL,60,pmfs_9_16,0,0,0.724555527530268,1,1,1,1,0.29827326801521403,0.49837668352273795,0.7797913328160014,0.5059605226160512,0.0,pmfs_9_16,0,12.762035907808126
FULL,60,pmfs_9_16,1,1,1.3579470624962022,1,1,1,1,0.6148371142945199,0.3595949642816053,0.6156979283502482,0.7077189923400289,0.0,pmfs_9_16,0,8.658895646169015
FULL,60,pmfs_9_16,2,2,0.7915967040650811,1,1,1,1,0.3945284357452121,0.9506491390812644,0.9542672321905112,0.2839057067090377,0.0,pmfs_9_16,0,9.313364576322847
FULL,60,pmfs_9_16,3,3,2.3743485312115946,5,0,0,1,0.9105609492598893,0.20895827297926195,0.5190381112001795,0.8876921173613552,1.2000000000000006,pmfs_9_12,0,17.232939045534543
FULL,60,pmfs_9_16,4,0,0.07882535515823985,1,1,1,1,0.007121372503450019,0.9880701001151673,0.9963188476061481,0.03352714208658472,0.0,pmfs_9_16,0,14.314273903985807
FULL,60,pmfs_9_16,5,1,2.0805112967865553,3,0,1,1,0.8385740906082794,0.20743988410095449,0.6135312376897277,0.8328980538372306,1.2000000000000006,pmfs_9_12,0,9.397649237512054
FULL,60,pmfs_9_16,6,2,0.19879849004392952,1,1,1,1,0.046342366490864095,0.9995542486849498,0.9995728738348861,0.07173594416085784,0.0,pmfs_9_16,0,15.877611056232547
FULL,60,pmfs_9_16,7,3,0.7495779550500901,1,1,1,1,0.334676549265589,0.9607085999020151,0.9718718725555109,0.2313597533643263,0.0,pmfs_9_16,0,11.281199538532768
FULL,60,pmfs_9_16,8,0,1.0434534544886964,2,0,1,1,0.7013475334202086,0.9814795131322472,0.9819121440743763,0.2978615725947651,0.42426406871192823,pmfs_10_17,0,15.501883553661385
FULL,60,pmfs_9_16,9,1,0.9417106150466936,1,1,1,1,0.4053457436134088,0.5448925306108328,0.7733224811401868,0.5155949932210568,0.0,pmfs_9_16,0,8.175450947752621
FULL,60,pmfs_9_16,10,2,0.9572117982245771,1,1,1,1,0.49736092370779184,0.9653194088644375,0.9750492685407227,0.2767427826032989,0.0,pmfs_9_16,0,8.90265441006929
FULL,60,pmfs_9_16,11,3,2.179932254852364,3,0,1,1,0.8980317762801713,0.27516886100008126,0.6604191660398808,0.8063313220634911,0.8999999999999999,pmfs_6_16,0,13.795913362785704
FULL,60,pmfs_9_16,12,0,1.3195449152678131,2,0,1,1,0.9075587377419593,0.9999957126831351,0.9999996706187956,0.23630419100065503,0.30000000000000027,pmfs_9_15,0,21.751820964579665
FULL,60,pmfs_9_16,13,1,4.519420971081599,13,0,0,0,1.1111270817599876,0.07291395370801704,0.5305675361292246,0.9821599569030275,1.2000000000000006,pmfs_9_12,0,11.701823907309722
