fold,source_index,source_id,realization_index,neighbor_index,neighbor_id,full_true_vs_neighbor_logodds,full_quadratic_true,full_quadratic_neighbor,full_logdet_true,full_logdet_neighbor,full_quadratic_logodds_contribution,full_logdet_logodds_contribution,full_oas_shrinkage_true,full_oas_shrinkage_neighbor,full_cov_condition_true,full_cov_condition_neighbor,full_posterior_true,full_posterior_neighbor,block_product_posterior_true,block_product_posterior_neighbor,matched_block_diag_posterior_true,matched_block_diag_posterior_neighbor
0,9,pmfs_2_14,12,10,pmfs_2_15,-0.1129684711962824,1.6374222423388283,4.4028593538004746,-27.773622156026956,-30.7649962098813,1.3827185557308233,-1.4956870269271718,0.1841132553420456,0.1829827361806931,42.755158045657836,43.258893694250524,0.2205321388091532,0.2469070400458538,0.43800622065566236,0.2711670725939838,0.4022749713581098,0.27947291219082254
0,11,pmfs_2_16,8,12,pmfs_2_17,-3.510075916977261,4.244907423791268,9.081854931863365,-24.076674879995167,-35.933774222021206,2.4184737540360484,-5.92854967101302,0.2022754299682985,0.2762538009194479,35.60718108056211,19.271014004198268,0.018206985009991166,0.6090383447476071,0.00029929173795576966,0.05242811218941179,0.0013735367079541609,0.09773197122652179
0,11,pmfs_2_16,12,12,pmfs_2_17,-2.93018229180527,3.1911745113014485,9.187909269716815,-24.076674879995167,-35.933774222021206,2.9983673792076835,-5.92854967101302,0.2022754299682985,0.2762538009194479,35.60718108056211,19.271014004198268,0.041714932054000446,0.7813642570204267,0.0014859495399168084,0.402587172718868,0.005200240312992856,0.6384226555553054
0,18,pmfs_3_16,4,19,pmfs_3_17,-0.13269188358919592,6.266713250638309,9.462331946470671,-27.829120011797453,-31.290122474808268,1.597809347916181,-1.7305012315054071,0.20541685816231423,0.20020674142834133,34.50762188723485,36.32051663115434,0.40600219384473407,0.46361313641690804,0.5445591614732239,0.004303667046511225,0.8994549179722962,0.0015135064945124498
0,18,pmfs_3_16,8,19,pmfs_3_17,-2.1430818408407575,4.329973020807905,3.5048118021373718,-27.829120011797453,-31.290122474808268,-0.4125806093352664,-1.7305012315054071,0.20541685816231423,0.20020674142834133,34.50762188723485,36.32051663115434,0.10068550098226252,0.8584115512069126,0.009286431736369064,0.990601466250114,0.021553838158561173,0.9610643492005341
0,33,pmfs_5_17,8,32,pmfs_5_16,-3.213653432670476,1.4005310795352575,6.265663279835428,-26.793991916782417,-38.08643098242341,2.432566100150085,-5.646219532820496,0.18900764317257862,0.18731144787158815,40.554179698552204,41.279487663555926,0.025522807577795615,0.6347466227041786,0.03266467032233386,0.017732639577954228,0.00510270010775236,0.02745715489702421
0,38,pmfs_6_15,4,37,pmfs_6_14,-7.844394085797971,1.049944057995167,1.9407246069962,-27.026181454654168,-43.60575017525109,0.4453902745005165,-8.28978436029846,0.18384280680138787,0.17755557905798505,42.84976756362464,45.919865041945556,0.000331538973067942,0.8458856418467897,0.00020134406146803886,0.3040124750430717,4.464762995824582e-06,0.05352178577856071
0,47,pmfs_7_17,4,46,pmfs_7_16,-2.6238873578400366,1.41428348682747,2.767585199239154,-32.95464523881727,-39.55572166690908,0.676650856205842,-3.300538214045904,0.17898674422864586,0.1776871243336801,45.1865121134229,45.84910755352994,0.03245984980611701,0.4475961132522578,0.06518162396479411,0.39379171066438295,0.011561070626260167,0.4270275197559081
0,51,pmfs_8_14,0,52,pmfs_8_15,-0.5822138914218282,5.479736926443297,25.87559660484642,-20.85211741564279,-42.4124048768889,10.197929839201562,-10.780143730623054,0.20160144023407997,0.1786099458522444,35.60325497908545,45.38700774940837,0.20753168757906662,0.37148107868662317,0.6937341573748971,4.325515322379557e-06,0.0846851999415209,8.227459174283607e-06
0,51,pmfs_8_14,4,52,pmfs_8_15,-9.611667455085156,1.4993101367702846,3.836262687846292,-20.85211741564279,-42.4124048768889,1.1684762755380036,-10.780143730623054,0.20160144023407997,0.1786099458522444,35.60325497908545,45.38700774940837,4.0164340897748774e-05,0.5999772487388129,0.00044231202652029946,0.9335272776905158,2.3587778899347753e-05,0.7463817739522103
0,51,pmfs_8_14,12,52,pmfs_8_15,-9.997199528800694,1.2965445061061236,2.8624329097508845,-20.85211741564279,-42.4124048768889,0.7829442018223804,-10.780143730623054,0.20160144023407997,0.1786099458522444,35.60325497908545,45.38700774940837,3.108804483907847e-05,0.6828447889564315,0.0003334875347319555,0.9531626638887545,1.5887251541161563e-05,0.8734610546033463
0,52,pmfs_8_15,0,51,pmfs_8_14,-28.590769212546785,87.14781311472866,8.405987228389305,-42.4124048768889,-20.85211741564279,-39.37091294316968,10.780143730623054,0.1786099458522444,0.20160144023407997,45.38700774940837,35.60325497908545,2.6698845554192044e-13,0.6971171794887686,3.4511904763111e-20,0.01960965708608307,9.350945171400675e-20,0.0038668102858652915
