source_index,source_id,realization_index,nearest_index,nearest_id,nearest_distance_m,full_truth_vs_nearest_logodds,full_map_is_nearest,full_posterior_true,full_posterior_nearest,block_product_truth_vs_nearest_logodds,block_product_map_is_nearest,block_product_posterior_true,block_product_posterior_nearest,matched_block_diag_truth_vs_nearest_logodds,matched_block_diag_map_is_nearest,matched_block_diag_posterior_true,matched_block_diag_posterior_nearest,diag_cov_truth_vs_nearest_logodds,diag_cov_map_is_nearest,diag_cov_posterior_true,diag_cov_posterior_nearest
0,pmfs_1_12,0,7,pmfs_2_12,0.2999999999999998,6.865203901376439,0,0.8531370687555064,0.000890222652160554,14.204332804091745,0,1.5592515472210522e-05,1.0569460686839008e-11,7.817497290163509,0,9.487264639552113e-08,3.8198391859264573e-11,-5.545826829344087,0,1.5994909429930435e-06,0.0004097356711753236
0,pmfs_1_12,1,7,pmfs_2_12,0.2999999999999998,3.1091189740980116,0,0.15721690391993848,0.007018204607525316,5.240441937733509,0,0.6289391082527116,0.003332065916764408,3.314319329337426,0,0.043384156684839664,0.001577395377900267,3.7835507269173085,0,0.04670774166820707,0.0010622180251474676
0,pmfs_1_12,2,7,pmfs_2_12,0.2999999999999998,0.3393895272839025,0,0.18136410339816708,0.12916841614295374,-1.5616711883090026,0,0.005209666776691136,0.024833339464754536,0.6782403209639991,0,0.03204323191821808,0.016262236934487657,1.13875757749366,0,0.00972497862787014,0.0031140997771115174
0,pmfs_1_12,3,7,pmfs_2_12,0.2999999999999998,1.7616366332986253,0,0.06986545606237246,0.01200033664300784,-0.12492645198090546,0,0.027530751850122152,0.031194134519559845,1.5314812628714147,0,0.004132544861748935,0.000893518842329327,1.2808653271870156,0,0.001890011518399869,0.0005250391731015563
0,pmfs_1_12,4,7,pmfs_2_12,0.2999999999999998,2.232530798622804,0,0.12438337882239595,0.013340943458379667,1.7001785610770446,0,0.02178370911087673,0.003978814222527541,2.5555921496390894,0,0.10320292272076155,0.008013318932954013,2.935650669326643,0,0.10020464572960082,0.005320481904566242
0,pmfs_1_12,5,7,pmfs_2_12,0.2999999999999998,6.995071029850267,0,0.9978648365983572,0.0009144310622571278,5.698261930368986,0,0.9449271280512672,0.003167193552120521,5.233809022096484,0,0.4493887741065003,0.0023966678039849384,4.657107153689363,0,0.6448761540993961,0.006122381381861922
0,pmfs_1_12,6,7,pmfs_2_12,0.2999999999999998,0.30206296800939825,0,0.048050710706438,0.035523482556854835,-0.19885087145391278,0,0.016873401001503627,0.020585549483450975,0.38662102310911983,0,0.013275972852195422,0.00901901229006102,0.2532605751606489,0,0.01217686497020113,0.009452481147935248
0,pmfs_1_12,7,7,pmfs_2_12,0.2999999999999998,1.114977595892146,0,0.2729787524204926,0.0895159092352469,-1.4327195600156841,0,0.011244858482449717,0.04711684405866753,0.544280213956176,0,0.060349717896246345,0.03501848479642703,0.4319497548420377,0,0.021931200115687475,0.014238656162617776
0,pmfs_1_12,8,7,pmfs_2_12,0.2999999999999998,4.791595293475588,0,0.9916569187775491,0.008229966185423937,5.168840237446606,0,0.9295668514464899,0.005290318696137769,4.339821358852241,0,0.7613398864358707,0.009927002114585776,3.082700809130822,0,0.8835168287240405,0.04049625619618442
0,pmfs_1_12,9,7,pmfs_2_12,0.2999999999999998,-27.744777261284725,0,1.5852961605483139e-13,0.17762908309193717,-22.556204692721778,0,4.714279398379165e-12,0.0294747784085036,-15.771318277923196,0,2.872368382241378e-09,0.02030657306041284,-19.624637944771084,0,8.510929753657979e-12,0.0028369323181134023
0,pmfs_1_12,10,7,pmfs_2_12,0.2999999999999998,1.853109329206891,0,0.38118885398292424,0.059750980627722265,2.904758727133514,0,0.4321111791759618,0.023663273082299898,0.8703423525512104,0,0.039734579960023025,0.016641165712091732,0.2728266989345194,0,0.02974608118916876,0.022643451647589057
0,pmfs_1_12,11,7,pmfs_2_12,0.2999999999999998,0.23423948237537573,0,0.044921165041777,0.035540382425166966,-1.266362940130212,0,0.0007677203248289797,0.0027238141731711096,0.33051461816743277,0,0.002439951894540834,0.0017532368456886788,0.39086681259074396,0,0.0010877474038115485,0.0007358287553208626
0,pmfs_1_12,12,7,pmfs_2_12,0.2999999999999998,4.384720252245266,0,0.9857169078754808,0.012288316703189917,17.84275766296535,0,0.05918136318408579,1.054808861147102e-09,4.004178143046211,0,0.6253224472178014,0.011405426936643747,3.2996459392902526,0,0.8160279710749677,0.03010835455968331
