run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H03_S12_M1R_20260908T115938Z,1,SENT,PENDING,15.8815,1.1,0.387
CTPI_H03_S12_M1R_20260908T115938Z,1,RESULT,SUCCEEDED,16.6221,1.1,0.387
CTPI_H03_S12_M1R_20260908T115938Z,2,SENT,PENDING,32.6666,0.2,0.387
CTPI_H03_S12_M1R_20260908T115938Z,2,RESULT,SUCCEEDED,33.4219,0.2,0.387
CTPI_H03_S12_M1R_20260908T115938Z,3,SENT,PENDING,49.4741,5.9,-0.213
CTPI_H03_S12_M1R_20260908T115938Z,3,RESULT,SUCCEEDED,54.4219,5.9,-0.213
CTPI_H03_S12_M1R_20260908T115938Z,4,SENT,PENDING,70.83,7.1,-0.513
CTPI_H03_S12_M1R_20260908T115938Z,4,RESULT,SUCCEEDED,71.8458,7.1,-0.513
CTPI_H03_S12_M1R_20260908T115938Z,5,SENT,PENDING,88.2532,7.1,0.087
CTPI_H03_S12_M1R_20260908T115938Z,5,RESULT,SUCCEEDED,88.8527,7.1,0.087
CTPI_H03_S12_M1R_20260908T115938Z,6,SENT,PENDING,104.847,7.7,-0.213
CTPI_H03_S12_M1R_20260908T115938Z,6,RESULT,SUCCEEDED,105.452,7.7,-0.213
CTPI_H03_S12_M1R_20260908T115938Z,7,SENT,PENDING,121.812,8.3,-0.513
CTPI_H03_S12_M1R_20260908T115938Z,7,RESULT,SUCCEEDED,122.423,8.3,-0.513
CTPI_H03_S12_M1R_20260908T115938Z,8,SENT,PENDING,138.555,7.7,-0.813
CTPI_H03_S12_M1R_20260908T115938Z,8,RESULT,SUCCEEDED,139.066,7.7,-0.813
CTPI_H03_S12_M1R_20260908T115938Z,9,SENT,PENDING,155.157,8,0.387
CTPI_H03_S12_M1R_20260908T115938Z,9,RESULT,SUCCEEDED,156.072,8,0.387
CTPI_H03_S12_M1R_20260908T115938Z,10,SENT,PENDING,172.507,6.2,0.687
CTPI_H03_S12_M1R_20260908T115938Z,10,RESULT,SUCCEEDED,173.831,6.2,0.687
CTPI_H03_S12_M1R_20260908T115938Z,11,SENT,PENDING,189.966,5.6,0.387
CTPI_H03_S12_M1R_20260908T115938Z,11,RESULT,SUCCEEDED,190.628,5.6,0.387
CTPI_H03_S12_M1R_20260908T115938Z,12,SENT,PENDING,206.771,5.3,-0.213
CTPI_H03_S12_M1R_20260908T115938Z,12,RESULT,SUCCEEDED,207.433,5.3,-0.213
CTPI_H03_S12_M1R_20260908T115938Z,13,SENT,PENDING,223.902,8.9,1.287
CTPI_H03_S12_M1R_20260908T115938Z,13,RESULT,SUCCEEDED,226.844,8.9,1.287
