run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H01_S12_M1M2R_20260908T113454Z,1,SENT,PENDING,16.0497,-4.1,-1.13
CTPI_H01_S12_M1M2R_20260908T113454Z,1,RESULT,SUCCEEDED,16.8246,-4.1,-1.13
CTPI_H01_S12_M1M2R_20260908T113454Z,2,SENT,PENDING,32.8325,-5,-0.83
CTPI_H01_S12_M1M2R_20260908T113454Z,2,RESULT,SUCCEEDED,33.6246,-5,-0.83
CTPI_H01_S12_M1M2R_20260908T113454Z,3,SENT,PENDING,49.644,-5.9,-0.83
CTPI_H01_S12_M1M2R_20260908T113454Z,3,RESULT,SUCCEEDED,50.4245,-5.9,-0.83
CTPI_H01_S12_M1M2R_20260908T113454Z,4,SENT,PENDING,67.2807,-6.2,2.17
CTPI_H01_S12_M1M2R_20260908T113454Z,4,RESULT,SUCCEEDED,69.4134,-6.2,2.17
CTPI_H01_S12_M1M2R_20260908T113454Z,5,SENT,PENDING,85.4584,-6.2,2.77
CTPI_H01_S12_M1M2R_20260908T113454Z,5,RESULT,SUCCEEDED,86.0326,-6.2,2.77
CTPI_H01_S12_M1M2R_20260908T113454Z,6,SENT,PENDING,102.047,-6.8,2.47
CTPI_H01_S12_M1M2R_20260908T113454Z,6,RESULT,SUCCEEDED,103.193,-6.8,2.47
CTPI_H01_S12_M1M2R_20260908T113454Z,7,SENT,PENDING,120.177,-5.9,0.67
CTPI_H01_S12_M1M2R_20260908T113454Z,7,RESULT,SUCCEEDED,121.805,-5.9,0.67
CTPI_H01_S12_M1M2R_20260908T113454Z,8,SENT,PENDING,137.858,-5.9,1.27
CTPI_H01_S12_M1M2R_20260908T113454Z,8,RESULT,SUCCEEDED,138.43,-5.9,1.27
CTPI_H01_S12_M1M2R_20260908T113454Z,9,SENT,PENDING,154.461,-6.5,0.67
CTPI_H01_S12_M1M2R_20260908T113454Z,9,RESULT,SUCCEEDED,155.429,-6.5,0.67
CTPI_H01_S12_M1M2R_20260908T113454Z,10,SENT,PENDING,172.385,-5.9,0.0700002
CTPI_H01_S12_M1M2R_20260908T113454Z,10,RESULT,SUCCEEDED,173.051,-5.9,0.0700002
CTPI_H01_S12_M1M2R_20260908T113454Z,11,SENT,PENDING,189.064,-5.3,0.0700002
CTPI_H01_S12_M1M2R_20260908T113454Z,11,RESULT,SUCCEEDED,189.636,-5.3,0.0700002
CTPI_H01_S12_M1M2R_20260908T113454Z,12,SENT,PENDING,205.665,-6.5,1.57
CTPI_H01_S12_M1M2R_20260908T113454Z,12,RESULT,SUCCEEDED,207.236,-6.5,1.57
CTPI_H01_S12_M1M2R_20260908T113454Z,13,SENT,PENDING,224.59,-5.6,1.87
CTPI_H01_S12_M1M2R_20260908T113454Z,13,RESULT,SUCCEEDED,225.403,-5.6,1.87
