run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H02_S12_M1R_20260912T135130Z,1,SENT,PENDING,16.185,-1.64273,-2.50088
CTPI_H02_S12_M1R_20260912T135130Z,1,RESULT,SUCCEEDED,17.2059,-1.64273,-2.50088
CTPI_H02_S12_M1R_20260912T135130Z,2,SENT,PENDING,33.2345,-2.54273,-2.50088
CTPI_H02_S12_M1R_20260912T135130Z,2,RESULT,SUCCEEDED,34.0366,-2.54273,-2.50088
CTPI_H02_S12_M1R_20260912T135130Z,3,SENT,PENDING,50.0404,-3.44273,-2.50088
CTPI_H02_S12_M1R_20260912T135130Z,3,RESULT,SUCCEEDED,50.8367,-3.44273,-2.50088
CTPI_H02_S12_M1R_20260912T135130Z,4,SENT,PENDING,67.3337,-1.94273,-1.30088
CTPI_H02_S12_M1R_20260912T135130Z,4,RESULT,SUCCEEDED,68.6078,-1.94273,-1.30088
CTPI_H02_S12_M1R_20260912T135130Z,5,SENT,PENDING,84.6368,-2.54273,-1.30088
CTPI_H02_S12_M1R_20260912T135130Z,5,RESULT,SUCCEEDED,85.2355,-2.54273,-1.30088
CTPI_H02_S12_M1R_20260912T135130Z,6,SENT,PENDING,101.255,-3.14273,-1.60088
CTPI_H02_S12_M1R_20260912T135130Z,6,RESULT,SUCCEEDED,101.836,-3.14273,-1.60088
CTPI_H02_S12_M1R_20260912T135130Z,7,SENT,PENDING,118.407,-1.34273,-3.10088
CTPI_H02_S12_M1R_20260912T135130Z,7,RESULT,SUCCEEDED,120.244,-1.34273,-3.10088
CTPI_H02_S12_M1R_20260912T135130Z,8,SENT,PENDING,136.55,-1.34273,-3.70088
CTPI_H02_S12_M1R_20260912T135130Z,8,RESULT,SUCCEEDED,137.217,-1.34273,-3.70088
CTPI_H02_S12_M1R_20260912T135130Z,9,SENT,PENDING,153.341,-1.94273,-3.10088
CTPI_H02_S12_M1R_20260912T135130Z,9,RESULT,SUCCEEDED,153.851,-1.94273,-3.10088
CTPI_H02_S12_M1R_20260912T135130Z,10,SENT,PENDING,170.305,-4.04273,-2.20088
CTPI_H02_S12_M1R_20260912T135130Z,10,RESULT,SUCCEEDED,172.038,-4.04273,-2.20088
CTPI_H02_S12_M1R_20260912T135130Z,11,SENT,PENDING,188.669,-3.74273,-1.60088
CTPI_H02_S12_M1R_20260912T135130Z,11,RESULT,SUCCEEDED,189.219,-3.74273,-1.60088
CTPI_H02_S12_M1R_20260912T135130Z,12,SENT,PENDING,205.475,-3.14273,-3.10088
CTPI_H02_S12_M1R_20260912T135130Z,12,RESULT,SUCCEEDED,206.619,-3.14273,-3.10088
CTPI_H02_S12_M1R_20260912T135130Z,13,SENT,PENDING,223.177,0.75727,-3.40088
CTPI_H02_S12_M1R_20260912T135130Z,13,RESULT,SUCCEEDED,226.026,0.75727,-3.40088
