run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H01_S7_A0_20260908T154334Z,1,SENT,PENDING,16.1619,-4.1,-1.13
CTPI_H01_S7_A0_20260908T154334Z,1,RESULT,SUCCEEDED,17.0268,-4.1,-1.13
CTPI_H01_S7_A0_20260908T154334Z,2,SENT,PENDING,33.1382,-5,-0.83
CTPI_H01_S7_A0_20260908T154334Z,2,RESULT,SUCCEEDED,33.8493,-5,-0.83
CTPI_H01_S7_A0_20260908T154334Z,3,SENT,PENDING,50.1496,-5.9,-0.83
CTPI_H01_S7_A0_20260908T154334Z,3,RESULT,SUCCEEDED,50.8604,-5.9,-0.83
CTPI_H01_S7_A0_20260908T154334Z,4,SENT,PENDING,67.1996,-5.9,0.37
CTPI_H01_S7_A0_20260908T154334Z,4,RESULT,SUCCEEDED,68.2637,-5.9,0.37
CTPI_H01_S7_A0_20260908T154334Z,5,SENT,PENDING,84.6595,-5.3,0.0700002
CTPI_H01_S7_A0_20260908T154334Z,5,RESULT,SUCCEEDED,85.2702,-5.3,0.0700002
CTPI_H01_S7_A0_20260908T154334Z,6,SENT,PENDING,101.674,-6.2,2.47
CTPI_H01_S7_A0_20260908T154334Z,6,RESULT,SUCCEEDED,103.653,-6.2,2.47
CTPI_H01_S7_A0_20260908T154334Z,7,SENT,PENDING,120.066,-6.5,-0.23
CTPI_H01_S7_A0_20260908T154334Z,7,RESULT,SUCCEEDED,122.252,-6.5,-0.23
CTPI_H01_S7_A0_20260908T154334Z,8,SENT,PENDING,138.649,-4.4,0.37
CTPI_H01_S7_A0_20260908T154334Z,8,RESULT,SUCCEEDED,140.23,-4.4,0.37
CTPI_H01_S7_A0_20260908T154334Z,9,SENT,PENDING,156.66,-4.4,-0.53
CTPI_H01_S7_A0_20260908T154334Z,9,RESULT,SUCCEEDED,157.472,-4.4,-0.53
CTPI_H01_S7_A0_20260908T154334Z,10,SENT,PENDING,173.836,-3.8,0.37
CTPI_H01_S7_A0_20260908T154334Z,10,RESULT,SUCCEEDED,174.649,-3.8,0.37
CTPI_H01_S7_A0_20260908T154334Z,11,SENT,PENDING,191.131,-5.6,2.77
CTPI_H01_S7_A0_20260908T154334Z,11,RESULT,SUCCEEDED,194.076,-5.6,2.77
CTPI_H01_S7_A0_20260908T154334Z,12,SENT,PENDING,210.442,-5.9,3.07
CTPI_H01_S7_A0_20260908T154334Z,12,RESULT,SUCCEEDED,210.851,-5.9,3.07
CTPI_H01_S7_A0_20260908T154334Z,13,SENT,PENDING,227.122,-6.2,1.87
CTPI_H01_S7_A0_20260908T154334Z,13,RESULT,SUCCEEDED,228.039,-6.2,1.87
