run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H01_S12_M1_20260908T092005Z,1,SENT,PENDING,16.1487,-4.1,-1.13
CTPI_H01_S12_M1_20260908T092005Z,1,RESULT,SUCCEEDED,16.8603,-4.1,-1.13
CTPI_H01_S12_M1_20260908T092005Z,2,SENT,PENDING,32.9492,-5,-0.83
CTPI_H01_S12_M1_20260908T092005Z,2,RESULT,SUCCEEDED,33.6621,-5,-0.83
CTPI_H01_S12_M1_20260908T092005Z,3,SENT,PENDING,49.7425,-5.9,-0.83
CTPI_H01_S12_M1_20260908T092005Z,3,RESULT,SUCCEEDED,50.4603,-5.9,-0.83
CTPI_H01_S12_M1_20260908T092005Z,4,SENT,PENDING,66.8361,-6.2,2.17
CTPI_H01_S12_M1_20260908T092005Z,4,RESULT,SUCCEEDED,69.4309,-6.2,2.17
CTPI_H01_S12_M1_20260908T092005Z,5,SENT,PENDING,85.5065,-6.2,1.57
CTPI_H01_S12_M1_20260908T092005Z,5,RESULT,SUCCEEDED,86.0785,-6.2,1.57
CTPI_H01_S12_M1_20260908T092005Z,6,SENT,PENDING,102.139,-5.9,0.37
CTPI_H01_S12_M1_20260908T092005Z,6,RESULT,SUCCEEDED,103.27,-5.9,0.37
CTPI_H01_S12_M1_20260908T092005Z,7,SENT,PENDING,119.638,-5.6,-0.23
CTPI_H01_S12_M1_20260908T092005Z,7,RESULT,SUCCEEDED,120.25,-5.6,-0.23
CTPI_H01_S12_M1_20260908T092005Z,8,SENT,PENDING,136.314,-5,-0.23
CTPI_H01_S12_M1_20260908T092005Z,8,RESULT,SUCCEEDED,136.878,-5,-0.23
CTPI_H01_S12_M1_20260908T092005Z,9,SENT,PENDING,152.91,-5.9,2.77
CTPI_H01_S12_M1_20260908T092005Z,9,RESULT,SUCCEEDED,155.265,-5.9,2.77
CTPI_H01_S12_M1_20260908T092005Z,10,SENT,PENDING,171.639,-6.5,2.77
CTPI_H01_S12_M1_20260908T092005Z,10,RESULT,SUCCEEDED,172.253,-6.5,2.77
CTPI_H01_S12_M1_20260908T092005Z,11,SENT,PENDING,188.315,-4.4,-0.53
CTPI_H01_S12_M1_20260908T092005Z,11,RESULT,SUCCEEDED,191.265,-4.4,-0.53
CTPI_H01_S12_M1_20260908T092005Z,12,SENT,PENDING,207.313,-4.4,0.0700002
CTPI_H01_S12_M1_20260908T092005Z,12,RESULT,SUCCEEDED,207.867,-4.4,0.0700002
CTPI_H01_S12_M1_20260908T092005Z,13,SENT,PENDING,224.204,-3.8,0.37
CTPI_H01_S12_M1_20260908T092005Z,13,RESULT,SUCCEEDED,224.867,-3.8,0.37
