run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H03_S9_A0_20260908T150136Z,1,SENT,PENDING,15.9442,1.1,0.387
CTPI_H03_S9_A0_20260908T150136Z,1,RESULT,SUCCEEDED,16.7052,1.1,0.387
CTPI_H03_S9_A0_20260908T150136Z,2,SENT,PENDING,32.7449,0.2,0.387
CTPI_H03_S9_A0_20260908T150136Z,2,RESULT,SUCCEEDED,33.5096,0.2,0.387
CTPI_H03_S9_A0_20260908T150136Z,3,SENT,PENDING,49.5454,5.9,-0.213
CTPI_H03_S9_A0_20260908T150136Z,3,RESULT,SUCCEEDED,54.5029,5.9,-0.213
CTPI_H03_S9_A0_20260908T150136Z,4,SENT,PENDING,70.8702,7.7,0.087
CTPI_H03_S9_A0_20260908T150136Z,4,RESULT,SUCCEEDED,72.296,7.7,0.087
CTPI_H03_S9_A0_20260908T150136Z,5,SENT,PENDING,88.3673,7.7,-0.513
CTPI_H03_S9_A0_20260908T150136Z,5,RESULT,SUCCEEDED,88.8718,7.7,-0.513
CTPI_H03_S9_A0_20260908T150136Z,6,SENT,PENDING,104.951,7.1,0.387
CTPI_H03_S9_A0_20260908T150136Z,6,RESULT,SUCCEEDED,105.661,7.1,0.387
CTPI_H03_S9_A0_20260908T150136Z,7,SENT,PENDING,122.09,8.3,-0.513
CTPI_H03_S9_A0_20260908T150136Z,7,RESULT,SUCCEEDED,123.263,8.3,-0.513
CTPI_H03_S9_A0_20260908T150136Z,8,SENT,PENDING,139.345,8.3,0.387
CTPI_H03_S9_A0_20260908T150136Z,8,RESULT,SUCCEEDED,140.06,8.3,0.387
CTPI_H03_S9_A0_20260908T150136Z,9,SENT,PENDING,156.157,8.9,0.687
CTPI_H03_S9_A0_20260908T150136Z,9,RESULT,SUCCEEDED,156.667,8.9,0.687
CTPI_H03_S9_A0_20260908T150136Z,10,SENT,PENDING,173.07,5,-0.513
CTPI_H03_S9_A0_20260908T150136Z,10,RESULT,SUCCEEDED,176.071,5,-0.513
CTPI_H03_S9_A0_20260908T150136Z,11,SENT,PENDING,192.148,5.3,0.087
CTPI_H03_S9_A0_20260908T150136Z,11,RESULT,SUCCEEDED,192.671,5.3,0.087
CTPI_H03_S9_A0_20260908T150136Z,12,SENT,PENDING,208.742,5,0.687
CTPI_H03_S9_A0_20260908T150136Z,12,RESULT,SUCCEEDED,209.302,5,0.687
CTPI_H03_S9_A0_20260908T150136Z,13,SENT,PENDING,225.67,6.2,-1.113
CTPI_H03_S9_A0_20260908T150136Z,13,RESULT,SUCCEEDED,227.298,6.2,-1.113
