t_sim_s,step,iteration,x,y,z,true_gas_ppm,measured_gas_ppm,sensor_mode,seed
0.200000,1,345,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
0.400000,2,346,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
0.600000,3,347,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
0.800000,4,348,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
1.000000,5,349,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
1.200000,6,350,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
1.400000,7,351,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
1.600000,8,352,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
1.800000,9,353,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
2.000000,10,354,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
2.200000,11,355,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
2.400000,12,356,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
2.600000,13,357,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
2.800000,14,358,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
3.000000,15,359,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
3.200000,16,360,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
3.400000,17,361,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
3.600000,18,362,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
3.800000,19,363,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
4.000000,20,364,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
4.200000,21,365,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
4.400000,22,366,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
4.600000,23,367,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
4.800000,24,368,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
5.000000,25,369,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
5.200000,26,370,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
5.400000,27,371,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
5.600000,28,372,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
5.800000,29,373,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
6.000000,30,374,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
6.200000,31,375,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
6.400000,32,376,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
6.600000,33,377,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
6.800000,34,378,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
7.000000,35,379,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
7.200000,36,380,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
7.400000,37,381,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
7.600000,38,382,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
7.800000,39,383,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
8.000000,40,384,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
8.200000,41,385,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
8.400000,42,386,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
8.600000,43,387,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
8.800000,44,388,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
9.000000,45,389,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
9.200000,46,390,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
9.400000,47,391,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
9.600000,48,392,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
9.800000,49,393,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
10.000000,50,394,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
10.200000,51,395,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
10.400000,52,396,-0.5000,-2.5000,0.3000,0.000000,0.000000,asymmetric,2
