environment_index,source_index,target_index,candidate_index,candidate_id,occurrence_ll,conditional_mark_ll,upper_mark_ll,marked_ll,upper_ll,edf_squared_discrepancy,scaled_value_SSE,B2_positive_scale
0,5,3,4,pmfs_27_1,-65.368460137920977,-26.300436264064224,0.98673533643226008,-91.668896401985194,-64.381724801488716,40.54549999999999,10293.19299197978,0.2811805178702958
0,5,3,5,pmfs_27_2,-66.334238284987094,-25.80405560762858,-0.43013501976948487,-92.138293892615678,-66.764373304756575,40.54549999999999,11689.996812040808,0.30459440706051294
1,0,0,0,pmfs_12_20,-123.20102467727733,-107.15178111121018,28.80932224542622,-230.3528057884875,-94.391702431851115,33.168555555555557,850.56011258836816,0.4498619901883481
1,0,0,1,pmfs_11_20,-125.9476801812522,-106.35760577945591,-82.756599234773347,-232.30528596070809,-208.70427941602554,33.077000000000005,712.84769195357387,0.42541122218494914
1,0,0,2,pmfs_1_1,-298.59388114111073,-107.65090338807261,-99.468531816769001,-406.24478452918333,-398.0624129578797,30.692555555555565,2236.9048586185545,0.022109972428611145
1,0,0,3,pmfs_2_1,-285.27065021917662,-107.54945999946929,-100.75873959227727,-392.82011021864594,-386.02938981145388,30.006111111111117,2235.8222015346646,0.023330092828640014
1,0,0,4,pmfs_2_38,-1169.7857913217836,-107.98766537301321,-107.98766537301321,-1277.7734566947968,-1277.7734566947968,33.99677777777778,2543.9414881610064,0.00050144263728310232
1,0,0,5,pmfs_2_37,-1079.3997461810891,-107.98766537301321,-107.89627448427748,-1187.3874115541023,-1187.2960206653665,35.122777777777785,2543.9409949692981,0.00033350057439179793
1,0,1,0,pmfs_12_20,-113.95463326888834,-99.898117902112389,-38.674498199615158,-213.85275117100073,-152.62913146850349,33.735811111111111,1033.1786045091544,0.43597497081003012
1,0,1,1,pmfs_11_20,-116.7672995941775,-99.281704891855469,-72.423519820730988,-216.04900448603297,-189.1908194149085,33.701811111111112,920.57460058440961,0.41026788115598661
1,0,1,2,pmfs_1_1,-278.71169593951902,-100.59698779992659,-94.111829670529985,-379.3086837394456,-372.82352561004899,31.238255555555554,2177.7211122515801,0.026644883834278044
1,0,1,3,pmfs_2_1,-266.50373234337246,-100.51017193248862,-94.583693132009287,-367.01390427586108,-361.08742547538174,30.590922222222218,2175.4110786026645,0.028138425281566917
1,0,1,4,pmfs_2_38,-1143.8434177634294,-100.72129519858423,-99.984180868628229,-1244.5647129620136,-1243.8275986320577,34.06603333333333,2623.6259624673949,0.00048201683421265494
1,0,1,5,pmfs_2_37,-1051.4235025949633,-100.72129519858423,-99.491907404794333,-1152.1447977935475,-1150.9154099997577,35.171811111111111,2623.6255074424771,0.00032051880023186227
1,0,2,0,pmfs_12_20,-130.13726541002282,-85.518137845619862,38.593881951042682,-215.65540325564268,-91.543383458980145,35.625755555555557,738.99610256576489,0.44668218196109483
1,0,2,1,pmfs_11_20,-132.60838092008373,-84.049309043437461,-59.860697528991146,-216.65768996352119,-192.46907844907489,35.532200000000003,597.82080724691741,0.42303584436170222
1,0,2,2,pmfs_1_1,-273.27260226283835,-90.516934986194713,-86.414068670768359,-363.78953724903306,-359.68667093360671,33.705755555555562,2220.0616345953158,0.017322276446686168
1,0,2,3,pmfs_2_1,-260.14667013771117,-90.490305541872431,-88.435768528029826,-350.6369756795836,-348.58243866574099,33.028644444444453,2219.5469882725274,0.018270946925943804
1,0,2,4,pmfs_2_38,-1113.5804373676235,-90.560026584893805,-90.560026584893805,-1204.1404639525174,-1204.1404639525174,34.750200000000007,2408.5230445426896,0.00050085546218587304
1,0,2,5,pmfs_2_37,-1030.6564202467657,-90.560026584893805,-90.517759835494715,-1121.2164468316596,-1121.1741800822604,36.123311111111114,2408.522552827701,0.00033308235697487664
1,0,3,0,pmfs_12_20,-118.95743218440224,-94.071647210485906,38.290155161938671,-213.02907939488813,-80.667277022463566,35.006611111111113,898.82150816722901,0.43389307987153514
1,0,3,1,pmfs_11_20,-121.20972096471021,-93.569830516430201,-70.708222847616327,-214.7795514811404,-191.91794381232654,34.94661111111111,778.13180234962852,0.40941569587730919
1,0,3,2,pmfs_1_1,-279.73451552359575,-94.45583806984817,-86.348065845430341,-374.19035359344389,-366.08258136902612,32.54772222222222,2114.1715253116554,0.023939240530120195
1,0,3,3,pmfs_2_1,-267.6707966254578,-94.398264470053974,-87.725866890206063,-362.06906109551176,-355.39666351566387,31.906833333333331,2112.5554295543839,0.025272433609559223
1,0,3,4,pmfs_2_38,-1119.8317732253297,-94.502282834166266,-94.430126192484153,-1214.3340560594959,-1214.2618994178138,34.530833333333334,2474.1155462523379,0.00048129889706929587
1,0,3,5,pmfs_2_37,-1034.2561840236067,-94.502282834166266,-94.152053202308124,-1128.7584668577729,-1128.4082372259147,35.763055555555553,2474.115092137823,0.0003200811120539913
1,1,0,0,pmfs_12_20,-121.21929669322007,-32.890093072194368,-45.668932277022144,-154.10938976541445,-166.88822897024221,41.774722222222223,43.612044754313075,0.0716918016049298
1,1,0,1,pmfs_11_20,-118.81131460668071,-30.306356280167208,-43.329857224929285,-149.11767088684792,-162.14117183161,41.597388888888887,37.643950664501759,0.069572807524518929
1,1,0,2,pmfs_1_1,-303.89489930267496,-50.951137510226744,-50.951137510226744,-354.84603681290173,-354.84603681290173,43.599833333333329,85.810765357322992,0.0011341663879406148
1,1,0,3,pmfs_2_1,-291.64581841343801,-50.951137510226744,-50.951137510226744,-342.59695592366472,-342.59695592366472,42.896055555555556,85.808894758429034,0.0011960322206064082
1,1,0,4,pmfs_2_38,-885.47510734993921,-50.681899433645903,-50.951137510226744,-936.15700678358508,-936.42624486016598,37.476055555555547,86.618655806053084,7.3859353972879069e-05
1,1,0,5,pmfs_2_37,-851.91111715698094,-50.373576318515923,-50.951137510226744,-902.28469347549685,-902.86225466720771,39.696944444444441,86.618644596779234,4.941835279055297e-05
1,1,1,0,pmfs_12_20,-117.2257071128557,-93.811922895174433,-33.653150293738712,-211.03763000803013,-150.87885740659442,31.728533333333328,467.06935889618074,0.094291270622516563
1,1,1,1,pmfs_11_20,-120.28006018048433,-93.478429306282479,-27.385874836298186,-213.75848948676679,-147.6659350167825,31.642977777777773,460.67935354810714,0.089354598944660454
1,1,1,2,pmfs_1_1,-312.63407557835905,-91.87099392390374,-85.030732512901267,-404.50506950226281,-397.66480809126028,29.314088888888886,313.03393920480175,0.019070775863219102
1,1,1,3,pmfs_2_1,-297.86331531875629,-91.660315046774727,-85.504502167666104,-389.52363036553101,-383.36781748642238,28.518755555555551,311.99802059830017,0.020133292891140034
1,1,1,4,pmfs_2_38,-1193.5265719038466,-93.846312077558395,-93.846312077558395,-1287.372883981405,-1287.372883981405,34.039422222222214,541.46359366423997,8.542369598923109e-05
1,1,1,5,pmfs_2_37,-1101.0095741064688,-93.846312077558395,-93.846312077558395,-1194.8558861840272,-1194.8558861840272,35.033866666666668,541.46357830727379,5.7337266550474452e-05
1,1,2,0,pmfs_12_20,-116.84668195599552,-71.593798658611135,-49.356224890125986,-188.44048061460666,-166.20290684612149,36.211200000000005,114.6253785077147,0.085113209560192693
1,1,2,1,pmfs_11_20,-118.3158904837893,-69.184350095850874,-6.5572830089340037,-187.50024057964018,-124.87317349272331,36.120755555555554,106.16101258536868,0.08262894322372219
1,1,2,2,pmfs_1_1,-284.55340467376959,-74.812784647218436,-74.717417557769437,-359.36618932098804,-359.270822231539,36.287422222222226,155.62139022351568,0.0055891583430334535
1,1,2,3,pmfs_2_1,-273.09782661868849,-74.813928504998032,-74.813928563688677,-347.91175512368653,-347.91175518237719,35.516533333333335,155.57978529535745,0.005893459549084522
1,1,2,4,pmfs_2_38,-1050.3169629610152,-74.813928563688677,-74.813928563688677,-1125.1308915247039,-1125.1308915247039,35.204977777777771,175.24178504492568,8.5059493135264909e-05
1,1,2,5,pmfs_2_37,-980.16323459866658,-74.813928563688677,-74.813928563688677,-1054.9771631623553,-1054.9771631623553,36.964533333333335,175.24177001615541,5.6993708290325765e-05
1,1,3,0,pmfs_12_20,-118.40815785149688,-84.759874590784761,-8.5903079940359213,-203.16803244228163,-126.99846584553281,32.190111111111108,269.81319767044698,0.09605596164461043
1,1,3,1,pmfs_11_20,-121.08074327920545,-83.545884868596517,56.899322536412875,-204.62662814780197,-64.181420742792568,32.069000000000003,259.66048211304013,0.092918888890705625
1,1,3,2,pmfs_1_1,-309.38005758742219,-83.912707128757575,-80.800042703735457,-393.29276471617976,-390.18010029115766,31.048777777777772,253.73416766675828,0.012186967022692452
1,1,3,3,pmfs_2_1,-294.64724389571325,-83.833571279626256,-82.267299243919254,-378.4808151753395,-376.91454313963249,30.196111111111108,253.4296153681708,0.012857820043295387
1,1,3,4,pmfs_2_38,-1164.3117684762642,-85.505161595571195,-85.505161595571195,-1249.8169300718355,-1249.8169300718355,34.040555555555557,347.0181084638524,9.1780496315534575e-05
1,1,3,5,pmfs_2_37,-1074.2549871685014,-85.505161595571195,-85.505161595571195,-1159.7601487640727,-1159.7601487640727,35.254999999999995,347.0180907440394,6.1600406978140309e-05
1,2,0,0,pmfs_12_20,-207.06104705016463,-12.55653781785187,-31.226812502723718,-219.61758486801651,-238.28785955288834,73.916166666666669,5577.2373396660569,0.017394074850432883
1,2,0,1,pmfs_11_20,-211.69340788339167,-12.120562980572718,-31.199455621323334,-223.81397086396439,-242.892863504715,73.916166666666655,5578.2272227483863,0.012344093045714787
1,2,0,2,pmfs_1_1,-45.619843012778865,-2.1630111958555407,7.2334649705758371,-47.782854208634404,-38.386378042203027,72.308166666666665,213.55079001383979,0.092432828611343359
1,2,0,3,pmfs_2_1,-46.279260934046128,-1.8351515513938539,1.1575647554515525,-48.114412485439985,-45.121696178594576,72.314388888888871,222.04927132745274,0.097285025541453615
1,2,0,4,pmfs_2_38,-411.07728924927858,-31.66476712073219,-31.66476712073219,-442.74205637001074,-442.74205637001074,60.73438888888888,5579.7689637556086,4.439025000912599e-11
1,2,0,5,pmfs_2_37,-417.25357431211381,-31.66476712073219,-31.66476712073219,-448.91834143284598,-448.91834143284598,63.892833333333328,5579.7689637556086,1.056259232595291e-10
1,2,1,0,pmfs_12_20,-205.15865574104748,-37.113445046631782,-37.032938844390571,-242.27210078767928,-242.19159458543805,72.471755555555561,5534.5523275306277,0.017352863346687276
1,2,1,1,pmfs_11_20,-210.27488848883587,-36.02495064145436,-37.066040087011395,-246.29983913029022,-247.34092857584727,72.472644444444455,5535.5371879026807,0.01231620118638232
1,2,1,2,pmfs_1_1,-42.614528027124351,-5.7277972689638386,7.8500569431982505,-48.342325296088191,-34.764471083926097,70.70731111111111,197.83662036736899,0.092200146871827746
1,2,1,3,pmfs_2_1,-43.236893007054164,-5.6639849805938614,-3.6390686970623887,-48.900877987648023,-46.875961704116555,70.715533333333354,206.02190050216694,0.097042591073887283
1,2,1,4,pmfs_2_38,-438.70830836520616,-37.113445046631782,-37.113445046631782,-475.82175341183796,-475.82175341183796,59.491977777777777,5537.071969558423,4.434453267012671e-11
1,2,1,5,pmfs_2_37,-440.31730249283828,-37.113445046631782,-37.113445046631782,-477.43074753947008,-477.43074753947008,62.615088888888891,5537.071969558423,8.4167622352630497e-11
1,2,2,0,pmfs_12_20,-206.37204201508791,-11.552499414213981,-29.224755371526904,-217.92454142930188,-235.59679738661481,74.647333333333336,5708.7255677984813,0.017502353559547809
1,2,2,1,pmfs_11_20,-210.69723082562578,-12.800227468128384,-29.229718224037285,-223.49745829375416,-239.92694904966305,74.647333333333336,5709.7281692061088,0.012419519587735465
1,2,2,2,pmfs_1_1,-48.054066475154478,-2.4744645542362096,13.845435339559053,-50.528531029390685,-34.208631135595425,73.118000000000023,276.33696570105246,0.093022912028347837
1,2,2,3,pmfs_2_1,-48.727964310147208,-2.2054118094679547,2.861759972797179,-50.933376119615161,-45.866204337350027,73.122666666666674,285.23877838064334,0.097903428347760293
1,2,2,4,pmfs_2_38,-397.26177969131476,-29.435452836554667,-29.435452836554667,-426.6972325278694,-426.6972325278694,61.37155555555556,5711.2888088837044,4.4579587086408428e-11
1,2,2,5,pmfs_2_37,-406.87299778206705,-29.435452836554667,-29.435452836554667,-436.30845061862169,-436.30845061862169,64.546222222222227,5711.2888088837044,1.1152652779498049e-10
1,2,3,0,pmfs_12_20,-204.20073635884651,-42.889149319371739,-42.653387651209925,-247.08988567821825,-246.85412401005644,67.024999999999991,5534.1911738671606,0.017480658252693047
1,2,3,1,pmfs_11_20,-211.31641541802023,-42.889149319371739,-42.757566338528768,-254.20556473739197,-254.07398175654899,67.031222222222226,5535.1904827166054,0.012407345444058296
1,2,3,2,pmfs_1_1,-27.709124626037475,-20.249036508297291,10.52705488800062,-47.958161134334766,-17.182069738036855,64.536999999999992,189.59675653246316,0.092268469597299785
1,2,3,3,pmfs_2_1,-28.198954243949959,-20.634763847669713,5.4276070111160672,-48.833718091619673,-22.771347232833893,64.557444444444442,195.86140686401001,0.097132078893833129
1,2,3,4,pmfs_2_38,-549.23238482891634,-42.889149319371739,-42.889149319371739,-592.12153414828811,-592.12153414828811,54.914555555555552,5536.7480642824121,4.810061984934607e-11
1,2,3,5,pmfs_2_37,-532.55328556270661,-42.889149319371739,-42.889149319371739,-575.44243488207837,-575.44243488207837,57.87233333333333,5536.7480642824121,2.6220727987907789e-09
1,3,0,0,pmfs_12_20,-208.52990021604455,-33.79824092516396,-32.924372738401182,-242.3281411412085,-241.45427295444574,72.503755555555571,1865.349399073817,0.0094593614613121581
1,3,0,1,pmfs_11_20,-213.57961948615571,-30.936954866980283,-32.98020947343749,-244.51657435313598,-246.5598289595932,72.503977777777777,1865.6384934371704,0.0067399428557478047
1,3,0,2,pmfs_1_1,-41.593516507752241,-10.61426087649081,3.5042969659290941,-52.207777384243052,-38.089219541823148,70.705977777777775,298.45721292393353,0.049959188392986284
1,3,0,3,pmfs_2_1,-42.223464777128008,-10.544355678541885,-2.6509509346097855,-52.767820455669892,-44.874415711737797,70.713533333333345,297.88485486428283,0.052633053312935739
1,3,0,4,pmfs_2_38,-438.70830836520611,-34.001290503501195,-34.001290503501195,-472.7095988687073,-472.7095988687073,59.495977777777782,1866.0981203808824,2.5963042816536053e-11
1,3,0,5,pmfs_2_37,-442.60094796043978,-34.001290503501195,-34.001290503501195,-476.60223846394098,-476.60223846394098,62.627755555555567,1866.0981203808824,8.4211636160909777e-11
1,3,1,0,pmfs_12_20,-208.52990021604455,-35.306295179858317,-34.314899597519222,-243.83619539590288,-242.84479981356378,72.493533333333346,1543.5598650814468,0.0085673162634418154
1,3,1,1,pmfs_11_20,-213.57961948615574,-32.787191266899754,-34.324939530216589,-246.36681075305549,-247.90455901637233,72.493755555555566,1543.7977070681727,0.0060986645932386086
1,3,1,2,pmfs_1_1,-41.593516507752248,-14.717935915824668,-0.16517036635187399,-56.311452423576917,-41.758686874104122,70.70642222222223,255.08501902101051,0.045303685520478129
1,3,1,3,pmfs_2_1,-42.223464777128015,-14.686940493868674,-3.7935486595307073,-56.910405270996691,-46.017013436658722,70.714866666666694,255.18855552587394,0.047717756323784812
1,3,1,4,pmfs_2_38,-438.70830836520611,-35.552881555570636,-35.552881555570636,-474.26118992077676,-474.26118992077676,59.493311111111112,1544.1740316165426,2.3184740835678989e-11
1,3,1,5,pmfs_2_37,-442.60094796043984,-35.552881555570636,-35.552881555570636,-478.15382951601049,-478.15382951601049,62.621533333333346,1544.1740316165426,1.1153549679758825e-10
1,3,2,0,pmfs_12_20,-208.52990021604455,-33.204739079680962,-32.117799690246599,-241.73463929572551,-240.64769990629117,72.493977777777786,1601.600425835531,0.0087983092592293453
1,3,2,1,pmfs_11_20,-213.57961948615571,-31.099315702298462,-32.193111896966286,-244.67893518845418,-245.77273138312199,72.494200000000006,1601.8506838874648,0.0062676901536643237
1,3,2,2,pmfs_1_1,-41.593516507752248,-13.432758432521986,8.67653458303894,-55.026274940274234,-32.916981924713312,70.70686666666667,246.38258017189494,0.046462267196233809
1,3,2,3,pmfs_2_1,-42.223464777128015,-13.4322595261693,2.1246516399325497,-55.655724303297319,-40.098813137195464,70.71553333333334,245.98713179285994,0.048947176415798106
1,3,2,4,pmfs_2_38,-438.70830836520611,-33.325325425062914,-33.325325425062914,-472.03363379026905,-472.03363379026905,59.492644444444444,1602.2481573042903,2.4181808789897535e-11
1,3,2,5,pmfs_2_37,-442.60094796043984,-33.325325425062914,-33.325325425062914,-475.92627338550278,-475.92627338550278,62.619977777777784,1602.2481573042903,1.6423433652362862e-10
1,3,3,0,pmfs_12_20,-206.10312766796369,-36.601341441442976,-35.967143507950979,-242.70446910940666,-242.07027117591468,68.364033333333339,1501.9409299617064,0.0086559019403207454
1,3,3,1,pmfs_11_20,-212.73493481257594,-36.601341441442976,-36.133471230452436,-249.33627625401891,-248.86840604302839,68.367366666666669,1502.1819816927289,0.0061756174402446146
1,3,3,2,pmfs_1_1,-30.714439611691986,-15.819917698919122,4.8841936671244204,-46.534357310611107,-25.830245944567565,66.044477777777786,215.00382390503364,0.045276880792364874
1,3,3,3,pmfs_2_1,-31.241322170941924,-16.065431563283049,5.6655814095158075,-47.306753734224969,-25.575740761426118,66.063144444444447,213.17479553047022,0.047725300168361351
1,3,3,4,pmfs_2_38,-521.60136571298881,-36.601341441442976,-36.601341441442976,-558.20270715443178,-558.20270715443178,55.998922222222227,1502.5678630706584,2.6132656053019049e-11
1,3,3,5,pmfs_2_37,-509.48955738198219,-36.601341441442976,-36.601341441442976,-546.09089882342516,-546.09089882342516,59.005588888888894,1502.5678630706584,1.4535346353782946e-09
1,4,0,0,pmfs_12_20,-280.14124977054144,-85.767313875327034,-85.813789092373412,-365.90856364586847,-365.95503886291488,47.518333333333331,2962.2977460967713,0.010245642808126783
1,4,0,1,pmfs_11_20,-286.50053529809145,-85.813789092373412,-85.813789092373412,-372.31432439046489,-372.31432439046489,47.803666666666672,2962.6052315218972,0.0075114830033836079
1,4,0,2,pmfs_1_1,-619.46156921729744,-85.813789092373412,-85.813789092373412,-705.27535830967088,-705.27535830967088,48.890111111111111,2963.1760776870165,7.2823887136463217e-06
1,4,0,3,pmfs_2_1,-616.91933629370999,-85.813789092373412,-85.813789092373412,-702.73312538608343,-702.73312538608343,48.436333333333337,2963.1760693839965,8.5736585609815716e-06
1,4,0,4,pmfs_2_38,-349.41673093178724,-81.137371293959731,-44.121504262230019,-430.55410222574699,-393.53823519401726,30.433666666666667,811.58777788864745,0.61083618902879211
1,4,0,5,pmfs_2_37,-296.05973724417657,-76.555441828554308,-5.5071204690567832,-372.61517907273088,-301.56685771323333,32.655666666666662,796.4088766972169,0.35216873279677574
1,4,1,0,pmfs_12_20,-279.57479792704612,-89.994769583024663,-90.411874451764689,-369.56956751007078,-369.98667237881079,44.233888888888885,2495.9855639322209,0.012715943802773699
1,4,1,1,pmfs_11_20,-287.36863700903945,-90.363394612233563,-90.411874451764689,-377.73203162127299,-377.78051146080412,44.570333333333338,2496.3936897667008,0.0096635692887926793
1,4,1,2,pmfs_1_1,-623.61640285868486,-90.411874451764689,-90.411874451764689,-714.02827731044954,-714.02827731044954,45.785444444444444,2497.3370545474245,4.8816974094208745e-05
1,4,1,3,pmfs_2_1,-621.00174064401642,-90.411874451764689,-90.411874451764689,-711.4136150957811,-711.4136150957811,45.270777777777781,2497.3369688490793,5.2871872604012806e-05
1,4,1,4,pmfs_2_38,-456.32143281766957,-85.51852022891363,-53.535441635224743,-541.83995304658322,-509.85687445289432,27.193222222222218,494.27192150869445,0.58937656942407979
1,4,1,5,pmfs_2_37,-394.5715384843927,-82.787823940680411,-50.196687497030055,-477.35936242507313,-444.76822598142275,29.259444444444441,473.35651175091743,0.34036742729276498
1,4,2,0,pmfs_12_20,-267.54388277159245,-72.769418775982459,-72.769418775982459,-340.31330154757489,-340.31330154757489,53.848777777777784,3816.658050360973,0.0055643144424027784
1,4,2,1,pmfs_11_20,-272.11049860795299,-72.769418775982459,-72.769418775982459,-344.87991738393544,-344.87991738393544,54.071222222222232,3816.7985375048647,0.0034234771679384555
1,4,2,2,pmfs_1_1,-538.48405193231054,-72.769418775982459,-72.769418775982459,-611.25347070829298,-611.25347070829298,54.674333333333344,3816.9170773084247,8.4357272342734043e-06
1,4,2,3,pmfs_2_1,-540.10376717642748,-72.769418775982459,-72.769418775982459,-612.87318595240993,-612.87318595240993,54.395666666666671,3816.9170763474308,8.9806104991845686e-06
1,4,2,4,pmfs_2_38,-223.01931524512486,-68.468935600112701,-37.214368909810126,-291.48825084523753,-260.23368415493496,37.425000000000011,1763.9886414218345,0.59666708191874762
1,4,2,5,pmfs_2_37,-193.1886176831043,-67.820067577988695,-48.979589723553971,-261.00868526109298,-242.16820740665827,39.953666666666663,1759.8492540826455,0.34313812595158627
1,4,3,0,pmfs_12_20,-252.39957471878836,-26.274327880991009,-26.274327880991009,-278.67390259977935,-278.67390259977935,72.916422222222224,2085.4154155328988,0.0016455152978434005
1,4,3,1,pmfs_11_20,-255.14336723827108,-26.274327880991009,-26.274327880991009,-281.41769511926208,-281.41769511926208,72.989977777777796,2085.4293816743639,0.000926791837513693
1,4,3,2,pmfs_1_1,-420.8036393481766,-26.104817829291754,-26.274327880991009,-446.90845717746834,-447.0779672291676,72.60753333333335,2085.4380724281723,1.0721530228190371e-08
1,4,3,3,pmfs_2_1,-427.23259335516468,-26.078432318083841,-26.274327880991009,-453.31102567324854,-453.50692123615568,72.507533333333356,2085.4380724266548,5.3002973630497282e-08
1,4,3,4,pmfs_2_38,-46.060134326312983,-23.232906495561291,6.0110500775690561,-69.293040821874271,-40.049084248743924,57.799533333333336,163.5567443272509,0.57730916525698051
1,4,3,5,pmfs_2_37,-51.674323207294677,-23.941041371594039,-23.644832239812096,-75.615364578888716,-75.319155447106766,60.879533333333342,181.33607161605696,0.33013363174755478
1,5,0,0,pmfs_12_20,-280.01891014180478,-67.862862618571469,-67.862862618571469,-347.88177276037624,-347.88177276037624,51.452166666666663,2061.0914980561142,0.0075642055685892894
1,5,0,1,pmfs_11_20,-284.90152846322871,-67.862862618571469,-67.862862618571469,-352.76439108180017,-352.76439108180017,51.670388888888887,2061.2763631208954,0.0053895669766985087
1,5,0,2,pmfs_1_1,-589.2014205000628,-67.862862618571469,-67.862862618571469,-657.06428311863431,-657.06428311863431,52.597500000000004,2061.5702589956168,2.8059027009329752e-06
1,5,0,3,pmfs_2_1,-587.57429186706645,-67.862862618571469,-67.862862618571469,-655.43715448563796,-655.43715448563796,52.295500000000004,2061.5702578217438,3.2876802975855106e-06
1,5,0,4,pmfs_2_38,-234.03713952181892,-66.767975443436754,-14.339439452088866,-300.80511496525565,-248.37657897390778,34.916166666666662,2041.0315270499332,0.059680442471708318
1,5,0,5,pmfs_2_37,-194.64462168817965,-62.166657009660803,27.509164179313721,-256.81127869784046,-167.13545750886593,37.334833333333343,2038.5691874245924,0.036284299760834381
1,5,1,0,pmfs_12_20,-269.60864557719049,-87.257097423272612,-87.257097423272612,-356.86574300046311,-356.86574300046311,47.385222222222225,2694.6950607296499,0.0050208786911992639
1,5,1,1,pmfs_11_20,-273.57440206007749,-87.257097423272612,-87.257097423272612,-360.83149948335011,-360.83149948335011,47.660555555555561,2694.8043495020747,0.0031696166829498569
1,5,1,2,pmfs_1_1,-637.3894297510426,-87.257097423272612,-87.257097423272612,-724.64652717431522,-724.64652717431522,49.134777777777785,2694.9059992254834,3.5465782526993926e-07
1,5,1,3,pmfs_2_1,-636.22077721421374,-87.257097423272612,-87.257097423272612,-723.47787463748637,-723.47787463748637,48.732999999999997,2694.905999209253,4.1015382905318803e-07
1,5,1,4,pmfs_2_38,-374.02780393540894,-82.899239030993684,-59.539489987531141,-456.92704296640261,-433.56729392294005,30.545444444444442,2673.9037755262821,0.060350074339116683
1,5,1,5,pmfs_2_37,-327.04229894906882,-81.257263222203193,-65.436012596370887,-408.29956217127199,-392.47831154543974,32.853222222222215,2671.9988459020269,0.036210141915811171
1,5,2,0,pmfs_12_20,-279.82007912713698,-92.985688457527388,-93.29753574773008,-372.80576758466435,-373.11761487486706,41.049922222222222,907.00714339185561,0.014698649039809658
1,5,2,1,pmfs_11_20,-287.90611636303157,-93.283410998852915,-93.29753574773008,-381.18952736188447,-381.20365211076165,41.413699999999999,907.45087691618414,0.011611061116349672
1,5,2,2,pmfs_1_1,-672.87135327548413,-93.29753574773008,-93.29753574773008,-766.16888902321421,-766.16888902321421,43.207700000000003,908.81468310091032,2.0520951462513828e-05
1,5,2,3,pmfs_2_1,-669.74523518408932,-93.29753574773008,-93.29753574773008,-763.0427709318194,-763.0427709318194,42.69925555555556,908.81462993290427,2.3688445321229725e-05
1,5,2,4,pmfs_2_38,-511.14590945454597,-90.025652111603492,-48.742085634577414,-601.17156156614942,-559.88799508912336,24.217922222222217,876.93749470168734,0.074351027542346682
1,5,2,5,pmfs_2_37,-436.09330075514202,-86.851535650598308,-45.752112284655468,-522.94483640574038,-481.84541303979751,26.096144444444441,872.49767919976443,0.045593323668121237
1,5,3,0,pmfs_12_20,-271.31921050466815,-51.110481370090582,-51.110481370090582,-322.42969187475876,-322.42969187475876,59.31616666666666,2765.7799962267709,0.0047113699722081083
1,5,3,1,pmfs_11_20,-274.67379642719277,-51.110481370090582,-51.110481370090582,-325.78427779728338,-325.78427779728338,59.479277777777781,2765.8807284297654,0.0028984582231709674
1,5,3,2,pmfs_1_1,-526.81540704781401,-51.110481370090582,-51.110481370090582,-577.92588841790462,-577.92588841790462,59.850833333333334,2765.9657299478272,3.7812623683487502e-07
1,5,3,3,pmfs_2_1,-528.99559013397129,-51.110481370090582,-51.110481370090582,-580.1060715040619,-580.1060715040619,59.667944444444458,2765.9657299271603,4.4175182051078848e-07
1,5,3,4,pmfs_2_38,-128.46154533487947,-49.892158176175265,-14.798003776105263,-178.35370351105473,-143.25954911098475,43.408166666666673,2744.6452793634362,0.060805569293755517
1,5,3,5,pmfs_2_37,-110.42969040783385,-47.936821776300569,7.7367671007341059,-158.36651218413442,-102.69292330709973,46.132611111111103,2742.926406024746,0.036314455027701156
2,0,0,0,pmfs_12_20,-137.53650619540568,-63.31901928735352,27.581134968393208,-200.85552548275919,-109.95537122701248,50.331888888888891,601.96499719751978,0.30685461883393284
2,0,0,1,pmfs_11_20,-156.17376838672868,-63.324258414665053,-2.9410414816644774,-219.49802680139373,-159.11480986839317,50.714333333333336,627.56749669996384,0.3179575430860504
2,0,0,2,pmfs_1_1,-697.15913453975509,-62.46162975780306,-64.756221367905226,-759.62076429755814,-761.91535590766034,55.441000000000003,2201.8164988420849,7.7138801400238819e-05
2,0,0,3,pmfs_2_1,-697.16178816283286,-62.553463094664352,-64.164637157339612,-759.71525125749724,-761.32642532017246,55.724333333333334,2201.8143328163401,0.00012719183140929546
2,0,0,4,pmfs_2_38,-225.60425692574836,-64.399491118421196,-64.756221367905226,-290.00374804416958,-290.36047829365361,6.9478888888888912,2187.3310624179876,0.049993886314815703
2,0,0,5,pmfs_2_37,-204.59373828888857,-64.467600425810204,-64.756221367905226,-269.06133871469876,-269.34995965679377,6.9478888888888912,2184.1180626183423,0.029665616554268064
2,0,1,0,pmfs_12_20,-138.63255981262969,-60.753718993625945,37.756067671436988,-199.38627880625563,-100.8764921411927,49.765888888888895,566.2852017729856,0.31528599189146195
2,0,1,1,pmfs_11_20,-157.52547866947961,-60.749528026322139,-3.4426226218539622,-218.27500669580175,-160.96810129133357,50.163222222222231,590.87976411508316,0.3269331510959087
2,0,1,2,pmfs_1_1,-710.03051393738269,-59.761467947584691,-62.77940578984505,-769.79198188496741,-772.80991972722779,55.040111111111116,2255.2620316763537,7.9504465193574013e-05
2,0,1,3,pmfs_2_1,-708.91315644721999,-59.852378930536119,-62.132308280225018,-768.76553537775612,-771.04546472744505,55.325666666666663,2255.259728428342,0.00013112859565149834
