cell_index,x,y,source_probability
30,-7.1000003814697266,-7.4300003051757812,2.5343741877852393e-09
31,-6.8000001907348633,-7.4300003051757812,2.5343741877852393e-09
32,-6.5,-7.4300003051757812,2.5343741877852393e-09
33,-6.2000002861022949,-7.4300003051757812,2.5343741877852393e-09
34,-5.9000000953674316,-7.4300003051757812,2.5343741877852393e-09
35,-5.6000003814697266,-7.4300003051757812,2.5343741877852393e-09
36,-5.3000001907348633,-7.4300003051757812,2.5343741877852393e-09
37,-5,-7.4300003051757812,2.5343741877852393e-09
40,-4.1000003814697266,-7.4300003051757812,2.5343741877852393e-09
41,-3.7999999523162842,-7.4300003051757812,2.5343741877852393e-09
42,-3.5,-7.4300003051757812,2.5343741877852393e-09
43,-3.1999998092651367,-7.4300003051757812,2.5343741877852393e-09
44,-2.9000000953674316,-7.4300003051757812,2.5343741877852393e-09
49,-1.4000000953674316,-7.4300003051757812,2.5343741877852393e-09
50,-1.0999999046325684,-7.4300003051757812,2.5343741877852393e-09
51,-0.79999971389770508,-7.4300003051757812,2.5343741877852393e-09
52,-0.5,-7.4300003051757812,2.5343741877852393e-09
53,-0.19999980926513672,-7.4300003051757812,2.5343741877852393e-09
54,0.099999904632568359,-7.4300003051757812,2.5343741877852393e-09
55,0.40000009536743164,-7.4300003051757812,2.5343741877852393e-09
56,0.69999980926513672,-7.4300003051757812,2.5343741877852393e-09
59,-7.1000003814697266,-7.130000114440918,2.5343741877852393e-09
60,-6.8000001907348633,-7.130000114440918,2.5343741877852393e-09
61,-6.5,-7.130000114440918,2.5343741877852393e-09
62,-6.2000002861022949,-7.130000114440918,2.5343741877852393e-09
63,-5.9000000953674316,-7.130000114440918,2.5343741877852393e-09
64,-5.6000003814697266,-7.130000114440918,2.5343741877852393e-09
65,-5.3000001907348633,-7.130000114440918,2.5343741877852393e-09
66,-5,-7.130000114440918,2.5343741877852393e-09
69,-4.1000003814697266,-7.130000114440918,2.5343741877852393e-09
70,-3.7999999523162842,-7.130000114440918,2.5343741877852393e-09
71,-3.5,-7.130000114440918,2.5343741877852393e-09
72,-3.1999998092651367,-7.130000114440918,2.5343741877852393e-09
73,-2.9000000953674316,-7.130000114440918,2.5343741877852393e-09
74,-2.5999999046325684,-7.130000114440918,2.5343741877852393e-09
