run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H01_S10_M1S_20260908T142549Z,1,SENT,PENDING,16.0468,-4.1,-1.13
CTPI_H01_S10_M1S_20260908T142549Z,1,RESULT,SUCCEEDED,16.8228,-4.1,-1.13
CTPI_H01_S10_M1S_20260908T142549Z,2,SENT,PENDING,32.8499,-5,-0.83
CTPI_H01_S10_M1S_20260908T142549Z,2,RESULT,SUCCEEDED,33.6728,-5,-0.83
CTPI_H01_S10_M1S_20260908T142549Z,3,SENT,PENDING,49.7475,-5.9,-0.83
CTPI_H01_S10_M1S_20260908T142549Z,3,RESULT,SUCCEEDED,50.4627,-5.9,-0.83
CTPI_H01_S10_M1S_20260908T142549Z,4,SENT,PENDING,66.8534,-2.9,2.47
CTPI_H01_S10_M1S_20260908T142549Z,4,RESULT,SUCCEEDED,72.2548,-2.9,2.47
CTPI_H01_S10_M1S_20260908T142549Z,5,SENT,PENDING,88.3351,-2.3,2.47
CTPI_H01_S10_M1S_20260908T142549Z,5,RESULT,SUCCEEDED,88.8434,-2.3,2.47
CTPI_H01_S10_M1S_20260908T142549Z,6,SENT,PENDING,104.843,-1.7,2.47
CTPI_H01_S10_M1S_20260908T142549Z,6,RESULT,SUCCEEDED,105.437,-1.7,2.47
CTPI_H01_S10_M1S_20260908T142549Z,7,SENT,PENDING,121.794,-3.8,2.17
CTPI_H01_S10_M1S_20260908T142549Z,7,RESULT,SUCCEEDED,123.416,-3.8,2.17
CTPI_H01_S10_M1S_20260908T142549Z,8,SENT,PENDING,139.459,-4.4,2.17
CTPI_H01_S10_M1S_20260908T142549Z,8,RESULT,SUCCEEDED,140.046,-4.4,2.17
CTPI_H01_S10_M1S_20260908T142549Z,9,SENT,PENDING,156.037,-4.1,2.77
CTPI_H01_S10_M1S_20260908T142549Z,9,RESULT,SUCCEEDED,156.646,-4.1,2.77
CTPI_H01_S10_M1S_20260908T142549Z,10,SENT,PENDING,172.953,-1.7,0.67
CTPI_H01_S10_M1S_20260908T142549Z,10,RESULT,SUCCEEDED,176.057,-1.7,0.67
CTPI_H01_S10_M1S_20260908T142549Z,11,SENT,PENDING,192.145,-2.6,1.87
CTPI_H01_S10_M1S_20260908T142549Z,11,RESULT,SUCCEEDED,193.824,-2.6,1.87
CTPI_H01_S10_M1S_20260908T142549Z,12,SENT,PENDING,209.946,-3.5,2.77
CTPI_H01_S10_M1S_20260908T142549Z,12,RESULT,SUCCEEDED,210.811,-3.5,2.77
CTPI_H01_S10_M1S_20260908T142549Z,13,SENT,PENDING,227.288,-0.8,0.0700002
CTPI_H01_S10_M1S_20260908T142549Z,13,RESULT,SUCCEEDED,230.239,-0.8,0.0700002
