environment_index,null_id,mean_truth_nll,mean_truth_rank
0,0,3.4770008232317458,1.125
0,1,4.170135326039223,1.0416666666666667
0,2,0.14185286787045812,1.0416666666666667
0,3,9.950270350273613,1.0833333333333333
0,4,0.04717973431296246,1.0416666666666667
0,5,3.6039365949769415,1.0833333333333333
0,6,4.80500025732204,1.0416666666666667
0,7,8.557543320230431,1.0833333333333333
0,8,0.04834766335220814,1.0
0,9,2.7098757352419214,1.0833333333333333
0,10,3.716248005059057,1.0416666666666667
0,11,11.405670006613777,1.0416666666666667
0,12,5.999823145816933,1.125
0,13,0.34265029814393716,1.0416666666666667
0,14,1.1201342642401144,1.0833333333333333
0,15,10.571587035581837,1.0833333333333333
0,16,4.28061338224287,1.0833333333333333
0,17,0.08174684125527959,1.0416666666666667
0,18,8.196651297192576,1.0833333333333333
0,19,11.824521482298833,1.0833333333333333
0,20,12.379286094493962,1.0833333333333333
0,21,6.510297908088982,1.0833333333333333
0,22,0.3044865694188536,1.0416666666666667
0,23,0.15674500174883713,1.0416666666666667
0,24,0.04648386366315177,1.0416666666666667
0,25,8.588635819646928,1.0833333333333333
0,26,5.701000763617716,1.0416666666666667
0,27,11.242188451676332,1.0833333333333333
0,28,0.3152658186910348,1.0416666666666667
0,29,0.35269320700088597,1.0833333333333333
0,30,7.498581479594585,1.125
0,31,5.615845820986258,1.0833333333333333
0,32,6.809499357765087,1.0833333333333333
0,33,3.602424440712429,1.0833333333333333
0,34,4.589167322065298,1.0833333333333333
0,35,10.553685474487935,1.0833333333333333
0,36,3.9946112697349387,1.0833333333333333
0,37,5.9198101219446455,1.0416666666666667
0,38,0.7974023917253001,1.0833333333333333
0,39,4.8128412701032355,1.0833333333333333
0,40,7.186496098927456,1.0833333333333333
0,41,10.77480584635476,1.0833333333333333
0,42,4.99557752510441,1.0833333333333333
0,43,16.201361163287974,1.0833333333333333
0,44,2.159648353514228,1.0833333333333333
0,45,4.461924031937672,1.0833333333333333
0,46,4.396483006843936,1.0833333333333333
0,47,1.891095795489848,1.125
0,48,8.213280293975092,1.0833333333333333
0,49,0.37239399907090637,1.0416666666666667
0,50,1.6577188492196566,1.0833333333333333
0,51,9.324852318419964,1.0833333333333333
0,52,0.9544525433504975,1.0833333333333333
0,53,20.180355068459065,1.0833333333333333
0,54,4.334004405792246,1.0833333333333333
0,55,1.3822437230945062,1.0833333333333333
0,56,20.166663937040248,1.125
0,57,11.794876289376331,1.0833333333333333
0,58,8.62871329658345,1.0833333333333333
0,59,14.853924207269344,1.0833333333333333
0,60,0.29316200939179465,1.0416666666666667
0,61,0.26837292936744295,1.0416666666666667
0,62,0.15962600977126018,1.0416666666666667
0,63,0.3068574767337803,1.0416666666666667
0,64,3.9738513491065173,1.0833333333333333
0,65,11.826616217272795,1.0833333333333333
0,66,4.509021403887821,1.0833333333333333
0,67,0.0910417475687579,1.0416666666666667
0,68,4.929585601995771,1.0833333333333333
0,69,11.110570625939774,1.0833333333333333
0,70,9.685714311123945,1.0833333333333333
0,71,0.3785219939141331,1.0833333333333333
0,72,15.754500980067364,1.0833333333333333
0,73,5.721996535746556,1.0833333333333333
0,74,0.9542953365375436,1.0833333333333333
0,75,1.0685682588442467,1.0416666666666667
0,76,4.40355996073485,1.0833333333333333
0,77,8.64185242389136,1.0833333333333333
0,78,0.6213081543476328,1.0833333333333333
0,79,8.775184927462712,1.125
0,80,0.3057151040050886,1.125
0,81,8.411822537960015,1.0416666666666667
0,82,12.248607091330479,1.0416666666666667
0,83,0.6543168138051446,1.0416666666666667
0,84,13.960504578424485,1.0833333333333333
0,85,1.5332831094568975,1.0833333333333333
0,86,7.810720985124181,1.0833333333333333
0,87,3.599200157176883,1.0833333333333333
0,88,0.04566295527941038,1.0
0,89,0.10146086183357916,1.0416666666666667
0,90,0.30181611238599243,1.0416666666666667
0,91,0.5646054917946185,1.0416666666666667
0,92,10.021376704437065,1.0833333333333333
0,93,7.312945239960786,1.0833333333333333
0,94,1.8253225303751204,1.0833333333333333
0,95,10.841791441776785,1.0833333333333333
0,96,16.6646333819165,1.0833333333333333
0,97,3.640049363131462,1.0833333333333333
0,98,6.459388061451617,1.0833333333333333
0,99,11.917674106467869,1.0833333333333333
0,100,3.857367181875624,1.0833333333333333
0,101,9.454670116967153,1.0833333333333333
0,102,6.807052425228961,1.0833333333333333
0,103,24.490562140160943,1.0416666666666667
0,104,6.997224541031521,1.0416666666666667
0,105,0.05911201257633717,1.0416666666666667
0,106,12.87224477956669,1.125
0,107,3.3398493721513725,1.0416666666666667
0,108,18.155332397683733,1.0833333333333333
0,109,0.032603384606258216,1.0
0,110,0.5555530925322067,1.0416666666666667
0,111,8.855928723495984,1.0833333333333333
0,112,8.073127735778698,1.0833333333333333
0,113,0.15593134049381738,1.0416666666666667
0,114,8.071914016700076,1.0833333333333333
0,115,8.487521432835313,1.0416666666666667
0,116,0.3667214450747968,1.0416666666666667
0,117,0.7773128974976432,1.0833333333333333
0,118,12.394318941732699,1.125
0,119,14.024310138127227,1.0416666666666667
0,120,4.977721105833049,1.0833333333333333
0,121,0.21243579106258628,1.0416666666666667
0,122,3.110594593320819,1.0416666666666667
0,123,6.999926116058806,1.0833333333333333
0,124,20.024965265630154,1.0416666666666667
0,125,1.2922079843262588,1.0833333333333333
0,126,3.490655071509003,1.0833333333333333
0,127,14.648322514057137,1.0833333333333333
0,128,4.658672702131304,1.0833333333333333
0,129,5.447446815822167,1.0833333333333333
0,130,1.086617978404982,1.125
0,131,0.2922272109303805,1.0416666666666667
0,132,10.972318147728068,1.0833333333333333
0,133,5.283722353177349,1.0833333333333333
0,134,15.963763101207439,1.125
0,135,10.206719278923096,1.0416666666666667
0,136,0.5755441569618489,1.0416666666666667
0,137,1.1921718760047744,1.0833333333333333
0,138,0.529717657955714,1.0416666666666667
0,139,0.4084066045877685,1.0416666666666667
0,140,0.24327117601226245,1.0416666666666667
0,141,0.2083767207634727,1.0416666666666667
0,142,0.1292876427421189,1.0416666666666667
0,143,2.912342909842898,1.0833333333333333
0,144,2.3304541640504097,1.0833333333333333
0,145,2.9687095807108084,1.0833333333333333
0,146,14.49907372245472,1.0833333333333333
0,147,8.768220250296386,1.0833333333333333
0,148,4.911645494131057,1.0833333333333333
0,149,1.8034318604234636,1.0416666666666667
0,150,0.3763324713692666,1.0416666666666667
0,151,0.09050709888764656,1.0416666666666667
0,152,14.48804094339769,1.125
0,153,0.36806681344934855,1.0416666666666667
0,154,5.832882352593702,1.0833333333333333
0,155,0.3253749788249732,1.0416666666666667
0,156,12.796155877421354,1.0833333333333333
0,157,5.061117417146365,1.0833333333333333
0,158,0.23480673007913666,1.0416666666666667
0,159,3.725298435781663,1.0833333333333333
0,160,14.520100412421215,1.0833333333333333
0,161,8.072772457920633,1.0833333333333333
0,162,0.21512652219947373,1.0416666666666667
0,163,8.110801668969298,1.0416666666666667
0,164,14.866738439632117,1.0833333333333333
0,165,12.58343351718471,1.125
0,166,0.024253026795866467,1.0
0,167,0.12867686154176164,1.0416666666666667
0,168,13.143882849114851,1.0833333333333333
0,169,14.346274528841155,1.0833333333333333
0,170,7.981504084697627,1.0416666666666667
0,171,13.803295856873966,1.0416666666666667
0,172,3.941880881162992,1.0833333333333333
0,173,5.263464646829635,1.0833333333333333
0,174,8.593327957937072,1.0416666666666667
0,175,0.0652655550015433,1.0416666666666667
0,176,0.09090369054334065,1.0416666666666667
0,177,0.04198980047787243,1.0
0,178,0.09424614628675594,1.0416666666666667
0,179,3.2694935503322355,1.0833333333333333
0,180,9.569298146323407,1.0833333333333333
0,181,5.022795416791099,1.0833333333333333
0,182,0.08965580250234122,1.0416666666666667
0,183,4.55766542314214,1.0833333333333333
0,184,5.1683022976198085,1.0833333333333333
0,185,1.1363133772448317,1.0833333333333333
0,186,12.156781369046799,1.0416666666666667
0,187,0.6048910517633993,1.0833333333333333
0,188,16.953058300032744,1.0833333333333333
0,189,0.42327179655460156,1.0833333333333333
0,190,6.527579141264899,1.0833333333333333
0,191,4.438416162732515,1.0833333333333333
0,192,6.5373747023251,1.125
0,193,6.003580003595668,1.0833333333333333
0,194,1.887447114108723,1.125
0,195,1.054971676412281,1.0833333333333333
0,196,0.11773628614479864,1.0416666666666667
0,197,6.800674692335878,1.0833333333333333
0,198,1.198368995422871,1.0833333333333333
0,199,10.375460201132936,1.0833333333333333
1,0,12.167049626797187,1.2083333333333333
1,1,7.552536177614172,1.25
1,2,13.676485505701953,1.2083333333333333
1,3,6.872204160878702,1.25
1,4,16.21850034649849,1.2083333333333333
1,5,9.93003546250509,1.2083333333333333
1,6,10.424442935774477,1.2083333333333333
1,7,10.13210834506233,1.1666666666666667
1,8,10.115778628388433,1.2083333333333333
1,9,14.130337507608916,1.2083333333333333
1,10,8.877077516132177,1.25
1,11,12.81614568692657,1.2083333333333333
1,12,10.883238553963444,1.25
1,13,9.670395889932845,1.2083333333333333
1,14,6.864096963925051,1.1666666666666667
1,15,13.426989555803715,1.2083333333333333
1,16,9.765856795727817,1.25
1,17,12.723266595635367,1.2083333333333333
1,18,13.363449715087773,1.1666666666666667
1,19,7.048197249246894,1.1666666666666667
1,20,9.748719931893367,1.2083333333333333
1,21,7.508509127615703,1.2083333333333333
1,22,13.186557648033478,1.25
1,23,6.725691817937552,1.25
1,24,12.642390573323189,1.25
1,25,10.466345618722599,1.1666666666666667
1,26,10.178292705942015,1.25
1,27,10.824713181885365,1.2083333333333333
1,28,10.11277892528425,1.1666666666666667
1,29,13.556503025191956,1.2083333333333333
1,30,12.34978642874426,1.1666666666666667
1,31,12.87911157384782,1.2083333333333333
1,32,8.964762297450612,1.25
1,33,8.040187080646525,1.25
1,34,11.835955738599845,1.1666666666666667
1,35,11.85989247334638,1.1666666666666667
1,36,12.396396474343158,1.2083333333333333
1,37,7.633266219777808,1.25
1,38,11.040168411590656,1.2083333333333333
1,39,9.714175865178467,1.1666666666666667
1,40,15.809083624613661,1.2083333333333333
1,41,10.19307445880696,1.1666666666666667
1,42,12.207437747861343,1.1666666666666667
1,43,9.446767333310214,1.1666666666666667
1,44,12.450252493822056,1.2083333333333333
1,45,9.540893585975015,1.25
1,46,8.022853247196293,1.2083333333333333
1,47,12.661838497042075,1.2083333333333333
1,48,11.359015966758724,1.1666666666666667
1,49,10.52421315615948,1.2083333333333333
1,50,11.57863776783793,1.1666666666666667
1,51,12.093359622983456,1.1666666666666667
1,52,14.573770795265794,1.2083333333333333
1,53,10.74633621303924,1.2083333333333333
1,54,10.978858177115,1.1666666666666667
1,55,11.35459669043649,1.2083333333333333
1,56,11.963483139937386,1.2083333333333333
1,57,11.554772561411383,1.2083333333333333
1,58,9.160989023820697,1.2083333333333333
1,59,15.325393978275372,1.2083333333333333
1,60,11.83851546834633,1.1666666666666667
1,61,12.29498822420049,1.2083333333333333
1,62,10.776274369653274,1.25
1,63,8.663911879748511,1.25
1,64,6.531150869213465,1.25
1,65,7.031802636896089,1.25
1,66,15.427872181482174,1.25
1,67,17.216002070036215,1.2083333333333333
1,68,6.271505898654116,1.25
1,69,15.553625554984343,1.25
1,70,10.88696874466202,1.1666666666666667
1,71,14.516609804448544,1.2083333333333333
1,72,9.895778972127223,1.2083333333333333
1,73,5.4445778689588415,1.25
1,74,6.588741527744687,1.1666666666666667
1,75,9.00001609197055,1.1666666666666667
1,76,12.284165056151574,1.25
1,77,13.401144626203369,1.25
1,78,15.801400240386423,1.2083333333333333
1,79,11.275907740119225,1.2083333333333333
1,80,11.425223765632888,1.2083333333333333
1,81,9.545733635739426,1.25
1,82,5.961675642289426,1.25
1,83,7.060232661835259,1.1666666666666667
1,84,11.154216568848737,1.25
1,85,9.623944937529947,1.1666666666666667
1,86,5.161608260011427,1.1666666666666667
1,87,10.792680194509225,1.1666666666666667
1,88,7.335369522355947,1.25
1,89,7.385370212142885,1.1666666666666667
1,90,6.740869868488976,1.25
1,91,6.958849318963793,1.25
1,92,7.607780745558251,1.25
1,93,11.683851423702999,1.2083333333333333
1,94,9.969324824613734,1.2083333333333333
1,95,9.200345623994638,1.1666666666666667
1,96,14.023400609481186,1.2083333333333333
1,97,14.096760101285993,1.2083333333333333
1,98,12.450259907079028,1.1666666666666667
1,99,8.869511454875154,1.25
1,100,8.707871763979938,1.25
1,101,10.605800525928204,1.25
1,102,7.263352388676704,1.25
1,103,16.458967032312962,1.2083333333333333
1,104,16.3208357336006,1.1666666666666667
1,105,10.40376395456094,1.2083333333333333
1,106,13.037903215496193,1.1666666666666667
1,107,13.132415488076129,1.2083333333333333
1,108,12.184592405604134,1.2083333333333333
1,109,9.804098973961864,1.2083333333333333
1,110,9.547053074595052,1.25
1,111,11.952246116412512,1.2083333333333333
1,112,14.036796099398321,1.2083333333333333
1,113,13.554693865068577,1.25
1,114,11.30036893882694,1.1666666666666667
1,115,8.327496328613124,1.2083333333333333
1,116,14.09757585086241,1.2083333333333333
1,117,16.678356124623647,1.2083333333333333
1,118,9.31729317716571,1.25
1,119,5.990670573133497,1.1666666666666667
1,120,10.175588853127122,1.1666666666666667
1,121,10.408197704685703,1.1666666666666667
