environment_index,house,wind,source_index,source_id,target_index,seed,cube_sha256,model,truth_nll,truth_rank,top1,top3,brier,mass_0p5m,mass_1m,expected_distance_m,map_distance_error_m,map_source_id,nearest_confusion,true_vs_nearest_logodds
0,House01,"1,3-2,4_fast",1,pmfs_13_19,0,217234422,10e13f352c37d1a626d171a59b0df76e9e7a11c7756c0ae89ab06c3fd9259410,MATCHED_BLOCK_DIAG,4.717802081088962e-05,1,1,1,4.45132131154935e-09,0.9999999999999996,0.9999999999999996,1.4153072383524233e-05,0.0,pmfs_13_19,0,9.96155884551981
0,House01,"1,3-2,4_fast",1,pmfs_13_19,1,802085035,861f3ae20c6248faf2e51c71a7523c201d631a093d5726406bfe3b78401fdef4,MATCHED_BLOCK_DIAG,183.32965403686137,2,0,1,2.0,1.0,1.0,0.2999999999999998,0.2999999999999998,pmfs_13_18,1,-183.32965403686137
0,House01,"1,3-2,4_fast",1,pmfs_13_19,2,1669888489,d64a06fc80fd50901f3610bf6927413afa725237211a6191e40639bb58084e49,MATCHED_BLOCK_DIAG,0.0038520350876112275,1,1,1,2.956229073936001e-05,1.0000000000000007,1.0000000000000007,0.0011533876552445262,0.0,pmfs_13_19,0,5.557227040353233
0,House01,"1,3-2,4_fast",1,pmfs_13_19,3,460280753,16081dac72c5938a49a99f3e5ac299852ad413e7e34b66ba78fc7bd2c8256aef,MATCHED_BLOCK_DIAG,6.112980344141761e-09,1,1,1,0.0,0.9999999999999989,0.9999999999999989,1.8338937691161817e-09,0.0,pmfs_13_19,0,18.912851577406343
0,House01,"1,3-2,4_fast",2,pmfs_27_36,0,127015129,fa2e2046d037dd12fbf1f618feffa15ceee79773f7221bb3c9520b2527b4c7eb,MATCHED_BLOCK_DIAG,0.00023896425721225967,1,1,1,1.1418054457479343e-07,0.9999999999999994,0.9999999999999994,7.168071225832508e-05,0.0,pmfs_27_36,0,8.339077084124241
0,House01,"1,3-2,4_fast",2,pmfs_27_36,1,541959769,079fb769bb5812ed18046857dbd06c20c068376505428df1a1fd665ba837cf9f,MATCHED_BLOCK_DIAG,0.000236158876868231,1,1,1,1.1151569223599722e-07,1.0000000000000007,1.0000000000000007,7.083929806690604e-05,0.0,pmfs_27_36,0,8.350887690607026
0,House01,"1,3-2,4_fast",2,pmfs_27_36,2,1635641182,e702002172bb06c58774b149ec77a819599aab25c5794299f7a3b5e83510a487,MATCHED_BLOCK_DIAG,0.0008569579647872416,1,1,1,1.467495875484559e-06,1.0,1.0,0.00025697726435290976,0.0,pmfs_27_36,0,7.0616931802445215
0,House01,"1,3-2,4_fast",2,pmfs_27_36,3,1910855600,e1d2804c311536c034a3f3d4dc7f3701bf76fa574f09ae497833fb844a09bfdb,MATCHED_BLOCK_DIAG,0.0006790338393756201,1,1,1,9.215479706004004e-07,1.0000000000000002,1.0000000000000002,0.00020364100442155813,0.0,pmfs_27_36,0,7.294500058437777
0,House01,"1,3-2,4_fast",3,pmfs_26_36,0,139290499,f6721912280b18f88fc466eae476d82e04a45ecc2af73488beeba8f55f958ab4,MATCHED_BLOCK_DIAG,-0.0,1,1,1,0.0,1.0,1.0,2.2476559700426232e-85,0.0,pmfs_26_36,0,193.70587221808532
0,House01,"1,3-2,4_fast",3,pmfs_26_36,1,1563513389,12eb66fc2c220a514318bb7059718a5fb6b63f49b73ebe751f23f4b85f7427e8,MATCHED_BLOCK_DIAG,0.000393720133397224,1,1,1,3.099090495339851e-07,1.0000000000000007,1.0000000000000007,0.00011809279073917408,0.0,pmfs_26_36,0,7.839673355863649
0,House01,"1,3-2,4_fast",3,pmfs_26_36,2,825654739,0c5efbea5b57f156af74f827ff11f9fef9495b31d5cff1ab96885791eeceef18,MATCHED_BLOCK_DIAG,0.3671914839561854,1,1,1,0.18889485780482396,1.0,1.0,0.09219690125604614,0.0,pmfs_26_36,0,0.8126644696388556
0,House01,"1,3-2,4_fast",3,pmfs_26_36,3,1427337066,e341584f300603736606d94e4f1aeb00cf7650060004875cd833f71779a32027,MATCHED_BLOCK_DIAG,-0.0,1,1,1,0.0,1.0,1.0,3.9250345671803005e-225,0.0,pmfs_26_36,0,515.5102979612138
