environment_index	house	wind	source_index	source_id	reference_index	origin	requested_seed	cube_sha256	pooled_sha256	pooled_value_sha256	run_dir
0	House01	1,3-2,4_fast	5	pmfs_27_2	3	E2_OPEN_REFERENCE	2026110053	6add642899a33c25db3b9294de5df0473c1c9e1b08de41b403a6b7f20d4f403c		855d206f44e70ad07adac68bda9b50a0f1e58b821b3cf62ac913baca5c499eeb	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E0_House01/1,3-2,4_fast/pmfs_27_2/r3_seed2026110053
0	House01	1,3-2,4_fast	5	pmfs_27_2	4	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026120050	9dc48086532f1417f5b76fd23b809f568c4d37e17e2e573e1bec64547aef38ed	f6a0cc79b8befbfb9cf267aa50619861348fde3a9e6795215c7645a02e590c64	4b9d2e017d92dac6b1282964a042e787ec450654b6504a06986c4a7d4551cba0	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E0_House01/1,3-2,4_fast/pmfs_27_2/t0_seed2026120050
0	House01	1,3-2,4_fast	5	pmfs_27_2	5	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026120051	826ef958443d67f4775f54272bb63da3808b84d1c4d0ae05c5a570e4e919fcd6	2e936dad8ccd01a80e87374925151ff47b46ebc5fd6c90e54cbe8c7bc59f2ede	c6d305baf625236f4b01166ddbf493d94d668ecd5f04e5bce7a522219ee29cc0	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E0_House01/1,3-2,4_fast/pmfs_27_2/t1_seed2026120051
1	House02	3,5-1_slow	0	pmfs_12_20	0	E2_OPEN_REFERENCE	2026111000	ca18841dbeab0b35ad01c8788c7098590e3e653222284b33d300028130e7c40c		2867efc9ae8fd30930195a0cc5d9f4768b986856e338ee0839a239aa774cc691	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E1_House02/3,5-1_slow/pmfs_12_20/r0_seed2026111000
1	House02	3,5-1_slow	0	pmfs_12_20	1	E2_OPEN_REFERENCE	2026111001	9e29293e59e87a171a2676215a24ea519965094273eac64a11993a7dfb0f0d33		91c53214fc63e5857a72c3733aa018878b3b22731f295a2e32755e4a475cc37e	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E1_House02/3,5-1_slow/pmfs_12_20/r1_seed2026111001
1	House02	3,5-1_slow	0	pmfs_12_20	2	E2_OPEN_REFERENCE	2026111002	325cbf5755c08544ca7deee9ba9ed8005b2629e87344bcd3c5ed89c9c01ea05b		5864b95b39f92c37b8e6f76e50bc356e95bcc2311b3d730b6138feb1a3cfad1e	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E1_House02/3,5-1_slow/pmfs_12_20/r2_seed2026111002
1	House02	3,5-1_slow	0	pmfs_12_20	3	E2_OPEN_REFERENCE	2026111003	5a157a352bc6cca07e3d6d88591b082a49b2c06fdcd32ceb48dd152cb1029742		960a99e2e200832500307ccff606392e5850b8c7e3c01785064bc609f9ee50bd	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E1_House02/3,5-1_slow/pmfs_12_20/r3_seed2026111003
1	House02	3,5-1_slow	0	pmfs_12_20	4	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026121000	2d1210389e2ffd26bd1e9a0eaa5797f3dc3bdd235ae8464013ca7bb21b935b64	b886a89abe0c70483caceec1a5002bea5ea4f883aebd139d37fe45edd3404533	b24b46d55c2a6c43ed20ca2e8004f573864662314c7a446f52fbb855a54883a3	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E1_House02/3,5-1_slow/pmfs_12_20/t0_seed2026121000
1	House02	3,5-1_slow	0	pmfs_12_20	5	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026121001	c9c24922688dc8e6e53e549435db13161fa001a03b77025a24af4738d23cb95e	3192c4c1ac05b5ccb16a967290cffaff1ad30cefaaa088e32816abd3b8b43bbb	29188ad9029d066dd08f7e2c269673a2cacf30dcc39ef4c16f6c8485249f9c05	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E1_House02/3,5-1_slow/pmfs_12_20/t1_seed2026121001
1	House02	3,5-1_slow	1	pmfs_11_20	0	E2_OPEN_REFERENCE	2026111010	912df1b2c173778b9877e02f4740110090a57d3e0d4d116b70425d6eea6aebf2		c66b57c873b2eb88fbdba2183d20daee6baa463b43ddb5b7ca0b638714ce0047	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E1_House02/3,5-1_slow/pmfs_11_20/r0_seed2026111010
1	House02	3,5-1_slow	1	pmfs_11_20	1	E2_OPEN_REFERENCE	2026111011	e006cb6ad15edea69aa6788f87a6cd029f49130e8778871c1e99a67a5a380702		d080f2b9e1a6571202a4ffbbb931772122b6e2ac22fd48b87dee12f0f9429b2c	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E1_House02/3,5-1_slow/pmfs_11_20/r1_seed2026111011
1	House02	3,5-1_slow	1	pmfs_11_20	2	E2_OPEN_REFERENCE	2026111012	cb8cd36de9c94052790b11728f377792272b568d3b2e1edf9b73a4de5492de05		1fbb6e9be2d890abde7325d29e019736cbc1a37a2dafc0da3be62f05bbfe0a23	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E1_House02/3,5-1_slow/pmfs_11_20/r2_seed2026111012
1	House02	3,5-1_slow	1	pmfs_11_20	3	E2_OPEN_REFERENCE	2026111013	f9d652b775bd51df847405a508eadeb725886a8004c1dfea82ac6e3379399100		3a301d05fda201772d5b5a75bacbff640fcbef25779131c68b45d1c18c486a36	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E1_House02/3,5-1_slow/pmfs_11_20/r3_seed2026111013
1	House02	3,5-1_slow	1	pmfs_11_20	4	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026121010	e9ad4d21153304768c6919f44cf46356bca5f716f40e790af871160e53ae2b44	74c97e916320b13b598d56c1861182387500f4e9121523d3fcc63436537b0368	73717252e62350909a8a5ea3798955d7f97037e4c0cb11571b0abaadc6c4eb40	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E1_House02/3,5-1_slow/pmfs_11_20/t0_seed2026121010
1	House02	3,5-1_slow	1	pmfs_11_20	5	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026121011	a2d46e925f79e37e0c8c8132d08efe24701575d0d865dcc24725492cdde7da9c	641c191da217e05b5175daf9993cf5fccc16a8287eb05d68a2ca9d4bc1dfe0e3	92f900880607cdd98cd3acf975b3eedc1e4ff7656358b7944b4501845ca74b1f	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E1_House02/3,5-1_slow/pmfs_11_20/t1_seed2026121011
1	House02	3,5-1_slow	2	pmfs_1_1	0	E2_OPEN_REFERENCE	2026111020	3c4a120b65da65c58bd0feeeceb4fcaef2b850a90f3e1ae557f72fb1fe8adb15		8f947dc55872e1320ebb1be2a5b298c3fc742bbbb1aed21dbaa23d39d3c8aed5	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E1_House02/3,5-1_slow/pmfs_1_1/r0_seed2026111020
1	House02	3,5-1_slow	2	pmfs_1_1	1	E2_OPEN_REFERENCE	2026111021	2f45939ecb9cc89f144aa35e186d42ff25f150e5f3688c68e7570bfb84dd823d		f30f8d56c886dad301ef44c0fac100544b59ae02eaefacb1ccc49ce029c83f70	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E1_House02/3,5-1_slow/pmfs_1_1/r1_seed2026111021
1	House02	3,5-1_slow	2	pmfs_1_1	2	E2_OPEN_REFERENCE	2026111022	b42f681d36082a0a2348969ccc1287839ca201fde00b8a7b0e81c55af98a08d1		1890024beb9e72e3eca1b525e3c7c8ab8c4decaaf9b125dc82c643ba06027bb3	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E1_House02/3,5-1_slow/pmfs_1_1/r2_seed2026111022
