phase	environment_index	house	wind	source_index	source_id	source_xyz	new_index	seed_key	requested_seed	run_dir
REFERENCE	2	House02	4,5-3_slow	0	pmfs_12_20	[-1.6427300000000002, -1.3008800000000003, 0.2]	0	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_12_20|reference_new_index=0	1286822142	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_12_20/reference_00_seed_1286822142
REFERENCE	2	House02	4,5-3_slow	0	pmfs_12_20	[-1.6427300000000002, -1.3008800000000003, 0.2]	1	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_12_20|reference_new_index=1	541997714	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_12_20/reference_01_seed_541997714
REFERENCE	2	House02	4,5-3_slow	0	pmfs_12_20	[-1.6427300000000002, -1.3008800000000003, 0.2]	2	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_12_20|reference_new_index=2	1824050896	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_12_20/reference_02_seed_1824050896
REFERENCE	2	House02	4,5-3_slow	0	pmfs_12_20	[-1.6427300000000002, -1.3008800000000003, 0.2]	3	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_12_20|reference_new_index=3	1845609128	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_12_20/reference_03_seed_1845609128
REFERENCE	2	House02	4,5-3_slow	0	pmfs_12_20	[-1.6427300000000002, -1.3008800000000003, 0.2]	4	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_12_20|reference_new_index=4	2104305448	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_12_20/reference_04_seed_2104305448
REFERENCE	2	House02	4,5-3_slow	0	pmfs_12_20	[-1.6427300000000002, -1.3008800000000003, 0.2]	5	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_12_20|reference_new_index=5	59936007	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_12_20/reference_05_seed_59936007
REFERENCE	2	House02	4,5-3_slow	1	pmfs_11_20	[-1.9427300000000005, -1.3008800000000003, 0.2]	0	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_11_20|reference_new_index=0	1039803679	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_11_20/reference_00_seed_1039803679
REFERENCE	2	House02	4,5-3_slow	1	pmfs_11_20	[-1.9427300000000005, -1.3008800000000003, 0.2]	1	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_11_20|reference_new_index=1	1767964864	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_11_20/reference_01_seed_1767964864
REFERENCE	2	House02	4,5-3_slow	1	pmfs_11_20	[-1.9427300000000005, -1.3008800000000003, 0.2]	2	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_11_20|reference_new_index=2	1728464213	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_11_20/reference_02_seed_1728464213
REFERENCE	2	House02	4,5-3_slow	1	pmfs_11_20	[-1.9427300000000005, -1.3008800000000003, 0.2]	3	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_11_20|reference_new_index=3	169101083	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_11_20/reference_03_seed_169101083
REFERENCE	2	House02	4,5-3_slow	1	pmfs_11_20	[-1.9427300000000005, -1.3008800000000003, 0.2]	4	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_11_20|reference_new_index=4	1211976142	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_11_20/reference_04_seed_1211976142
REFERENCE	2	House02	4,5-3_slow	1	pmfs_11_20	[-1.9427300000000005, -1.3008800000000003, 0.2]	5	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_11_20|reference_new_index=5	844555366	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_11_20/reference_05_seed_844555366
REFERENCE	2	House02	4,5-3_slow	2	pmfs_1_1	[-4.94273, -7.0008799999999995, 0.2]	0	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_1_1|reference_new_index=0	668053556	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_1_1/reference_00_seed_668053556
REFERENCE	2	House02	4,5-3_slow	2	pmfs_1_1	[-4.94273, -7.0008799999999995, 0.2]	1	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_1_1|reference_new_index=1	146151104	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_1_1/reference_01_seed_146151104
REFERENCE	2	House02	4,5-3_slow	2	pmfs_1_1	[-4.94273, -7.0008799999999995, 0.2]	2	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_1_1|reference_new_index=2	1035075574	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_1_1/reference_02_seed_1035075574
REFERENCE	2	House02	4,5-3_slow	2	pmfs_1_1	[-4.94273, -7.0008799999999995, 0.2]	3	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_1_1|reference_new_index=3	2086983823	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_1_1/reference_03_seed_2086983823
REFERENCE	2	House02	4,5-3_slow	2	pmfs_1_1	[-4.94273, -7.0008799999999995, 0.2]	4	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_1_1|reference_new_index=4	1394908969	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_1_1/reference_04_seed_1394908969
REFERENCE	2	House02	4,5-3_slow	2	pmfs_1_1	[-4.94273, -7.0008799999999995, 0.2]	5	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_1_1|reference_new_index=5	7331739	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_1_1/reference_05_seed_7331739
REFERENCE	2	House02	4,5-3_slow	3	pmfs_2_1	[-4.64273, -7.0008799999999995, 0.2]	0	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_2_1|reference_new_index=0	1452065324	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_2_1/reference_00_seed_1452065324
REFERENCE	2	House02	4,5-3_slow	3	pmfs_2_1	[-4.64273, -7.0008799999999995, 0.2]	1	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_2_1|reference_new_index=1	871510175	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_2_1/reference_01_seed_871510175
REFERENCE	2	House02	4,5-3_slow	3	pmfs_2_1	[-4.64273, -7.0008799999999995, 0.2]	2	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_2_1|reference_new_index=2	207329419	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_2_1/reference_02_seed_207329419
REFERENCE	2	House02	4,5-3_slow	3	pmfs_2_1	[-4.64273, -7.0008799999999995, 0.2]	3	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_2_1|reference_new_index=3	1469892164	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_2_1/reference_03_seed_1469892164
REFERENCE	2	House02	4,5-3_slow	3	pmfs_2_1	[-4.64273, -7.0008799999999995, 0.2]	4	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_2_1|reference_new_index=4	1537052843	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_2_1/reference_04_seed_1537052843
REFERENCE	2	House02	4,5-3_slow	3	pmfs_2_1	[-4.64273, -7.0008799999999995, 0.2]	5	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_2_1|reference_new_index=5	1481115400	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_2_1/reference_05_seed_1481115400
REFERENCE	2	House02	4,5-3_slow	4	pmfs_2_38	[-4.64273, 4.099119999999999, 0.2]	0	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_2_38|reference_new_index=0	731060593	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_2_38/reference_00_seed_731060593
REFERENCE	2	House02	4,5-3_slow	4	pmfs_2_38	[-4.64273, 4.099119999999999, 0.2]	1	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_2_38|reference_new_index=1	687580637	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_2_38/reference_01_seed_687580637
REFERENCE	2	House02	4,5-3_slow	4	pmfs_2_38	[-4.64273, 4.099119999999999, 0.2]	2	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_2_38|reference_new_index=2	1354578956	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_2_38/reference_02_seed_1354578956
REFERENCE	2	House02	4,5-3_slow	4	pmfs_2_38	[-4.64273, 4.099119999999999, 0.2]	3	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_2_38|reference_new_index=3	842246323	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_2_38/reference_03_seed_842246323
REFERENCE	2	House02	4,5-3_slow	4	pmfs_2_38	[-4.64273, 4.099119999999999, 0.2]	4	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_2_38|reference_new_index=4	1445735472	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_2_38/reference_04_seed_1445735472
REFERENCE	2	House02	4,5-3_slow	4	pmfs_2_38	[-4.64273, 4.099119999999999, 0.2]	5	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_2_38|reference_new_index=5	379358258	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_2_38/reference_05_seed_379358258
REFERENCE	2	House02	4,5-3_slow	5	pmfs_2_37	[-4.64273, 3.7991200000000003, 0.2]	0	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_2_37|reference_new_index=0	2139810815	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_2_37/reference_00_seed_2139810815
REFERENCE	2	House02	4,5-3_slow	5	pmfs_2_37	[-4.64273, 3.7991200000000003, 0.2]	1	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_2_37|reference_new_index=1	1375617605	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_2_37/reference_01_seed_1375617605
REFERENCE	2	House02	4,5-3_slow	5	pmfs_2_37	[-4.64273, 3.7991200000000003, 0.2]	2	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_2_37|reference_new_index=2	2003760530	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_2_37/reference_02_seed_2003760530
REFERENCE	2	House02	4,5-3_slow	5	pmfs_2_37	[-4.64273, 3.7991200000000003, 0.2]	3	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_2_37|reference_new_index=3	1329827699	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_2_37/reference_03_seed_1329827699
REFERENCE	2	House02	4,5-3_slow	5	pmfs_2_37	[-4.64273, 3.7991200000000003, 0.2]	4	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_2_37|reference_new_index=4	963629553	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_2_37/reference_04_seed_963629553
REFERENCE	2	House02	4,5-3_slow	5	pmfs_2_37	[-4.64273, 3.7991200000000003, 0.2]	5	JTD_E2|REFERENCE|environment_id=2|source_id=pmfs_2_37|reference_new_index=5	1048550286	/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E2_House02/4,5-3_slow/pmfs_2_37/reference_05_seed_1048550286
TARGET	0	House01	1,3-2,4_fast	0	pmfs_13_18	[-3.5, -2.33, 0.2]	0	JTD_E2|TARGET|environment_id=0|source_id=pmfs_13_18|target_new_index=0	1518485619	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_13_18/target_00_seed_1518485619
TARGET	0	House01	1,3-2,4_fast	0	pmfs_13_18	[-3.5, -2.33, 0.2]	1	JTD_E2|TARGET|environment_id=0|source_id=pmfs_13_18|target_new_index=1	446612736	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_13_18/target_01_seed_446612736
TARGET	0	House01	1,3-2,4_fast	0	pmfs_13_18	[-3.5, -2.33, 0.2]	2	JTD_E2|TARGET|environment_id=0|source_id=pmfs_13_18|target_new_index=2	1721139348	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_13_18/target_02_seed_1721139348
TARGET	0	House01	1,3-2,4_fast	0	pmfs_13_18	[-3.5, -2.33, 0.2]	3	JTD_E2|TARGET|environment_id=0|source_id=pmfs_13_18|target_new_index=3	374231629	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_13_18/target_03_seed_374231629
TARGET	0	House01	1,3-2,4_fast	1	pmfs_13_19	[-3.5, -2.0300000000000002, 0.2]	0	JTD_E2|TARGET|environment_id=0|source_id=pmfs_13_19|target_new_index=0	217234422	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_13_19/target_00_seed_217234422
TARGET	0	House01	1,3-2,4_fast	1	pmfs_13_19	[-3.5, -2.0300000000000002, 0.2]	1	JTD_E2|TARGET|environment_id=0|source_id=pmfs_13_19|target_new_index=1	802085035	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_13_19/target_01_seed_802085035
TARGET	0	House01	1,3-2,4_fast	1	pmfs_13_19	[-3.5, -2.0300000000000002, 0.2]	2	JTD_E2|TARGET|environment_id=0|source_id=pmfs_13_19|target_new_index=2	1669888489	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_13_19/target_02_seed_1669888489
TARGET	0	House01	1,3-2,4_fast	1	pmfs_13_19	[-3.5, -2.0300000000000002, 0.2]	3	JTD_E2|TARGET|environment_id=0|source_id=pmfs_13_19|target_new_index=3	460280753	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_13_19/target_03_seed_460280753
TARGET	0	House01	1,3-2,4_fast	2	pmfs_27_36	[0.7000000000000002, 3.0699999999999994, 0.2]	0	JTD_E2|TARGET|environment_id=0|source_id=pmfs_27_36|target_new_index=0	127015129	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_27_36/target_00_seed_127015129
TARGET	0	House01	1,3-2,4_fast	2	pmfs_27_36	[0.7000000000000002, 3.0699999999999994, 0.2]	1	JTD_E2|TARGET|environment_id=0|source_id=pmfs_27_36|target_new_index=1	541959769	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_27_36/target_01_seed_541959769
TARGET	0	House01	1,3-2,4_fast	2	pmfs_27_36	[0.7000000000000002, 3.0699999999999994, 0.2]	2	JTD_E2|TARGET|environment_id=0|source_id=pmfs_27_36|target_new_index=2	1635641182	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_27_36/target_02_seed_1635641182
TARGET	0	House01	1,3-2,4_fast	2	pmfs_27_36	[0.7000000000000002, 3.0699999999999994, 0.2]	3	JTD_E2|TARGET|environment_id=0|source_id=pmfs_27_36|target_new_index=3	1910855600	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_27_36/target_03_seed_1910855600
TARGET	0	House01	1,3-2,4_fast	3	pmfs_26_36	[0.39999999999999947, 3.0699999999999994, 0.2]	0	JTD_E2|TARGET|environment_id=0|source_id=pmfs_26_36|target_new_index=0	139290499	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_26_36/target_00_seed_139290499
TARGET	0	House01	1,3-2,4_fast	3	pmfs_26_36	[0.39999999999999947, 3.0699999999999994, 0.2]	1	JTD_E2|TARGET|environment_id=0|source_id=pmfs_26_36|target_new_index=1	1563513389	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_26_36/target_01_seed_1563513389
TARGET	0	House01	1,3-2,4_fast	3	pmfs_26_36	[0.39999999999999947, 3.0699999999999994, 0.2]	2	JTD_E2|TARGET|environment_id=0|source_id=pmfs_26_36|target_new_index=2	825654739	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_26_36/target_02_seed_825654739
TARGET	0	House01	1,3-2,4_fast	3	pmfs_26_36	[0.39999999999999947, 3.0699999999999994, 0.2]	3	JTD_E2|TARGET|environment_id=0|source_id=pmfs_26_36|target_new_index=3	1427337066	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_26_36/target_03_seed_1427337066
TARGET	0	House01	1,3-2,4_fast	4	pmfs_27_1	[0.7000000000000002, -7.43, 0.2]	0	JTD_E2|TARGET|environment_id=0|source_id=pmfs_27_1|target_new_index=0	1743007564	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_27_1/target_00_seed_1743007564
TARGET	0	House01	1,3-2,4_fast	4	pmfs_27_1	[0.7000000000000002, -7.43, 0.2]	1	JTD_E2|TARGET|environment_id=0|source_id=pmfs_27_1|target_new_index=1	640940692	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_27_1/target_01_seed_640940692
TARGET	0	House01	1,3-2,4_fast	4	pmfs_27_1	[0.7000000000000002, -7.43, 0.2]	2	JTD_E2|TARGET|environment_id=0|source_id=pmfs_27_1|target_new_index=2	459421915	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_27_1/target_02_seed_459421915
TARGET	0	House01	1,3-2,4_fast	4	pmfs_27_1	[0.7000000000000002, -7.43, 0.2]	3	JTD_E2|TARGET|environment_id=0|source_id=pmfs_27_1|target_new_index=3	691240492	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_27_1/target_03_seed_691240492
TARGET	0	House01	1,3-2,4_fast	5	pmfs_27_2	[0.7000000000000002, -7.13, 0.2]	0	JTD_E2|TARGET|environment_id=0|source_id=pmfs_27_2|target_new_index=0	169204970	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_27_2/target_00_seed_169204970
TARGET	0	House01	1,3-2,4_fast	5	pmfs_27_2	[0.7000000000000002, -7.13, 0.2]	1	JTD_E2|TARGET|environment_id=0|source_id=pmfs_27_2|target_new_index=1	694263111	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_27_2/target_01_seed_694263111
TARGET	0	House01	1,3-2,4_fast	5	pmfs_27_2	[0.7000000000000002, -7.13, 0.2]	2	JTD_E2|TARGET|environment_id=0|source_id=pmfs_27_2|target_new_index=2	88925021	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_27_2/target_02_seed_88925021
TARGET	0	House01	1,3-2,4_fast	5	pmfs_27_2	[0.7000000000000002, -7.13, 0.2]	3	JTD_E2|TARGET|environment_id=0|source_id=pmfs_27_2|target_new_index=3	12449631	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E0_House01/1,3-2,4_fast/pmfs_27_2/target_03_seed_12449631
TARGET	1	House02	3,5-1_slow	0	pmfs_12_20	[-1.6427300000000002, -1.3008800000000003, 0.2]	0	JTD_E2|TARGET|environment_id=1|source_id=pmfs_12_20|target_new_index=0	587326322	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_12_20/target_00_seed_587326322
TARGET	1	House02	3,5-1_slow	0	pmfs_12_20	[-1.6427300000000002, -1.3008800000000003, 0.2]	1	JTD_E2|TARGET|environment_id=1|source_id=pmfs_12_20|target_new_index=1	1214172199	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_12_20/target_01_seed_1214172199
TARGET	1	House02	3,5-1_slow	0	pmfs_12_20	[-1.6427300000000002, -1.3008800000000003, 0.2]	2	JTD_E2|TARGET|environment_id=1|source_id=pmfs_12_20|target_new_index=2	1636129417	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_12_20/target_02_seed_1636129417
TARGET	1	House02	3,5-1_slow	0	pmfs_12_20	[-1.6427300000000002, -1.3008800000000003, 0.2]	3	JTD_E2|TARGET|environment_id=1|source_id=pmfs_12_20|target_new_index=3	922724670	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_12_20/target_03_seed_922724670
TARGET	1	House02	3,5-1_slow	1	pmfs_11_20	[-1.9427300000000005, -1.3008800000000003, 0.2]	0	JTD_E2|TARGET|environment_id=1|source_id=pmfs_11_20|target_new_index=0	450589953	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_11_20/target_00_seed_450589953
TARGET	1	House02	3,5-1_slow	1	pmfs_11_20	[-1.9427300000000005, -1.3008800000000003, 0.2]	1	JTD_E2|TARGET|environment_id=1|source_id=pmfs_11_20|target_new_index=1	554371992	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_11_20/target_01_seed_554371992
TARGET	1	House02	3,5-1_slow	1	pmfs_11_20	[-1.9427300000000005, -1.3008800000000003, 0.2]	2	JTD_E2|TARGET|environment_id=1|source_id=pmfs_11_20|target_new_index=2	117531719	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_11_20/target_02_seed_117531719
TARGET	1	House02	3,5-1_slow	1	pmfs_11_20	[-1.9427300000000005, -1.3008800000000003, 0.2]	3	JTD_E2|TARGET|environment_id=1|source_id=pmfs_11_20|target_new_index=3	519015386	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_11_20/target_03_seed_519015386
TARGET	1	House02	3,5-1_slow	2	pmfs_1_1	[-4.94273, -7.0008799999999995, 0.2]	0	JTD_E2|TARGET|environment_id=1|source_id=pmfs_1_1|target_new_index=0	1728129992	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_1_1/target_00_seed_1728129992
TARGET	1	House02	3,5-1_slow	2	pmfs_1_1	[-4.94273, -7.0008799999999995, 0.2]	1	JTD_E2|TARGET|environment_id=1|source_id=pmfs_1_1|target_new_index=1	629700371	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_1_1/target_01_seed_629700371
TARGET	1	House02	3,5-1_slow	2	pmfs_1_1	[-4.94273, -7.0008799999999995, 0.2]	2	JTD_E2|TARGET|environment_id=1|source_id=pmfs_1_1|target_new_index=2	42972038	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_1_1/target_02_seed_42972038
TARGET	1	House02	3,5-1_slow	2	pmfs_1_1	[-4.94273, -7.0008799999999995, 0.2]	3	JTD_E2|TARGET|environment_id=1|source_id=pmfs_1_1|target_new_index=3	929028792	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_1_1/target_03_seed_929028792
TARGET	1	House02	3,5-1_slow	3	pmfs_2_1	[-4.64273, -7.0008799999999995, 0.2]	0	JTD_E2|TARGET|environment_id=1|source_id=pmfs_2_1|target_new_index=0	1323654272	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_2_1/target_00_seed_1323654272
TARGET	1	House02	3,5-1_slow	3	pmfs_2_1	[-4.64273, -7.0008799999999995, 0.2]	1	JTD_E2|TARGET|environment_id=1|source_id=pmfs_2_1|target_new_index=1	1532439135	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_2_1/target_01_seed_1532439135
TARGET	1	House02	3,5-1_slow	3	pmfs_2_1	[-4.64273, -7.0008799999999995, 0.2]	2	JTD_E2|TARGET|environment_id=1|source_id=pmfs_2_1|target_new_index=2	1046792016	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_2_1/target_02_seed_1046792016
TARGET	1	House02	3,5-1_slow	3	pmfs_2_1	[-4.64273, -7.0008799999999995, 0.2]	3	JTD_E2|TARGET|environment_id=1|source_id=pmfs_2_1|target_new_index=3	29556604	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_2_1/target_03_seed_29556604
TARGET	1	House02	3,5-1_slow	4	pmfs_2_38	[-4.64273, 4.099119999999999, 0.2]	0	JTD_E2|TARGET|environment_id=1|source_id=pmfs_2_38|target_new_index=0	1057237862	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_2_38/target_00_seed_1057237862
TARGET	1	House02	3,5-1_slow	4	pmfs_2_38	[-4.64273, 4.099119999999999, 0.2]	1	JTD_E2|TARGET|environment_id=1|source_id=pmfs_2_38|target_new_index=1	1629917177	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_2_38/target_01_seed_1629917177
TARGET	1	House02	3,5-1_slow	4	pmfs_2_38	[-4.64273, 4.099119999999999, 0.2]	2	JTD_E2|TARGET|environment_id=1|source_id=pmfs_2_38|target_new_index=2	540606161	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_2_38/target_02_seed_540606161
TARGET	1	House02	3,5-1_slow	4	pmfs_2_38	[-4.64273, 4.099119999999999, 0.2]	3	JTD_E2|TARGET|environment_id=1|source_id=pmfs_2_38|target_new_index=3	1992255147	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_2_38/target_03_seed_1992255147
TARGET	1	House02	3,5-1_slow	5	pmfs_2_37	[-4.64273, 3.7991200000000003, 0.2]	0	JTD_E2|TARGET|environment_id=1|source_id=pmfs_2_37|target_new_index=0	1424119796	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_2_37/target_00_seed_1424119796
TARGET	1	House02	3,5-1_slow	5	pmfs_2_37	[-4.64273, 3.7991200000000003, 0.2]	1	JTD_E2|TARGET|environment_id=1|source_id=pmfs_2_37|target_new_index=1	1865561668	/home/zyc/JTD_E2_K12_180_RUNS_20260925/target/E1_House02/3,5-1_slow/pmfs_2_37/target_01_seed_1865561668
