environment_index	house	wind	source_index	source_id	reference_index	origin	requested_seed	cube_sha256	pooled_sha256	pooled_value_sha256	run_dir	phase	new_index	seed_key	resolved_seed_base_uint32	cube_bytes	pooled_bytes
1	House02	3,5-1_slow	3	pmfs_2_1	5	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026121031	ba87490874c472df0e416cb4bdfe274cc279c839b7902ad1780e0b380ad22959	071fa87334219ac65289fd58db75bb986bd42b51e4763a11a1f99a5fcd9e82ad	7a87c60c1713cf5a2fd486b65d73d47288c7a74f0c8419281242b6a232211539	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E1_House02/3,5-1_slow/pmfs_2_1/t1_seed2026121031						
1	House02	3,5-1_slow	4	pmfs_2_38	0	E2_OPEN_REFERENCE	2026111040	9cc38f6360f0f04c4a3743ccff2bbbbd080291b709b540f3fd0c1f332e188d2f		7f39a5dea18683aac17b4f5bbb20b00e34f3e3b30e0371839835d80c7a214330	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E1_House02/3,5-1_slow/pmfs_2_38/r0_seed2026111040						
1	House02	3,5-1_slow	4	pmfs_2_38	1	E2_OPEN_REFERENCE	2026111041	47e0c9a4f098f7cb2051c4ad20bf1b8da30de4d5e11e1b1abc45f865ab8301c6		202f3e7c818f034807f4687cb6e0567433fde5208a1cb433725277c73dcd140d	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E1_House02/3,5-1_slow/pmfs_2_38/r1_seed2026111041						
1	House02	3,5-1_slow	4	pmfs_2_38	2	E2_OPEN_REFERENCE	2026111042	fd8b229fdc7aa5301e643923fb50dbadfbd86e12cf22fd2f7bff39f66e3f83cf		289e9faeabdca6d5bafe344724664c9a8e0f534fc945813d417adc57788f8a9a	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E1_House02/3,5-1_slow/pmfs_2_38/r2_seed2026111042						
1	House02	3,5-1_slow	4	pmfs_2_38	3	E2_OPEN_REFERENCE	2026111043	54d815fe1fa8755214f466234097e6e80f58dc68136496d9accc1cf04f568e62		6c83b0262c92e7b8cc2d2986aded732273ccd4b5018cf2327a6b39699606fb83	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E1_House02/3,5-1_slow/pmfs_2_38/r3_seed2026111043						
1	House02	3,5-1_slow	4	pmfs_2_38	4	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026121040	d930d878404d9a4be72a46467cf9b78ad32ec230f482df46473a92ce919033ec	9635dd52d7a86007a8abe4f830bc39276455d9b540feabd4595e0047a8276d5b	fa5f7b6886eb953297f07ca7bf2be052180d8fa05089005ffaca29a0d1dd2fce	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E1_House02/3,5-1_slow/pmfs_2_38/t0_seed2026121040						
1	House02	3,5-1_slow	4	pmfs_2_38	5	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026121041	883c8e850892d4d92664b2183d1e3148aff3e4c42b323b32d359364a02147225	c007dde85c67bb7c7a9d4f490330b17e1abd66418def781334375547361f5e90	216889de4a640f8bea18e39230534d4393d39bbfa01dd6747b7062482d558749	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E1_House02/3,5-1_slow/pmfs_2_38/t1_seed2026121041						
1	House02	3,5-1_slow	5	pmfs_2_37	0	E2_OPEN_REFERENCE	2026111050	b1f4d2953cfd8b99f78c338c11f82d264bff78551cbc660336860dd9c3a696f4		a180753ec3d1b3cd7098c5c685016830d394d7e1a06bebf9e9c2e0be09b071b3	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E1_House02/3,5-1_slow/pmfs_2_37/r0_seed2026111050						
1	House02	3,5-1_slow	5	pmfs_2_37	1	E2_OPEN_REFERENCE	2026111051	d29d1f20aa73154106d345ec02c74d316530a4e8cdc2acf735425a7cbcf9092a		e10dd4a8187048fb1204148bd2b9631d60d4657fd6bae3fbaab2c22c0c5e7db7	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E1_House02/3,5-1_slow/pmfs_2_37/r1_seed2026111051						
1	House02	3,5-1_slow	5	pmfs_2_37	2	E2_OPEN_REFERENCE	2026111052	28f079509c9667ee0e8a99aa7e1b2399cca93b507ee747a0d346ac19d88f6489		28375658f4bb439f68354188cf9662229fb7c9a663e7332c198df0a0e9c92b65	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E1_House02/3,5-1_slow/pmfs_2_37/r2_seed2026111052						
1	House02	3,5-1_slow	5	pmfs_2_37	3	E2_OPEN_REFERENCE	2026111053	5c6032b4bdb682cabadccdd832491f905b78d29a395dcafcc863cf6687e90869		121d8c09cb041a32cfa98c0f278aa89b12fe309136cc0a69e18a19604141f2c9	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E1_House02/3,5-1_slow/pmfs_2_37/r3_seed2026111053						
1	House02	3,5-1_slow	5	pmfs_2_37	4	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026121050	4396a613aa29700d21cf974e496f90200243a110018e792ace693086f7eac765	5cc494323c5d1bb3f92f737f7d1d16e0e270ade8cc1814603a42b92fb01da024	2f6050255050b48e10aa460f038333336630acc502ab886a2c7f624032f0b321	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E1_House02/3,5-1_slow/pmfs_2_37/t0_seed2026121050						
1	House02	3,5-1_slow	5	pmfs_2_37	5	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026121051	7f2c094453bb5c0c312ed7d90606e3ca0cf5d24aa8f09b615f760d7a71a36763	7a808e2fddd564e6f7e48262e5295f0df897546f2affffd8300e5c041ac0e149	90c0855096098d254168c8e1b6f6730b9cbdbe098f1df383fc327d826527fb57	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E1_House02/3,5-1_slow/pmfs_2_37/t1_seed2026121051						
2	House02	4,5-3_slow	0	pmfs_12_20	0	E2_OPEN_REFERENCE	2026112000	7c212132e4753bfa289b2f30d6ad0522ed259e6468cf6c99224af933b1a61922		c903c61bd8c0d8467aac95284ab9f04ed834b302df4d1faaba7a404cd289eae1	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_12_20/r0_seed2026112000						
2	House02	4,5-3_slow	0	pmfs_12_20	1	E2_OPEN_REFERENCE	2026112001	536998dac14da9d3694db91e7afc42e0f2ad1c272377ac1781cb3e885998a445		498710a921e52ca1ec99a2c1d31ca4b4997980cbe688dfe10353b09874ec1533	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_12_20/r1_seed2026112001						
2	House02	4,5-3_slow	0	pmfs_12_20	2	E2_OPEN_REFERENCE	2026112002	13c31c977696d97c2c820a94756cc8486513b8f1dce82b0114a431308f17e043		16055ded9a5b7270d885fed483c33a011b44f977e01d1f9184b270ac006c9f20	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_12_20/r2_seed2026112002						
2	House02	4,5-3_slow	0	pmfs_12_20	3	E2_OPEN_REFERENCE	2026112003	c4d1f2bafecb1beee021fe3d262c4c3c216652baa3bfeb3e89252730efef50b6		57ad9275e72a42105231e2659f5ecb9117c737523bfcc2fc93604cfd5a28523c	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_12_20/r3_seed2026112003						
2	House02	4,5-3_slow	0	pmfs_12_20	4	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026122000	0ab6d5e02b5d5c8a7db29ac48aae292b35214ae423db9a548aaa328066d71179	3f6042790d1be2796f170f2cc52c2abf0017582c15e5f3312e37ea27ca5558dc	8727eb75f0052ab6980891007b5d044b2615e9a9e7629cf692ac13ae598e82d4	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E2_House02/4,5-3_slow/pmfs_12_20/t0_seed2026122000						
2	House02	4,5-3_slow	0	pmfs_12_20	5	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026122001	60c64e0b0399c435685f9048ddae582be1ab8ccdb16069d0c5170899ac3efb2b	a867ac82d8a8bbcd222d33cc38d388cde920c8935862221a8b0a5b1a7329f72d	c171a1160b271ffbddc6a3864bdeffbc8beb2d8becda3032e6905fbf0236c74e	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E2_House02/4,5-3_slow/pmfs_12_20/t1_seed2026122001						
2	House02	4,5-3_slow	1	pmfs_11_20	0	E2_OPEN_REFERENCE	2026112010	97bdc858d9c85d4c41bdd01434060b752b629985fe529a69b91f392e97442993		2d5f77e95f936e29f605533ee87960b27b9ad88b0c3e5cbe59f1ef07f422759f	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_11_20/r0_seed2026112010						
2	House02	4,5-3_slow	1	pmfs_11_20	1	E2_OPEN_REFERENCE	2026112011	6020045dd90de3abfd1f0bfecbbecd6e083e3c9ce488eb6e4e531eddfdfc48c9		f16e9394baf01906ec5269406b76716655ac40c680c2d0377dd6d9c10a5bf507	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_11_20/r1_seed2026112011						
2	House02	4,5-3_slow	1	pmfs_11_20	2	E2_OPEN_REFERENCE	2026112012	17d2f81bb6a2bd051d8876227574e245558c6c5242ffebcf3b14c8e97041fecc		21eda5cb9ae1d0557b571b6aab43e8720a211c952983fe0111032cb38192fe8a	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_11_20/r2_seed2026112012						
2	House02	4,5-3_slow	1	pmfs_11_20	3	E2_OPEN_REFERENCE	2026112013	9b3f8fb9193a6ed833d58538d60680784a6f0932fcc7366fb0b44557a3ce698c		38d0ea34363fa9e116c5eb5eb59dc64ef0164b5c12a51be6b87799b57b62c0db	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_11_20/r3_seed2026112013						
2	House02	4,5-3_slow	1	pmfs_11_20	4	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026122010	18b6008c9c3054fc68f6a1627db73093abf38ee07167bb181cba482c86965a8b	6f213abdc1453fa216162c31fabc20536d18840c5ec78e6f324918d985f7f619	b2643cc18d8ca327ed5e326a0e1ee9b0a1d261fe9284f3a39b9476b48d304af8	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E2_House02/4,5-3_slow/pmfs_11_20/t0_seed2026122010						
2	House02	4,5-3_slow	1	pmfs_11_20	5	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026122011	a17e52f13e298cbaed6d45a60a93644a6649604c6c500ff53e9f05498a3ffc14	a230cd70420f2a91a10228edecfacb512acc6cd634057a8983a5e541cd3baa03	2c15ffc669ff216f64d5885950eef00e4763757ce0fcbc7faa9ab75b7dc8a850	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E2_House02/4,5-3_slow/pmfs_11_20/t1_seed2026122011						
2	House02	4,5-3_slow	2	pmfs_1_1	0	E2_OPEN_REFERENCE	2026112020	876c81a9d33f69c578bc25c6ea727bee724ca4f3930013030037823deb670649		7bbd401eb9883bde46e259d17c2155aabd434a76433186611c2595684b4811af	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_1_1/r0_seed2026112020						
2	House02	4,5-3_slow	2	pmfs_1_1	1	E2_OPEN_REFERENCE	2026112021	96850ba85eee7a65dbfa2446405f34e36961eea754a8cced7941547fcd739082		ef24eff79bf81b5ecb52eb373399de373e671727ae5eabb8926fda623d292b50	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_1_1/r1_seed2026112021						
2	House02	4,5-3_slow	2	pmfs_1_1	2	E2_OPEN_REFERENCE	2026112022	f83aed38ac5c75168fb46d548a69902b93e7fed9ce3b4d5e6208f69512a0bc2f		d570e420f68d5c635b7c9d7483962ab66d8b2570fa26bcc27885a78caa337264	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_1_1/r2_seed2026112022						
2	House02	4,5-3_slow	2	pmfs_1_1	3	E2_OPEN_REFERENCE	2026112023	04c71dee333a0abd4eddaa575ed0d7676207ed38514cb76c1b10f127a253a74e		437f2db4e879f49f604e852f661ba7cdaec3dfd62967ff7ca5364f9d157cbf2c	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_1_1/r3_seed2026112023						
2	House02	4,5-3_slow	2	pmfs_1_1	4	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026122020	9434b8af6940ef80440ce31eb408f5e8a960c20e5f253d9fcf6676354b96bd5a	751e24fdd53115bf3b09634b4ee4490dc0fcbc7008fa41248141a705e38e9005	1e592596f19c2441e343a47af872e8f8e21f4a0a5af94253b5ae784da97ecd79	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E2_House02/4,5-3_slow/pmfs_1_1/t0_seed2026122020						
2	House02	4,5-3_slow	2	pmfs_1_1	5	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026122021	0cdb145e3505ea18cdaae6729b92ee3bbd11c23004267c0f20ede01cd4f9a173	a8508d42e0647c0ea180ddf7dbcb1f236de7caa83f4e420e2b607ed0bca51cf6	645413545991b1b2a3cf9739b063af2534a86cf8105cb036fa553b3eb5eccdbd	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E2_House02/4,5-3_slow/pmfs_1_1/t1_seed2026122021						
2	House02	4,5-3_slow	3	pmfs_2_1	0	E2_OPEN_REFERENCE	2026112030	7def6dda98cc942a40629b5dd57fe3c113df310d30e385448fae617aa6ce65ba		37691bd91066d9e72721972c45f8cd0015f12dd40363a1344e7a24adf854c09a	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_2_1/r0_seed2026112030						
2	House02	4,5-3_slow	3	pmfs_2_1	1	E2_OPEN_REFERENCE	2026112031	d1cf69530a7805a5170774729340974206b6c526161bbe0b6812b073fc2aaa65		9a0f059f7b1b9abb8bd341feb1590c0ab260d53f357aa9016b32a1f054085082	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_2_1/r1_seed2026112031						
2	House02	4,5-3_slow	3	pmfs_2_1	2	E2_OPEN_REFERENCE	2026112032	521e3e5099da12b7a140beb812a65b1f30fd16fa27a0c94a3605e8b3e2b2550a		a26aea916e08f0dca037e02f178907f9171f660648ffd2cf8034f983633a4ab9	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_2_1/r2_seed2026112032						
2	House02	4,5-3_slow	3	pmfs_2_1	3	E2_OPEN_REFERENCE	2026112033	7f7b0de2190f56563344397a49eaae02891e849c89e67f71292632d89f95e0f4		98618c918cbf99c4bba7ee2776bcb27484e35be593311bdf2e2291f8d8d7df1d	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_2_1/r3_seed2026112033						
2	House02	4,5-3_slow	3	pmfs_2_1	4	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026122030	a3674980f766b414e3ada6f0592a83f7a556153870367fc098842af081a4d6c0	f6149962bd27418e94b9ea5d50d3251d470b8da87520028a20984cbb9cb366fa	458eb1d409aab08786224bd837dba93691862aa92fe0c465eec85e13da7a5138	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E2_House02/4,5-3_slow/pmfs_2_1/t0_seed2026122030						
2	House02	4,5-3_slow	3	pmfs_2_1	5	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026122031	2e9ef6f91c66bad85850960c7b5884697ea1143953ec0579702686ef660f69d7	bea7795d168427e6922e8a280ef5748bb5dbb8cae7096e64b1b3a2524e02aa5e	45d8ae223e5b8c724a5420e3b1d8fd83f6e6a93dd7df4407720a87681378e98b	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E2_House02/4,5-3_slow/pmfs_2_1/t1_seed2026122031						
2	House02	4,5-3_slow	4	pmfs_2_38	0	E2_OPEN_REFERENCE	2026112040	4d1497e1e18532d18a2e25ad5bf95b8b7f171c6b4927c5b64cce15b4e0b2db22		33e7109ca9c9b24658f57e6077854ff1a26eb5713602cb1e8c94cfdae0e4c262	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_2_38/r0_seed2026112040						
2	House02	4,5-3_slow	4	pmfs_2_38	1	E2_OPEN_REFERENCE	2026112041	dff9abffb55437421f90916464675271c53e1144ad9dd1e04b889da816e35966		89482c63c6bc9afe0624b0ea73bf8b2818c2f522245975ffd9ac342484418beb	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_2_38/r1_seed2026112041						
2	House02	4,5-3_slow	4	pmfs_2_38	2	E2_OPEN_REFERENCE	2026112042	e391377f4b60507d9c6402a92b5f07c6188dcd81891b5f29cf628a02f930e652		04f88332612c5bd16e978141dc5af94b144258a100de35f9f3a04dc445ff313a	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_2_38/r2_seed2026112042						
2	House02	4,5-3_slow	4	pmfs_2_38	3	E2_OPEN_REFERENCE	2026112043	9a54454f1ed35f0243bc46c2d2e4ed7e0a275ac0aa83630ce9196112464fa036		bc4ed8a4ae7a7501a10a8862058983adbe7de3013b893b9757a36916a8832454	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_2_38/r3_seed2026112043						
2	House02	4,5-3_slow	4	pmfs_2_38	4	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026122040	7a5b4425a90104906eaa230f32c5f411d07c9120b871afeb0bae67a791ec5438	1ced29c286d2e96a21babe0c147b6b67d2886b9780b170fefa7001ac3e22a1d8	836f43f47da4a296b5df21c191e72ed472e5b01ae0b067d07328a35eaf92a4a7	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E2_House02/4,5-3_slow/pmfs_2_38/t0_seed2026122040						
2	House02	4,5-3_slow	4	pmfs_2_38	5	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026122041	445e2c38fac7b9dd9dde5fe49d1cfc51a291d415c8aa039f8f884f3e5c81dd30	ad34feda3d90029110f90e3098125d7ac047765baa0f67ee2d5c8c028d073d2b	a0c51ed45cec7e710356b5d7586e7635c2ede134b3d5a1b92272ecbe4d4bea15	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E2_House02/4,5-3_slow/pmfs_2_38/t1_seed2026122041						
2	House02	4,5-3_slow	5	pmfs_2_37	0	E2_OPEN_REFERENCE	2026112050	cca4d8c5eefcd196231cdf7bc1bb75896a810f75c17c516f9eeafcffa46914f6		3a57d729226fb0ea948d9c6472ab0cdef3bfeac65f7e6c1e4615893254555832	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_2_37/r0_seed2026112050						
2	House02	4,5-3_slow	5	pmfs_2_37	1	E2_OPEN_REFERENCE	2026112051	82cdbb011aea6f8ac3f53098e628fac2f11058a786b1c181b5c9762aee406839		7dc0f3ecd7101dbfd91dbfd89a3b720931c1025fee382d3e60eacdc4fb8a8822	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_2_37/r1_seed2026112051						
2	House02	4,5-3_slow	5	pmfs_2_37	2	E2_OPEN_REFERENCE	2026112052	b6a7e174bb28feb17c0325cb6c3716091a1d6a169d3427c931bc6a70211c7d1f		b9999d15518fc718a0e126a85004bad7d884587b24d07986aa53140507963c7a	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_2_37/r2_seed2026112052						
2	House02	4,5-3_slow	5	pmfs_2_37	3	E2_OPEN_REFERENCE	2026112053	952bd325d2e9e946d5519650d2387126439199a7ec033426c96db67138c10bf3		dd2ba22dde3d769883d892d6cf972ff4461a0b7f81b42522e4c0c3c1c78ca362	/home/zyc/E2_CROSS_ENVIRONMENT_168_RUNS_20260925/OPEN_DISCOVERY/E2_House02/4,5-3_slow/pmfs_2_37/r3_seed2026112053						
2	House02	4,5-3_slow	5	pmfs_2_37	4	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026122050	b8ddb0c1d1f34f1db8aa6e929ee86a24f8e456fc687b3b980b9f269893733dd5	592859c0437bc41ffd0113d9da75050a55d82e1b815ee2df3be66602c75c8c28	ae11554a3e1f21cec4747f9fb209372291f6f631be76691181331d130cbcf932	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E2_House02/4,5-3_slow/pmfs_2_37/t0_seed2026122050						
2	House02	4,5-3_slow	5	pmfs_2_37	5	E1_HISTORICAL_TARGET_RECLASSIFIED_REFERENCE	2026122051	5d95f47998a19e126c78cb7494e379c130af8986f6330d0211fe9b92c0619462	11abb2152bd9c4a4251df8af116ffe86f2306e0e64c273c66b0acb8210d03f7f	c36b66cae64ce85f971f285ebcd4acb96c6e84930c12d4b105da32ed31568fad	/home/zyc/JTD_E1_FRESH_TARGETS_20260925/E2_House02/4,5-3_slow/pmfs_2_37/t1_seed2026122051						
0	House01	1,3-2,4_fast	0	pmfs_13_18	6	E2_NEW_REFERENCE	123404979	c0199d54aeccc0407ad33868af88de90653f9e34ccc4ccafb2e298fcbb7c7a73	c1224585a87e291b830b9182f2729601a1a74e507b0a43241b9380fe04ae4e42		/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E0_House01/1,3-2,4_fast/pmfs_13_18/reference_00_seed_123404979	REFERENCE	0	JTD_E2|REFERENCE|environment_id=0|source_id=pmfs_13_18|reference_new_index=0	123404979	396848	1328
0	House01	1,3-2,4_fast	0	pmfs_13_18	7	E2_NEW_REFERENCE	2022073246	88f62b225a07bc4fb2dcd40586e6832f5b1b47878342c756ea28f141a3021c33	ebbfe7a9f821d752a00fd2d5d18a9659490f2dda371d1b5842146b6a411bc402		/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E0_House01/1,3-2,4_fast/pmfs_13_18/reference_01_seed_2022073246	REFERENCE	1	JTD_E2|REFERENCE|environment_id=0|source_id=pmfs_13_18|reference_new_index=1	2022073246	396848	1328
0	House01	1,3-2,4_fast	0	pmfs_13_18	8	E2_NEW_REFERENCE	1986267122	f63b0b2405cd44a48362db425b8c54f742fae4d4ad1e6e99c36bec2095d88794	2ff599ca980739876a01f3665e50b7401625b19dd944305e92ef53431ef6f5db		/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E0_House01/1,3-2,4_fast/pmfs_13_18/reference_02_seed_1986267122	REFERENCE	2	JTD_E2|REFERENCE|environment_id=0|source_id=pmfs_13_18|reference_new_index=2	1986267122	396848	1328
0	House01	1,3-2,4_fast	0	pmfs_13_18	9	E2_NEW_REFERENCE	775994198	da003851e746ef4b7e287061c4eccedb61da8b5e074253d3dba04c2e4382ed16	b4255623b0574831b3f8133e2856506d1d130a7bab386b4c3b53e4d44b2c5486		/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E0_House01/1,3-2,4_fast/pmfs_13_18/reference_03_seed_775994198	REFERENCE	3	JTD_E2|REFERENCE|environment_id=0|source_id=pmfs_13_18|reference_new_index=3	775994198	396848	1328
0	House01	1,3-2,4_fast	0	pmfs_13_18	10	E2_NEW_REFERENCE	2131882612	6d54d9a067f770aeb366c6f6d9019adcea53135ef7c5f2dafa37bf2c9998efa3	f66c843f74d6af7b760477caa762449826e0abaec85414735f068bf0aad58e79		/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E0_House01/1,3-2,4_fast/pmfs_13_18/reference_04_seed_2131882612	REFERENCE	4	JTD_E2|REFERENCE|environment_id=0|source_id=pmfs_13_18|reference_new_index=4	2131882612	396848	1328
0	House01	1,3-2,4_fast	0	pmfs_13_18	11	E2_NEW_REFERENCE	723312201	2e98d6dbe465a309aa07f9e55fec2777ec08aaa10c7b1a78d2636d84ce387ed0	91dba32e906f365298a8052f17e72a3d5a05849725b4fec7573e483671c18d82		/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E0_House01/1,3-2,4_fast/pmfs_13_18/reference_05_seed_723312201	REFERENCE	5	JTD_E2|REFERENCE|environment_id=0|source_id=pmfs_13_18|reference_new_index=5	723312201	396848	1328
0	House01	1,3-2,4_fast	1	pmfs_13_19	6	E2_NEW_REFERENCE	1423558399	afc2f83b9c0312ab86f75729e72b7af75306a7b9c359dc6eeb1896b03fbef2ae	122a1d43a97f7a6d3121549783ed31e8c31eace631c8e646592b1039d7933d71		/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E0_House01/1,3-2,4_fast/pmfs_13_19/reference_00_seed_1423558399	REFERENCE	0	JTD_E2|REFERENCE|environment_id=0|source_id=pmfs_13_19|reference_new_index=0	1423558399	396848	1328
0	House01	1,3-2,4_fast	1	pmfs_13_19	7	E2_NEW_REFERENCE	644221289	96280262c0ba1cb8b0ab9f3f3a1390448105a4e9ffd92ee6cde5042e87178592	898e390d9015b3d254227f339d5bf64ac2054575ed3ca3a8ce93ecbbf3d5eb04		/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E0_House01/1,3-2,4_fast/pmfs_13_19/reference_01_seed_644221289	REFERENCE	1	JTD_E2|REFERENCE|environment_id=0|source_id=pmfs_13_19|reference_new_index=1	644221289	396848	1328
0	House01	1,3-2,4_fast	1	pmfs_13_19	8	E2_NEW_REFERENCE	488787533	789ff359bcc6aee333d364d964ae4470fd1519d874e23334985c41fc10c9ae7a	d56fc9457b25bd9da029867c2ce2b33745b6b4cb81b1c7bf4f32baac64e162ad		/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E0_House01/1,3-2,4_fast/pmfs_13_19/reference_02_seed_488787533	REFERENCE	2	JTD_E2|REFERENCE|environment_id=0|source_id=pmfs_13_19|reference_new_index=2	488787533	396848	1328
0	House01	1,3-2,4_fast	1	pmfs_13_19	9	E2_NEW_REFERENCE	1449268869	c04670c97fb7c867d8322da19727c45b6b8c6aca809e094d6c4ae691e66016e7	a6f9515133879feb42a530d5437601dc7c85906f030fc293550024bf7e364fd8		/home/zyc/JTD_E2_K12_180_RUNS_20260925/reference/E0_House01/1,3-2,4_fast/pmfs_13_19/reference_03_seed_1449268869	REFERENCE	3	JTD_E2|REFERENCE|environment_id=0|source_id=pmfs_13_19|reference_new_index=3	1449268869	396848	1328
