t_sim_s,step,x,y,z,yaw,vx,vy,vz
0.0,1,-5.142730236053467,-2.2008800506591797,0.4,-1.5707963267948966,0.0,-0.35,0.0
0.2,2,-5.142730236053467,-2.2708800506591795,0.4,-1.5707963267948966,0.0,-0.35,0.0
0.4,3,-5.142730236053467,-2.34088005065918,0.4,-1.5707963267948966,0.0,-0.35,0.0
0.6000000000000001,4,-5.142730236053467,-2.4108800506591797,0.4,-1.5707963267948966,0.0,-0.35,0.0
0.8,5,-5.142730236053467,-2.4808800506591795,0.4,-1.5707963267948966,0.0,-0.35,0.0
1.0,6,-5.142730236053467,-2.5508800506591798,0.4,-1.5707963267948966,0.0,-0.35,0.0
1.2000000000000002,7,-5.142730236053467,-2.6208800506591796,0.4,-1.5707963267948966,0.0,-0.35,0.0
1.4000000000000001,8,-5.142730236053467,-2.69088005065918,0.4,-1.5707963267948966,0.0,-0.35,0.0
1.6,9,-5.142730236053467,-2.7608800506591797,0.4,-1.5707963267948966,0.0,-0.35,0.0
1.8,10,-5.142730236053467,-2.8308800506591796,0.4,-1.5707963267948966,0.0,-0.35,0.0
2.0,11,-5.142730236053467,-2.90088005065918,0.4,-1.5707963267948966,0.0,-0.35,0.0
2.2,12,-5.142730236053467,-2.9708800506591797,0.4,-1.5707963267948966,0.0,-0.35,0.0
2.4000000000000004,13,-5.142730236053467,-3.0408800506591795,0.4,-1.5707963267948966,0.0,-0.35,0.0
2.6,14,-5.142730236053467,-3.11088005065918,0.4,-1.5707963267948966,0.0,-0.35,0.0
2.8000000000000003,15,-5.142730236053467,-3.1808800506591797,0.4,-1.5707963267948966,0.0,-0.35,0.0
3.0,16,-5.092730236053467,-3.2008800506591797,0.4,0.0,0.35,0.0,0.0
3.2,17,-5.022730236053467,-3.2008800506591797,0.4,0.0,0.35,0.0,0.0
3.4000000000000004,18,-4.952730236053467,-3.2008800506591797,0.4,0.0,0.35,0.0,0.0
3.6,19,-4.94273042678833,-3.2608802413940428,0.4,-1.5707963267948966,0.0,-0.35,0.0
3.8000000000000003,20,-4.912730140686035,-3.300879955291748,0.4,0.0,0.35,0.0,0.0
4.0,21,-4.842730140686035,-3.300879955291748,0.4,0.0,0.35,0.0,0.0
4.2,22,-4.772730140686035,-3.300879955291748,0.4,0.0,0.35,0.0,0.0
4.4,23,-4.702730140686035,-3.300879955291748,0.4,0.0,0.35,0.0,0.0
4.6000000000000005,24,-4.642730236053467,-3.31088005065918,0.4,-1.5707963267948966,0.0,-0.35,0.0
4.800000000000001,25,-4.642730236053467,-3.38088005065918,0.4,-1.5707963267948966,0.0,-0.35,0.0
5.0,26,-4.5927300453186035,-3.4008798599243164,0.4,0.0,0.35,0.0,0.0
5.2,27,-4.542730331420898,-3.420880146026611,0.4,-1.5707963267948966,0.0,-0.3499999999999999,0.0
5.4,28,-4.542730331420898,-3.490880146026611,0.4,-1.5707963267948966,0.0,-0.3499999999999999,0.0
5.6000000000000005,29,-4.482730188369751,-3.500880002975464,0.4,0.0,0.35,0.0,0.0
5.800000000000001,30,-4.44273042678833,-3.530880241394043,0.4,-1.5707963267948966,0.0,-0.35,0.0
6.0,31,-4.44273009300232,-3.6008799076080322,0.4,0.0,0.35,0.0,0.0
6.2,32,-4.372730093002319,-3.6008799076080322,0.4,0.0,0.35,0.0,0.0
6.4,33,-4.3427300453186035,-3.640879859924316,0.4,-1.5707963267948966,0.0,-0.3499999999999999,0.0
6.6000000000000005,34,-4.3427300453186035,-3.7108798599243165,0.4,-1.5707963267948966,0.0,-0.35,0.0
6.800000000000001,35,-4.3427300453186035,-3.7808798599243163,0.4,-1.5707963267948966,0.0,-0.35,0.0
7.0,36,-4.3427300453186035,-3.850879859924316,0.4,-1.5707963267948966,0.0,-0.3499999999999999,0.0
7.2,37,-4.322730283737183,-3.9008800983428955,0.4,0.0,0.35,0.0,0.0
7.4,38,-4.252730283737183,-3.9008800983428955,0.4,0.0,0.35,0.0,0.0
7.6000000000000005,39,-4.242730140686035,-3.960879955291748,0.4,-1.5707963267948966,0.0,-0.3499999999999999,0.0
7.800000000000001,40,-4.242730140686035,-4.0308799552917485,0.4,-1.5707963267948966,0.0,-0.35,0.0
8.0,41,-4.242730140686035,-4.100879955291748,0.4,-1.5707963267948966,0.0,-0.35,0.0
8.200000000000001,42,-4.242730140686035,-4.170879955291748,0.4,-1.5707963267948966,0.0,-0.35,0.0
8.4,43,-4.202730236053467,-4.20088005065918,0.4,0.0,0.35,0.0,0.0
8.6,44,-4.132730236053467,-4.20088005065918,0.4,0.0,0.35,0.0,0.0
8.8,45,-4.062730236053467,-4.20088005065918,0.4,0.0,0.35,0.0,0.0
9.0,46,-3.992730236053467,-4.20088005065918,0.4,0.0,0.3499999999999999,0.0,0.0
