------------------------
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.17, -1.75
-3.46394, -1.73
-3.68664, -1.54336
-3.89877, -1.33123
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.1, -1.13
-4.4, -1.13
-4.7, -1.13
-4.91213, -0.917868
-5, -0.83
-5, -0.83
-5, -0.83
-5, -0.83
-5, -0.83
-5, -0.83
-5, -0.83
-5, -0.83
-5, -0.83
-5, -0.83
