source_id,replicate,rng_seed,path
pmfs_4_4,2,2026093162,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_4_4/rep_02_seed_2026093162/pooled.npy
pmfs_4_4,3,2026093163,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_4_4/rep_03_seed_2026093163/pooled.npy
pmfs_4_4,4,2026093164,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_4_4/rep_04_seed_2026093164/pooled.npy
pmfs_4_4,5,2026093165,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_4_4/rep_05_seed_2026093165/pooled.npy
pmfs_4_4,6,2026093166,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_4_4/rep_06_seed_2026093166/pooled.npy
pmfs_4_4,7,2026093167,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_4_4/rep_07_seed_2026093167/pooled.npy
pmfs_4_4,8,2026093168,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_4_4/rep_08_seed_2026093168/pooled.npy
pmfs_4_4,9,2026093169,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_4_4/rep_09_seed_2026093169/pooled.npy
pmfs_4_4,10,2026093170,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_4_4/rep_10_seed_2026093170/pooled.npy
pmfs_4_4,11,2026093171,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_4_4/rep_11_seed_2026093171/pooled.npy
pmfs_4_4,12,2026093172,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_4_4/rep_12_seed_2026093172/pooled.npy
pmfs_4_4,13,2026093173,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_4_4/rep_13_seed_2026093173/pooled.npy
pmfs_4_4,14,2026093174,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_4_4/rep_14_seed_2026093174/pooled.npy
pmfs_4_4,15,2026093175,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_4_4/rep_15_seed_2026093175/pooled.npy
pmfs_4_4,16,2026093176,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_4_4/rep_16_seed_2026093176/pooled.npy
pmfs_26_35,1,2026093177,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_26_35/rep_01_seed_2026093177/pooled.npy
pmfs_26_35,2,2026093178,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_26_35/rep_02_seed_2026093178/pooled.npy
pmfs_26_35,3,2026093179,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_26_35/rep_03_seed_2026093179/pooled.npy
pmfs_26_35,4,2026093180,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_26_35/rep_04_seed_2026093180/pooled.npy
pmfs_26_35,5,2026093181,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_26_35/rep_05_seed_2026093181/pooled.npy
pmfs_26_35,6,2026093182,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_26_35/rep_06_seed_2026093182/pooled.npy
pmfs_26_35,7,2026093183,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_26_35/rep_07_seed_2026093183/pooled.npy
pmfs_26_35,8,2026093184,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_26_35/rep_08_seed_2026093184/pooled.npy
pmfs_26_35,9,2026093185,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_26_35/rep_09_seed_2026093185/pooled.npy
pmfs_26_35,10,2026093186,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_26_35/rep_10_seed_2026093186/pooled.npy
pmfs_26_35,11,2026093187,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_26_35/rep_11_seed_2026093187/pooled.npy
pmfs_26_35,12,2026093188,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_26_35/rep_12_seed_2026093188/pooled.npy
pmfs_26_35,13,2026093189,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_26_35/rep_13_seed_2026093189/pooled.npy
pmfs_26_35,14,2026093190,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_26_35/rep_14_seed_2026093190/pooled.npy
pmfs_26_35,15,2026093191,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_26_35/rep_15_seed_2026093191/pooled.npy
pmfs_26_35,16,2026093192,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_26_35/rep_16_seed_2026093192/pooled.npy
pmfs_14_33,1,2026093193,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_14_33/rep_01_seed_2026093193/pooled.npy
pmfs_14_33,2,2026093194,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_14_33/rep_02_seed_2026093194/pooled.npy
pmfs_14_33,3,2026093195,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_14_33/rep_03_seed_2026093195/pooled.npy
pmfs_14_33,4,2026093196,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_14_33/rep_04_seed_2026093196/pooled.npy
pmfs_14_33,5,2026093197,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_14_33/rep_05_seed_2026093197/pooled.npy
pmfs_14_33,6,2026093198,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_14_33/rep_06_seed_2026093198/pooled.npy
pmfs_14_33,7,2026093199,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_14_33/rep_07_seed_2026093199/pooled.npy
pmfs_14_33,8,2026093200,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_14_33/rep_08_seed_2026093200/pooled.npy
pmfs_14_33,9,2026093201,/home/zyc/r0_stochastic_benchmark_20260924/pmfs_14_33/rep_09_seed_2026093201/pooled.npy
