run_uuid,source_update_id,candidate_id,origin_i,origin_j,size_i,size_j,center_x,center_y,native_source_x,native_source_y,native_score,hit_map_file
HCMC_NATIVE_H01_R2026092201_NAV2_20260922T064453Z,1,quadtree_28_27_1_1,28,27,1,1,1,0.36999988555908203,0.8949887752532959,0.28827583789825439,0.011866509232811009,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092201/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_28_27_1_1.f32
HCMC_NATIVE_H01_R2026092201_NAV2_20260922T064453Z,1,quadtree_23_3_1_1,23,3,1,1,-0.5,-6.8299999237060547,-0.6050117015838623,-6.9117245674133301,0.011866509232798876,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092201/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_23_3_1_1.f32
HCMC_NATIVE_H01_R2026092201_NAV2_20260922T064453Z,1,quadtree_9_34_1_1,9,34,1,1,-4.6999998092651367,2.4700002670288086,-4.8050122261047363,2.3882761001586914,0.011866509232798876,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092201/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_9_34_1_1.f32
HCMC_NATIVE_H01_R2026092201_NAV2_20260922T064453Z,1,quadtree_20_29_1_2,20,29,1,2,-1.4000000953674316,1.2700004577636719,-1.5050117969512939,0.95655155181884766,0.013742802023766742,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092201/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_20_29_1_2.f32
HCMC_NATIVE_H01_R2026092201_NAV2_20260922T064453Z,1,quadtree_5_29_1_2,5,29,1,2,-5.9000000953674316,1.2700004577636719,-6.005012035369873,0.95655155181884766,0.00077921952042323342,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092201/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_5_29_1_2.f32
HCMC_NATIVE_H01_R2026092201_NAV2_20260922T064453Z,1,quadtree_1_5_3_5,1,5,3,5,-6.8000001907348633,-5.630000114440918,-7.1150350570678711,-6.0386223793029785,2.6139815254437925e-11,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092201/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_1_5_3_5.f32
HCMC_NATIVE_H01_R2026092201_NAV2_20260922T064453Z,1,quadtree_19_25_1_1,19,25,1,1,-1.6999998092651367,-0.23000001907348633,-1.8050116300582886,-0.31172418594360352,0.023056625691944759,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092201/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_19_25_1_1.f32
HCMC_NATIVE_H01_R2026092201_NAV2_20260922T064453Z,1,quadtree_1_1_5_4,1,1,5,4,-6.5,-6.8299999237060547,-7.0250582695007324,-7.3068981170654297,6.1255572133532009e-12,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092201/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_1_1_5_4.f32
HCMC_NATIVE_H01_R2026092201_NAV2_20260922T064453Z,1,quadtree_17_3_1_1,17,3,1,1,-2.3000001907348633,-6.8299999237060547,-2.4050114154815674,-6.9117245674133301,0.011866509232798876,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092201/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_17_3_1_1.f32
HCMC_NATIVE_H01_R2026092201_NAV2_20260922T064453Z,1,quadtree_6_28_1_1,6,28,1,1,-5.6000003814697266,0.67000007629394531,-5.7050118446350098,0.58827602863311768,2.2340936318966701e-06,/home/zyc/hcmc_v1_native_runs_20260922/H01_R2026092201/context_bank/source_update_0001/candidate_maps/snapshot_000001_quadtree_6_28_1_1.f32
