cell_index,x,y,wind_x,wind_y
30,-7.1000003814697266,-7.4300003051757812,-3.3050011616353459e-09,-5.1415511848063034e-08
31,-6.8000001907348633,-7.4300003051757812,-3.937422832223092e-09,-4.7538271985558822e-08
32,-6.5,-7.4300003051757812,0,0
33,-6.2000002861022949,-7.4300003051757812,0,0
34,-5.9000000953674316,-7.4300003051757812,0,0
35,-5.6000003814697266,-7.4300003051757812,3.5758791483431196e-08,-6.1791115513187833e-07
36,-5.3000001907348633,-7.4300003051757812,2.8494426373981696e-08,-6.1465584622055758e-07
37,-5,-7.4300003051757812,3.4364479262194436e-08,-6.0856842765133479e-07
40,-4.1000003814697266,-7.4300003051757812,0,0
41,-3.7999999523162842,-7.4300003051757812,0,0
42,-3.5,-7.4300003051757812,0,0
43,-3.1999998092651367,-7.4300003051757812,0,0
44,-2.9000000953674316,-7.4300003051757812,0,0
49,-1.4000000953674316,-7.4300003051757812,2.8522632078420429e-07,-1.0209184438281227e-05
50,-1.0999999046325684,-7.4300003051757812,3.6264066238800297e-07,-1.2462814083846752e-05
51,-0.79999971389770508,-7.4300003051757812,1.0658571625299373e-07,-1.5131606232898775e-05
52,-0.5,-7.4300003051757812,1.5483551862871536e-07,-1.6022120689740404e-05
53,-0.19999980926513672,-7.4300003051757812,0,0
54,0.099999904632568359,-7.4300003051757812,0,0
55,0.40000009536743164,-7.4300003051757812,0,0
56,0.69999980926513672,-7.4300003051757812,0,0
59,-7.1000003814697266,-7.130000114440918,-8.6902325335813657e-09,-6.0523881018070824e-08
60,-6.8000001907348633,-7.130000114440918,0,0
61,-6.5,-7.130000114440918,0,0
62,-6.2000002861022949,-7.130000114440918,0,0
63,-5.9000000953674316,-7.130000114440918,0,0
64,-5.6000003814697266,-7.130000114440918,4.7364228095148064e-08,-6.3492609569948399e-07
65,-5.3000001907348633,-7.130000114440918,4.6805489262169431e-08,-6.156294602988055e-07
66,-5,-7.130000114440918,3.849047658377458e-08,-5.9116541706316639e-07
69,-4.1000003814697266,-7.130000114440918,0,0
70,-3.7999999523162842,-7.130000114440918,0,0
71,-3.5,-7.130000114440918,0,0
72,-3.1999998092651367,-7.130000114440918,0,0
73,-2.9000000953674316,-7.130000114440918,0,0
74,-2.5999999046325684,-7.130000114440918,0,0
78,-1.4000000953674316,-7.130000114440918,0,0
79,-1.0999999046325684,-7.130000114440918,0,0
80,-0.79999971389770508,-7.130000114440918,5.8110344980377704e-08,-1.655091364227701e-05
81,-0.5,-7.130000114440918,2.2543439115452202e-07,-1.6824227714096196e-05
82,-0.19999980926513672,-7.130000114440918,0,0
83,0.099999904632568359,-7.130000114440918,0,0
84,0.40000009536743164,-7.130000114440918,0,0
85,0.69999980926513672,-7.130000114440918,0,0
88,-7.1000003814697266,-6.8299999237060547,-1.0613804946046912e-08,-5.4383701098004167e-08
89,-6.8000001907348633,-6.8299999237060547,-1.2828681228427286e-08,-6.0513691835240024e-08
90,-6.5,-6.8299999237060547,1.7879889790961556e-09,-7.9024879084954591e-08
91,-6.2000002861022949,-6.8299999237060547,0,0
92,-5.9000000953674316,-6.8299999237060547,-2.3319580932934514e-08,-5.0394407935527852e-07
93,-5.6000003814697266,-6.8299999237060547,2.8524878459279535e-08,-6.0510950561365462e-07
94,-5.3000001907348633,-6.8299999237060547,5.152736193281271e-08,-6.4186315285041928e-07
95,-5,-6.8299999237060547,3.8003594937663365e-08,-6.0814386415586341e-07
98,-4.1000003814697266,-6.8299999237060547,0,0
99,-3.7999999523162842,-6.8299999237060547,0,0
100,-3.5,-6.8299999237060547,0,0
103,-2.5999999046325684,-6.8299999237060547,0,0
104,-2.3000001907348633,-6.8299999237060547,8.003574407666747e-07,-5.0016915338346735e-06
107,-1.4000000953674316,-6.8299999237060547,0,0
110,-0.5,-6.8299999237060547,6.7914072587882401e-07,-1.7719401512295008e-05
111,-0.19999980926513672,-6.8299999237060547,0,0
112,0.099999904632568359,-6.8299999237060547,0,0
113,0.40000009536743164,-6.8299999237060547,0,0
114,0.69999980926513672,-6.8299999237060547,0,0
117,-7.1000003814697266,-6.5300002098083496,-5.715045769960625e-09,-5.7754718341129774e-08
118,-6.8000001907348633,-6.5300002098083496,-8.9042053730281623e-09,-7.2604031231549016e-08
119,-6.5,-6.5300002098083496,-6.3306265785101346e-10,-1.2890984635305358e-07
120,-6.2000002861022949,-6.5300002098083496,-1.1436208424697725e-08,-2.7113060241390485e-07
121,-5.9000000953674316,-6.5300002098083496,-3.2723747267482395e-08,-4.6139501819197903e-07
122,-5.6000003814697266,-6.5300002098083496,-1.3673046694862023e-08,-6.6958352817891864e-07
123,-5.3000001907348633,-6.5300002098083496,2.3757841915994504e-08,-7.5062308724227478e-07
124,-5,-6.5300002098083496,0,0
127,-4.1000003814697266,-6.5300002098083496,0,0
128,-3.7999999523162842,-6.5300002098083496,0,0
129,-3.5,-6.5300002098083496,0,0
130,-3.1999998092651367,-6.5300002098083496,-1.0055855454993434e-06,-4.4668145164905582e-06
