cell_index,x,y,source_probability
30,-7.1000003814697266,-7.4300003051757812,1.3782869882604654e-12
31,-6.8000001907348633,-7.4300003051757812,1.3782869882604654e-12
32,-6.5,-7.4300003051757812,1.3782869882604654e-12
33,-6.2000002861022949,-7.4300003051757812,1.3782869882604654e-12
34,-5.9000000953674316,-7.4300003051757812,1.3782869882604654e-12
35,-5.6000003814697266,-7.4300003051757812,1.6082226912527441e-08
36,-5.3000001907348633,-7.4300003051757812,1.6082226912527441e-08
37,-5,-7.4300003051757812,1.6082226912527441e-08
40,-4.1000003814697266,-7.4300003051757812,0.0026700355089306575
41,-3.7999999523162842,-7.4300003051757812,0.0026700355089306575
42,-3.5,-7.4300003051757812,0.0026700355089306575
43,-3.1999998092651367,-7.4300003051757812,0.0026700355089306575
44,-2.9000000953674316,-7.4300003051757812,0.0026700355089306575
49,-1.4000000953674316,-7.4300003051757812,0.0026700355089306575
50,-1.0999999046325684,-7.4300003051757812,0.0026700355089306575
51,-0.79999971389770508,-7.4300003051757812,0.0026700355089306575
52,-0.5,-7.4300003051757812,0.0026700355089306575
53,-0.19999980926513672,-7.4300003051757812,0.0026700355089306575
54,0.099999904632568359,-7.4300003051757812,0.0026700355089306575
55,0.40000009536743164,-7.4300003051757812,0.0026700355089306575
56,0.69999980926513672,-7.4300003051757812,0.0026700355089306575
59,-7.1000003814697266,-7.130000114440918,1.3782869882604654e-12
60,-6.8000001907348633,-7.130000114440918,1.3782869882604654e-12
61,-6.5,-7.130000114440918,1.3782869882604654e-12
62,-6.2000002861022949,-7.130000114440918,1.3782869882604654e-12
63,-5.9000000953674316,-7.130000114440918,1.3782869882604654e-12
64,-5.6000003814697266,-7.130000114440918,1.6082226912527441e-08
65,-5.3000001907348633,-7.130000114440918,1.6082226912527441e-08
66,-5,-7.130000114440918,1.6082226912527441e-08
69,-4.1000003814697266,-7.130000114440918,0.0026700355089306575
70,-3.7999999523162842,-7.130000114440918,0.0026700355089306575
71,-3.5,-7.130000114440918,0.0026700355089306575
72,-3.1999998092651367,-7.130000114440918,0.0026700355089306575
73,-2.9000000953674316,-7.130000114440918,0.0026700355089306575
74,-2.5999999046325684,-7.130000114440918,0.0026700355089306575
78,-1.4000000953674316,-7.130000114440918,0.0026700355089306575
79,-1.0999999046325684,-7.130000114440918,0.0026700355089306575
80,-0.79999971389770508,-7.130000114440918,0.0026700355089306575
81,-0.5,-7.130000114440918,0.0026700355089306575
82,-0.19999980926513672,-7.130000114440918,0.0026700355089306575
83,0.099999904632568359,-7.130000114440918,0.0026700355089306575
84,0.40000009536743164,-7.130000114440918,0.0026700355089306575
85,0.69999980926513672,-7.130000114440918,0.0026700355089306575
88,-7.1000003814697266,-6.8299999237060547,1.3782869882604654e-12
89,-6.8000001907348633,-6.8299999237060547,1.3782869882604654e-12
90,-6.5,-6.8299999237060547,1.3782869882604654e-12
91,-6.2000002861022949,-6.8299999237060547,1.3782869882604654e-12
92,-5.9000000953674316,-6.8299999237060547,1.3782869882604654e-12
93,-5.6000003814697266,-6.8299999237060547,1.6082226912527441e-08
94,-5.3000001907348633,-6.8299999237060547,1.6082226912527441e-08
95,-5,-6.8299999237060547,1.6082226912527441e-08
98,-4.1000003814697266,-6.8299999237060547,0.0026700355089306575
99,-3.7999999523162842,-6.8299999237060547,0.0026700355089306575
100,-3.5,-6.8299999237060547,0.0026700355089306575
103,-2.5999999046325684,-6.8299999237060547,0.0026700355089306575
104,-2.3000001907348633,-6.8299999237060547,0.0026700355089306575
107,-1.4000000953674316,-6.8299999237060547,0.0026700355089306575
110,-0.5,-6.8299999237060547,0.0026700355089306575
111,-0.19999980926513672,-6.8299999237060547,0.0026700355089306575
112,0.099999904632568359,-6.8299999237060547,0.0026700355089306575
113,0.40000009536743164,-6.8299999237060547,0.0026700355089306575
114,0.69999980926513672,-6.8299999237060547,0.0026700355089306575
117,-7.1000003814697266,-6.5300002098083496,1.3782869882604654e-12
118,-6.8000001907348633,-6.5300002098083496,1.3782869882604654e-12
119,-6.5,-6.5300002098083496,1.3782869882604654e-12
120,-6.2000002861022949,-6.5300002098083496,1.3782869882604654e-12
121,-5.9000000953674316,-6.5300002098083496,1.3782869882604654e-12
122,-5.6000003814697266,-6.5300002098083496,1.6082226912527441e-08
123,-5.3000001907348633,-6.5300002098083496,1.6082226912527441e-08
124,-5,-6.5300002098083496,1.6082226912527441e-08
127,-4.1000003814697266,-6.5300002098083496,0.0026700355089306575
128,-3.7999999523162842,-6.5300002098083496,0.0026700355089306575
129,-3.5,-6.5300002098083496,0.0026700355089306575
130,-3.1999998092651367,-6.5300002098083496,0.0026700355089306575
131,-2.9000000953674316,-6.5300002098083496,0.0026700355089306575
132,-2.5999999046325684,-6.5300002098083496,0.0026700355089306575
133,-2.3000001907348633,-6.5300002098083496,0.0026700355089306575
136,-1.4000000953674316,-6.5300002098083496,0.0026700355089306575
137,-1.0999999046325684,-6.5300002098083496,0.0026700355089306575
138,-0.79999971389770508,-6.5300002098083496,0.0026700355089306575
139,-0.5,-6.5300002098083496,0.0026700355089306575
140,-0.19999980926513672,-6.5300002098083496,0.0026700355089306575
141,0.099999904632568359,-6.5300002098083496,0.0026700355089306575
142,0.40000009536743164,-6.5300002098083496,0.0026700355089306575
143,0.69999980926513672,-6.5300002098083496,0.0026700355089306575
146,-7.1000003814697266,-6.2300000190734863,5.881614681875118e-12
147,-6.8000001907348633,-6.2300000190734863,5.881614681875118e-12
148,-6.5,-6.2300000190734863,5.881614681875118e-12
149,-6.2000002861022949,-6.2300000190734863,4.2915936017425444e-12
