cell_index,grid_i,grid_j,x,y,occupancy,probability,logOdds,confidence,omega,distanceFromRobot,originalPropagationDirection_x,originalPropagationDirection_y
50,21,1,-1.0999999046325684,-7.4300003051757812,Free,0.099999685828489393,-2.1972280681356553,0,0,39.9639892578125,0.44721359014511108,0.89442718029022217
51,22,1,-0.79999971389770508,-7.4300003051757812,Free,0.099999685828489393,-2.1972280681356553,0,0,40.378204345703125,0.44721359014511108,0.89442718029022217
52,23,1,-0.5,-7.4300003051757812,Free,0.099999685828489393,-2.1972280681356553,0,0,40.79241943359375,0.44721359014511108,0.89442718029022217
53,24,1,-0.19999980926513672,-7.4300003051757812,Free,0.099999685828489393,-2.1972280681356553,0,0,41.206634521484375,0.44721359014511108,0.89442718029022217
54,25,1,0.099999904632568359,-7.4300003051757812,Free,0.099999685828489393,-2.1972280681356553,0,0,41.620849609375,0.44721359014511108,0.89442718029022217
55,26,1,0.40000009536743164,-7.4300003051757812,Free,0.099999685828489393,-2.1972280681356553,0,0,42.035064697265625,0.44721359014511108,0.89442718029022217
56,27,1,0.69999980926513672,-7.4300003051757812,Free,0.099999685828489393,-2.1972280681356553,0,0,42.44927978515625,0.44721359014511108,0.89442718029022217
57,28,1,1,-7.4300003051757812,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
58,0,2,-7.4000000953674316,-7.130000114440918,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
59,1,2,-7.1000003814697266,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,0.99999996862044538,4.319277321072085,1,0,1
60,2,2,-6.8000001907348633,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,0.90349936322043489,0.58455141797674948,1.4142135381698608,0.70710676908493042,0.70710676908493042
61,3,2,-6.5,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,0.00693085738650423,0.0017387468343401556,2.2360680103302002,0.89442718029022217,0.44721359014511108
62,4,2,-6.2000002861022949,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,0.0085286596610799625,0.0021413091991663523,3.2360680103302002,0.89442718029022217,0.44721359014511108
63,5,2,-5.9000000953674316,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,0.0011584929845380731,0.00028979113906496789,4.2360677719116211,0.89442718029022217,0.44721359014511108
64,6,2,-5.6000003814697266,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,2.8732799562947164e-06,7.1832102103918775e-07,5.2360677719116211,0.89442718029022217,0.44721359014511108
65,7,2,-5.3000001907348633,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,6.815970010620731e-11,1.7039919508897128e-11,6.2360677719116211,0.89442718029022217,0.44721359014511108
66,8,2,-5,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,0,1.0512155063303312e-18,7.2360677719116211,0.89442718029022217,0.44721359014511108
67,9,2,-4.6999998092651367,-7.130000114440918,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
68,10,2,-4.4000000953674316,-7.130000114440918,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
69,11,2,-4.1000003814697266,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,0,0,36.620841979980469,0.44721359014511108,0.89442718029022217
70,12,2,-3.7999999523162842,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,0,0,36.206626892089844,0.44721359014511108,0.89442718029022217
71,13,2,-3.5,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,0,0,35.792411804199219,0.44721359014511108,0.89442718029022217
72,14,2,-3.1999998092651367,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,0,0,36.206626892089844,0.44721359014511108,0.89442718029022217
73,15,2,-2.9000000953674316,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,0,0,34.9639892578125,0.44721359014511108,0.89442718029022217
74,16,2,-2.5999999046325684,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,0,0,34.549774169921875,0.44721359014511108,0.89442718029022217
75,17,2,-2.3000001907348633,-7.130000114440918,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
76,18,2,-2,-7.130000114440918,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
77,19,2,-1.6999998092651367,-7.130000114440918,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
78,20,2,-1.4000000953674316,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,0,0,38.549774169921875,0.44721359014511108,0.89442718029022217
79,21,2,-1.0999999046325684,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,0,0,38.9639892578125,0.44721359014511108,0.89442718029022217
80,22,2,-0.79999971389770508,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,0,0,40.206634521484375,0.44721359014511108,0.89442718029022217
81,23,2,-0.5,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,0,0,39.79241943359375,0.44721359014511108,0.89442718029022217
82,24,2,-0.19999980926513672,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,0,0,40.206634521484375,0.44721359014511108,0.89442718029022217
83,25,2,0.099999904632568359,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,0,0,40.620849609375,0.44721359014511108,0.89442718029022217
84,26,2,0.40000009536743164,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,0,0,41.035064697265625,0.44721359014511108,0.89442718029022217
85,27,2,0.69999980926513672,-7.130000114440918,Free,0.099999685828489393,-2.1972280681356553,0,0,41.44927978515625,0.44721359014511108,0.89442718029022217
86,28,2,1,-7.130000114440918,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
87,0,3,-7.4000000953674316,-6.8299999237060547,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
88,1,3,-7.1000003814697266,-6.8299999237060547,Free,0.099999685828489393,-2.1972280681356553,0.041921624445660499,0.010706423178576473,2,0,1
89,2,3,-6.8000001907348633,-6.8299999237060547,Free,0.099999685828489393,-2.1972280681356553,0.00693085738650423,0.0017387468343401556,2.2360680103302002,0.44721359014511108,0.89442718029022217
90,3,3,-6.5,-6.8299999237060547,Free,0.099999685828489393,-2.1972280681356553,0.37353033533466973,0.11691373153625087,2.8284270763397217,0.70710676908493042,0.70710676908493042
91,4,3,-6.2000002861022949,-6.8299999237060547,Free,0.099999685828489393,-2.1972280681356553,0.96842601816490315,0.8638554642962083,3.6502816677093506,0.89442718029022217,0.44721359014511108
92,5,3,-5.9000000953674316,-6.8299999237060547,Free,0.099999685828489393,-2.1972280681356553,0.37352133514343644,0.11691013993114575,4.6502814292907715,0.89442718029022217,0.44721359014511108
93,6,3,-5.6000003814697266,-6.8299999237060547,Free,0.099999685828489393,-2.1972280681356553,0.0011584929845049885,0.00028979113905669261,5.6502814292907715,0.89442718029022217,0.44721359014511108
94,7,3,-5.3000001907348633,-6.8299999237060547,Free,0.099999685828489393,-2.1972280681356553,2.0469542394430107e-08,5.1173856377587527e-09,6.6502814292907715,0.89442718029022217,0.44721359014511108
95,8,3,-5,-6.8299999237060547,Free,0.099999685828489393,-2.1972280681356553,6.6613381477509392e-15,1.655141075995103e-15,7.6502814292907715,0.89442718029022217,0.44721359014511108
96,9,3,-4.6999998092651367,-6.8299999237060547,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
97,10,3,-4.4000000953674316,-6.8299999237060547,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
98,11,3,-4.1000003814697266,-6.8299999237060547,Free,0.099999685828489393,-2.1972280681356553,0,0,35.620841979980469,0.44721359014511108,0.89442718029022217
99,12,3,-3.7999999523162842,-6.8299999237060547,Free,0.099999685828489393,-2.1972280681356553,0,0,35.206626892089844,0.44721359014511108,0.89442718029022217
100,13,3,-3.5,-6.8299999237060547,Free,0.099999685828489393,-2.1972280681356553,0,0,34.792411804199219,0.44721359014511108,0.89442718029022217
101,14,3,-3.1999998092651367,-6.8299999237060547,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
102,15,3,-2.9000000953674316,-6.8299999237060547,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
103,16,3,-2.5999999046325684,-6.8299999237060547,Free,0.099999685828489393,-2.1972280681356553,0,0,33.549774169921875,0.44721359014511108,0.89442718029022217
104,17,3,-2.3000001907348633,-6.8299999237060547,Free,0.099999685828489393,-2.1972280681356553,0,0,33.9639892578125,0.44721359014511108,0.89442718029022217
105,18,3,-2,-6.8299999237060547,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
106,19,3,-1.6999998092651367,-6.8299999237060547,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
107,20,3,-1.4000000953674316,-6.8299999237060547,Free,0.099999685828489393,-2.1972280681356553,0,0,37.549774169921875,0.44721359014511108,0.89442718029022217
108,21,3,-1.0999999046325684,-6.8299999237060547,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
109,22,3,-0.79999971389770508,-6.8299999237060547,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
110,23,3,-0.5,-6.8299999237060547,Free,0.099999685828489393,-2.1972280681356553,0,0,38.79241943359375,0.44721359014511108,0.89442718029022217
111,24,3,-0.19999980926513672,-6.8299999237060547,Free,0.099999685828489393,-2.1972280681356553,0,0,39.206634521484375,0.44721359014511108,0.89442718029022217
112,25,3,0.099999904632568359,-6.8299999237060547,Free,0.099999685828489393,-2.1972280681356553,0,0,39.620849609375,0.44721359014511108,0.89442718029022217
113,26,3,0.40000009536743164,-6.8299999237060547,Free,0.099999685828489393,-2.1972280681356553,0,0,40.035064697265625,0.44721359014511108,0.89442718029022217
114,27,3,0.69999980926513672,-6.8299999237060547,Free,0.099999685828489393,-2.1972280681356553,0,0,41.035064697265625,0.44721359014511108,0.89442718029022217
115,28,3,1,-6.8299999237060547,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
116,0,4,-7.4000000953674316,-6.5300002098083496,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
117,1,4,-7.1000003814697266,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,2.3331362926093391e-06,5.832847535830356e-07,3,0,1
118,2,4,-6.8000001907348633,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,0.0085286596610799625,0.0021413091991663523,3.2360680103302002,0.44721359014511108,0.89442718029022217
119,3,4,-6.5,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,0.96842601816490337,0.86385546429621007,3.6502816677093506,0.44721359014511108,0.89442718029022217
120,4,4,-6.2000002861022949,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,0.9999999999918443,6.3830764864230058,4.242640495300293,0.70710676908493042,0.70710676908493042
121,5,4,-5.9000000953674316,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,0.96842601815414309,0.86385546421101089,5.0644950866699219,0.89442718029022217,0.44721359014511108
122,6,4,-5.6000003814697266,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,0.0085285581862508675,0.0021412836122381659,6.0644950866699219,0.89442718029022217,0.44721359014511108
123,7,4,-5.3000001907348633,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,3.888564268361705e-07,9.7214125597172908e-08,7.0644950866699219,0.89442718029022217,0.44721359014511108
124,8,4,-5,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,3.2329694477084558e-13,8.0836337336591306e-14,8.0644950866699219,0.89442718029022217,0.44721359014511108
125,9,4,-4.6999998092651367,-6.5300002098083496,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
126,10,4,-4.4000000953674316,-6.5300002098083496,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
127,11,4,-4.1000003814697266,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,0,0,34.620841979980469,0.44721359014511108,0.89442718029022217
128,12,4,-3.7999999523162842,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,0,0,34.206626892089844,0.44721359014511108,0.89442718029022217
129,13,4,-3.5,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,0,0,33.792411804199219,0.44721359014511108,0.89442718029022217
130,14,4,-3.1999998092651367,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,0,0,33.378200531005859,0.44721359014511108,0.89442718029022217
131,15,4,-2.9000000953674316,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,0,0,32.9639892578125,0.44721359014511108,0.89442718029022217
132,16,4,-2.5999999046325684,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,0,0,32.549774169921875,0.44721359014511108,0.89442718029022217
133,17,4,-2.3000001907348633,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,0,0,32.9639892578125,0.44721359014511108,0.89442718029022217
134,18,4,-2,-6.5300002098083496,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
135,19,4,-1.6999998092651367,-6.5300002098083496,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
136,20,4,-1.4000000953674316,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,0,0,36.549774169921875,0.44721359014511108,0.89442718029022217
137,21,4,-1.0999999046325684,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,0,0,36.9639892578125,0.44721359014511108,0.89442718029022217
138,22,4,-0.79999971389770508,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,0,0,37.378204345703125,0.44721359014511108,0.89442718029022217
139,23,4,-0.5,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,0,0,37.79241943359375,0.44721359014511108,0.89442718029022217
140,24,4,-0.19999980926513672,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,0,0,38.206634521484375,0.44721359014511108,0.89442718029022217
141,25,4,0.099999904632568359,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,0,0,38.620849609375,0.44721359014511108,0.89442718029022217
142,26,4,0.40000009536743164,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,0,0,39.620849609375,0.44721359014511108,0.89442718029022217
143,27,4,0.69999980926513672,-6.5300002098083496,Free,0.099999685828489393,-2.1972280681356553,0,0,40.620849609375,0.44721359014511108,0.89442718029022217
144,28,4,1,-6.5300002098083496,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
145,0,5,-7.4000000953674316,-6.2300000190734863,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
146,1,5,-7.1000003814697266,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,2.0471164985380597e-08,5.1177913000194201e-09,4,0,1
147,2,5,-6.8000001907348633,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,0.0011584930526188364,0.00028979115610488728,4.2360677719116211,0.44721359014511108,0.89442718029022217
148,3,5,-6.5,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,0.37352134796716796,0.11691014504853138,4.6502814292907715,0.44721359014511108,0.89442718029022217
149,4,5,-6.2000002861022949,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,0.96842603043188857,0.86385556142513475,5.0644950866699219,0.44721359014511108,0.89442718029022217
150,5,5,-5.9000000953674316,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,0.37352134796716796,0.11691014504853138,5.6568541526794434,0.70710676908493042,0.70710676908493042
151,6,5,-5.6000003814697266,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,0.0011584930525857517,0.000289791156096612,6.4787087440490723,0.89442718029022217,0.44721359014511108
152,7,5,-5.3000001907348633,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,2.0469548278612137e-08,5.1173871183327391e-09,7.4787087440490723,0.89442718029022217,0.44721359014511108
153,8,5,-5,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,6.6613381477509392e-15,1.6551414121161839e-15,8.4787082672119141,0.89442718029022217,0.44721359014511108
154,9,5,-4.6999998092651367,-6.2300000190734863,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
155,10,5,-4.4000000953674316,-6.2300000190734863,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
156,11,5,-4.1000003814697266,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,0,0,33.620841979980469,0.44721359014511108,0.89442718029022217
157,12,5,-3.7999999523162842,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,0,0,33.206626892089844,0.44721359014511108,0.89442718029022217
158,13,5,-3.5,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,0,0,32.792411804199219,0.44721359014511108,0.89442718029022217
159,14,5,-3.1999998092651367,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,0,0,32.378200531005859,0.44721359014511108,0.89442718029022217
160,15,5,-2.9000000953674316,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,0,0,31.963987350463867,0.44721359014511108,0.89442718029022217
161,16,5,-2.5999999046325684,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,0,0,31.549774169921875,0.44721359014511108,0.89442718029022217
162,17,5,-2.3000001907348633,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,0,0,31.963987350463867,0.44721359014511108,0.89442718029022217
163,18,5,-2,-6.2300000190734863,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
164,19,5,-1.6999998092651367,-6.2300000190734863,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
165,20,5,-1.4000000953674316,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,0,0,35.549774169921875,0.44721359014511108,0.89442718029022217
166,21,5,-1.0999999046325684,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,0,0,35.9639892578125,0.44721359014511108,0.89442718029022217
167,22,5,-0.79999971389770508,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,0,0,36.378204345703125,0.44721359014511108,0.89442718029022217
168,23,5,-0.5,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,0,0,36.79241943359375,0.44721359014511108,0.89442718029022217
169,24,5,-0.19999980926513672,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,0,0,37.206634521484375,0.44721359014511108,0.89442718029022217
170,25,5,0.099999904632568359,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,0,0,38.206634521484375,0.44721359014511108,0.89442718029022217
171,26,5,0.40000009536743164,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,0,0,39.206634521484375,0.44721359014511108,0.89442718029022217
172,27,5,0.69999980926513672,-6.2300000190734863,Free,0.099999685828489393,-2.1972280681356553,0,0,40.206634521484375,0.44721359014511108,0.89442718029022217
173,28,5,1,-6.2300000190734863,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
174,0,6,-7.4000000953674316,-5.9300003051757812,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
175,1,6,-7.1000003814697266,-5.9300003051757812,Free,0.099999685828489393,-2.1972280681356553,1.3631940021241462e-10,3.4079839023949946e-11,5,0,1
176,2,6,-6.8000001907348633,-5.9300003051757812,Free,0.099999685828489393,-2.1972280681356553,5.7465516568599995e-06,1.4366420420783753e-06,5.2360677719116211,0.44721359014511108,0.89442718029022217
177,3,6,-6.5,-5.9300003051757812,Free,0.099999685828489393,-2.1972280681356553,0.0023156438630148601,0.00057958227811338522,5.6502814292907715,0.44721359014511108,0.89442718029022217
178,4,6,-6.2000002861022949,-5.9300003051757812,Free,0.099999685828489393,-2.1972280681356553,0.01698438006776537,0.0042825672244763326,6.0644950866699219,0.44721359014511108,0.89442718029022217
179,5,6,-5.9000000953674316,-5.9300003051757812,Free,0.099999685828489393,-2.1972280681356553,0.0023156438630148601,0.00057958227811338522,6.4787087440490723,0.44721359014511108,0.89442718029022217
180,6,6,-5.6000003814697266,-5.9300003051757812,Free,0.099999685828489393,-2.1972280681356553,5.7465516568599995e-06,1.4366420420783751e-06,7.0710678100585938,0.70710676908493042,0.70710676908493042
181,7,6,-5.3000001907348633,-5.9300003051757812,Free,0.099999685828489393,-2.1972280681356553,1.3631940021241462e-10,3.4079839017794255e-11,7.8929224014282227,0.89442718029022217,0.44721359014511108
182,8,6,-5,-5.9300003051757812,Free,0.099999685828489393,-2.1972280681356553,0,2.1024310126606628e-18,8.8929224014282227,0.89442718029022217,0.44721359014511108
183,9,6,-4.6999998092651367,-5.9300003051757812,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
184,10,6,-4.4000000953674316,-5.9300003051757812,Obstacle,0.10000000000000009,-2.1972245773362191,0,0,0,0,0
185,11,6,-4.1000003814697266,-5.9300003051757812,Free,0.099999685828489393,-2.1972280681356553,0,0,32.620841979980469,0.44721359014511108,0.89442718029022217
186,12,6,-3.7999999523162842,-5.9300003051757812,Free,0.099999685828489393,-2.1972280681356553,0,0,32.206626892089844,0.44721359014511108,0.89442718029022217
187,13,6,-3.5,-5.9300003051757812,Free,0.099999685828489393,-2.1972280681356553,0,0,31.792413711547852,0.44721359014511108,0.89442718029022217
188,14,6,-3.1999998092651367,-5.9300003051757812,Free,0.099999685828489393,-2.1972280681356553,0,0,31.378200531005859,0.44721359014511108,0.89442718029022217
