t_sim_s,x,y,z
40.0,-1.74273,-0.858140939411354,0.3
40.2,-1.74273,-0.958140939411354,0.3
40.4,-1.74273,-1.0581409394113541,0.3
40.6,-1.74273,-1.1581409394113542,0.3
40.8,-1.74273,-1.2581409394113543,0.3
41.0,-1.74273,-1.3581409394113544,0.3
41.2,-1.74273,-1.4581409394113545,0.3
41.4,-1.74273,-1.5581409394113546,0.3
41.6,-1.74273,-1.6581409394113547,0.3
41.8,-1.74273,-1.7581409394113547,0.3
42.0,-1.74273,-1.8581409394113548,0.3
42.2,-1.685469060588644,-1.900879999999999,0.3
42.4,-1.585469060588644,-1.900879999999999,0.3
42.6,-1.4854690605886438,-1.900879999999999,0.3
42.8,-1.3854690605886437,-1.900879999999999,0.3
43.0,-1.2854690605886436,-1.900879999999999,0.3
43.2,-1.1854690605886435,-1.900879999999999,0.3
43.4,-1.0854690605886435,-1.900879999999999,0.3
43.6,-0.9854690605886435,-1.900879999999999,0.3
43.8,-0.8854690605886435,-1.900879999999999,0.3
44.0,-0.8427300000000004,-1.900879999999999,0.3
