t_sim_s,x,y,z
56.0,-5.042730000000001,-5.5581409394113495,0.3
56.2,-4.985469060588652,-5.60088,0.3
56.4,-4.885469060588652,-5.60088,0.3
56.6,-4.785469060588652,-5.60088,0.3
56.8,-4.685469060588653,-5.60088,0.3
57.0,-4.585469060588653,-5.60088,0.3
57.2,-4.485469060588653,-5.60088,0.3
57.4,-4.385469060588654,-5.60088,0.3
57.6,-4.285469060588654,-5.60088,0.3
57.8,-4.185469060588654,-5.60088,0.3
58.0,-4.085469060588655,-5.60088,0.3
58.2,-3.9854690605886547,-5.60088,0.3
58.4,-3.8854690605886546,-5.60088,0.3
58.6,-3.7854690605886545,-5.60088,0.3
58.8,-3.6854690605886544,-5.60088,0.3
59.0,-3.5854690605886543,-5.60088,0.3
59.2,-3.4854690605886542,-5.60088,0.3
59.4,-3.385469060588654,-5.60088,0.3
59.6,-3.285469060588654,-5.60088,0.3
59.8,-3.185469060588654,-5.60088,0.3
60.0,-3.1427300000000002,-5.60088,0.3
