t_sim_s,x,y,z
48.0,-1.7999909394113547,-4.800879999999999,0.3
48.2,-1.7854690605886452,-4.800879999999999,0.3
48.4,-1.74273,-4.743619060588645,0.3
48.6,-1.74273,-4.643619060588645,0.3
48.8,-1.74273,-4.543619060588646,0.3
49.0,-1.74273,-4.443619060588646,0.3
49.2,-1.74273,-4.343619060588646,0.3
49.4,-1.74273,-4.243619060588647,0.3
49.6,-1.74273,-4.143619060588647,0.3
49.8,-1.74273,-4.0436190605886475,0.3
50.0,-1.74273,-3.9436190605886474,0.3
50.2,-1.74273,-3.8436190605886473,0.3
50.4,-1.74273,-3.7436190605886472,0.3
50.6,-1.74273,-3.643619060588647,0.3
50.8,-1.74273,-3.543619060588647,0.3
51.0,-1.74273,-3.443619060588647,0.3
51.2,-1.74273,-3.343619060588647,0.3
51.4,-1.74273,-3.243619060588647,0.3
51.6,-1.74273,-3.1436190605886467,0.3
51.8,-1.74273,-3.0436190605886466,0.3
52.0,-1.74273,-3.0008799999999995,0.3
