t_sim_s,x,y,z
16.0,-5.042730000000001,0.9563809394113527,0.3
16.2,-5.042730000000001,1.0563809394113528,0.3
16.4,-5.042730000000001,1.156380939411353,0.3
16.6,-5.042730000000001,1.256380939411353,0.3
16.8,-5.042730000000001,1.356380939411353,0.3
17.0,-5.042730000000001,1.4563809394113532,0.3
17.2,-5.042730000000001,1.5563809394113532,0.3
17.4,-5.042730000000001,1.6563809394113533,0.3
17.6,-5.042730000000001,1.7563809394113534,0.3
17.8,-5.042730000000001,1.8563809394113535,0.3
18.0,-5.042730000000001,1.9563809394113536,0.3
18.2,-5.042730000000001,2.0563809394113535,0.3
18.4,-5.042730000000001,2.1563809394113536,0.3
18.6,-5.042730000000001,2.2563809394113536,0.3
18.8,-5.042730000000001,2.3563809394113537,0.3
19.0,-5.042730000000001,2.456380939411354,0.3
19.2,-5.042730000000001,2.556380939411354,0.3
19.4,-5.042730000000001,2.656380939411354,0.3
19.6,-5.042730000000001,2.756380939411354,0.3
19.8,-5.042730000000001,2.856380939411354,0.3
20.0,-5.042730000000001,2.8991200000000017,0.3
